"Plot Title: CT_317_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739317, SEN S/N: 20739317)","Temp, °C (LGR S/N: 20739317, SEN S/N: 20739317)","Specific Conductance, μS/cm (LGR S/N: 20739317)","Salinity, ppt (LGR S/N: 20739317)","Coupler Detached (LGR S/N: 20739317)","Coupler Attached (LGR S/N: 20739317)","Host Connected (LGR S/N: 20739317)","Stopped (LGR S/N: 20739317)","End Of File (LGR S/N: 20739317)"
1,05/22/21 12:01:30 PM,0.0,23.96,0.0,0.0123,Logged,,,,
2,05/22/21 12:02:00 PM,0.0,23.96,0.0,0.0123,,,,,
3,05/22/21 12:02:30 PM,0.0,24.00,0.0,0.0123,,,,,
4,05/22/21 12:03:00 PM,0.0,24.11,0.0,0.0123,,,,,
5,05/22/21 12:03:30 PM,0.0,24.32,0.0,0.0123,,,,,
6,05/22/21 12:04:00 PM,0.0,24.25,0.0,0.0123,,,,,
7,05/22/21 12:04:30 PM,0.0,24.32,0.0,0.0123,,,,,
8,05/22/21 12:05:00 PM,0.0,24.34,0.0,0.0123,,,,,
9,05/22/21 12:05:30 PM,0.0,24.33,0.0,0.0123,,,,,
10,05/22/21 12:06:00 PM,0.0,24.33,0.0,0.0123,,,,,
11,05/22/21 12:06:30 PM,0.0,24.32,0.0,0.0123,,,,,
12,05/22/21 12:07:00 PM,0.0,24.28,0.0,0.0123,,,,,
13,05/22/21 12:07:30 PM,0.0,24.22,0.0,0.0123,,,,,
14,05/22/21 12:08:00 PM,0.0,24.18,0.0,0.0123,,,,,
15,05/22/21 12:08:30 PM,0.0,24.13,0.0,0.0123,,,,,
16,05/22/21 12:09:00 PM,0.0,24.11,0.0,0.0123,,,,,
17,05/22/21 12:09:30 PM,0.0,24.01,0.0,0.0123,,,,,
18,05/22/21 12:10:00 PM,65.1,24.00,116.9,0.0593,,,,,
19,05/22/21 12:10:30 PM,0.0,23.98,0.0,0.0123,,,,,
20,05/22/21 12:11:00 PM,0.0,23.90,0.0,0.0123,,,,,
21,05/22/21 12:11:30 PM,0.0,23.87,0.0,0.0123,,,,,
22,05/22/21 12:12:00 PM,0.0,23.84,0.0,0.0123,,,,,
23,05/22/21 12:12:30 PM,0.0,23.79,0.0,0.0123,,,,,
24,05/22/21 12:13:00 PM,0.0,23.75,0.0,0.0123,,,,,
25,05/22/21 12:13:30 PM,0.0,23.70,0.0,0.0123,,,,,
26,05/22/21 12:14:00 PM,0.0,23.65,0.0,0.0123,,,,,
27,05/22/21 12:14:30 PM,0.0,23.60,0.0,0.0123,,,,,
28,05/22/21 12:15:00 PM,0.0,23.55,0.0,0.0123,,,,,
29,05/22/21 12:15:30 PM,0.0,23.49,0.0,0.0123,,,,,
30,05/22/21 12:16:00 PM,0.0,23.43,0.0,0.0123,,,,,
31,05/22/21 12:16:30 PM,0.0,23.41,0.0,0.0123,,,,,
32,05/22/21 12:17:00 PM,0.0,23.35,0.0,0.0123,,,,,
33,05/22/21 12:17:30 PM,0.0,23.32,0.0,0.0123,,,,,
34,05/22/21 12:18:00 PM,0.0,23.27,0.0,0.0123,,,,,
35,05/22/21 12:18:30 PM,0.0,23.22,0.0,0.0123,,,,,
36,05/22/21 12:19:00 PM,0.0,23.19,0.0,0.0123,,,,,
37,05/22/21 12:19:30 PM,0.0,23.18,0.0,0.0123,,,,,
38,05/22/21 12:20:00 PM,0.0,23.15,0.0,0.0123,,,,,
39,05/22/21 12:20:30 PM,0.0,23.13,0.0,0.0123,,,,,
40,05/22/21 12:21:00 PM,0.0,23.12,0.0,0.0123,,,,,
41,05/22/21 12:21:30 PM,0.0,23.09,0.0,0.0123,,,,,
42,05/22/21 12:22:00 PM,0.0,23.07,0.0,0.0123,,,,,
43,05/22/21 12:22:30 PM,0.0,23.06,0.0,0.0123,,,,,
44,05/22/21 12:23:00 PM,0.0,23.03,0.0,0.0123,,,,,
45,05/22/21 12:23:30 PM,0.0,23.02,0.0,0.0123,,,,,
46,05/22/21 12:24:00 PM,0.0,23.01,0.0,0.0123,,,,,
47,05/22/21 12:24:30 PM,0.0,22.98,0.0,0.0123,,,,,
48,05/22/21 12:25:00 PM,0.0,22.97,0.0,0.0123,,,,,
49,05/22/21 12:25:30 PM,0.0,22.96,0.0,0.0123,,,,,
50,05/22/21 12:26:00 PM,0.0,22.95,0.0,0.0123,,,,,
51,05/22/21 12:26:30 PM,0.0,22.93,0.0,0.0123,,,,,
52,05/22/21 12:27:00 PM,0.0,22.93,0.0,0.0123,,,,,
53,05/22/21 12:27:30 PM,0.0,22.92,0.0,0.0123,,,,,
54,05/22/21 12:28:00 PM,0.0,23.35,0.0,0.0123,,,,,
55,05/22/21 12:28:30 PM,0.0,23.77,0.0,0.0123,,,,,
56,05/22/21 12:29:00 PM,0.0,23.87,0.0,0.0123,,,,,
57,05/22/21 12:29:30 PM,0.0,24.21,0.0,0.0123,,,,,
58,05/22/21 12:30:00 PM,0.0,24.67,0.0,0.0123,,,,,
59,05/22/21 12:30:30 PM,0.0,24.91,0.0,0.0123,,,,,
60,05/22/21 12:31:00 PM,0.0,25.19,0.0,0.0123,,,,,
61,05/22/21 12:31:30 PM,0.0,25.79,0.0,0.0123,,,,,
62,05/22/21 12:32:00 PM,36346.5,28.97,59206.1,39.6051,,,,,
63,05/22/21 12:32:30 PM,36291.1,29.02,59060.2,39.4946,,,,,
64,05/22/21 12:33:00 PM,36273.9,29.04,59010.0,39.4566,,,,,
65,05/22/21 12:33:30 PM,36318.8,29.05,59072.0,39.5036,,,,,
66,05/22/21 12:34:00 PM,36305.0,29.07,59027.4,39.4697,,,,,
67,05/22/21 12:34:30 PM,36280.8,29.05,59010.1,39.4567,,,,,
68,05/22/21 12:35:00 PM,36239.4,29.04,58953.8,39.4140,,,,,
69,05/22/21 12:35:30 PM,36291.1,29.03,59049.1,39.4862,,,,,
70,05/22/21 12:36:00 PM,36291.1,29.03,59049.1,39.4862,,,,,
71,05/22/21 12:36:30 PM,36239.4,29.02,58975.9,39.4308,,,,,
72,05/22/21 12:37:00 PM,36242.8,29.01,58992.6,39.4434,,,,,
73,05/22/21 12:37:30 PM,36218.7,29.01,58953.3,39.4136,,,,,
74,05/22/21 12:38:00 PM,36222.2,29.01,58959.0,39.4180,,,,,
75,05/22/21 12:38:30 PM,36260.1,28.98,59054.1,39.4900,,,,,
76,05/22/21 12:39:00 PM,36229.0,28.99,58992.3,39.4431,,,,,
77,05/22/21 12:39:30 PM,36239.4,29.01,58987.0,39.4392,,,,,
78,05/22/21 12:40:00 PM,36225.6,28.99,58986.7,39.4389,,,,,
79,05/22/21 12:40:30 PM,36256.6,29.02,59004.0,39.4520,,,,,
80,05/22/21 12:41:00 PM,36211.8,29.02,58931.0,39.3967,,,,,
81,05/22/21 12:41:30 PM,36201.5,29.03,58903.1,39.3757,,,,,
82,05/22/21 12:42:00 PM,36246.3,29.04,58965.0,39.4225,,,,,
83,05/22/21 12:42:30 PM,36239.4,29.04,58953.8,39.4140,,,,,
84,05/22/21 12:43:00 PM,36215.3,29.04,58914.5,39.3843,,,,,
85,05/22/21 12:43:30 PM,36249.7,29.05,58959.5,39.4183,,,,,
86,05/22/21 12:44:00 PM,36277.3,29.07,58982.3,39.4356,,,,,
87,05/22/21 12:44:30 PM,36239.4,29.07,58920.6,39.3889,,,,,
88,05/22/21 12:45:00 PM,36229.0,29.07,58903.6,39.3761,,,,,
89,05/22/21 12:45:30 PM,36225.6,29.07,58898.1,39.3719,,,,,
90,05/22/21 12:46:00 PM,36229.0,29.07,58903.6,39.3761,,,,,
91,05/22/21 12:46:30 PM,36222.2,29.07,58892.5,39.3677,,,,,
