"Plot Title: CT_352_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739352, SEN S/N: 20739352)","Temp, °C (LGR S/N: 20739352, SEN S/N: 20739352)","Specific Conductance, μS/cm (LGR S/N: 20739352)","Salinity, ppt (LGR S/N: 20739352)","Coupler Detached (LGR S/N: 20739352)","Coupler Attached (LGR S/N: 20739352)","Host Connected (LGR S/N: 20739352)","Stopped (LGR S/N: 20739352)","End Of File (LGR S/N: 20739352)"
1,05/22/21 12:07:30 PM,0.0,23.82,0.0,0.0123,Logged,,,,
2,05/22/21 12:08:00 PM,0.0,23.79,0.0,0.0123,,,,,
3,05/22/21 12:08:30 PM,0.0,23.79,0.0,0.0123,,,,,
4,05/22/21 12:09:00 PM,0.0,23.77,0.0,0.0123,,,,,
5,05/22/21 12:09:30 PM,0.0,23.77,0.0,0.0123,,,,,
6,05/22/21 12:10:00 PM,0.0,23.74,0.0,0.0123,,,,,
7,05/22/21 12:10:30 PM,0.0,23.69,0.0,0.0123,,,,,
8,05/22/21 12:11:00 PM,0.0,23.67,0.0,0.0123,,,,,
9,05/22/21 12:11:30 PM,0.0,23.64,0.0,0.0123,,,,,
10,05/22/21 12:12:00 PM,0.0,23.61,0.0,0.0123,,,,,
11,05/22/21 12:12:30 PM,0.0,23.58,0.0,0.0123,,,,,
12,05/22/21 12:13:00 PM,0.0,23.53,0.0,0.0123,,,,,
13,05/22/21 12:13:30 PM,0.0,23.48,0.0,0.0123,,,,,
14,05/22/21 12:14:00 PM,0.0,23.43,0.0,0.0123,,,,,
15,05/22/21 12:14:30 PM,0.0,23.39,0.0,0.0123,,,,,
16,05/22/21 12:15:00 PM,0.0,23.33,0.0,0.0123,,,,,
17,05/22/21 12:15:30 PM,0.0,23.28,0.0,0.0123,,,,,
18,05/22/21 12:16:00 PM,0.0,23.23,0.0,0.0123,,,,,
19,05/22/21 12:16:30 PM,0.0,23.18,0.0,0.0123,,,,,
20,05/22/21 12:17:00 PM,0.0,23.13,0.0,0.0123,,,,,
21,05/22/21 12:17:30 PM,0.0,23.08,0.0,0.0123,,,,,
22,05/22/21 12:18:00 PM,0.0,23.03,0.0,0.0123,,,,,
23,05/22/21 12:18:30 PM,0.0,22.98,0.0,0.0123,,,,,
24,05/22/21 12:19:00 PM,0.0,22.94,0.0,0.0123,,,,,
25,05/22/21 12:19:30 PM,0.0,22.89,0.0,0.0123,,,,,
26,05/22/21 12:20:00 PM,0.0,22.86,0.0,0.0123,,,,,
27,05/22/21 12:20:30 PM,0.0,22.83,0.0,0.0123,,,,,
28,05/22/21 12:21:00 PM,0.0,22.79,0.0,0.0123,,,,,
29,05/22/21 12:21:30 PM,0.0,22.78,0.0,0.0123,,,,,
30,05/22/21 12:22:00 PM,0.0,22.76,0.0,0.0123,,,,,
31,05/22/21 12:22:30 PM,0.0,22.74,0.0,0.0123,,,,,
32,05/22/21 12:23:00 PM,0.0,22.73,0.0,0.0123,,,,,
33,05/22/21 12:23:30 PM,0.0,22.72,0.0,0.0123,,,,,
34,05/22/21 12:24:00 PM,0.0,22.71,0.0,0.0123,,,,,
35,05/22/21 12:24:30 PM,0.0,22.72,0.0,0.0123,,,,,
36,05/22/21 12:25:00 PM,0.0,22.71,0.0,0.0123,,,,,
37,05/22/21 12:25:30 PM,0.0,22.71,0.0,0.0123,,,,,
38,05/22/21 12:26:00 PM,0.0,22.71,0.0,0.0123,,,,,
39,05/22/21 12:26:30 PM,0.0,22.71,0.0,0.0123,,,,,
40,05/22/21 12:27:00 PM,0.0,22.71,0.0,0.0123,,,,,
41,05/22/21 12:27:30 PM,0.0,22.71,0.0,0.0123,,,,,
42,05/22/21 12:28:00 PM,0.0,22.79,0.0,0.0123,,,,,
43,05/22/21 12:28:30 PM,0.0,22.92,0.0,0.0123,,,,,
44,05/22/21 12:29:00 PM,0.0,22.99,0.0,0.0123,,,,,
45,05/22/21 12:29:30 PM,0.0,23.23,0.0,0.0123,,,,,
46,05/22/21 12:30:00 PM,0.0,23.72,0.0,0.0123,,,,,
47,05/22/21 12:30:30 PM,0.0,23.72,0.0,0.0123,,,,,
48,05/22/21 12:31:00 PM,0.0,23.88,0.0,0.0123,,,,,
49,05/22/21 12:31:30 PM,0.0,24.06,0.0,0.0123,,,,,
50,05/22/21 12:32:00 PM,39073.7,28.19,56492.5,37.5586,,,,,
51,05/22/21 12:32:30 PM,38875.2,28.49,55886.6,37.1042,,,,,
52,05/22/21 12:33:00 PM,38946.6,28.93,55527.0,36.8349,,,,,
53,05/22/21 12:33:30 PM,38894.7,28.95,55432.1,36.7639,,,,,
54,05/22/21 12:34:00 PM,38849.3,29.04,55273.8,36.6455,,,,,
55,05/22/21 12:34:30 PM,38917.4,29.22,55184.3,36.5786,,,,,
56,05/22/21 12:35:00 PM,38872.0,29.13,55212.8,36.5999,,,,,
57,05/22/21 12:35:30 PM,38842.8,29.14,55161.0,36.5611,,,,,
