"Plot Title: CT_342_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739342, SEN S/N: 20739342)","Temp, °C (LGR S/N: 20739342, SEN S/N: 20739342)","Specific Conductance, μS/cm (LGR S/N: 20739342)","Salinity, ppt (LGR S/N: 20739342)","Coupler Detached (LGR S/N: 20739342)","Coupler Attached (LGR S/N: 20739342)","Host Connected (LGR S/N: 20739342)","Stopped (LGR S/N: 20739342)","End Of File (LGR S/N: 20739342)"
1,05/22/21 12:14:00 PM,0.0,24.09,0.0,0.0123,Logged,,,,
2,05/22/21 12:14:30 PM,0.0,24.12,0.0,0.0123,,,,,
3,05/22/21 12:15:00 PM,0.0,24.14,0.0,0.0123,,,,,
4,05/22/21 12:15:30 PM,0.0,24.14,0.0,0.0123,,,,,
5,05/22/21 12:16:00 PM,0.0,24.12,0.0,0.0123,,,,,
6,05/22/21 12:16:30 PM,0.0,24.11,0.0,0.0123,,,,,
7,05/22/21 12:17:00 PM,0.0,24.10,0.0,0.0123,,,,,
8,05/22/21 12:17:30 PM,0.0,24.07,0.0,0.0123,,,,,
9,05/22/21 12:18:00 PM,0.0,24.05,0.0,0.0123,,,,,
10,05/22/21 12:18:30 PM,0.0,24.02,0.0,0.0123,,,,,
11,05/22/21 12:19:00 PM,0.0,24.01,0.0,0.0123,,,,,
12,05/22/21 12:19:30 PM,0.0,23.99,0.0,0.0123,,,,,
13,05/22/21 12:20:00 PM,0.0,23.98,0.0,0.0123,,,,,
14,05/22/21 12:20:30 PM,0.0,23.96,0.0,0.0123,,,,,
15,05/22/21 12:21:00 PM,0.0,23.94,0.0,0.0123,,,,,
16,05/22/21 12:21:30 PM,0.0,23.93,0.0,0.0123,,,,,
17,05/22/21 12:22:00 PM,0.0,23.91,0.0,0.0123,,,,,
18,05/22/21 12:22:30 PM,0.0,23.90,0.0,0.0123,,,,,
19,05/22/21 12:23:00 PM,0.0,23.89,0.0,0.0123,,,,,
20,05/22/21 12:23:30 PM,0.0,23.88,0.0,0.0123,,,,,
21,05/22/21 12:24:00 PM,0.0,23.88,0.0,0.0123,,,,,
22,05/22/21 12:24:30 PM,0.0,23.87,0.0,0.0123,,,,,
23,05/22/21 12:25:00 PM,0.0,23.85,0.0,0.0123,,,,,
24,05/22/21 12:25:30 PM,0.0,23.85,0.0,0.0123,,,,,
25,05/22/21 12:26:00 PM,0.0,23.84,0.0,0.0123,,,,,
26,05/22/21 12:26:30 PM,0.0,23.83,0.0,0.0123,,,,,
27,05/22/21 12:27:00 PM,0.0,23.83,0.0,0.0123,,,,,
28,05/22/21 12:27:30 PM,0.0,23.82,0.0,0.0123,,,,,
29,05/22/21 12:28:00 PM,0.0,24.21,0.0,0.0123,,,,,
30,05/22/21 12:28:30 PM,0.0,24.71,0.0,0.0123,,,,,
31,05/22/21 12:29:00 PM,0.0,24.65,0.0,0.0123,,,,,
32,05/22/21 12:29:30 PM,42426.6,28.57,185210.6,157.6951,,,,,
33,05/22/21 12:30:00 PM,42323.9,29.11,182896.9,155.0560,,,,,
34,05/22/21 12:30:30 PM,42311.6,29.16,182672.7,154.8013,,,,,
35,05/22/21 12:31:00 PM,42205.3,29.21,182042.7,154.0866,,,,,
36,05/22/21 12:31:30 PM,42176.8,29.23,181851.6,153.8701,,,,,
37,05/22/21 12:32:00 PM,42168.7,29.25,181748.6,153.7536,,,,,
38,05/22/21 12:32:30 PM,42160.5,29.27,181645.3,153.6367,,,,,
39,05/22/21 12:33:00 PM,42144.2,29.27,181575.0,153.5571,,,,,
40,05/22/21 12:33:30 PM,42079.2,29.29,181226.7,153.1633,,,,,
41,05/22/21 12:34:00 PM,42099.5,29.31,181246.6,153.1858,,,,,
42,05/22/21 12:34:30 PM,42087.3,29.31,181194.0,153.1263,,,,,
43,05/22/21 12:35:00 PM,42050.8,29.28,181138.0,153.0631,,,,,
44,05/22/21 12:35:30 PM,42058.9,29.26,181240.7,153.1791,,,,,
45,05/22/21 12:36:00 PM,42038.7,29.26,181153.5,153.0805,,,,,
46,05/22/21 12:36:30 PM,42018.4,29.25,181099.7,153.0198,,,,,
47,05/22/21 12:37:00 PM,42026.5,29.23,181202.4,153.1358,,,,,
48,05/22/21 12:37:30 PM,42030.6,29.23,181220.1,153.1558,,,,,
49,05/22/21 12:38:00 PM,41994.1,29.22,181096.3,153.0159,,,,,
50,05/22/21 12:38:30 PM,42046.8,29.22,181323.9,153.2732,,,,,
51,05/22/21 12:39:00 PM,42006.3,29.22,181149.0,153.0754,,,,,
52,05/22/21 12:39:30 PM,42018.4,29.25,181099.7,153.0198,,,,,
53,05/22/21 12:40:00 PM,42042.7,29.26,181170.7,153.1001,,,,,
54,05/22/21 12:40:30 PM,42006.3,29.26,181013.6,152.9226,,,,,
55,05/22/21 12:41:00 PM,41969.9,29.27,180822.7,152.7070,,,,,
56,05/22/21 12:41:30 PM,42010.3,29.27,180997.1,152.9039,,,,,
57,05/22/21 12:42:00 PM,41994.1,29.28,180893.3,152.7868,,,,,
58,05/22/21 12:42:30 PM,41990.1,29.27,180909.9,152.8054,,,,,
59,05/22/21 12:43:00 PM,41982.0,29.29,180807.4,152.6897,,,,,
60,05/22/21 12:43:30 PM,42018.4,29.31,180896.8,152.7907,,,,,
61,05/22/21 12:44:00 PM,41965.9,29.31,180670.4,152.5352,,,,,
62,05/22/21 12:44:30 PM,42014.4,29.33,180812.1,152.6951,,,,,
63,05/22/21 12:45:00 PM,42002.2,29.32,180793.2,152.6738,,,,,
64,05/22/21 12:45:30 PM,41982.0,29.32,180706.1,152.5755,,,,,
65,05/22/21 12:46:00 PM,41986.1,29.31,180757.5,152.6335,,,,,
66,05/22/21 12:46:30 PM,41973.9,29.31,180704.9,152.5742,,,,,
67,05/22/21 12:47:00 PM,42018.4,29.29,180964.4,152.8670,,,,,
68,05/22/21 12:47:30 PM,41965.9,29.31,180670.4,152.5352,,,,,
69,05/22/21 12:48:00 PM,41957.8,29.29,180702.9,152.5719,,,,,
