"Plot Title: CT_329_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739329, SEN S/N: 20739329)","Temp, °C (LGR S/N: 20739329, SEN S/N: 20739329)","Specific Conductance, μS/cm (LGR S/N: 20739329)","Salinity, ppt (LGR S/N: 20739329)","Coupler Detached (LGR S/N: 20739329)","Coupler Attached (LGR S/N: 20739329)","Host Connected (LGR S/N: 20739329)","Stopped (LGR S/N: 20739329)","End Of File (LGR S/N: 20739329)"
1,05/22/21 12:12:00 PM,0.0,23.90,0.0,0.0123,Logged,,,,
2,05/22/21 12:12:30 PM,0.0,23.94,0.0,0.0123,,,,,
3,05/22/21 12:13:00 PM,0.0,23.97,0.0,0.0123,,,,,
4,05/22/21 12:13:30 PM,0.0,24.00,0.0,0.0123,,,,,
5,05/22/21 12:14:00 PM,0.0,24.00,0.0,0.0123,,,,,
6,05/22/21 12:14:30 PM,0.0,24.00,0.0,0.0123,,,,,
7,05/22/21 12:15:00 PM,0.0,24.00,0.0,0.0123,,,,,
8,05/22/21 12:15:30 PM,0.0,24.00,0.0,0.0123,,,,,
9,05/22/21 12:16:00 PM,0.0,23.99,0.0,0.0123,,,,,
10,05/22/21 12:16:30 PM,0.0,23.99,0.0,0.0123,,,,,
11,05/22/21 12:17:00 PM,0.0,24.00,0.0,0.0123,,,,,
12,05/22/21 12:17:30 PM,0.0,23.99,0.0,0.0123,,,,,
13,05/22/21 12:18:00 PM,0.0,24.00,0.0,0.0123,,,,,
14,05/22/21 12:18:30 PM,0.0,23.99,0.0,0.0123,,,,,
15,05/22/21 12:19:00 PM,0.0,24.00,0.0,0.0123,,,,,
16,05/22/21 12:19:30 PM,0.0,24.00,0.0,0.0123,,,,,
17,05/22/21 12:20:00 PM,0.0,24.00,0.0,0.0123,,,,,
18,05/22/21 12:20:30 PM,0.0,24.00,0.0,0.0123,,,,,
19,05/22/21 12:21:00 PM,0.0,24.00,0.0,0.0123,,,,,
20,05/22/21 12:21:30 PM,0.0,24.00,0.0,0.0123,,,,,
21,05/22/21 12:22:00 PM,0.0,24.00,0.0,0.0123,,,,,
22,05/22/21 12:22:30 PM,0.0,24.00,0.0,0.0123,,,,,
23,05/22/21 12:23:00 PM,0.0,24.00,0.0,0.0123,,,,,
24,05/22/21 12:23:30 PM,0.0,23.99,0.0,0.0123,,,,,
25,05/22/21 12:24:00 PM,0.0,23.99,0.0,0.0123,,,,,
26,05/22/21 12:24:30 PM,0.0,23.99,0.0,0.0123,,,,,
27,05/22/21 12:25:00 PM,0.0,23.99,0.0,0.0123,,,,,
28,05/22/21 12:25:30 PM,0.0,23.99,0.0,0.0123,,,,,
29,05/22/21 12:26:00 PM,0.0,23.99,0.0,0.0123,,,,,
30,05/22/21 12:26:30 PM,0.0,23.97,0.0,0.0123,,,,,
31,05/22/21 12:27:00 PM,0.0,23.97,0.0,0.0123,,,,,
32,05/22/21 12:27:30 PM,0.0,23.96,0.0,0.0123,,,,,
33,05/22/21 12:28:00 PM,0.0,24.67,0.0,0.0123,,,,,
34,05/22/21 12:28:30 PM,0.0,25.14,0.0,0.0123,,,,,
35,05/22/21 12:29:00 PM,0.0,24.86,0.0,0.0123,,,,,
36,05/22/21 12:29:30 PM,42018.6,28.95,54912.1,36.3752,,,,,
37,05/22/21 12:30:00 PM,41971.0,29.09,54706.0,36.2214,,,,,
38,05/22/21 12:30:30 PM,41933.7,29.14,54606.2,36.1469,,,,,
39,05/22/21 12:31:00 PM,41903.2,29.16,54546.0,36.1020,,,,,
40,05/22/21 12:31:30 PM,41859.2,29.17,54478.4,36.0516,,,,,
41,05/22/21 12:32:00 PM,41859.2,29.19,54458.0,36.0364,,,,,
42,05/22/21 12:32:30 PM,41838.9,29.20,54421.4,36.0091,,,,,
43,05/22/21 12:33:00 PM,41862.6,29.22,54431.9,36.0169,,,,,
44,05/22/21 12:33:30 PM,41845.7,29.22,54409.9,36.0005,,,,,
45,05/22/21 12:34:00 PM,41808.5,29.24,54341.1,35.9493,,,,,
46,05/22/21 12:34:30 PM,41828.8,29.22,54387.9,35.9841,,,,,
47,05/22/21 12:35:00 PM,41801.8,29.20,54373.1,35.9731,,,,,
48,05/22/21 12:35:30 PM,41764.7,29.20,54324.7,35.9370,,,,,
49,05/22/21 12:36:00 PM,41788.3,29.19,54365.6,35.9675,,,,,
50,05/22/21 12:36:30 PM,41751.2,29.17,54337.6,35.9466,,,,,
51,05/22/21 12:37:00 PM,41724.3,29.17,54302.5,35.9205,,,,,
