"Plot Title: CT_322_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739322, SEN S/N: 20739322)","Temp, °C (LGR S/N: 20739322, SEN S/N: 20739322)","Specific Conductance, μS/cm (LGR S/N: 20739322)","Salinity, ppt (LGR S/N: 20739322)","Coupler Detached (LGR S/N: 20739322)","Coupler Attached (LGR S/N: 20739322)","Host Connected (LGR S/N: 20739322)","Stopped (LGR S/N: 20739322)","End Of File (LGR S/N: 20739322)"
1,05/22/21 12:14:30 PM,0.0,23.69,0.0,0.0123,Logged,,,,
2,05/22/21 12:15:00 PM,0.0,23.71,0.0,0.0123,,,,,
3,05/22/21 12:15:30 PM,0.0,23.72,0.0,0.0123,,,,,
4,05/22/21 12:16:00 PM,0.0,23.72,0.0,0.0123,,,,,
5,05/22/21 12:16:30 PM,0.0,23.73,0.0,0.0123,,,,,
6,05/22/21 12:17:00 PM,0.0,23.73,0.0,0.0123,,,,,
7,05/22/21 12:17:30 PM,0.0,23.74,0.0,0.0123,,,,,
8,05/22/21 12:18:00 PM,0.0,23.74,0.0,0.0123,,,,,
9,05/22/21 12:18:30 PM,0.0,23.73,0.0,0.0123,,,,,
10,05/22/21 12:19:00 PM,0.0,23.73,0.0,0.0123,,,,,
11,05/22/21 12:19:30 PM,0.0,23.73,0.0,0.0123,,,,,
12,05/22/21 12:20:00 PM,0.0,23.73,0.0,0.0123,,,,,
13,05/22/21 12:20:30 PM,0.0,23.72,0.0,0.0123,,,,,
14,05/22/21 12:21:00 PM,0.0,23.72,0.0,0.0123,,,,,
15,05/22/21 12:21:30 PM,0.0,23.71,0.0,0.0123,,,,,
16,05/22/21 12:22:00 PM,0.0,23.71,0.0,0.0123,,,,,
17,05/22/21 12:22:30 PM,0.0,23.69,0.0,0.0123,,,,,
18,05/22/21 12:23:00 PM,0.0,23.69,0.0,0.0123,,,,,
19,05/22/21 12:23:30 PM,0.0,23.68,0.0,0.0123,,,,,
20,05/22/21 12:24:00 PM,0.0,23.68,0.0,0.0123,,,,,
21,05/22/21 12:24:30 PM,0.0,23.67,0.0,0.0123,,,,,
22,05/22/21 12:25:00 PM,0.0,23.66,0.0,0.0123,,,,,
23,05/22/21 12:25:30 PM,0.0,23.66,0.0,0.0123,,,,,
24,05/22/21 12:26:00 PM,0.0,23.64,0.0,0.0123,,,,,
25,05/22/21 12:26:30 PM,0.0,23.63,0.0,0.0123,,,,,
26,05/22/21 12:27:00 PM,0.0,23.63,0.0,0.0123,,,,,
27,05/22/21 12:27:30 PM,0.0,23.62,0.0,0.0123,,,,,
28,05/22/21 12:28:00 PM,0.0,23.85,0.0,0.0123,,,,,
29,05/22/21 12:28:30 PM,0.0,24.22,0.0,0.0123,,,,,
30,05/22/21 12:29:00 PM,0.0,24.37,0.0,0.0123,,,,,
31,05/22/21 12:29:30 PM,39777.6,28.61,137637.1,107.2974,,,,,
32,05/22/21 12:30:00 PM,39614.1,28.90,136324.0,106.0157,,,,,
33,05/22/21 12:30:30 PM,39516.5,28.94,135885.5,105.5889,,,,,
34,05/22/21 12:31:00 PM,39426.5,28.95,135550.0,105.2628,,,,,
35,05/22/21 12:31:30 PM,39397.8,28.94,135476.6,105.1915,,,,,
36,05/22/21 12:32:00 PM,39347.5,28.97,135227.2,104.9493,,,,,
37,05/22/21 12:32:30 PM,39351.1,28.97,135239.6,104.9613,,,,,
38,05/22/21 12:33:00 PM,39301.0,28.98,135041.7,104.7694,,,,,
39,05/22/21 12:33:30 PM,39290.2,28.98,135004.6,104.7334,,,,,
40,05/22/21 12:34:00 PM,39247.3,28.98,134856.9,104.5902,,,,,
41,05/22/21 12:34:30 PM,39265.2,28.98,134918.5,104.6499,,,,,
42,05/22/21 12:35:00 PM,39261.6,28.97,134931.5,104.6625,,,,,
43,05/22/21 12:35:30 PM,39261.6,28.95,134982.2,104.7117,,,,,
44,05/22/21 12:36:00 PM,39272.4,28.95,135019.4,104.7477,,,,,
45,05/22/21 12:36:30 PM,39215.2,28.94,134847.7,104.5813,,,,,
46,05/22/21 12:37:00 PM,39240.2,28.92,134984.5,104.7140,,,,,
47,05/22/21 12:37:30 PM,39225.9,28.92,134935.3,104.6662,,,,,
48,05/22/21 12:38:00 PM,39211.7,28.91,134911.7,104.6433,,,,,
49,05/22/21 12:38:30 PM,39240.2,28.91,135009.9,104.7386,,,,,
50,05/22/21 12:39:00 PM,39172.5,28.91,134776.6,104.5124,,,,,
51,05/22/21 12:39:30 PM,39168.9,28.92,134738.9,104.4758,,,,,
52,05/22/21 12:40:00 PM,39197.4,28.92,134837.1,104.5710,,,,,
53,05/22/21 12:40:30 PM,39172.5,28.92,134751.3,104.4879,,,,,
54,05/22/21 12:41:00 PM,39183.2,28.94,134737.5,104.4745,,,,,
55,05/22/21 12:41:30 PM,39154.7,28.95,134614.1,104.3549,,,,,
56,05/22/21 12:42:00 PM,39176.0,28.95,134687.4,104.4260,,,,,
57,05/22/21 12:42:30 PM,39133.3,28.95,134540.4,104.2836,,,,,
58,05/22/21 12:43:00 PM,39158.2,28.96,134600.8,104.3421,,,,,
59,05/22/21 12:43:30 PM,39168.9,28.97,134612.4,104.3533,,,,,
60,05/22/21 12:44:00 PM,39154.7,28.98,134538.2,104.2815,,,,,
61,05/22/21 12:44:30 PM,39097.8,28.98,134342.4,104.0919,,,,,
62,05/22/21 12:45:00 PM,39144.0,28.97,134526.7,104.2703,,,,,
63,05/22/21 12:45:30 PM,39129.8,28.98,134452.5,104.1985,,,,,
64,05/22/21 12:46:00 PM,39154.7,28.98,134538.2,104.2815,,,,,
65,05/22/21 12:46:30 PM,39119.1,28.97,134440.9,104.1873,,,,,
66,05/22/21 12:47:00 PM,39104.9,28.97,134392.1,104.1400,,,,,
67,05/22/21 12:47:30 PM,39115.6,28.96,134454.1,104.2001,,,,,
68,05/22/21 12:48:00 PM,39073.0,28.97,134282.3,104.0337,,,,,
69,05/22/21 12:48:30 PM,39069.4,28.97,134269.9,104.0218,,,,,
70,05/22/21 12:49:00 PM,39019.8,28.98,134073.9,103.8323,,,,,
71,05/22/21 12:49:30 PM,39019.8,28.98,134073.9,103.8323,,,,,
72,05/22/21 12:50:00 PM,38998.6,28.98,134001.0,103.7618,,,,,
73,05/22/21 12:50:30 PM,39012.7,28.98,134049.5,103.8087,,,,,
74,05/22/21 12:51:00 PM,38938.5,28.98,133794.1,103.5619,,,,,
75,05/22/21 12:51:30 PM,38977.4,28.98,133928.0,103.6912,,,,,
76,05/22/21 12:52:00 PM,38959.7,28.97,133892.3,103.6567,,,,,
77,05/22/21 12:52:30 PM,38910.3,28.98,133697.1,103.4682,,,,,
78,05/22/21 12:53:00 PM,38970.3,28.98,133903.6,103.6676,,,,,
79,05/22/21 12:53:30 PM,38945.6,29.00,133768.3,103.5370,,,,,
80,05/22/21 12:54:00 PM,38885.6,29.01,133536.8,103.3135,,,,,
81,05/22/21 12:54:30 PM,38938.5,29.01,133718.8,103.4891,,,,,
82,05/22/21 12:55:00 PM,38843.4,29.01,133391.7,103.1734,,,,,
83,05/22/21 12:55:30 PM,38815.3,29.00,133320.1,103.1043,,,,,
84,05/22/21 12:56:00 PM,38868.0,29.01,133476.3,103.2551,,,,,
85,05/22/21 12:56:30 PM,38811.8,29.01,133283.0,103.0686,,,,,
86,05/22/21 12:57:00 PM,38825.8,29.01,133331.2,103.1150,,,,,
87,05/22/21 12:57:30 PM,38808.3,29.00,133296.0,103.0811,,,,,
88,05/22/21 12:58:00 PM,38811.8,29.00,133308.0,103.0927,,,,,
89,05/22/21 12:58:30 PM,38755.6,28.98,133164.7,102.9545,,,,,
90,05/22/21 12:59:00 PM,38734.6,28.98,133092.4,102.8849,,,,,
91,05/22/21 12:59:30 PM,38780.2,28.97,133274.4,103.0603,,,,,
92,05/22/21 01:00:00 PM,38727.6,28.97,133093.3,102.8858,,,,,
93,05/22/21 01:00:30 PM,38671.7,28.97,132900.9,102.7004,,,,,
94,05/22/21 01:01:00 PM,38734.6,28.97,133117.4,102.9090,,,,,
95,05/22/21 01:01:30 PM,38734.6,28.96,133142.4,102.9331,,,,,
96,05/22/21 01:02:00 PM,38741.6,28.96,133166.5,102.9563,,,,,
97,05/22/21 01:02:30 PM,38752.1,28.96,133202.7,102.9912,,,,,
98,05/22/21 01:03:00 PM,38598.4,28.97,132648.6,102.4575,,,,,
99,05/22/21 01:03:30 PM,38626.3,28.97,132744.6,102.5499,,,,,
100,05/22/21 01:04:00 PM,38647.2,28.97,132816.6,102.6192,,,,,
101,05/22/21 01:04:30 PM,38567.1,28.97,132540.9,102.3538,,,,,
102,05/22/21 01:05:00 PM,38588.0,28.97,132612.8,102.4231,,,,,
103,05/22/21 01:05:30 PM,38549.7,28.97,132481.0,102.2962,,,,,
104,05/22/21 01:06:00 PM,38685.7,28.98,132924.1,102.7228,,,,,
105,05/22/21 01:06:30 PM,38483.8,28.98,132229.3,102.0543,,,,,
106,05/22/21 01:07:00 PM,38435.3,28.98,132062.4,101.8939,,,,,
107,05/22/21 01:07:30 PM,38577.5,28.98,132551.8,102.3643,,,,,
108,05/22/21 01:08:00 PM,38647.2,28.97,132816.6,102.6192,,,,,
109,05/22/21 01:08:30 PM,38414.5,28.98,131990.8,101.8252,,,,,
110,05/22/21 01:09:00 PM,38442.2,28.98,132086.1,101.9168,,,,,
111,05/22/21 01:09:30 PM,38431.8,28.98,132050.3,101.8824,,,,,
112,05/22/21 01:10:00 PM,38442.2,28.98,132086.1,101.9168,,,,,
113,05/22/21 01:10:30 PM,38549.7,29.00,132406.3,102.2245,,,,,
114,05/22/21 01:11:00 PM,38411.1,28.98,131979.1,101.8140,,,,,
115,05/22/21 01:11:30 PM,38577.5,29.00,132502.0,102.3164,,,,,
116,05/22/21 01:12:00 PM,38973.8,29.00,133865.4,103.6307,,,,,
117,05/22/21 01:12:30 PM,39016.3,29.01,133986.4,103.7477,,,,,
118,05/22/21 01:13:00 PM,39016.3,29.00,134011.6,103.7720,,,,,
119,05/22/21 01:13:30 PM,38984.4,29.00,133901.8,103.6659,,,,,
120,05/22/21 01:14:00 PM,39012.7,29.01,133974.0,103.7357,,,,,
121,05/22/21 01:14:30 PM,39002.1,29.02,133912.4,103.6762,,,,,
122,05/22/21 01:15:00 PM,38973.8,29.02,133815.1,103.5821,,,,,
123,05/22/21 01:15:30 PM,38949.1,29.01,133755.3,103.5243,,,,,
124,05/22/21 01:16:00 PM,38945.6,29.01,133743.2,103.5127,,,,,
125,05/22/21 01:16:30 PM,38956.2,29.01,133779.7,103.5479,,,,,
126,05/22/21 01:17:00 PM,38956.2,29.01,133779.7,103.5479,,,,,
127,05/22/21 01:17:30 PM,38959.7,29.02,133766.6,103.5353,,,,,
