Serial Number:20555845 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2021-08-23 10:39:00,36.16,"1,881", , , , , 
2021-08-23 10:40:00,35.56,"1,523", , , , , 
2021-08-23 10:41:00,35.05,"1,588", , , , , 
2021-08-23 10:42:00,34.62,"1,485", , , , , 
2021-08-23 10:43:00,34.36,"1,271", , , , , 
2021-08-23 10:44:00,34.02,"1,192", , , , , 
2021-08-23 10:45:00,33.59,"1,579", , , , , 
2021-08-23 10:46:00,33.42,"1,049", , , , , 
2021-08-23 10:47:00,32.90,916, , , , , 
2021-08-23 10:48:00,32.52,526, , , , , 
2021-08-23 10:49:00,32.17,"3,182", , , , , 
2021-08-23 10:50:00,31.79,"3,148", , , , , 
2021-08-23 10:51:00,31.57,"2,599", , , , , 
2021-08-23 10:52:00,31.49,"1,049", , , , , 
2021-08-23 10:53:00,31.23,"1,236", , , , , 
2021-08-23 10:54:00,31.23,"1,590", , , , , 
2021-08-23 10:55:00,31.14,"1,203", , , , , 
2021-08-23 10:56:00,31.36,"2,049", , , , , 
2021-08-23 10:57:00,31.61,"4,941", , , , , 
2021-08-23 10:58:00,31.44,"6,676", , , , , 
2021-08-23 10:59:00,30.97,"5,755", , , , , 
2021-08-23 11:00:00,30.46,"1,347", , , , , 
2021-08-23 11:01:00,29.98,"4,270", , , , , 
2021-08-23 11:02:00,29.56,"1,983", , , , , 
2021-08-23 11:03:00,29.08,854, , , , , 
2021-08-23 11:04:00,28.65,29, , , , , 
2021-08-23 11:05:00,28.53,120, , , , , 
2021-08-23 11:06:00,28.35,70, , , , , 
2021-08-23 11:07:00,29.00,"29,911", , , , , 
2021-08-23 11:08:00,28.65,"1,747", , , , , 
2021-08-23 11:09:00,28.35,"1,741", , , , , 
2021-08-23 11:10:00,28.10,"3,260", , , , , 
2021-08-23 11:11:00,27.88,810, , , , , 
2021-08-23 11:12:00,27.71,"2,557", , , , , 
2021-08-23 11:13:00,27.71,674, , , , , 
2021-08-23 11:14:00,27.58,"4,869", , , , , 
2021-08-23 11:15:00,27.58,"3,012", , , , , 
