Serial Number:20555858 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2021-08-23 10:48:00,35.18,"6,804", , , , , 
2021-08-23 10:49:00,34.40,"4,623", , , , , 
2021-08-23 10:50:00,34.02,"6,543", , , , , 
2021-08-23 10:51:00,33.72,"5,481", , , , , 
2021-08-23 10:52:00,33.55,"3,557", , , , , 
2021-08-23 10:53:00,33.25,"3,076", , , , , 
2021-08-23 10:54:00,33.07,"3,878", , , , , 
2021-08-23 10:55:00,32.86,"2,524", , , , , 
2021-08-23 10:56:00,32.82,"1,107", , , , , 
2021-08-23 10:57:00,32.56,"7,002", , , , , 
2021-08-23 10:58:00,31.79,"36,741", , , , , 
2021-08-23 10:59:00,32.77,"15,570", , , , , 
2021-08-23 11:00:00,32.13,"11,392", , , , , 
2021-08-23 11:01:00,32.00,"37,140", , , , , 
2021-08-23 11:02:00,32.26,"11,013", , , , , 
2021-08-23 11:03:00,31.53,476, , , , , 
2021-08-23 11:04:00,30.54,175, , , , , 
2021-08-23 11:05:00,29.60,747, , , , , 
2021-08-23 11:06:00,29.00,206, , , , , 
2021-08-23 11:07:00,28.57,"2,572", , , , , 
2021-08-23 11:08:00,28.40,"4,186", , , , , 
2021-08-23 11:09:00,28.31,"1,247", , , , , 
2021-08-23 11:10:00,28.14,"2,662", , , , , 
2021-08-23 11:11:00,28.01,"2,326", , , , , 
2021-08-23 11:12:00,27.88,"32,666", , , , , 
2021-08-23 11:13:00,28.40,739, , , , , 
2021-08-23 11:14:00,28.10,"15,058", , , , , 
2021-08-23 11:15:00,27.93,"4,984", , , , , 
2021-08-23 11:16:00,27.71,"2,377", , , , , 
2021-08-23 11:17:00,27.54,74, , , , , 
2021-08-23 11:18:00,27.41,118, , , , , 
2021-08-23 11:19:00,27.32,324, , , , , 
2021-08-23 11:20:00,27.28,223, , , , , 
2021-08-23 11:21:00,27.28,"1,041", , , , , 
2021-08-23 11:22:00,27.24,853, , , , , 
2021-08-23 11:23:00,27.11,84, , , , , 
2021-08-23 11:24:00,27.07,61, , , , , 
