"","date","E_Conductivity","TempInSitu","CT_Serial","EC_Cal.1","EC_Cal.2","AbsPressure","WL_TempInSitu","Depth","WL_Serial","Pres_dbar","alpha","SC_Cal.1","SC_Cal.2","Salinity"
"1",2021-05-13 08:00:00,0,25.38,"CT_329",-119.122809816477,-438.810346149671,101.567,25.416,-0.047,"WL_876",10.1567,1.97220148060606,-118.236700750604,-435.546203652352,NA
"2",2021-05-13 08:00:10,0,25.38,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.97220148060606,-118.236700750604,-435.546203652352,NA
"3",2021-05-13 08:00:20,0,25.36,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.9721028393266,-118.283050989951,-435.716943115293,NA
"4",2021-05-13 08:00:30,0,25.36,"CT_329",-119.122809816477,-438.810346149671,101.548,25.319,-0.049,"WL_876",10.1548,1.9721028393266,-118.283050989951,-435.716943115293,NA
"5",2021-05-13 08:00:40,0,25.36,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.9721028393266,-118.283050989951,-435.716943115293,NA
"6",2021-05-13 08:00:50,0,25.36,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.9721028393266,-118.283050989951,-435.716943115293,NA
"7",2021-05-13 08:01:00,0,25.35,"CT_329",-119.122809816477,-438.810346149671,101.582,25.319,-0.046,"WL_876",10.1582,1.97205351868687,-118.306238001212,-435.802356651567,NA
"8",2021-05-13 08:01:10,0,25.35,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.97205351868687,-118.306238001212,-435.802356651567,NA
"9",2021-05-13 08:01:20,0,25.34,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.97200419804714,-118.329432945505,-435.887799410599,NA
"10",2021-05-13 08:01:30,0,25.34,"CT_329",-119.122809816477,-438.810346149671,101.565,25.319,-0.047,"WL_876",10.1565,1.97200419804714,-118.329432945505,-435.887799410599,NA
"11",2021-05-13 08:01:40,0,25.33,"CT_329",-119.122809816477,-438.810346149671,NA,NA,NA,NA,NA,1.97195487740741,-118.352635826817,-435.973271407068,NA
