"","date","Serial","TempInSitu","E_Conductivity","EC_Cal.1","EC_Cal.2","Salinity"
"1",2021-05-13 08:00:00,"CT_330_CTD_Casting_051321",26.32,0,NA,-433.365146061428,NA
"2",2021-05-13 08:00:03,"CT_330_CTD_Casting_051321",26.3,0,NA,-433.365146061428,NA
"3",2021-05-13 08:00:06,"CT_330_CTD_Casting_051321",26.3,0,NA,-433.365146061428,NA
"4",2021-05-13 08:00:09,"CT_330_CTD_Casting_051321",26.3,0,NA,-433.365146061428,NA
"5",2021-05-13 08:00:12,"CT_330_CTD_Casting_051321",26.3,0,NA,-433.365146061428,NA
"6",2021-05-13 08:00:15,"CT_330_CTD_Casting_051321",26.28,0,NA,-433.365146061428,NA
"7",2021-05-13 08:00:18,"CT_330_CTD_Casting_051321",26.3,0,NA,-433.365146061428,NA
"8",2021-05-13 08:00:21,"CT_330_CTD_Casting_051321",26.32,0,NA,-433.365146061428,NA
"9",2021-05-13 08:00:24,"CT_330_CTD_Casting_051321",26.33,0,NA,-433.365146061428,NA
"10",2021-05-13 08:00:27,"CT_330_CTD_Casting_051321",26.34,0,NA,-433.365146061428,NA
"11",2021-05-13 08:00:30,"CT_330_CTD_Casting_051321",26.35,0,NA,-433.365146061428,NA
"12",2021-05-13 08:00:33,"CT_330_CTD_Casting_051321",26.37,0,NA,-433.365146061428,NA
"13",2021-05-13 08:00:36,"CT_330_CTD_Casting_051321",26.37,0,NA,-433.365146061428,NA
"14",2021-05-13 08:00:39,"CT_330_CTD_Casting_051321",26.38,0,NA,-433.365146061428,NA
"15",2021-05-13 08:00:42,"CT_330_CTD_Casting_051321",26.39,0,NA,-433.365146061428,NA
"16",2021-05-13 08:00:45,"CT_330_CTD_Casting_051321",26.39,0,NA,-433.365146061428,NA
"17",2021-05-13 08:00:48,"CT_330_CTD_Casting_051321",26.4,0,NA,-433.365146061428,NA
"18",2021-05-13 08:00:51,"CT_330_CTD_Casting_051321",26.42,0,NA,-433.365146061428,NA
"19",2021-05-13 08:00:54,"CT_330_CTD_Casting_051321",26.42,0,NA,-433.365146061428,NA
"20",2021-05-13 08:00:57,"CT_330_CTD_Casting_051321",26.43,0,NA,-433.365146061428,NA
"21",2021-05-13 08:01:00,"CT_330_CTD_Casting_051321",26.43,0,NA,-433.365146061428,NA
"22",2021-05-13 08:01:03,"CT_330_CTD_Casting_051321",26.44,0,NA,-433.365146061428,NA
"23",2021-05-13 08:01:06,"CT_330_CTD_Casting_051321",26.44,0,NA,-433.365146061428,NA
"24",2021-05-13 08:01:09,"CT_330_CTD_Casting_051321",26.44,0,NA,-433.365146061428,NA
"25",2021-05-13 08:01:12,"CT_330_CTD_Casting_051321",26.45,0,NA,-433.365146061428,NA
"26",2021-05-13 08:01:15,"CT_330_CTD_Casting_051321",26.45,0,NA,-433.365146061428,NA
"27",2021-05-13 08:01:18,"CT_330_CTD_Casting_051321",26.47,0,NA,-433.365146061428,NA
"28",2021-05-13 08:01:21,"CT_330_CTD_Casting_051321",26.47,0,NA,-433.365146061428,NA
"29",2021-05-13 08:01:24,"CT_330_CTD_Casting_051321",26.47,0,NA,-433.365146061428,NA
"30",2021-05-13 08:01:27,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"31",2021-05-13 08:01:30,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"32",2021-05-13 08:01:33,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"33",2021-05-13 08:01:36,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"34",2021-05-13 08:01:39,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"35",2021-05-13 08:01:42,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"36",2021-05-13 08:01:45,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"37",2021-05-13 08:01:48,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"38",2021-05-13 08:01:51,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"39",2021-05-13 08:01:54,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"40",2021-05-13 08:01:57,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"41",2021-05-13 08:02:00,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"42",2021-05-13 08:02:03,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"43",2021-05-13 08:02:06,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"44",2021-05-13 08:02:09,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"45",2021-05-13 08:02:12,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"46",2021-05-13 08:02:15,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"47",2021-05-13 08:02:18,"CT_330_CTD_Casting_051321",26.49,0,NA,-433.365146061428,NA
"48",2021-05-13 08:02:21,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"49",2021-05-13 08:02:24,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"50",2021-05-13 08:02:27,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"51",2021-05-13 08:02:30,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"52",2021-05-13 08:02:33,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
"53",2021-05-13 08:02:36,"CT_330_CTD_Casting_051321",26.48,0,NA,-433.365146061428,NA
