"","DateTime","Battery","Heading","Pitch","Roll","Pressure","Temperature","Distance","Speed","Direction.mag","Direction.tru","Direction.shore","magN","magE","truN","truE","longshore","crossshore"
"1",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.15,0.087,320.62,333.59,387.59,0.0672470927570588,-0.0551980843483135,0.0779201704513415,-0.0386968608136874,0.0771067450746493,0.0402932980034278
"2",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.2,0.078,314.48,327.45,381.45,0.0546514995178224,-0.0556526153963447,0.0657479349049376,-0.0419667613205509,0.0725974896130107,0.0285237532924543
"3",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.25,0.078,310.84,323.81,377.81,0.0510080163027428,-0.059010018410937,0.0629509436390156,-0.0460562557635495,0.0742619298988987,0.0238571953022784
"4",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.3,0.08,308.88,321.85,375.85,0.050215308903256,-0.0622769841253619,0.0629117005604679,-0.0494177896368304,0.0769584014267251,0.0218495869490257
"5",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.35,0.073,308.9,321.87,375.87,0.0458413032084016,-0.0568117498423996,0.0574226639459499,-0.0450736914990386,0.0702175774367119,0.0199622598650395
"6",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.4,0.075,309.61,322.58,376.58,0.0478168844977238,-0.0577801484675432,0.059565191848291,-0.0455739829296967,0.0718816680098757,0.0214015374241669
"7",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.45,0.086,313.12,326.09,380.09,0.0587834601817231,-0.0627734403156603,0.0713726837709053,-0.0479785369862229,0.0807672627241737,0.0295406376377406
"8",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.5,0.091,313.67,326.64,380.64,0.0628358432226155,-0.0658229200697059,0.0760061090734552,-0.0500406972724604,0.0851590445013027,0.0320770500455568
"9",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.55,0.097,311.24,324.21,378.21,0.063943814672972,-0.0729396227373614,0.0786830923979442,-0.0567271625475537,0.0921419998599186,0.0303125693700611
"10",2021-08-21 10:06:00,11.8,52.9,-1.1,0.7,1.304,26.65,0.6,0.102,309.45,322.42,376.42,0.0648112700857823,-0.078762295991596,0.0808352627440771,-0.0622065936786127,0.0978399667543306,0.0288329829450837
