Serial Number:20555848 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2022-03-14 08:00:00,27.54,"5,286", , , , , 
2022-03-14 08:02:00,27.41,"4,082", , , , , 
2022-03-14 08:04:00,28.14,"6,390", , , , , 
2022-03-14 08:06:00,30.16,"48,046", , , , , 
2022-03-14 08:08:00,31.31,40, , , , , 
2022-03-14 08:10:00,30.37,54, , , , , 
2022-03-14 08:12:00,29.68,90, , , , , 
2022-03-14 08:14:00,29.00,25, , , , , 
2022-03-14 08:16:00,28.53,29, , , , , 
2022-03-14 08:18:00,28.31,29, , , , , 
2022-03-14 08:20:00,28.14,27, , , , , 
2022-03-14 08:22:00,28.14,28, , , , , 
2022-03-14 08:24:00,28.10,31, , , , , 
2022-03-14 08:26:00,28.05,29, , , , , 
2022-03-14 08:28:00,28.01,30, , , , , 
2022-03-14 08:30:00,28.05,31, , , , , 
2022-03-14 08:32:00,28.01,30, , , , , 
2022-03-14 08:34:00,28.10,30, , , , , 
2022-03-14 08:36:00,28.10,34, , , , , 
2022-03-14 08:38:00,28.10,40, , , , , 
2022-03-14 08:40:00,28.18,47, , , , , 
2022-03-14 08:42:00,28.18,43, , , , , 
2022-03-14 08:44:00,28.27,49, , , , , 
2022-03-14 08:46:00,28.31,71, , , , , 
2022-03-14 08:48:00,28.44,68, , , , , 
2022-03-14 08:50:00,28.48,54, , , , , 
2022-03-14 08:52:00,28.57,52, , , , , 
2022-03-14 08:54:00,28.70,50, , , , , 
2022-03-14 08:56:00,28.78,40, , , , , 
2022-03-14 08:58:00,28.87,47, , , , , 
2022-03-14 09:00:00,29.00,71, , , , , 
2022-03-14 09:02:00,29.08,78, , , , , 
2022-03-14 09:04:00,29.21,109, , , , , 
2022-03-14 09:06:00,29.34,93, , , , , 
2022-03-14 09:08:00,29.47,85, , , , , 
2022-03-14 09:10:00,29.60,58, , , , , 
2022-03-14 09:12:00,29.64,82, , , , , 
2022-03-14 09:14:00,29.86,96, , , , , 
2022-03-14 09:16:00,29.94,107, , , , , 
2022-03-14 09:18:00,30.11,97, , , , , 
2022-03-14 09:20:00,30.20,83, , , , , 
2022-03-14 09:22:00,30.33,109, , , , , 
2022-03-14 09:24:00,30.46,109, , , , , 
2022-03-14 09:26:00,30.63,108, , , , , 
2022-03-14 09:28:00,30.76,94, , , , , 
2022-03-14 09:30:00,30.84,78, , , , , 
2022-03-14 09:32:00,30.97,123, , , , , 
2022-03-14 09:34:00,31.10,77, , , , , 
2022-03-14 09:36:00,31.23,67, , , , , 
2022-03-14 09:38:00,31.31,123, , , , , 
2022-03-14 09:40:00,31.44,85, , , , , 
2022-03-14 09:42:00,31.49,121, , , , , 
2022-03-14 09:44:00,31.66,83, , , , , 
2022-03-14 09:46:00,31.66,55, , , , , 
2022-03-14 09:48:00,31.79,112, , , , , 
2022-03-14 09:50:00,31.87,117, , , , , 
2022-03-14 09:52:00,31.96,124, , , , , 
2022-03-14 09:54:00,32.09,158, , , , , 
2022-03-14 09:56:00,32.17,55, , , , , 
2022-03-14 09:58:00,32.22,131, , , , , 
2022-03-14 10:00:00,32.34,112, , , , , 
2022-03-14 10:02:00,32.39,51, , , , , 
2022-03-14 10:04:00,32.47,92, , , , , 
2022-03-14 10:06:00,32.56,117, , , , , 
2022-03-14 10:08:00,32.64,89, , , , , 
2022-03-14 10:10:00,32.64,60, , , , , 
2022-03-14 10:12:00,32.73,134, , , , , 
2022-03-14 10:14:00,32.77,80, , , , , 
2022-03-14 10:16:00,32.86,162, , , , , 
2022-03-14 10:18:00,32.86,123, , , , , 
2022-03-14 10:20:00,32.86,145, , , , , 
2022-03-14 10:22:00,32.90,119, , , , , 
2022-03-14 10:24:00,32.94,85, , , , , 
2022-03-14 10:26:00,32.94,62, , , , , 
2022-03-14 10:28:00,32.99,49, , , , , 
2022-03-14 10:30:00,32.99,107, , , , , 
2022-03-14 10:32:00,32.99,112, , , , , 
2022-03-14 10:34:00,33.07,62, , , , , 
2022-03-14 10:36:00,33.03,48, , , , , 
2022-03-14 10:38:00,33.07,128, , , , , 
2022-03-14 10:40:00,32.99,143, , , , , 
2022-03-14 10:42:00,32.99,118, , , , , 
2022-03-14 10:44:00,33.03,107, , , , , 
2022-03-14 10:46:00,33.03,40, , , , , 
2022-03-14 10:48:00,33.03,52, , , , , 
2022-03-14 10:50:00,33.03,155, , , , , 
2022-03-14 10:52:00,33.03,85, , , , , 
2022-03-14 10:54:00,33.03,123, , , , , 
2022-03-14 10:56:00,33.03,86, , , , , 
2022-03-14 10:58:00,32.99,72, , , , , 
2022-03-14 11:00:00,33.03,70, , , , , 
2022-03-14 11:02:00,32.94,101, , , , , 
2022-03-14 11:04:00,32.82,176, , , , , 
2022-03-14 11:06:00,32.73,123, , , , , 
2022-03-14 11:08:00,32.64,84, , , , , 
2022-03-14 11:10:00,32.56,76, , , , , 
2022-03-14 11:12:00,32.47,77, , , , , 
2022-03-14 11:14:00,32.52,101, , , , , 
2022-03-14 11:16:00,32.47,173, , , , , 
2022-03-14 11:18:00,32.52,117, , , , , 
2022-03-14 11:20:00,32.52,155, , , , , 
2022-03-14 11:22:00,32.56,106, , , , , 
2022-03-14 11:24:00,32.56,159, , , , , 
2022-03-14 11:26:00,32.60,122, , , , , 
2022-03-14 11:28:00,32.60,119, , , , , 
2022-03-14 11:30:00,32.64,101, , , , , 
2022-03-14 11:32:00,32.64,101, , , , , 
2022-03-14 11:34:00,32.64,81, , , , , 
2022-03-14 11:36:00,32.64,114, , , , , 
2022-03-14 11:38:00,32.64,165, , , , , 
2022-03-14 11:40:00,32.69,149, , , , , 
2022-03-14 11:42:00,32.69,113, , , , , 
2022-03-14 11:44:00,32.73,190, , , , , 
2022-03-14 11:46:00,32.69,148, , , , , 
