Serial Number:20555866 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2019-06-15 04:21:49,12.27,"7,916", , , , , 
2019-06-15 04:36:49,10.08,97, , , , , 
2019-06-15 04:51:49,9.95,256, , , , , 
2019-06-15 05:06:49,10.08,365, , , , , 
2019-06-15 05:21:49,10.25,381, , , , , 
2019-06-15 05:36:49,10.42,420, , , , , 
2019-06-15 05:51:49,10.68,429, , , , , 
2019-06-15 06:06:49,10.85,"1,592", , , , , 
2019-06-15 06:21:49,10.51,"1,700", , , , , 
2019-06-15 06:36:49,10.04,851, , , , , 
2019-06-15 06:51:49,9.44,"1,104", , , , , 
2019-06-15 07:06:49,9.39,"1,396", , , , , 
2019-06-15 07:21:49,10.08,"1,320", , , , , 
2019-06-15 07:36:49,9.82,"3,610", , , , , 
2019-06-15 07:51:49,9.48,"2,042", , , , , 
2019-06-15 08:06:49,9.39,"2,434", , , , , 
2019-06-15 08:21:49,9.26,"2,698", , , , , 
2019-06-15 08:36:49,9.22,706, , , , , 
2019-06-15 08:51:49,9.31,"2,144", , , , , 
2019-06-15 09:06:49,9.44,496, , , , , 
2019-06-15 09:21:49,9.44,"4,516", , , , , 
2019-06-15 09:36:49,9.56,"3,895", , , , , 
2019-06-15 09:51:49,9.69,"8,632", , , , , 
2019-06-15 10:06:49,9.74,877, , , , , 
2019-06-15 10:21:49,9.82,"4,860", , , , , 
2019-06-15 10:36:49,9.99,"2,179", , , , , 
2019-06-15 10:51:49,10.21,432, , , , , 
2019-06-15 11:06:49,10.42,"1,047", , , , , 
2019-06-15 11:21:49,10.68,"24,136", , , , , 
2019-06-15 11:36:49,10.64,"1,032", , , , , 
2019-06-15 11:51:49,10.72,"3,761", , , , , 
2019-06-15 12:06:49,10.89,"6,387", , , , , 
2019-06-15 12:21:49,11.37,"4,787", , , , , 
2019-06-15 12:36:49,11.84,"1,436", , , , , 
2019-06-15 12:51:49,12.18,"1,840", , , , , 
2019-06-15 13:06:49,13.08,"3,322", , , , , 
2019-06-15 13:21:49,13.68,"3,990", , , , , 
2019-06-15 13:36:49,14.03,"4,063", , , , , 
2019-06-15 13:51:49,14.03,"3,197", , , , , 
2019-06-15 14:06:49,14.58,"3,923", , , , , 
2019-06-15 14:21:49,14.93,"3,517", , , , , 
2019-06-15 14:36:49,15.14,"3,706", , , , , 
2019-06-15 14:51:49,15.27,"3,245", , , , , 
2019-06-15 15:06:49,15.36,"3,164", , , , , 
2019-06-15 15:21:49,15.18,"2,434", , , , , 
2019-06-15 15:36:49,13.30,"2,220", , , , , 
2019-06-15 15:51:49,12.65,"1,855", , , , , 
2019-06-15 16:06:49,12.70,392, , , , , 
2019-06-15 16:21:49,12.22,496, , , , , 
2019-06-15 16:36:49,11.92,510, , , , , 
2019-06-15 16:51:49,10.81,241, , , , , 
2019-06-15 17:06:49,10.77,136, , , , , 
2019-06-15 17:21:49,10.81,160, , , , , 
2019-06-15 17:36:49,10.21,75, , , , , 
2019-06-15 17:51:49,9.78,97, , , , , 
2019-06-15 18:06:49,9.39,25, , , , , 
2019-06-15 18:21:49,9.44,4, , , , , 
2019-06-15 18:36:49,9.44,0, , , , , 
2019-06-15 18:51:49,9.44,0, , , , , 
2019-06-15 19:06:49,9.26,0, , , , , 
2019-06-15 19:21:49,9.22,0, , , , , 
2019-06-15 19:36:49,9.18,0, , , , , 
2019-06-15 19:51:49,9.18,0, , , , , 
2019-06-15 20:06:49,9.18,0, , , , , 
2019-06-15 20:21:49,9.18,0, , , , , 
2019-06-15 20:36:49,9.18,0, , , , , 
2019-06-15 20:51:49,9.18,0, , , , , 
2019-06-15 21:06:49,9.18,0, , , , , 
2019-06-15 21:21:49,9.09,0, , , , , 
2019-06-15 21:36:49,9.05,0, , , , , 
2019-06-15 21:51:49,8.92,0, , , , , 
2019-06-15 22:06:49,9.01,0, , , , , 
2019-06-15 22:21:49,8.96,0, , , , , 
2019-06-15 22:36:49,8.88,0, , , , , 
2019-06-15 22:51:49,8.96,0, , , , , 
2019-06-15 23:06:49,9.05,0, , , , , 
