"","date","Serial","TempInSitu","E_Conductivity","Sp_Conductance","Salinity","Salinity_off"
"1",2021-05-24 11:30:00,"CT_339",28.36,39685.8,54205,35.8478,35.7780285123967
"2",2021-05-24 11:30:30,"CT_339",28.38,39712.9,54221.7,35.8602,35.7904285123967
"3",2021-05-24 11:31:00,"CT_339",28.37,39724.5,54247.9,35.8798,35.8100285123967
"4",2021-05-24 11:31:30,"CT_339",28.36,39701.3,54226.6,35.8639,35.7941285123967
"5",2021-05-24 11:32:00,"CT_339",28.4,39697.4,54180.4,35.8295,35.7597285123967
"6",2021-05-24 11:32:30,"CT_339",28.42,39724.5,54197.1,35.8419,35.7721285123967
"7",2021-05-24 11:33:00,"CT_339",28.4,39720.6,54212.4,35.8533,35.7835285123967
"8",2021-05-24 11:33:30,"CT_339",28.4,39697.4,54180.8,35.8298,35.7600285123967
"9",2021-05-24 11:34:00,"CT_339",28.41,39747.8,54239.6,35.8736,35.8038285123967
"10",2021-05-24 11:34:30,"CT_339",28.4,39716.8,54207.7,35.8498,35.7800285123967
"11",2021-05-24 11:35:00,"CT_339",28.42,39693.5,54155.5,35.8109,35.7411285123967
"12",2021-05-24 11:35:30,"CT_339",28.41,39732.3,54218.9,35.8582,35.7884285123967
"13",2021-05-24 11:36:00,"CT_339",28.38,39705.1,54212.6,35.8535,35.7837285123967
"14",2021-05-24 11:36:30,"CT_339",28.48,39674.2,54068.2,35.7459,35.6761285123967
"15",2021-05-24 11:37:00,"CT_339",28.43,39720.6,54182.8,35.8313,35.7615285123967
"16",2021-05-24 11:37:30,"CT_339",28.45,39724.5,54167.8,35.8201,35.7503285123967
"17",2021-05-24 11:38:00,"CT_339",28.45,39716.8,54157.5,35.8124,35.7426285123967
"18",2021-05-24 11:38:30,"CT_339",28.38,39689.6,54192.2,35.8383,35.7685285123967
"19",2021-05-24 11:39:00,"CT_339",28.42,39693.5,54156.7,35.8118,35.7420285123967
"20",2021-05-24 11:39:30,"CT_339",28.4,39720.6,54214.3,35.8548,35.7850285123967
"21",2021-05-24 11:40:00,"CT_339",28.43,39724.5,54189.1,35.8359,35.7661285123967
"22",2021-05-24 11:40:30,"CT_339",28.45,39709,54147.6,35.805,35.7352285123967
"23",2021-05-24 11:41:00,"CT_339",28.48,39712.9,54122.3,35.7862,35.7164285123967
"24",2021-05-24 11:41:30,"CT_339",28.41,39709,54188.8,35.8358,35.7660285123967
"25",2021-05-24 11:42:00,"CT_339",28.42,39740,54221.1,35.8598,35.7900285123967
"26",2021-05-24 11:42:30,"CT_339",28.4,39697.4,54183.5,35.8318,35.7620285123967
"27",2021-05-24 11:43:00,"CT_339",28.43,39720.6,54184.6,35.8326,35.7628285123967
"28",2021-05-24 11:43:30,"CT_339",28.38,39670.3,54167.3,35.8197,35.7499285123967
"29",2021-05-24 11:44:00,"CT_339",28.4,39685.8,54168.1,35.8203,35.7505285123967
"30",2021-05-24 11:44:30,"CT_339",28.4,39674.2,54152.4,35.8086,35.7388285123967
"31",2021-05-24 11:45:00,"CT_339",28.42,39681.9,54142.6,35.8013,35.7315285123967
"32",2021-05-24 11:45:30,"CT_339",28.43,39736.2,54206.7,35.8491,35.7793285123967
"33",2021-05-24 11:46:00,"CT_339",28.48,39705.1,54113.2,35.7794,35.7096285123967
"34",2021-05-24 11:46:30,"CT_339",28.45,39724.5,54170.5,35.8221,35.7523285123967
"35",2021-05-24 11:47:00,"CT_339",28.45,39709,54149.5,35.8065,35.7367285123967
"36",2021-05-24 11:47:30,"CT_339",28.42,39693.5,54159.2,35.8137,35.7439285123967
"37",2021-05-24 11:48:00,"CT_339",28.45,39709,54149.8,35.8067,35.7369285123967
"38",2021-05-24 11:48:30,"CT_339",28.41,39662.6,54127.5,35.7901,35.7203285123967
"39",2021-05-24 11:49:00,"CT_339",28.47,39689.6,54103.1,35.7719,35.7021285123967
"40",2021-05-24 11:49:30,"CT_339",28.47,39716.8,54140.4,35.7997,35.7299285123967
"41",2021-05-24 11:50:00,"CT_339",28.46,39662.6,54076.8,35.7523,35.6825285123967
"42",2021-05-24 11:50:30,"CT_339",28.48,39716.8,54130.5,35.7923,35.7225285123967
"43",2021-05-24 11:51:00,"CT_339",28.42,39712.9,54186.7,35.8342,35.7644285123967
"44",2021-05-24 11:51:30,"CT_339",28.42,39689.6,54155,35.8106,35.7408285123967
"45",2021-05-24 11:52:00,"CT_339",28.41,39662.6,54128.5,35.7909,35.7211285123967
"46",2021-05-24 11:52:30,"CT_339",28.38,39666.4,54164.6,35.8177,35.7479285123967
"47",2021-05-24 11:53:00,"CT_339",28.46,39689.6,54114.5,35.7804,35.7106285123967
"48",2021-05-24 11:53:30,"CT_339",28.43,39724.5,54193.1,35.8389,35.7691285123967
