"Plot Title: CT_738_Cabral"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494738, SEN S/N: 20494738, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494738, SEN S/N: 20494738, LBL: Temperature)"
1,08/15/21 01:40:00 PM,39763.5,29.85
2,08/15/21 02:00:00 PM,40081.2,28.76
3,08/15/21 02:20:00 PM,40134.5,28.88
4,08/15/21 02:40:00 PM,40171.9,29.34
5,08/15/21 03:00:00 PM,40139.8,28.90
6,08/15/21 03:20:00 PM,40214.7,29.45
7,08/15/21 03:40:00 PM,40182.6,29.33
8,08/15/21 04:00:00 PM,40198.6,29.23
9,08/15/21 04:20:00 PM,40204.0,29.13
10,08/15/21 04:40:00 PM,40155.8,29.07
11,08/15/21 05:00:00 PM,40187.9,29.02
12,08/15/21 05:20:00 PM,40129.1,28.97
13,08/15/21 05:40:00 PM,40204.0,28.89
14,08/15/21 06:00:00 PM,40155.8,28.68
15,08/15/21 06:20:00 PM,40113.1,28.70
16,08/15/21 06:40:00 PM,40166.5,28.68
17,08/15/21 07:00:00 PM,40107.8,28.61
18,08/15/21 07:20:00 PM,40171.9,28.56
19,08/15/21 07:40:00 PM,40065.2,28.52
20,08/15/21 08:00:00 PM,40102.5,28.48
21,08/15/21 08:20:00 PM,40070.5,28.40
22,08/15/21 08:40:00 PM,40027.9,28.35
23,08/15/21 09:00:00 PM,40065.2,28.30
24,08/15/21 09:20:00 PM,40017.3,28.29
25,08/15/21 09:40:00 PM,40081.2,28.22
26,08/15/21 10:00:00 PM,40027.9,28.17
27,08/15/21 10:20:00 PM,40043.9,28.14
28,08/15/21 10:40:00 PM,40012.0,28.11
29,08/15/21 11:00:00 PM,39996.1,28.08
30,08/15/21 11:20:00 PM,39953.6,28.02
31,08/15/21 11:40:00 PM,40001.4,27.96
32,08/16/21 12:00:00 AM,39996.1,27.87
33,08/16/21 12:20:00 AM,39980.1,27.83
34,08/16/21 12:40:00 AM,39937.7,27.78
35,08/16/21 01:00:00 AM,39953.6,27.75
36,08/16/21 01:20:00 AM,39937.7,27.73
37,08/16/21 01:40:00 AM,39964.2,27.71
38,08/16/21 02:00:00 AM,39937.7,27.70
39,08/16/21 02:20:00 AM,39900.7,27.65
40,08/16/21 02:40:00 AM,39964.2,27.62
41,08/16/21 03:00:00 AM,39826.7,27.59
42,08/16/21 03:20:00 AM,39900.7,27.55
43,08/16/21 03:40:00 AM,39905.9,27.51
44,08/16/21 04:00:00 AM,39853.1,27.49
45,08/16/21 04:20:00 AM,39853.1,27.45
46,08/16/21 04:40:00 AM,39810.9,27.44
47,08/16/21 05:00:00 AM,39789.8,27.44
48,08/16/21 05:20:00 AM,39821.4,27.38
49,08/16/21 05:40:00 AM,39763.5,27.36
50,08/16/21 06:00:00 AM,39779.2,27.35
51,08/16/21 06:20:00 AM,39721.4,27.29
52,08/16/21 06:40:00 AM,39800.3,27.32
53,08/16/21 07:00:00 AM,39842.5,27.35
