date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-17T08:23:00Z,44910.6,23.68,338,50489.94037,NA,NA,NA,NA,NA,50.48994037,NA,44910.6,NA
2021-01-17T08:24:00Z,44457.8,23.68,338,49980.88805,NA,NA,NA,NA,NA,49.98088805,NA,44457.8,NA
2021-01-17T08:25:00Z,44538.5,23.69,338,50071.61359,NA,NA,NA,NA,NA,50.07161359,NA,44538.5,NA
2021-01-17T08:26:00Z,44438.6,23.7,338,49959.3028,NA,NA,NA,NA,NA,49.9593028,NA,44438.6,NA
2021-01-17T08:27:00Z,44519.3,23.7,338,50050.02833,NA,NA,NA,NA,NA,50.05002833,NA,44519.3,NA
2021-01-17T08:28:00Z,44457.8,23.7,338,49980.88805,NA,NA,NA,NA,NA,49.98088805,NA,44457.8,NA
2021-01-17T08:29:00Z,44427.1,23.7,338,49946.37413,NA,NA,NA,NA,NA,49.94637413,NA,44427.1,NA
2021-01-17T08:30:00Z,44385,23.7,338,49899.04395,NA,NA,NA,NA,NA,49.89904395,NA,44385,NA
2021-01-17T08:31:00Z,44346.7,23.72,338,49855.98586,NA,NA,NA,NA,NA,49.85598586,NA,44346.7,NA
2021-01-17T08:32:00Z,44266.6,23.7,338,49765.93487,NA,NA,NA,NA,NA,49.76593487,NA,44266.6,NA
2021-01-19T13:38:00Z,33852.4,23.2,338,49924.68894,NA,NA,NA,NA,NA,49.92468894,NA,44407.81111,NA
2021-01-19T13:39:00Z,33896.5,23.14,338,49974.26758,NA,NA,NA,NA,NA,49.97426758,NA,44451.91111,NA
2021-01-19T13:40:00Z,33950.5,23.1,338,50034.97611,NA,NA,NA,NA,NA,50.03497611,NA,44505.91111,NA
2021-01-19T13:41:00Z,33930.8,23.08,338,50012.82874,NA,NA,NA,NA,NA,50.01282874,NA,44486.21111,NA
2021-01-19T13:42:00Z,33921,23.08,338,50001.81126,NA,NA,NA,NA,NA,50.00181126,NA,44476.41111,NA
2021-01-19T13:43:00Z,33938.2,23.08,338,50021.14806,NA,NA,NA,NA,NA,50.02114806,NA,44493.61111,NA
2021-01-19T13:44:00Z,33930.8,23.08,338,50012.82874,NA,NA,NA,NA,NA,50.01282874,NA,44486.21111,NA
2021-01-19T13:45:00Z,33930.8,23.08,338,50012.82874,NA,NA,NA,NA,NA,50.01282874,NA,44486.21111,NA
2021-01-19T13:46:00Z,33923.5,23.08,338,50004.62184,NA,NA,NA,NA,NA,50.00462184,NA,44478.91111,NA
