date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_1pCal
2021-01-18T06:32:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:33:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:34:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:35:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:36:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:37:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:38:00Z,1395.1,23.6,324,NA,NA,NA,NA,0,765.1398896698141,765.1398896698141,NA,0.38432382722972436
2021-01-18T06:39:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822
2021-01-18T06:40:00Z,1395.1,23.6,324,NA,NA,NA,NA,0,765.1398896698141,765.1398896698141,NA,0.38432382722972436
2021-01-18T06:23:00Z,39824.2,23.67,324,NA,NA,NA,NA,0,53042.655477153305,53042.655477153305,NA,36.03495635214373
2021-01-18T06:24:00Z,39859.2,23.67,324,NA,NA,NA,NA,0,53090.268172885495,53090.268172885495,NA,36.07138231651376
2021-01-18T06:25:00Z,39808.6,23.68,324,NA,NA,NA,NA,0,53021.433818484096,53021.433818484096,NA,36.0105896968466
2021-01-18T06:26:00Z,39800.9,23.68,324,NA,NA,NA,NA,0,53010.95902542302,53010.95902542302,NA,36.002579236986556
2021-01-18T06:27:00Z,39785.4,23.69,324,NA,NA,NA,NA,0,52989.87340302733,52989.87340302733,NA,35.97833080051141
2021-01-18T06:28:00Z,39742.7,23.71,324,NA,NA,NA,NA,0,52931.78591423406,52931.78591423406,NA,35.91770897506953
2021-01-18T06:29:00Z,39700.2,23.71,324,NA,NA,NA,NA,0,52873.97049798783,52873.97049798783,NA,35.87354347704707
2021-01-20T13:23:00Z,1826.7,23,324,NA,NA,NA,NA,0,1352.2724461844834,6144.45334749807,NA,0.7044776511449657
2021-01-20T13:24:00Z,1826.2,23,324,NA,NA,NA,NA,0,1351.5922648168807,6143.773166130467,NA,0.7041071757893743
2021-01-20T13:25:00Z,1826.2,23.01,324,NA,NA,NA,NA,0,1351.5922648168807,6143.773166130467,NA,0.7039520972183767
2021-01-20T13:26:00Z,1826.7,23.01,324,NA,NA,NA,NA,0,1352.2724461844834,6144.45334749807,NA,0.7043224901219943
2021-01-20T13:27:00Z,1827.3,23.01,324,NA,NA,NA,NA,0,1353.0886638256065,6145.269565139193,NA,0.7047669763506452
2021-01-20T13:28:00Z,1826.7,23.01,324,NA,NA,NA,NA,0,1352.2724461844834,6144.45334749807,NA,0.7043224901219943
2021-01-20T13:29:00Z,1827.8,23.02,324,NA,NA,NA,NA,0,1353.7688451932095,6145.949746506796,NA,0.7049821096514699
2021-01-20T13:30:00Z,1829,23.02,324,NA,NA,NA,NA,0,1355.401280475456,6147.582181789042,NA,0.7058709592807675
2021-01-20T13:31:00Z,1829,23.02,324,NA,NA,NA,NA,0,1355.401280475456,6147.582181789042,NA,0.7058709592807675
2021-01-20T13:32:00Z,1829.5,23.02,324,NA,NA,NA,NA,0,1356.0814618430586,6148.262363156645,NA,0.7062413322494538
2021-01-20T13:03:00Z,36319.4,23.39,324,NA,NA,NA,NA,0,48274.85616280527,53067.03706411886,NA,32.62326663624221
2021-01-20T13:04:00Z,36246.9,23.33,324,NA,NA,NA,NA,0,48176.22986450288,52968.410765816465,NA,32.59281212672243
2021-01-20T13:05:00Z,36270,23.29,324,NA,NA,NA,NA,0,48207.65424368612,52999.835144999706,NA,32.64618791802113
2021-01-20T13:06:00Z,36243.6,23.26,324,NA,NA,NA,NA,0,48171.7406674767,52963.92156879028,NA,32.64111405315965
2021-01-20T13:07:00Z,36250.2,23.25,324,NA,NA,NA,NA,0,48180.71906152905,52972.89996284264,NA,32.65532995824636
2021-01-18T07:59:00Z,42595.8,28.28,324,102.69,28.06,0.104,877,0,56813.03683404872,56814.71359433609,1.6767602873735432,35.20121020730338
2021-01-18T08:00:00Z,42569.6,28.3,324,102.87,28.06,0.122,877,0,56777.395330386324,56780.74885096107,3.3535205747470864,35.16144088604605
2021-01-18T08:01:00Z,42517.4,28.28,324,102.388,28.159,0.074,877,0,56706.38439560861,56711.41467647073,5.030280862120629,35.12673894987433
2021-01-18T08:02:00Z,42491.3,28.26,324,102.891,28.159,0.124,877,0,56670.87892821975,56677.58596936924,6.707041149494173,35.11681013176801
2021-01-18T08:03:00Z,42408.9,28.37,324,102.783,28.159,0.114,877,0,56558.78503883882,56567.168840275684,8.383801436867715,34.957143107708
2021-01-18T08:04:00Z,42395.9,28.36,324,103.11,28.258,0.146,877,0,56541.10032328115,56551.16088500539,10.060561724241259,34.952211156827524
2021-01-18T08:05:00Z,42309.5,28.41,324,102.571,28.258,0.093,877,0,56423.5649829594,56435.30230497101,11.737322011614802,34.833551889829835
2021-01-18T11:30:00Z,41516.1,29.49,324,107.553,29.552,0.588,877,1.07553,55344.25318884739,55357.667271146376,13.414082298988346,33.3217927892092
2021-01-18T11:31:00Z,41507.7,29.49,324,106.831,29.552,0.516,877,1.06831,55332.826141871665,55347.916984458025,15.09084258636189,33.31405683593101
2021-01-18T11:32:00Z,41491,29.54,324,107.156,29.552,0.549,877,1.07156,55310.10808419374,55326.87568706747,16.76760287373543,33.264113447179
2021-01-18T11:33:00Z,41482.7,29.54,324,107.553,29.552,0.588,877,1.07553,55298.817073491526,55317.26143665263,18.444363161108974,33.256475533012186
2021-01-18T11:34:00Z,41466,29.52,324,107.282,29.552,0.561,877,1.0728199999999999,55276.099015813605,55296.220139262085,20.121123448482518,33.25491820574114
2021-01-18T11:35:00Z,41503.5,29.52,324,107.499,29.552,0.583,877,1.07499,55327.112618383806,55348.91050211966,21.79788373585606,33.28943575379442
