date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_2pCal,SalinityInSitu_2pCal_wOffset
2021-01-18T06:32:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:33:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:34:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:35:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:36:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:37:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:38:00Z,1395.1,23.6,324,NA,NA,NA,NA,0,765.1398896698141,765.1398896698141,NA,0.38432382722972436,2.0140217757746046
2021-01-18T06:39:00Z,1394.5,23.6,324,NA,NA,NA,NA,0,764.3236720286909,764.3236720286909,NA,0.3838989211969822,2.0135968697418622
2021-01-18T06:40:00Z,1395.1,23.6,324,NA,NA,NA,NA,0,765.1398896698141,765.1398896698141,NA,0.38432382722972436,2.0140217757746046
2021-01-18T06:23:00Z,39824.2,23.67,324,NA,NA,NA,NA,0,53042.655477153305,53042.655477153305,NA,36.03495635214373,37.66465430068861
2021-01-18T06:24:00Z,39859.2,23.67,324,NA,NA,NA,NA,0,53090.268172885495,53090.268172885495,NA,36.07138231651376,37.70108026505864
2021-01-18T06:25:00Z,39808.6,23.68,324,NA,NA,NA,NA,0,53021.433818484096,53021.433818484096,NA,36.0105896968466,37.64028764539148
2021-01-18T06:26:00Z,39800.9,23.68,324,NA,NA,NA,NA,0,53010.95902542302,53010.95902542302,NA,36.002579236986556,37.632277185531436
2021-01-18T06:27:00Z,39785.4,23.69,324,NA,NA,NA,NA,0,52989.87340302733,52989.87340302733,NA,35.97833080051141,37.60802874905629
2021-01-18T06:28:00Z,39742.7,23.71,324,NA,NA,NA,NA,0,52931.78591423406,52931.78591423406,NA,35.91770897506953,37.54740692361441
2021-01-18T06:29:00Z,39700.2,23.71,324,NA,NA,NA,NA,0,52873.97049798783,52873.97049798783,NA,35.87354347704707,37.50324142559195
2021-01-20T13:23:00Z,1826.7,23,324,NA,NA,NA,NA,0,1352.2724461844834,6144.45334749807,NA,0.7044776511449657,2.334175599689846
2021-01-20T13:24:00Z,1826.2,23,324,NA,NA,NA,NA,0,1351.5922648168807,6143.773166130467,NA,0.7041071757893743,2.3338051243342544
2021-01-20T13:25:00Z,1826.2,23.01,324,NA,NA,NA,NA,0,1351.5922648168807,6143.773166130467,NA,0.7039520972183767,2.3336500457632567
2021-01-20T13:26:00Z,1826.7,23.01,324,NA,NA,NA,NA,0,1352.2724461844834,6144.45334749807,NA,0.7043224901219943,2.3340204386668746
2021-01-20T13:27:00Z,1827.3,23.01,324,NA,NA,NA,NA,0,1353.0886638256065,6145.269565139193,NA,0.7047669763506452,2.334464924895525
2021-01-20T13:28:00Z,1826.7,23.01,324,NA,NA,NA,NA,0,1352.2724461844834,6144.45334749807,NA,0.7043224901219943,2.3340204386668746
2021-01-20T13:29:00Z,1827.8,23.02,324,NA,NA,NA,NA,0,1353.7688451932095,6145.949746506796,NA,0.7049821096514699,2.33468005819635
2021-01-20T13:30:00Z,1829,23.02,324,NA,NA,NA,NA,0,1355.401280475456,6147.582181789042,NA,0.7058709592807675,2.335568907825648
2021-01-20T13:31:00Z,1829,23.02,324,NA,NA,NA,NA,0,1355.401280475456,6147.582181789042,NA,0.7058709592807675,2.335568907825648
2021-01-20T13:32:00Z,1829.5,23.02,324,NA,NA,NA,NA,0,1356.0814618430586,6148.262363156645,NA,0.7062413322494538,2.335939280794334
2021-01-20T13:03:00Z,36319.4,23.39,324,NA,NA,NA,NA,0,48274.85616280527,53067.03706411886,NA,32.62326663624221,34.25296458478709
2021-01-20T13:04:00Z,36246.9,23.33,324,NA,NA,NA,NA,0,48176.22986450288,52968.410765816465,NA,32.59281212672243,34.22251007526731
2021-01-20T13:05:00Z,36270,23.29,324,NA,NA,NA,NA,0,48207.65424368612,52999.835144999706,NA,32.64618791802113,34.27588586656601
2021-01-20T13:06:00Z,36243.6,23.26,324,NA,NA,NA,NA,0,48171.7406674767,52963.92156879028,NA,32.64111405315965,34.27081200170453
2021-01-20T13:07:00Z,36250.2,23.25,324,NA,NA,NA,NA,0,48180.71906152905,52972.89996284264,NA,32.65532995824636,34.28502790679124
2021-01-18T08:03:00Z,42408.9,28.37,324,102.783,28.159,0.114,877,0,56558.78503883882,56560.46414917565,1.6791103368302684,34.957143107708,36.58684105625288
2021-01-18T08:04:00Z,42395.9,28.36,324,103.11,28.258,0.146,877,0,56541.10032328115,56544.45854395481,3.358220673660537,34.952211156827524,36.581909105372404
2021-01-18T08:05:00Z,42309.5,28.41,324,102.571,28.258,0.093,877,0,56423.5649829594,56428.60231396989,5.037331010490806,34.833551889829835,36.463249838374715
2021-01-18T11:30:00Z,41516.1,29.49,324,107.553,29.552,0.588,877,1.07553,55344.25318884739,55350.96963019471,6.716441347321074,33.3217927892092,34.95149073775408
2021-01-18T11:31:00Z,41507.7,29.49,324,106.831,29.552,0.516,877,1.06831,55332.826141871665,55341.22169355582,8.395551684151343,33.31405683593101,34.94375478447589
2021-01-18T11:32:00Z,41491,29.54,324,107.156,29.552,0.549,877,1.07156,55310.10808419374,55320.18274621472,10.074662020981611,33.264113447179,34.89381139572388
2021-01-18T11:33:00Z,41482.7,29.54,324,107.553,29.552,0.588,877,1.07553,55298.817073491526,55310.57084584934,11.75377235781188,33.256475533012186,34.886173481557066
2021-01-18T11:34:00Z,41466,29.52,324,107.282,29.552,0.561,877,1.0728199999999999,55276.099015813605,55289.53189850825,13.432882694642148,33.25491820574114,34.88461615428602
2021-01-18T11:35:00Z,41503.5,29.52,324,107.499,29.552,0.583,877,1.07499,55327.112618383806,55342.22461141528,15.111993031472416,33.28943575379442,34.9191337023393
2021-01-18T11:36:00Z,41520.2,29.52,324,106.759,29.552,0.509,877,1.06759,55349.830676061734,55366.62177943004,16.791103368302686,33.30481168757281,34.93450963611769
2021-01-18T11:37:00Z,41470.2,29.54,324,106.903,29.552,0.524,877,1.0690300000000001,55281.81253930146,55300.2827530066,18.470213705132952,33.244976591122224,34.874674539667105
2021-01-18T11:38:00Z,41474.3,29.54,324,107.933,29.552,0.626,877,1.0793300000000001,55287.39002651581,55307.539350557774,20.149324041963222,33.248745938433856,34.87844388697874
2021-01-18T11:39:00Z,41495.2,29.54,324,107.319,29.552,0.565,877,1.07319,55315.821607681595,55337.65004206039,21.82843437879349,33.267977524852824,34.897675473397705
2021-01-18T11:40:00Z,41424.4,29.56,324,106.961,29.652,0.529,877,1.06961,55219.50792602906,55243.015470744685,23.50754471562376,33.18906239979898,34.81876034834386
2021-01-18T11:41:00Z,41478.5,29.57,324,107.12,29.552,0.545,877,1.0712000000000002,55293.10355000367,55318.290205056124,25.186655052454025,33.23191304865733,34.86161099720221
2021-01-18T11:42:00Z,41470.2,29.58,324,107.105,29.652,0.544,877,1.07105,55281.81253930146,55308.67830469075,26.865765389284295,33.21738823682898,34.84708618537386
2021-01-18T11:43:00Z,41461.8,29.59,324,107.16,29.652,0.549,877,1.0715999999999999,55270.38549232574,55298.93036805185,28.544875726114565,33.20277727517864,34.83247522372352
2021-01-18T11:44:00Z,41416.1,29.59,324,107.033,29.652,0.537,877,1.07033,55208.21691532685,55238.44090138979,30.22398606294483,33.16078267776805,34.79048062631293
2021-01-18T11:45:00Z,41478.5,29.63,324,106.907,29.652,0.524,877,1.06907,55293.10355000367,55325.00664640344,31.9030963997751,33.19058008957378,34.82027803811866
2021-01-18T11:46:00Z,41441,29.63,324,107.268,29.652,0.56,877,1.07268,55242.089947433466,55275.67215417007,33.58220673660537,33.156145580827825,34.785843529372706
2021-01-18T11:47:00Z,41470.2,29.64,324,106.925,29.652,0.526,877,1.06925,55281.81253930146,55317.0738563749,35.261317073435634,33.17607940202268,34.80577735056756
2021-01-18T11:48:00Z,41457.7,29.64,324,107.34,29.652,0.567,877,1.0734000000000001,55264.808005111394,55301.74843252166,36.940427410265904,33.16460266288883,34.79430061143371
