date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_2pCal,SalinityInSitu_2pCal_wOffset
2021-01-17T08:35:00Z,1721,23.76,338,NA,NA,NA,NA,0,1174.3018902984459,1174.3018902984459,NA,0.5979171102070765,-4.365225789994243
2021-01-17T08:36:00Z,1721,23.76,338,NA,NA,NA,NA,0,1174.3018902984459,1174.3018902984459,NA,0.5979171102070765,-4.365225789994243
2021-01-17T08:37:00Z,1722.7,23.78,338,NA,NA,NA,NA,0,1176.7714099168516,1176.7714099168516,NA,0.5989684842529255,-4.364174415948394
2021-01-17T08:38:00Z,1722.7,23.78,338,NA,NA,NA,NA,0,1176.7714099168516,1176.7714099168516,NA,0.5989684842529255,-4.364174415948394
2021-01-17T08:39:00Z,1723.8,23.78,338,NA,NA,NA,NA,0,1178.36933437582,1178.36933437582,NA,0.599817001717245,-4.363325898484074
2021-01-17T08:40:00Z,1723.3,23.78,338,NA,NA,NA,NA,0,1177.6430050762888,1177.6430050762888,NA,0.5994313036801299,-4.363711596521189
2021-01-17T08:41:00Z,1723.3,23.78,338,NA,NA,NA,NA,0,1177.6430050762888,1177.6430050762888,NA,0.5994313036801299,-4.363711596521189
2021-01-17T08:42:00Z,1724.4,23.78,338,NA,NA,NA,NA,0,1179.2409295352575,1179.2409295352575,NA,0.6002798575700433,-4.362863042631276
2021-01-17T08:43:00Z,1725,23.78,338,NA,NA,NA,NA,0,1180.1125246946947,1180.1125246946947,NA,0.6007427332765128,-4.3624001669248065
2021-01-17T08:44:00Z,1725,23.78,338,NA,NA,NA,NA,0,1180.1125246946947,1180.1125246946947,NA,0.6007427332765128,-4.3624001669248065
2021-01-17T08:29:00Z,44427.1,23.7,338,NA,NA,NA,NA,0,63211.685287709464,63211.685287709464,NA,43.92078184062536,38.95763894042404
2021-01-17T08:30:00Z,44385,23.7,338,NA,NA,NA,NA,0,63150.52836068894,63150.52836068894,NA,43.87239214250384,38.90924924230252
2021-01-17T08:31:00Z,44346.7,23.72,338,NA,NA,NA,NA,0,63094.89153634486,63094.89153634486,NA,43.80846549790374,38.84532259770242
2021-01-19T13:54:00Z,1859.4,22.98,338,NA,NA,NA,NA,0,1375.349840408657,16559.384901989753,NA,0.7173699406327005,-4.245772959568619
2021-01-19T13:55:00Z,1851.4,22.98,338,NA,NA,NA,NA,0,1363.7285716161591,16547.763633197257,NA,0.7110324275260755,-4.252110472675244
2021-01-19T13:56:00Z,1843.9,22.99,338,NA,NA,NA,NA,0,1352.8336321231925,16536.868693704288,NA,0.704938608796574,-4.258204291404745
2021-01-19T13:57:00Z,1839.9,22.99,338,NA,NA,NA,NA,0,1347.0229977269437,16531.05805930804,NA,0.7017732992328821,-4.261369600968437
2021-01-19T13:58:00Z,1835.9,22.99,338,NA,NA,NA,NA,0,1341.2123633306949,16525.24742491179,NA,0.6986088075341483,-4.264534092667171
2021-01-19T13:59:00Z,1832,22.99,338,NA,NA,NA,NA,0,1335.546994794352,16519.58205637545,NA,0.6955242180015927,-4.267618682199727
2021-01-19T13:40:00Z,33950.5,23.1,338,NA,NA,NA,NA,0,47992.76220877422,63176.79727035532,NA,32.623458406576034,27.660315506374715
2021-01-19T13:41:00Z,33930.8,23.08,338,NA,NA,NA,NA,0,47964.1448343727,63148.1798959538,NA,32.61647857028025,27.65333567007893
2021-01-19T13:42:00Z,33921,23.08,338,NA,NA,NA,NA,0,47949.90878010189,63133.94384168299,NA,32.605633051393795,27.642490151192476
2021-01-19T13:43:00Z,33938.2,23.08,338,NA,NA,NA,NA,0,47974.89450800575,63158.92956958685,NA,32.62466840831648,27.66152550811516
2021-01-19T13:44:00Z,33930.8,23.08,338,NA,NA,NA,NA,0,47964.1448343727,63148.1798959538,NA,32.61647857028025,27.65333567007893
2021-01-19T13:45:00Z,33930.8,23.08,338,NA,NA,NA,NA,0,47964.1448343727,63148.1798959538,NA,32.61647857028025,27.65333567007893
2021-01-17T10:02:00Z,49025.8,29.65,338,NA,NA,NA,NA,0,69892.0263872169,69897.64178479885,5.615397581945672,43.258064704953966,38.29492180475265
2021-01-17T10:03:00Z,42057.2,29.71,338,NA,NA,NA,NA,0,59769.02967379191,59780.26046895581,11.230795163891344,36.17386100532177,31.21071810512045
2021-01-17T10:04:00Z,45602.2,29.87,338,NA,NA,NA,NA,0,64918.70440746748,64935.55060021331,16.846192745837016,39.59050299032821,34.62736009012689
2021-01-17T12:30:00Z,35719.8,29.59,338,110.317,29.652,0.886,872,1.10317,50562.95106809501,50585.41265842279,22.461590327782687,30.046732948886667,25.08359004868535
2021-01-17T12:31:00Z,35586.8,29.35,338,110.252,29.652,0.88,872,1.10252,50369.74747441974,50397.82446232947,28.07698790972836,30.067433395341276,25.104290495139956
2021-01-17T12:32:00Z,35586.8,29.32,338,110.22,29.652,0.877,872,1.1022,50369.74747441974,50403.439859911414,33.69238549167403,30.08617104219624,25.123028141994922
2021-01-17T12:33:00Z,35706.4,29.56,338,110.122,29.652,0.867,872,1.10122,50543.485442867575,50582.7932259412,39.3077830736197,30.052438070370957,25.08929517016964
2021-01-17T12:34:00Z,35616,29.35,338,110.187,29.652,0.873,872,1.10187,50412.16510551235,50457.08828616791,44.923180655565375,30.095781263700815,25.132638363499495
2021-01-17T12:35:00Z,35457.2,29.36,338,110.512,29.652,0.906,872,1.10512,50181.48291998127,50232.021498218775,50.53857823751105,29.935448860133175,24.972305959931855
2021-01-17T12:36:00Z,35441.4,29.33,338,110.479,29.652,0.902,872,1.10479,50158.53091411609,50214.68488993555,56.15397581945672,29.938765689295224,24.975622789093904
2021-01-17T12:37:00Z,35407.2,29.37,338,110.447,29.652,0.899,872,1.10447,50108.84999002815,50170.619363429556,61.76937340140239,29.880755977073836,24.917613076872517
2021-01-17T12:38:00Z,35449.3,29.56,338,110.674,29.652,0.922,872,1.10674,50170.00691704868,50237.39168803203,67.38477098334806,29.803978430349094,24.840835530147775
2021-01-17T12:39:00Z,35420.4,29.47,338,110.463,29.652,0.901,872,1.10463,50128.02508353578,50201.02525210108,73.00016856529373,29.831622650328153,24.868479750126834
2021-01-17T12:40:00Z,35436.2,29.65,338,110.869,29.652,0.941,872,1.10869,50150.97708940096,50229.5926555482,78.6155661472394,29.73591867936857,24.77277577916725
2021-01-17T12:41:00Z,35494.2,29.74,338,110.203,29.652,0.875,872,1.10203,50235.23128814657,50319.46225187575,84.23096372918508,29.736493500506633,24.773350600305314
2021-01-17T12:42:00Z,35473.1,29.85,338,110.206,29.752,0.875,872,1.10206,50204.58019170636,50294.42655301749,89.84636131113075,29.648833495680993,24.685690595479674
2021-01-17T12:43:00Z,35328.5,29.44,338,110.674,29.652,0.922,872,1.10674,49994.525758281954,50089.98751717503,95.46175889307642,29.761228648080284,24.798085747878964
2021-01-17T12:44:00Z,35265.7,29.32,338,110.577,29.652,0.912,872,1.10577,49903.298798260854,50004.37595473588,101.0771564750221,29.774506906433377,24.811364006232058
2021-01-17T12:45:00Z,35278.7,29.36,338,110.463,29.652,0.901,872,1.10463,49922.18336004866,50028.87591410562,106.69255405696777,29.762390675418377,24.799247775217058
2021-01-17T12:46:00Z,35265.7,29.49,338,110.625,29.652,0.917,872,1.10625,49903.298798260854,50015.606749899765,112.30795163891344,29.669709093669,24.70656619346768
2021-01-17T12:47:00Z,35237,29.32,338,110.35,29.652,0.889,872,1.1035,49861.60749646777,49979.53084568863,117.92334922085911,29.74667443564596,24.78353153544464
2021-01-17T12:48:00Z,35192.6,29.27,338,110.496,29.652,0.904,872,1.10496,49797.10945466941,49920.64820147221,123.53874680280478,29.73448924903984,24.77134634883852
2021-01-17T12:49:00Z,35151,29.33,338,110.642,29.652,0.919,872,1.10642,49736.67885694842,49865.83300133317,129.15414438475045,29.657136470805508,24.69399357060419
2021-01-17T12:50:00Z,35138,29.33,338,110.658,29.652,0.92,872,1.1065800000000001,49717.79429516061,49852.56383712731,134.76954196669612,29.644538317808358,24.68139541760704
2021-01-17T12:51:00Z,35216.1,29.66,338,110.479,29.652,0.902,872,1.10479,49831.246931747366,49971.631871296006,140.3849395486418,29.5177783816134,24.55463548141208
2021-01-17T12:52:00Z,35132.8,29.36,338,110.674,29.652,0.922,872,1.10674,49710.24047044549,49856.240807576076,146.00033713058747,29.62104873383341,24.65790583363209
2021-01-17T12:53:00Z,35096.5,29.31,338,111.015,29.652,0.956,872,1.11015,49657.50896329953,49809.12469801206,151.61573471253314,29.61662185431503,24.653478954113712
2021-01-17T12:54:00Z,35060.2,29.36,338,110.431,29.652,0.898,872,1.10431,49604.77745615356,49762.00858844804,157.2311322944788,29.550754821188953,24.587611920987634
2021-01-17T12:55:00Z,35034.4,29.27,338,110.268,29.652,0.881,872,1.10268,49567.298864297765,49730.14539417419,162.84652987642448,29.58100798444907,24.61786508424775
2021-01-17T12:56:00Z,35026.6,29.27,338,110.853,29.652,0.94,872,1.10853,49555.968127225075,49724.43005468344,168.46192745837016,29.573442204687083,24.610299304485764
2021-01-17T12:57:00Z,35000.8,29.29,338,110.544,29.652,0.909,872,1.10544,49518.48953536928,49692.56686040959,174.07732504031583,29.536150539768816,24.573007639567496
2021-01-17T12:58:00Z,34964.7,29.29,338,110.463,29.652,0.901,872,1.10463,49466.04855994312,49645.74128256538,179.6927226222615,29.501164421922198,24.53802152172088
2021-01-17T12:59:00Z,34972.4,29.31,338,110.333,29.652,0.888,872,1.10333,49477.23403115591,49662.54215136012,185.30812020420717,29.496372980801752,24.533230080600433
2021-01-17T13:00:00Z,34993.1,29.36,338,110.593,29.652,0.914,872,1.10593,49507.304064156495,49698.22758194265,190.92351778615284,29.48580720277123,24.52266430256991
2021-01-17T13:01:00Z,35000.8,29.43,338,110.414,29.652,0.896,872,1.1041400000000001,49518.48953536928,49715.02845073737,196.53891536809851,29.450473115590242,24.487330215388923
2021-01-17T13:02:00Z,34918.4,29.35,338,110.577,29.652,0.912,872,1.10577,49398.790466806546,49600.94477975659,202.1543129500442,29.419632654194274,24.456489753992955
2021-01-17T13:03:00Z,34967.3,29.43,338,110.22,29.652,0.877,872,1.1022,49469.82547230069,49677.59518283268,207.76971053198986,29.418103147146756,24.454960246945436
2021-01-17T13:04:00Z,34982.7,29.6,338,110.693,29.752,0.924,872,1.10693,49492.19641472624,49705.58152284018,213.38510811393553,29.329569740367795,24.366426840166476
2021-01-17T13:05:00Z,34998.2,29.68,338,110.385,29.752,0.893,872,1.10385,49514.71262301171,49733.71312870759,219.0005056958812,29.296016597654337,24.332873697453017
2021-01-17T13:06:00Z,35068,29.81,338,111.05,29.752,0.959,872,1.1105,49616.10819322625,49840.724096504084,224.61590327782687,29.284448870142068,24.32130596994075
2021-01-17T13:07:00Z,35060.2,29.61,338,110.644,29.752,0.919,872,1.10644,49604.77745615356,49835.00875701333,230.23130085977255,29.39812143352702,24.4349785333257
2021-01-17T13:08:00Z,35011.1,29.67,338,110.693,29.752,0.924,872,1.10693,49533.451918939616,49769.29861738133,235.84669844171822,29.314471333874593,24.351328433673274
2021-01-17T13:09:00Z,34977.6,29.62,338,111.196,29.752,0.974,872,1.11196,49484.78785587102,49726.249951894686,241.4620960236639,29.31253449045097,24.349391590249652
2021-01-17T13:10:00Z,34928.6,29.68,338,110.45,29.752,0.899,872,1.1045,49413.607584516976,49660.68507812259,247.07749360560956,29.229124640348186,24.265981740146866
2021-01-17T13:11:00Z,34902.9,29.69,338,110.742,29.752,0.928,872,1.10742,49376.27425852108,49628.96714970864,252.69289118755523,29.198398726788,24.23525582658668
2021-01-17T13:12:00Z,34838.8,29.55,338,110.742,29.752,0.928,872,1.10742,49283.158842321194,49541.46713109069,258.3082887695009,29.22127538134393,24.25813248114261
2021-01-17T13:13:00Z,34818.3,29.49,338,111.067,29.752,0.961,872,1.11067,49253.379341040425,49517.30302739187,263.9236863514466,29.23782173178451,24.27467883158319
2021-01-17T13:14:00Z,34882.4,29.47,338,110.791,29.752,0.933,872,1.10791,49346.4947572403,49616.033841173696,269.53908393339225,29.311782404185866,24.348639503984547
2021-01-17T13:15:00Z,34910.6,29.5,338,110.612,29.752,0.916,872,1.10612,49387.459729733855,49662.614211249194,275.1544815153379,29.320773237399113,24.357630337197794
