date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_1pCal
2021-01-17T08:38:00Z,1693.9,23.74,318,NA,NA,NA,NA,0,1226.784552219341,1226.784552219341,NA,0.6261018619428143
2021-01-17T08:39:00Z,1694.5,23.74,318,NA,NA,NA,NA,0,1227.5262759011655,1227.5262759011655,NA,0.62649702179941
2021-01-17T08:40:00Z,1694.5,23.74,318,NA,NA,NA,NA,0,1227.5262759011655,1227.5262759011655,NA,0.62649702179941
2021-01-17T08:41:00Z,1693.9,23.74,318,NA,NA,NA,NA,0,1226.784552219341,1226.784552219341,NA,0.6261018619428143
2021-01-17T08:42:00Z,1693.3,23.75,318,NA,NA,NA,NA,0,1226.0428285375165,1226.0428285375165,NA,0.6255706214166764
2021-01-17T08:43:00Z,1693.3,23.75,318,NA,NA,NA,NA,0,1226.0428285375165,1226.0428285375165,NA,0.6255706214166764
2021-01-17T08:44:00Z,1693.3,23.75,318,NA,NA,NA,NA,0,1226.0428285375165,1226.0428285375165,NA,0.6255706214166764
2021-01-17T08:28:00Z,39995.5,23.71,318,NA,NA,NA,NA,0,48575.45750516757,48575.45750516757,NA,32.61464021989148
2021-01-17T08:29:00Z,39998.5,23.71,318,NA,NA,NA,NA,0,48579.166123576695,48579.166123576695,NA,32.61743080031297
2021-01-17T08:30:00Z,40007.5,23.71,318,NA,NA,NA,NA,0,48590.29197880407,48590.29197880407,NA,32.62580276071098
2021-01-17T08:31:00Z,40004.5,23.71,318,NA,NA,NA,NA,0,48586.58336039494,48586.58336039494,NA,32.623012070723014
2021-01-17T08:32:00Z,40010.4,23.71,318,NA,NA,NA,NA,0,48593.87697659955,48593.87697659955,NA,32.62850046241516
2021-01-17T08:33:00Z,39989.6,23.7,318,NA,NA,NA,NA,0,48568.16388896296,48568.16388896296,NA,32.61649483357626
2021-01-17T08:34:00Z,39959.8,23.68,318,NA,NA,NA,NA,0,48531.32494609903,48531.32494609903,NA,32.603452113603986
2021-01-19T13:50:00Z,1848,23.13,318,NA,NA,NA,NA,0,1417.283917834598,1969.1646006352908,NA,0.7378235932393007
2021-01-19T13:51:00Z,1825.8,23.13,318,NA,NA,NA,NA,0,1389.8401416070917,1941.7208244077844,NA,0.7228852538492239
2021-01-19T13:52:00Z,1811.2,23.14,318,NA,NA,NA,NA,0,1371.7915320160291,1923.6722148167219,NA,0.7129138535092457
2021-01-19T13:53:00Z,1799.5,23.14,318,NA,NA,NA,NA,0,1357.3279202204515,1909.2086030211442,NA,0.7050560434633438
2021-01-19T13:54:00Z,1792,23.15,318,NA,NA,NA,NA,0,1348.0563741976455,1899.9370569983382,NA,0.6998677837936814
2021-01-19T13:55:00Z,1787.9,23.16,318,NA,NA,NA,NA,0,1342.9879290385115,1894.8686118392043,NA,0.6969639493619859
2021-01-19T13:56:00Z,1785.6,23.16,318,NA,NA,NA,NA,0,1340.1446549248508,1892.0253377255435,NA,0.6954215094484607
2021-01-19T13:57:00Z,1783.2,23.17,318,NA,NA,NA,NA,0,1337.177760197553,1889.0584429982457,NA,0.6936598003090545
2021-01-19T13:58:00Z,1782.6,23.19,318,NA,NA,NA,NA,0,1336.4360365157283,1888.316719316421,NA,0.6929531184945863
2021-01-19T13:59:00Z,1782.1,23.19,318,NA,NA,NA,NA,0,1335.8179334475412,1887.698616248234,NA,0.6926181101067508
2021-01-19T13:40:00Z,39534.5,23.17,318,NA,NA,NA,NA,0,48005.56647629909,48557.447159099785,NA,32.581399507484555
2021-01-19T13:41:00Z,39528.6,23.15,318,NA,NA,NA,NA,0,47998.27286009448,48550.153542895176,NA,32.59064023862318
2021-01-19T13:42:00Z,39525.7,23.14,318,NA,NA,NA,NA,0,47994.687862299,48546.56854509969,NA,32.595309922492724
2021-01-19T13:43:00Z,39575.6,23.13,318,NA,NA,NA,NA,0,48056.37454850406,48608.255231304756,NA,32.64966143313907
2021-01-19T13:44:00Z,39569.7,23.11,318,NA,NA,NA,NA,0,48049.08093229946,48600.961615100154,NA,32.65893622072282
2021-01-19T13:45:00Z,39558,23.11,318,NA,NA,NA,NA,0,48034.61732050388,48586.49800330457,NA,32.64792169454761
2021-01-17T09:59:00Z,43847.6,29.9,318,NA,NA,NA,NA,0,53337.447163094446,53337.65103479109,0.20387169663860094,31.6974531007418
2021-01-17T10:00:00Z,43745.7,29.62,318,NA,NA,NA,NA,0,53211.47775779792,53211.885501191195,0.4077433932772019,31.79696879370397
2021-01-17T10:01:00Z,43728.8,29.54,318,NA,NA,NA,NA,0,53190.5858740932,53191.19748918312,0.6116150899158028,31.835697630966404
2021-01-17T10:02:00Z,43722,29.52,318,NA,NA,NA,NA,0,53182.17967236585,53182.9951591524,0.8154867865544038,31.843256386991115
2021-01-17T10:03:00Z,43725.4,29.55,318,NA,NA,NA,NA,0,53186.38277322953,53187.402131712726,1.0193584831930047,31.826274238027537
2021-01-17T10:04:00Z,43728.8,29.75,318,NA,NA,NA,NA,0,53190.5858740932,53191.80910427303,1.2232301798316056,31.697569604514822
2021-01-17T12:30:00Z,43228,29.68,318,110.317,29.652,0.886,872,1.10317,52571.49384099703,52572.9209428735,1.4271018764702066,31.328986629167346
2021-01-17T12:31:00Z,42670.1,29.68,318,110.252,29.652,0.88,872,1.10252,51881.81443751388,51883.44541108699,1.6309735731088075,30.86851726568037
2021-01-17T12:32:00Z,42679.9,29.68,318,110.22,29.652,0.877,872,1.1022,51893.92925765035,51895.7641029201,1.8348452697474085,30.876596939601235
2021-01-17T12:33:00Z,42722.5,29.69,318,110.122,29.652,0.867,872,1.10122,51946.59163905989,51948.630356026275,2.0387169663860094,30.905330484741125
2021-01-17T12:34:00Z,42712.7,29.66,318,110.187,29.652,0.873,872,1.10187,51934.47681892342,51936.71940758644,2.2425886630246104,30.9164283710509
