"Plot Title: CT_740_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494740)","Salinity, ppt (LGR S/N: 20494740)","Coupler Detached (LGR S/N: 20494740)","Coupler Attached (LGR S/N: 20494740)","Host Connected (LGR S/N: 20494740)","Stopped (LGR S/N: 20494740)","End Of File (LGR S/N: 20494740)"
35,05/22/21 12:41:00 PM,45400.7,29.82,54685.5,36.2060,,,,,
36,05/22/21 12:41:30 PM,45394.7,29.82,54678.2,36.2006,,,,,
37,05/22/21 12:42:00 PM,45400.7,29.84,54665.2,36.1909,,,,,
38,05/22/21 12:42:30 PM,45276.8,29.85,54505.6,36.0719,,,,,
39,05/22/21 12:43:00 PM,45341.6,29.84,54593.9,36.1377,,,,,
40,05/22/21 12:43:30 PM,45329.8,29.85,54569.6,36.1196,,,,,
41,05/22/21 12:44:00 PM,45359.3,29.87,54585.0,36.1311,,,,,
42,05/22/21 12:44:30 PM,45306.2,29.87,54520.9,36.0833,,,,,
43,05/22/21 12:45:00 PM,45265.0,29.88,54461.2,36.0387,,,,,
44,05/22/21 12:45:30 PM,45288.5,29.88,54489.5,36.0599,,,,,
45,05/22/21 12:46:00 PM,45288.5,29.86,54509.7,36.0749,,,,,
46,05/22/21 12:46:30 PM,45188.5,29.86,54389.1,35.9850,,,,,
47,05/22/21 12:47:00 PM,45182.7,29.85,54392.1,35.9873,,,,,
48,05/22/21 12:47:30 PM,45259.1,29.85,54484.3,36.0560,,,,,
49,05/22/21 12:48:00 PM,45265.0,29.86,54481.3,36.0538,,,,,
50,05/22/21 12:48:30 PM,45241.4,29.85,54462.9,36.0401,,,,,
51,05/22/21 12:49:00 PM,45300.3,29.86,54523.9,36.0855,,,,,
52,05/22/21 12:49:30 PM,45288.5,29.87,54499.6,36.0674,,,,,
53,05/22/21 12:50:00 PM,45247.3,29.87,54449.9,36.0303,,,,,
54,05/22/21 12:50:30 PM,45229.7,29.87,54428.7,36.0145,,,,,
55,05/22/21 12:51:00 PM,45112.3,29.86,54297.1,35.9165,,,,,
56,05/22/21 12:51:30 PM,45118.2,29.87,54294.2,35.9143,,,,,
57,05/22/21 12:52:00 PM,45094.7,29.86,54275.9,35.9007,,,,,
58,05/22/21 12:52:30 PM,45106.4,29.87,54280.0,35.9037,,,,,
59,05/22/21 12:53:00 PM,45071.3,29.88,54227.6,35.8647,,,,,
60,05/22/21 12:53:30 PM,45241.4,29.88,54432.7,36.0175,,,,,
61,05/22/21 12:54:00 PM,45259.1,29.88,54454.1,36.0334,,,,,
62,05/22/21 12:54:30 PM,45153.3,29.90,54306.4,35.9234,,,,,
63,05/22/21 12:55:00 PM,45235.6,29.89,54415.7,36.0048,,,,,
64,05/22/21 12:55:30 PM,45118.2,29.90,54264.1,35.8918,,,,,
65,05/22/21 12:56:00 PM,45077.2,29.89,54224.7,35.8625,,,,,
66,05/22/21 12:56:30 PM,45042.1,29.89,54182.4,35.8310,,,,,
67,05/22/21 12:57:00 PM,44966.2,29.88,54100.9,35.7703,,,,,
68,05/22/21 12:57:30 PM,44919.6,29.87,54054.7,35.7359,,,,,
69,05/22/21 12:58:00 PM,44878.8,29.87,54005.5,35.6993,,,,,
70,05/22/21 12:58:30 PM,44797.5,29.86,53917.5,35.6337,,,,,
71,05/22/21 12:59:00 PM,44797.5,29.86,53917.5,35.6337,,,,,
72,05/22/21 12:59:30 PM,44687.5,29.85,53794.7,35.5424,,,,,
73,05/22/21 01:00:00 PM,44572.2,29.85,53655.6,35.4389,,,,,
74,05/22/21 01:00:30 PM,44618.3,29.85,53711.3,35.4803,,,,,
75,05/22/21 01:01:00 PM,44629.8,29.85,53725.1,35.4906,,,,,
76,05/22/21 01:01:30 PM,44612.5,29.84,53714.2,35.4825,,,,,
77,05/22/21 01:02:00 PM,44629.8,29.85,53725.1,35.4906,,,,,
78,05/22/21 01:02:30 PM,44566.4,29.85,53648.7,35.4337,,,,,
79,05/22/21 01:03:00 PM,44491.7,29.85,53558.5,35.3667,,,,,
80,05/22/21 01:03:30 PM,44417.1,29.85,53468.6,35.2999,,,,,
81,05/22/21 01:04:00 PM,44399.9,29.86,53437.9,35.2771,,,,,
82,05/22/21 01:04:30 PM,44365.6,29.88,53376.8,35.2317,,,,,
83,05/22/21 01:05:00 PM,44337.0,29.86,53362.0,35.2207,,,,,
84,05/22/21 01:05:30 PM,44302.7,29.87,53310.8,35.1827,,,,,
85,05/22/21 01:06:00 PM,44234.3,29.87,53228.3,35.1214,,,,,
86,05/22/21 01:06:30 PM,44183.1,29.87,53166.6,35.0756,,,,,
87,05/22/21 01:07:00 PM,44103.6,29.87,53070.7,35.0044,,,,,
88,05/22/21 01:07:30 PM,44058.2,29.87,53016.0,34.9638,,,,,
89,05/22/21 01:08:00 PM,44013.0,29.86,52971.3,34.9306,,,,,
90,05/22/21 01:08:30 PM,44474.4,29.87,53517.9,35.3365,,,,,
91,05/22/21 01:09:00 PM,44359.8,29.86,53389.5,35.2412,,,,,
92,05/22/21 01:09:30 PM,44463.0,29.87,53504.1,35.3263,,,,,
93,05/22/21 01:10:00 PM,44354.1,29.87,53372.8,35.2287,,,,,
94,05/22/21 01:10:30 PM,44325.5,29.88,53328.4,35.1958,,,,,
95,05/22/21 01:11:00 PM,44251.4,29.88,53239.1,35.1294,,,,,
96,05/22/21 01:11:30 PM,44183.1,29.88,53156.7,35.0683,,,,,
97,05/22/21 01:12:00 PM,44245.7,29.89,53222.4,35.1170,,,,,
98,05/22/21 01:12:30 PM,44126.3,29.89,53078.4,35.0101,,,,,
99,05/22/21 01:13:00 PM,44131.9,29.89,53085.2,35.0152,,,,,
100,05/22/21 01:13:30 PM,44024.3,29.90,52945.7,34.9117,,,,,
101,05/22/21 01:14:00 PM,43962.1,29.89,52880.5,34.8633,,,,,
102,05/22/21 01:14:30 PM,43883.2,29.92,52756.1,34.7711,,,,,
103,05/22/21 01:15:00 PM,44177.4,29.92,53110.5,35.0340,,,,,
104,05/22/21 01:15:30 PM,44194.4,29.92,53131.0,35.0492,,,,,
105,05/22/21 01:16:00 PM,44046.9,29.92,52953.3,34.9173,,,,,
106,05/22/21 01:16:30 PM,44058.2,29.90,52986.5,34.9420,,,,,
107,05/22/21 01:17:00 PM,44018.6,29.92,52919.2,34.8920,,,,,
108,05/22/21 01:17:30 PM,43956.5,29.93,52834.6,34.8293,,,,,
109,05/22/21 01:18:00 PM,44052.6,29.92,52960.2,34.9224,,,,,
110,05/22/21 01:18:30 PM,44137.6,29.90,53082.2,35.0130,,,,,
111,05/22/21 01:19:00 PM,44069.6,29.92,52980.7,34.9376,,,,,
112,05/22/21 01:19:30 PM,43939.5,29.93,52814.2,34.8141,,,,,
113,05/22/21 01:20:00 PM,43933.9,29.92,52817.2,34.8164,,,,,
114,05/22/21 01:20:30 PM,43945.2,29.93,52821.0,34.8192,,,,,
115,05/22/21 01:21:00 PM,43871.9,29.93,52732.7,34.7537,,,,,
116,05/22/21 01:21:30 PM,43838.2,29.92,52701.9,34.7309,,,,,
117,05/22/21 01:22:00 PM,43759.6,29.92,52607.2,34.6607,,,,,
118,05/22/21 01:22:30 PM,43748.3,29.92,52593.6,34.6506,,,,,
119,05/22/21 01:23:00 PM,43714.7,29.92,52553.1,34.6206,,,,,
120,05/22/21 01:23:30 PM,43703.5,29.93,52529.9,34.6034,,,,,
121,05/22/21 01:24:00 PM,43619.7,29.93,52429.0,34.5287,,,,,
122,05/22/21 01:24:30 PM,43586.2,29.89,52427.4,34.5275,,,,,
123,05/22/21 01:25:00 PM,43625.3,29.90,52464.8,34.5552,,,,,
124,05/22/21 01:25:30 PM,43658.8,29.90,52505.2,34.5851,,,,,
125,05/22/21 01:26:00 PM,43575.1,29.90,52404.3,34.5104,,,,,
126,05/22/21 01:26:30 PM,43541.7,29.90,52364.1,34.4806,,,,,
127,05/22/21 01:27:00 PM,43480.5,29.89,52300.0,34.4332,,,,,
128,05/22/21 01:27:30 PM,43436.1,29.92,52217.5,34.3721,,,,,
129,05/22/21 01:28:00 PM,43436.1,29.93,52207.8,34.3650,,,,,
130,05/22/21 01:28:30 PM,43380.6,29.90,52169.9,34.3370,,,,,
131,05/22/21 01:29:00 PM,43413.9,29.92,52190.7,34.3524,,,,,
132,05/22/21 01:29:30 PM,43297.7,29.92,52050.8,34.2488,,,,,
133,05/22/21 01:30:00 PM,43264.6,29.90,52030.1,34.2336,,,,,
134,05/22/21 01:30:30 PM,43380.6,29.90,52169.9,34.3370,,,,,
135,05/22/21 01:31:00 PM,43314.3,29.90,52090.0,34.2779,,,,,
136,05/22/21 01:31:30 PM,43281.1,29.92,52030.8,34.2340,,,,,
137,05/22/21 01:32:00 PM,43231.5,29.92,51971.0,34.1898,,,,,
138,05/22/21 01:32:30 PM,43154.5,29.92,51878.3,34.1213,,,,,
139,05/22/21 01:33:00 PM,43094.1,29.92,51805.5,34.0675,,,,,
140,05/22/21 01:33:30 PM,43022.9,29.90,51738.9,34.0183,,,,,
141,05/22/21 01:34:00 PM,43121.5,29.92,51838.5,34.0919,,,,,
142,05/22/21 01:34:30 PM,43039.3,29.92,51739.5,34.0187,,,,,
143,05/22/21 01:35:00 PM,43072.1,29.90,51798.2,34.0621,,,,,
144,05/22/21 01:35:30 PM,42968.2,29.89,51682.5,33.9767,,,,,
145,05/22/21 01:36:00 PM,42968.2,29.90,51673.0,33.9696,,,,,
146,05/22/21 01:36:30 PM,42902.7,29.90,51594.0,33.9113,,,,,
147,05/22/21 01:37:00 PM,42826.6,29.92,51483.3,33.8295,,,,,
148,05/22/21 01:37:30 PM,42761.4,29.94,51385.7,33.7575,,,,,
149,05/22/21 01:38:00 PM,42734.3,29.93,51362.6,33.7404,,,,,
150,05/22/21 01:38:30 PM,43066.7,29.93,51762.9,34.0360,,,,,
151,05/22/21 01:39:00 PM,43182.0,29.93,51901.8,34.1387,,,,,
152,05/22/21 01:39:30 PM,43215.0,29.93,51941.5,34.1680,,,,,
153,05/22/21 01:40:00 PM,43259.1,29.93,51994.6,34.2073,,,,,
154,05/22/21 01:40:30 PM,43209.5,29.95,51915.7,34.1489,,,,,
155,05/22/21 01:41:00 PM,43541.7,29.94,52325.3,34.4520,,,,,
156,05/22/21 01:41:30 PM,43469.4,29.95,52228.6,34.3804,,,,,
157,05/22/21 01:42:00 PM,43793.2,29.94,52628.2,34.6763,,,,,
158,05/22/21 01:42:30 PM,43675.6,29.95,52476.9,34.5642,,,,,
159,05/22/21 01:43:00 PM,43642.0,29.95,52436.4,34.5342,,,,,
160,05/22/21 01:43:30 PM,44371.3,29.95,53314.6,35.1855,,,,,
161,05/22/21 01:44:00 PM,44302.7,29.96,53222.1,35.1168,,,,,
162,05/22/21 01:44:30 PM,44234.3,29.97,53130.0,35.0484,,,,,
163,05/22/21 01:45:00 PM,44222.9,29.97,53116.2,35.0382,,,,,
164,05/22/21 01:45:30 PM,44086.6,29.99,52932.6,34.9019,,,,,
165,05/22/21 01:46:00 PM,44120.6,29.99,52973.5,34.9323,,,,,
166,05/22/21 01:46:30 PM,43984.7,29.99,52810.0,34.8110,,,,,
167,05/22/21 01:47:00 PM,43950.8,30.01,52749.7,34.7663,,,,,
168,05/22/21 01:47:30 PM,43917.0,30.02,52699.3,34.7290,,,,,
169,05/22/21 01:48:00 PM,44001.6,30.01,52810.8,34.8116,,,,,
170,05/22/21 01:48:30 PM,43860.7,30.01,52641.3,34.6860,,,,,
171,05/22/21 01:49:00 PM,43810.1,30.02,52570.8,34.6337,,,,,
172,05/22/21 01:49:30 PM,43754.0,30.02,52503.3,34.5837,,,,,
173,05/22/21 01:50:00 PM,43798.8,30.01,52566.9,34.6308,,,,,
174,05/22/21 01:50:30 PM,43658.8,29.99,52417.9,34.5205,,,,,
175,05/22/21 01:51:00 PM,43625.3,29.99,52377.6,34.4906,,,,,
176,05/22/21 01:51:30 PM,43525.0,29.99,52256.9,34.4013,,,,,
177,05/22/21 01:52:00 PM,43597.4,29.99,52344.0,34.4658,,,,,
178,05/22/21 01:52:30 PM,43536.1,29.99,52270.2,34.4112,,,,,
179,05/22/21 01:53:00 PM,43458.3,29.99,52176.6,34.3419,,,,,
180,05/22/21 01:53:30 PM,44035.6,29.98,52881.0,34.8637,,,,,
181,05/22/21 01:54:00 PM,44041.2,30.03,52838.9,34.8324,,,,,
182,05/22/21 01:54:30 PM,43950.8,29.99,52769.2,34.7808,,,,,
183,05/22/21 01:55:00 PM,43973.4,30.02,52767.1,34.7792,,,,,
184,05/22/21 01:55:30 PM,43967.8,30.02,52760.4,34.7742,,,,,
185,05/22/21 01:56:00 PM,44001.6,30.02,52801.0,34.8044,,,,,
186,05/22/21 01:56:30 PM,43922.6,30.02,52706.0,34.7340,,,,,
187,05/22/21 01:57:00 PM,44342.7,30.04,53191.6,35.0941,,,,,
188,05/22/21 01:57:30 PM,44274.2,30.02,53128.9,35.0476,,,,,
189,05/22/21 01:58:00 PM,44457.2,30.03,53339.1,35.2037,,,,,
190,05/22/21 01:58:30 PM,44405.6,30.01,53296.7,35.1722,,,,,
191,05/22/21 01:59:00 PM,44417.1,30.03,53290.9,35.1679,,,,,
192,05/22/21 01:59:30 PM,44422.8,30.02,53307.6,35.1803,,,,,
193,05/22/21 02:00:00 PM,44337.0,29.99,53233.9,35.1255,,,,,
194,05/22/21 02:00:30 PM,44354.1,30.01,53234.8,35.1262,,,,,
195,05/22/21 02:01:00 PM,44371.3,29.98,53285.0,35.1635,,,,,
196,05/22/21 02:01:30 PM,44285.6,29.96,53201.5,35.1015,,,,,
197,05/22/21 02:02:00 PM,44693.3,29.94,53712.2,35.4810,,,,,
198,05/22/21 02:02:30 PM,44583.7,29.92,53600.0,35.3976,,,,,
199,05/22/21 02:03:00 PM,44577.9,29.90,53612.9,35.4071,,,,,
200,05/22/21 02:03:30 PM,44566.4,29.89,53608.9,35.4042,,,,,
201,05/22/21 02:04:00 PM,44457.2,29.89,53477.3,35.3064,,,,,
202,05/22/21 02:04:30 PM,44451.5,29.88,53480.3,35.3086,,,,,
203,05/22/21 02:05:00 PM,44537.6,29.86,53604.0,35.4005,,,,,
204,05/22/21 02:05:30 PM,44428.5,29.85,53482.3,35.3101,,,,,
205,05/22/21 02:06:00 PM,44445.7,29.85,53503.1,35.3255,,,,,
206,05/22/21 02:06:30 PM,44560.6,29.85,53641.7,35.4285,,,,,
207,05/22/21 02:07:00 PM,43962.1,29.87,52900.1,34.8778,,,,,
208,05/22/21 02:07:30 PM,43905.7,29.86,52841.9,34.8347,,,,,
209,05/22/21 02:08:00 PM,43979.0,29.85,52940.1,34.9075,,,,,
210,05/22/21 02:08:30 PM,43793.2,29.84,52725.7,34.7485,,,,,
211,05/22/21 02:09:00 PM,43821.3,29.85,52749.9,34.7664,,,,,
212,05/22/21 02:09:30 PM,43759.6,29.85,52675.4,34.7113,,,,,
213,05/22/21 02:10:00 PM,43720.3,29.84,52637.8,34.6834,,,,,
214,05/22/21 02:10:30 PM,43720.3,29.82,52657.3,34.6978,,,,,
215,05/22/21 02:11:00 PM,43703.5,29.82,52637.0,34.6828,,,,,
216,05/22/21 02:11:30 PM,43725.9,29.81,52673.8,34.7101,,,,,
217,05/22/21 02:12:00 PM,43636.4,29.81,52565.8,34.6300,,,,,
218,05/22/21 02:12:30 PM,43664.4,29.80,52609.3,34.6623,,,,,
219,05/22/21 02:13:00 PM,43614.1,29.81,52538.8,34.6101,,,,,
220,05/22/21 02:13:30 PM,43625.3,29.81,52552.4,34.6201,,,,,
221,05/22/21 02:14:00 PM,43530.5,29.81,52437.9,34.5353,,,,,
222,05/22/21 02:14:30 PM,43597.4,29.84,52489.5,34.5735,,,,,
223,05/22/21 02:15:00 PM,43397.3,29.84,52248.1,34.3948,,,,,
224,05/22/21 02:15:30 PM,43419.4,29.84,52274.8,34.4145,,,,,
225,05/22/21 02:16:00 PM,43447.2,29.85,52298.6,34.4322,,,,,
226,05/22/21 02:16:30 PM,43341.9,29.87,52152.3,34.3239,,,,,
227,05/22/21 02:17:00 PM,43364.0,29.87,52178.9,34.3436,,,,,
228,05/22/21 02:17:30 PM,45170.9,29.88,54347.7,35.9542,,,,,
229,05/22/21 02:18:00 PM,45083.0,29.87,54251.8,35.8827,,,,,
230,05/22/21 02:18:30 PM,45007.0,29.89,54140.1,35.7995,,,,,
231,05/22/21 02:19:00 PM,44954.5,29.86,54106.8,35.7747,,,,,
232,05/22/21 02:19:30 PM,45024.6,29.87,54181.3,35.8302,,,,,
233,05/22/21 02:20:00 PM,45047.9,29.87,54209.4,35.8511,,,,,
234,05/22/21 02:20:30 PM,45012.9,29.88,54157.2,35.8122,,,,,
235,05/22/21 02:21:00 PM,44948.7,29.89,54069.8,35.7471,,,,,
236,05/22/21 02:21:30 PM,44989.5,29.88,54129.0,35.7912,,,,,
237,05/22/21 02:22:00 PM,44762.8,29.87,53865.6,35.5951,,,,,
238,05/22/21 02:22:30 PM,44977.9,29.86,54135.0,35.7957,,,,,
239,05/22/21 02:23:00 PM,44820.7,29.85,53955.4,35.6620,,,,,
240,05/22/21 02:23:30 PM,44844.0,29.85,53983.5,35.6829,,,,,
241,05/22/21 02:24:00 PM,44890.5,29.85,54039.6,35.7246,,,,,
242,05/22/21 02:24:30 PM,44838.2,29.85,53976.5,35.6777,,,,,
243,05/22/21 02:25:00 PM,44878.8,29.85,54025.5,35.7141,,,,,
244,05/22/21 02:25:30 PM,44601.0,29.85,53690.4,35.4648,,,,,
245,05/22/21 02:26:00 PM,44768.6,29.86,53882.6,35.6078,,,,,
246,05/22/21 02:26:30 PM,44629.8,29.87,53705.2,35.4758,,,,,
247,05/22/21 02:27:00 PM,44641.3,29.87,53719.1,35.4861,,,,,
248,05/22/21 02:27:30 PM,44670.2,29.87,53754.0,35.5121,,,,,
249,05/22/21 02:28:00 PM,44554.9,29.85,53634.8,35.4234,,,,,
250,05/22/21 02:28:30 PM,44983.7,29.85,54152.1,35.8084,,,,,
251,05/22/21 02:29:00 PM,44844.0,29.85,53983.5,35.6829,,,,,
252,05/22/21 02:29:30 PM,44791.7,29.84,53930.4,35.6434,,,,,
253,05/22/21 02:30:00 PM,44710.7,29.84,53832.7,35.5706,,,,,
254,05/22/21 02:30:30 PM,44814.9,29.84,53958.4,35.6642,,,,,
255,05/22/21 02:31:00 PM,44566.4,29.84,53658.6,35.4411,,,,,
256,05/22/21 02:31:30 PM,44647.1,29.82,53775.9,35.5283,,,,,
257,05/22/21 02:32:00 PM,44572.2,29.85,53655.6,35.4389,,,,,
258,05/22/21 02:32:30 PM,46196.6,29.85,55615.3,36.9010,,,,,
259,05/22/21 02:33:00 PM,46305.8,29.82,55778.0,37.0228,,,,,
260,05/22/21 02:33:30 PM,46257.2,29.82,55719.3,36.9789,,,,,
261,05/22/21 02:34:00 PM,46233.0,29.81,55700.4,36.9647,,,,,
262,05/22/21 02:34:30 PM,46196.6,29.80,55666.8,36.9395,,,,,
263,05/22/21 02:35:00 PM,46287.6,29.80,55776.7,37.0218,,,,,
264,05/22/21 02:35:30 PM,46360.6,29.80,55864.8,37.0878,,,,,
265,05/22/21 02:36:00 PM,46421.5,29.80,55938.4,37.1429,,,,,
266,05/22/21 02:36:30 PM,46445.9,29.79,55978.2,37.1728,,,,,
267,05/22/21 02:37:00 PM,46366.7,29.79,55882.5,37.1011,,,,,
268,05/22/21 02:37:30 PM,46348.4,29.79,55860.4,37.0845,,,,,
269,05/22/21 02:38:00 PM,46488.7,29.78,56040.3,37.2193,,,,,
270,05/22/21 02:38:30 PM,46372.8,29.77,55910.6,37.1221,,,,,
271,05/22/21 02:39:00 PM,46678.7,29.76,56290.6,37.4071,,,,,
272,05/22/21 02:39:30 PM,46795.7,29.76,56432.0,37.5132,,,,,
273,05/22/21 02:40:00 PM,46863.7,29.75,56524.7,37.5827,,,,,
274,05/22/21 02:40:30 PM,46832.8,29.75,56487.3,37.5547,,,,,
275,05/22/21 02:41:00 PM,46727.9,29.75,56360.5,37.4595,,,,,
276,05/22/21 02:41:30 PM,46845.1,29.75,56502.2,37.5658,,,,,
277,05/22/21 02:42:00 PM,46869.9,29.75,56532.2,37.5883,,,,,
278,05/22/21 02:42:30 PM,46783.4,29.73,56448.5,37.5255,,,,,
279,05/22/21 02:43:00 PM,46740.3,29.73,56396.4,37.4864,,,,,
280,05/22/21 02:43:30 PM,46740.3,29.72,56406.8,37.4943,,,,,
281,05/22/21 02:44:00 PM,46623.5,29.73,56255.2,37.3805,,,,,
282,05/22/21 02:44:30 PM,46697.2,29.75,56323.4,37.4317,,,,,
283,05/22/21 02:45:00 PM,46648.0,29.75,56263.9,37.3870,,,,,
284,05/22/21 02:45:30 PM,46629.6,29.75,56241.7,37.3704,,,,,
285,05/22/21 02:46:00 PM,46648.0,29.72,56295.2,37.4105,,,,,
286,05/22/21 02:46:30 PM,46458.2,29.72,56065.7,37.2384,,,,,
287,05/22/21 02:47:00 PM,46574.4,29.72,56206.2,37.3437,,,,,
288,05/22/21 02:47:30 PM,46549.9,29.71,56187.0,37.3293,,,,,
289,05/22/21 02:48:00 PM,46519.3,29.70,56160.4,37.3094,,,,,
290,05/22/21 02:48:30 PM,46415.4,29.71,56024.3,37.2073,,,,,
291,05/22/21 02:49:00 PM,46403.2,29.71,56009.5,37.1963,,,,,
292,05/22/21 02:49:30 PM,46494.8,29.71,56120.3,37.2793,,,,,
293,05/22/21 02:50:00 PM,46452.1,29.70,56079.1,37.2484,,,,,
294,05/22/21 02:50:30 PM,46409.3,29.69,56037.7,37.2174,,,,,
295,05/22/21 02:51:00 PM,46342.3,29.69,55956.6,37.1566,,,,,
296,05/22/21 02:51:30 PM,46324.1,29.69,55934.6,37.1401,,,,,
297,05/22/21 02:52:00 PM,46287.6,29.68,55900.8,37.1148,,,,,
298,05/22/21 02:52:30 PM,46287.6,29.68,55900.8,37.1148,,,,,
299,05/22/21 02:53:00 PM,46299.8,29.67,55925.9,37.1336,,,,,
300,05/22/21 02:53:30 PM,46184.5,29.67,55786.4,37.0291,,,,,
301,05/22/21 02:54:00 PM,46015.4,29.68,55571.4,36.8681,,,,,
302,05/22/21 02:54:30 PM,46239.0,29.68,55842.0,37.0707,,,,,
303,05/22/21 02:55:00 PM,46190.5,29.68,55783.3,37.0268,,,,,
304,05/22/21 02:55:30 PM,46513.2,29.68,56173.8,37.3194,,,,,
305,05/22/21 02:56:00 PM,46697.2,29.68,56396.5,37.4865,,,,,
306,05/22/21 02:56:30 PM,46378.9,29.69,56000.9,37.1898,,,,,
307,05/22/21 02:57:00 PM,46482.6,29.69,56126.4,37.2839,,,,,
308,05/22/21 02:57:30 PM,46519.3,29.69,56170.8,37.3172,,,,,
309,05/22/21 02:58:00 PM,46623.5,29.72,56265.6,37.3883,,,,,
310,05/22/21 02:58:30 PM,46641.9,29.73,56277.4,37.3971,,,,,
311,05/22/21 02:59:00 PM,46452.1,29.71,56068.7,37.2406,,,,,
312,05/22/21 02:59:30 PM,46981.3,29.72,56698.3,37.7131,,,,,
313,05/22/21 03:00:00 PM,47186.7,29.75,56915.1,37.8760,,,,,
314,05/22/21 03:00:30 PM,47311.7,29.75,57066.2,37.9897,,,,,
315,05/22/21 03:01:00 PM,47380.7,29.72,57181.3,38.0763,,,,,
316,05/22/21 03:01:30 PM,47143.0,29.75,56862.2,37.8363,,,,,
317,05/22/21 03:02:00 PM,47199.1,29.73,56951.1,37.9032,,,,,
318,05/22/21 03:02:30 PM,47412.1,29.72,57219.3,38.1049,,,,,
319,05/22/21 03:03:00 PM,47249.1,29.72,57022.2,37.9566,,,,,
320,05/22/21 03:03:30 PM,47199.1,29.72,56961.7,37.9111,,,,,
321,05/22/21 03:04:00 PM,47211.6,29.72,56976.8,37.9225,,,,,
322,05/22/21 03:04:30 PM,47118.1,29.72,56863.7,37.8374,,,,,
323,05/22/21 03:05:00 PM,47437.2,29.73,57239.1,38.1197,,,,,
324,05/22/21 03:05:30 PM,47292.9,29.76,57032.9,37.9646,,,,,
325,05/22/21 03:06:00 PM,47286.7,29.75,57035.9,37.9669,,,,,
326,05/22/21 03:06:30 PM,47267.9,29.77,56992.1,37.9340,,,,,
327,05/22/21 03:07:00 PM,47280.4,29.78,56996.7,37.9374,,,,,
328,05/22/21 03:07:30 PM,47180.4,29.78,56875.9,37.8466,,,,,
