"Plot Title: CT_349_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739349, SEN S/N: 20739349)","Temp, °C (LGR S/N: 20739349, SEN S/N: 20739349)","Specific Conductance, μS/cm (LGR S/N: 20739349)","Salinity, ppt (LGR S/N: 20739349)","Coupler Detached (LGR S/N: 20739349)","Coupler Attached (LGR S/N: 20739349)","Host Connected (LGR S/N: 20739349)","Stopped (LGR S/N: 20739349)","End Of File (LGR S/N: 20739349)"
1,05/22/21 12:16:00 PM,0.0,23.77,0.0,0.0123,Logged,,,,
2,05/22/21 12:16:30 PM,0.0,23.79,0.0,0.0123,,,,,
3,05/22/21 12:17:00 PM,0.0,23.80,0.0,0.0123,,,,,
4,05/22/21 12:17:30 PM,0.0,23.81,0.0,0.0123,,,,,
5,05/22/21 12:18:00 PM,0.0,23.83,0.0,0.0123,,,,,
6,05/22/21 12:18:30 PM,0.0,23.83,0.0,0.0123,,,,,
7,05/22/21 12:19:00 PM,0.0,23.84,0.0,0.0123,,,,,
8,05/22/21 12:19:30 PM,0.0,23.84,0.0,0.0123,,,,,
9,05/22/21 12:20:00 PM,0.0,23.84,0.0,0.0123,,,,,
10,05/22/21 12:20:30 PM,0.0,23.85,0.0,0.0123,,,,,
11,05/22/21 12:21:00 PM,0.0,23.88,0.0,0.0123,,,,,
12,05/22/21 12:21:30 PM,0.0,23.88,0.0,0.0123,,,,,
13,05/22/21 12:22:00 PM,0.0,23.88,0.0,0.0123,,,,,
14,05/22/21 12:22:30 PM,0.0,23.88,0.0,0.0123,,,,,
15,05/22/21 12:23:00 PM,0.0,23.89,0.0,0.0123,,,,,
16,05/22/21 12:23:30 PM,0.0,23.89,0.0,0.0123,,,,,
17,05/22/21 12:24:00 PM,0.0,23.89,0.0,0.0123,,,,,
18,05/22/21 12:24:30 PM,0.0,23.90,0.0,0.0123,,,,,
19,05/22/21 12:25:00 PM,0.0,23.90,0.0,0.0123,,,,,
20,05/22/21 12:25:30 PM,0.0,23.90,0.0,0.0123,,,,,
21,05/22/21 12:26:00 PM,0.0,23.90,0.0,0.0123,,,,,
22,05/22/21 12:26:30 PM,0.0,23.90,0.0,0.0123,,,,,
23,05/22/21 12:27:00 PM,0.0,23.91,0.0,0.0123,,,,,
24,05/22/21 12:27:30 PM,0.0,23.90,0.0,0.0123,,,,,
25,05/22/21 12:28:00 PM,0.0,24.33,0.0,0.0123,,,,,
26,05/22/21 12:28:30 PM,0.0,24.70,0.0,0.0123,,,,,
27,05/22/21 12:29:00 PM,0.0,24.76,0.0,0.0123,,,,,
28,05/22/21 12:29:30 PM,41959.3,28.80,56116.0,37.2761,,,,,
29,05/22/21 12:30:00 PM,41857.1,28.95,55821.7,37.0555,,,,,
30,05/22/21 12:30:30 PM,41785.5,28.97,55705.1,36.9682,,,,,
31,05/22/21 12:31:00 PM,41732.8,28.98,55624.3,36.9077,,,,,
32,05/22/21 12:31:30 PM,41676.5,29.02,55507.5,36.8203,,,,,
33,05/22/21 12:32:00 PM,41635.2,29.06,55410.8,36.7480,,,,,
34,05/22/21 12:32:30 PM,41661.4,29.06,55445.8,36.7741,,,,,
35,05/22/21 12:33:00 PM,41650.2,29.07,55420.5,36.7552,,,,,
36,05/22/21 12:33:30 PM,41601.5,29.07,55355.5,36.7066,,,,,
37,05/22/21 12:34:00 PM,41586.6,29.08,55325.3,36.6840,,,,,
38,05/22/21 12:34:30 PM,41560.4,29.08,55290.4,36.6579,,,,,
39,05/22/21 12:35:00 PM,41545.5,29.06,55291.3,36.6585,,,,,
40,05/22/21 12:35:30 PM,41526.8,29.04,55287.0,36.6554,,,,,
41,05/22/21 12:36:00 PM,41575.3,29.03,55362.1,36.7115,,,,,
42,05/22/21 12:36:30 PM,41538.0,29.03,55312.3,36.6743,,,,,
43,05/22/21 12:37:00 PM,41508.2,29.02,55283.0,36.6523,,,,,
44,05/22/21 12:37:30 PM,41504.4,29.01,55288.3,36.6563,,,,,
45,05/22/21 12:38:00 PM,41504.4,28.99,55309.0,36.6718,,,,,
46,05/22/21 12:38:30 PM,41470.9,29.01,55243.6,36.6229,,,,,
47,05/22/21 12:39:00 PM,41478.3,29.01,55253.4,36.6303,,,,,
48,05/22/21 12:39:30 PM,41452.3,29.02,55208.4,36.5966,,,,,
49,05/22/21 12:40:00 PM,41459.7,29.01,55228.6,36.6117,,,,,
50,05/22/21 12:40:30 PM,41482.1,29.04,55227.4,36.6108,,,,,
51,05/22/21 12:41:00 PM,41493.2,29.03,55252.6,36.6296,,,,,
52,05/22/21 12:41:30 PM,41485.8,29.04,55232.4,36.6145,,,,,
53,05/22/21 12:42:00 PM,41478.3,29.06,55201.7,36.5916,,,,,
54,05/22/21 12:42:30 PM,41474.6,29.07,55186.4,36.5802,,,,,
55,05/22/21 12:43:00 PM,41452.3,29.08,55146.3,36.5502,,,,,
56,05/22/21 12:43:30 PM,41459.7,29.07,55166.5,36.5653,,,,,
57,05/22/21 12:44:00 PM,41467.2,29.09,55155.9,36.5573,,,,,
58,05/22/21 12:44:30 PM,41459.7,29.11,55125.2,36.5344,,,,,
59,05/22/21 12:45:00 PM,41478.3,29.09,55170.7,36.5684,,,,,
60,05/22/21 12:45:30 PM,41504.4,29.11,55184.8,36.5789,,,,,
61,05/22/21 12:46:00 PM,41441.1,29.08,55131.4,36.5391,,,,,
62,05/22/21 12:46:30 PM,41474.6,29.07,55186.4,36.5802,,,,,
63,05/22/21 12:47:00 PM,41452.3,29.07,55156.7,36.5579,,,,,
64,05/22/21 12:47:30 PM,41467.2,29.07,55176.5,36.5728,,,,,
65,05/22/21 12:48:00 PM,41426.3,29.08,55111.7,36.5243,,,,,
66,05/22/21 12:48:30 PM,41418.8,29.07,55112.0,36.5246,,,,,
67,05/22/21 12:49:00 PM,41430.0,29.08,55116.6,36.5280,,,,,
68,05/22/21 12:49:30 PM,41441.1,29.09,55121.1,36.5313,,,,,
69,05/22/21 12:50:00 PM,41459.7,29.09,55145.9,36.5499,,,,,
70,05/22/21 12:50:30 PM,41404.0,29.08,55082.0,36.5021,,,,,
71,05/22/21 12:51:00 PM,41430.0,29.08,55116.6,36.5280,,,,,
72,05/22/21 12:51:30 PM,41437.4,29.08,55126.5,36.5354,,,,,
73,05/22/21 12:52:00 PM,41437.4,29.09,55116.2,36.5277,,,,,
74,05/22/21 12:52:30 PM,41404.0,29.09,55071.7,36.4944,,,,,
75,05/22/21 12:53:00 PM,41452.3,29.09,55136.0,36.5425,,,,,
76,05/22/21 12:53:30 PM,41418.8,29.11,55070.7,36.4937,,,,,
77,05/22/21 12:54:00 PM,41426.3,29.11,55080.7,36.5012,,,,,
78,05/22/21 12:54:30 PM,41437.4,29.12,55085.2,36.5045,,,,,
79,05/22/21 12:55:00 PM,41415.1,29.12,55055.5,36.4823,,,,,
80,05/22/21 12:55:30 PM,41404.0,29.11,55051.0,36.4790,,,,,
81,05/22/21 12:56:00 PM,41396.5,29.11,55041.0,36.4715,,,,,
82,05/22/21 12:56:30 PM,41407.7,29.11,55056.0,36.4827,,,,,
83,05/22/21 12:57:00 PM,41374.3,29.11,55011.5,36.4494,,,,,
84,05/22/21 12:57:30 PM,41396.5,29.09,55061.7,36.4869,,,,,
85,05/22/21 12:58:00 PM,41374.3,29.09,55032.1,36.4648,,,,,
86,05/22/21 12:58:30 PM,41355.7,29.08,55017.6,36.4540,,,,,
87,05/22/21 12:59:00 PM,41348.3,29.07,55018.1,36.4544,,,,,
88,05/22/21 12:59:30 PM,41370.6,29.07,55047.8,36.4766,,,,,
89,05/22/21 01:00:00 PM,41344.6,29.07,55013.1,36.4507,,,,,
90,05/22/21 01:00:30 PM,41385.4,29.07,55067.5,36.4913,,,,,
91,05/22/21 01:01:00 PM,41370.6,29.06,55058.1,36.4843,,,,,
92,05/22/21 01:01:30 PM,41352.0,29.06,55033.3,36.4657,,,,,
93,05/22/21 01:02:00 PM,41378.0,29.06,55068.0,36.4916,,,,,
94,05/22/21 01:02:30 PM,41329.8,29.07,54993.4,36.4359,,,,,
95,05/22/21 01:03:00 PM,41363.2,29.07,55037.9,36.4692,,,,,
96,05/22/21 01:03:30 PM,41337.2,29.08,54993.0,36.4356,,,,,
97,05/22/21 01:04:00 PM,41307.6,29.08,54953.5,36.4061,,,,,
