"Plot Title: CT_355_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739355, SEN S/N: 20739355)","Temp, °C (LGR S/N: 20739355, SEN S/N: 20739355)","Specific Conductance, μS/cm (LGR S/N: 20739355)","Salinity, ppt (LGR S/N: 20739355)","Coupler Detached (LGR S/N: 20739355)","Coupler Attached (LGR S/N: 20739355)","Host Connected (LGR S/N: 20739355)","Stopped (LGR S/N: 20739355)","End Of File (LGR S/N: 20739355)"
1,05/22/21 12:07:00 PM,0.0,23.38,0.0,0.0123,Logged,,,,
2,05/22/21 12:07:30 PM,0.0,23.42,0.0,0.0123,,,,,
3,05/22/21 12:08:00 PM,0.0,23.40,0.0,0.0123,,,,,
4,05/22/21 12:08:30 PM,0.0,23.42,0.0,0.0123,,,,,
5,05/22/21 12:09:00 PM,0.0,23.39,0.0,0.0123,,,,,
6,05/22/21 12:09:30 PM,0.0,23.39,0.0,0.0123,,,,,
7,05/22/21 12:10:00 PM,0.0,23.39,0.0,0.0123,,,,,
8,05/22/21 12:10:30 PM,0.0,23.38,0.0,0.0123,,,,,
9,05/22/21 12:11:00 PM,0.0,23.36,0.0,0.0123,,,,,
10,05/22/21 12:11:30 PM,0.0,23.33,0.0,0.0123,,,,,
11,05/22/21 12:12:00 PM,0.0,23.31,0.0,0.0123,,,,,
12,05/22/21 12:12:30 PM,0.0,23.29,0.0,0.0123,,,,,
13,05/22/21 12:13:00 PM,0.0,23.28,0.0,0.0123,,,,,
14,05/22/21 12:13:30 PM,0.0,23.26,0.0,0.0123,,,,,
15,05/22/21 12:14:00 PM,0.0,23.25,0.0,0.0123,,,,,
16,05/22/21 12:14:30 PM,0.0,23.23,0.0,0.0123,,,,,
17,05/22/21 12:15:00 PM,0.0,23.22,0.0,0.0123,,,,,
18,05/22/21 12:15:30 PM,0.0,23.21,0.0,0.0123,,,,,
19,05/22/21 12:16:00 PM,0.0,23.20,0.0,0.0123,,,,,
20,05/22/21 12:16:30 PM,0.0,23.18,0.0,0.0123,,,,,
21,05/22/21 12:17:00 PM,0.0,23.17,0.0,0.0123,,,,,
22,05/22/21 12:17:30 PM,0.0,23.17,0.0,0.0123,,,,,
23,05/22/21 12:18:00 PM,0.0,23.16,0.0,0.0123,,,,,
24,05/22/21 12:18:30 PM,0.0,23.14,0.0,0.0123,,,,,
25,05/22/21 12:19:00 PM,0.0,23.14,0.0,0.0123,,,,,
26,05/22/21 12:19:30 PM,0.0,23.12,0.0,0.0123,,,,,
27,05/22/21 12:20:00 PM,0.0,23.11,0.0,0.0123,,,,,
28,05/22/21 12:20:30 PM,0.0,23.11,0.0,0.0123,,,,,
29,05/22/21 12:21:00 PM,0.0,23.10,0.0,0.0123,,,,,
30,05/22/21 12:21:30 PM,0.0,23.09,0.0,0.0123,,,,,
31,05/22/21 12:22:00 PM,0.0,23.07,0.0,0.0123,,,,,
32,05/22/21 12:22:30 PM,0.0,23.06,0.0,0.0123,,,,,
33,05/22/21 12:23:00 PM,0.0,23.05,0.0,0.0123,,,,,
34,05/22/21 12:23:30 PM,0.0,23.04,0.0,0.0123,,,,,
35,05/22/21 12:24:00 PM,0.0,23.03,0.0,0.0123,,,,,
36,05/22/21 12:24:30 PM,0.0,23.01,0.0,0.0123,,,,,
37,05/22/21 12:25:00 PM,0.0,23.00,0.0,0.0123,,,,,
38,05/22/21 12:25:30 PM,0.0,22.98,0.0,0.0123,,,,,
39,05/22/21 12:26:00 PM,0.0,22.98,0.0,0.0123,,,,,
40,05/22/21 12:26:30 PM,0.0,22.96,0.0,0.0123,,,,,
41,05/22/21 12:27:00 PM,0.0,22.95,0.0,0.0123,,,,,
42,05/22/21 12:27:30 PM,0.0,22.94,0.0,0.0123,,,,,
