"Plot Title: CT_347_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °C (LGR S/N: 20739347, SEN S/N: 20739347)","Specific Conductance, μS/cm (LGR S/N: 20739347)","Salinity, ppt (LGR S/N: 20739347)","Coupler Detached (LGR S/N: 20739347)","Coupler Attached (LGR S/N: 20739347)","Host Connected (LGR S/N: 20739347)","Stopped (LGR S/N: 20739347)","End Of File (LGR S/N: 20739347)"
1,05/22/21 12:25:00 PM,0.0,20.90,0.0,0.0123,Logged,,,,
2,05/22/21 12:25:30 PM,0.0,20.95,0.0,0.0123,,,,,
3,05/22/21 12:26:00 PM,0.0,20.95,0.0,0.0123,,,,,
4,05/22/21 12:26:30 PM,0.0,20.99,0.0,0.0123,,,,,
5,05/22/21 12:27:00 PM,0.0,21.05,0.0,0.0123,,,,,
6,05/22/21 12:27:30 PM,0.0,20.98,0.0,0.0123,,,,,
7,05/22/21 12:28:00 PM,0.0,21.83,0.0,0.0123,,,,,
8,05/22/21 12:28:30 PM,0.0,22.55,0.0,0.0123,,,,,
9,05/22/21 12:29:00 PM,0.0,22.65,0.0,0.0123,,,,,
10,05/22/21 12:29:30 PM,0.0,22.92,0.0,0.0123,,,,,
11,05/22/21 12:30:00 PM,40029.1,27.00,77019.1,53.5031,,,,,
12,05/22/21 12:30:30 PM,40635.7,28.19,76428.7,53.0294,,,,,
13,05/22/21 12:31:00 PM,40687.8,28.61,75921.5,52.6232,,,,,
14,05/22/21 12:31:30 PM,40710.2,28.67,75877.5,52.5879,,,,,
15,05/22/21 12:32:00 PM,40717.6,28.75,75777.0,52.5076,,,,,
16,05/22/21 12:32:30 PM,40766.1,28.80,75796.1,52.5229,,,,,
17,05/22/21 12:33:00 PM,40676.6,28.78,75657.9,52.4123,,,,,
18,05/22/21 12:33:30 PM,39069.8,28.88,72528.1,49.9226,,,,,
19,05/22/21 12:34:00 PM,38608.5,28.91,71630.0,49.2128,,,,,
20,05/22/21 12:34:30 PM,38923.2,28.94,72174.1,49.6426,,,,,
21,05/22/21 12:35:00 PM,38812.1,28.93,71981.2,49.4902,,,,,
22,05/22/21 12:35:30 PM,38694.6,28.92,71776.5,49.3285,,,,,
23,05/22/21 12:36:00 PM,39238.3,28.91,72800.3,50.1381,,,,,
24,05/22/21 12:36:30 PM,39974.7,28.92,74154.9,51.2135,,,,,
25,05/22/21 12:37:00 PM,40127.4,28.92,74438.6,51.4394,,,,,
26,05/22/21 12:37:30 PM,40402.4,28.92,74949.6,51.8466,,,,,
27,05/22/21 12:38:00 PM,40336.2,28.92,74826.5,51.7485,,,,,
28,05/22/21 12:38:30 PM,40424.6,28.92,74990.8,51.8795,,,,,
29,05/22/21 12:39:00 PM,40479.9,28.93,75079.5,51.9503,,,,,
30,05/22/21 12:39:30 PM,40546.6,28.94,75189.2,52.0379,,,,,
31,05/22/21 12:40:00 PM,40535.5,29.00,75084.0,51.9539,,,,,
32,05/22/21 12:40:30 PM,40550.3,29.04,75055.2,51.9309,,,,,
33,05/22/21 12:41:00 PM,40565.1,29.05,75068.5,51.9416,,,,,
34,05/22/21 12:41:30 PM,40557.7,29.05,75054.8,51.9306,,,,,
35,05/22/21 12:42:00 PM,40542.9,29.04,75041.4,51.9200,,,,,
36,05/22/21 12:42:30 PM,40539.2,29.07,74992.4,51.8808,,,,,
37,05/22/21 12:43:00 PM,40384.0,29.07,74704.8,51.6515,,,,,
38,05/22/21 12:43:30 PM,40262.7,29.07,74480.0,51.4724,,,,,
39,05/22/21 12:44:00 PM,40505.8,29.16,74804.3,51.7308,,,,,
40,05/22/21 12:44:30 PM,40491.0,29.25,74651.1,51.6087,,,,,
41,05/22/21 12:45:00 PM,40502.1,29.26,74657.6,51.6139,,,,,
42,05/22/21 12:45:30 PM,40542.9,29.25,74747.0,51.6851,,,,,
43,05/22/21 12:46:00 PM,40461.5,29.20,74666.4,51.6209,,,,,
44,05/22/21 12:46:30 PM,40491.0,29.17,74762.9,51.6978,,,,,
45,05/22/21 12:47:00 PM,40369.3,29.14,74579.7,51.5518,,,,,
46,05/22/21 12:47:30 PM,40354.6,29.16,74524.6,51.5079,,,,,
47,05/22/21 12:48:00 PM,40094.6,29.15,74057.5,51.1361,,,,,
48,05/22/21 12:48:30 PM,39443.5,29.14,72866.5,50.1906,,,,,
49,05/22/21 12:49:00 PM,39493.3,29.22,72849.4,50.1771,,,,,
50,05/22/21 12:49:30 PM,40472.6,29.19,74700.9,51.6484,,,,,
51,05/22/21 12:50:00 PM,40350.9,29.16,74517.7,51.5024,,,,,
52,05/22/21 12:50:30 PM,40354.6,29.22,74440.9,51.4413,,,,,
53,05/22/21 12:51:00 PM,40402.4,29.24,74501.4,51.4894,,,,,
54,05/22/21 12:51:30 PM,40259.1,29.27,74195.1,51.2455,,,,,
55,05/22/21 12:52:00 PM,40251.7,29.27,74181.4,51.2346,,,,,
56,05/22/21 12:52:30 PM,40215.1,29.26,74127.7,51.1919,,,,,
57,05/22/21 12:53:00 PM,40284.7,29.28,74228.4,51.2721,,,,,
58,05/22/21 12:53:30 PM,40339.8,29.22,74413.6,51.4195,,,,,
59,05/22/21 12:54:00 PM,40576.2,29.17,74920.5,51.8235,,,,,
60,05/22/21 12:54:30 PM,40635.7,29.21,74974.4,51.8665,,,,,
61,05/22/21 12:55:00 PM,40628.2,29.26,74890.5,51.7995,,,,,
62,05/22/21 12:55:30 PM,40624.5,29.30,74827.7,51.7495,,,,,
63,05/22/21 12:56:00 PM,40620.8,29.19,74974.9,51.8669,,,,,
64,05/22/21 12:56:30 PM,40605.9,29.20,74933.4,51.8337,,,,,
65,05/22/21 12:57:00 PM,40594.8,29.21,74898.8,51.8062,,,,,
66,05/22/21 12:57:30 PM,40602.2,29.15,74996.7,51.8842,,,,,
67,05/22/21 12:58:00 PM,40583.7,29.14,74976.5,51.8681,,,,,
68,05/22/21 12:58:30 PM,40568.8,29.17,74906.8,51.8125,,,,,
69,05/22/21 12:59:00 PM,40654.3,29.16,75079.0,51.9499,,,,,
70,05/22/21 12:59:30 PM,40583.7,29.13,74990.5,51.8793,,,,,
71,05/22/21 01:00:00 PM,40598.5,29.13,75017.9,51.9012,,,,,
72,05/22/21 01:00:30 PM,40583.7,29.17,74934.4,51.8345,,,,,
73,05/22/21 01:01:00 PM,40598.5,29.17,74961.7,51.8564,,,,,
74,05/22/21 01:01:30 PM,40654.3,29.15,75093.1,51.9611,,,,,
75,05/22/21 01:02:00 PM,40583.7,29.11,75018.6,51.9017,,,,,
76,05/22/21 01:02:30 PM,40561.4,29.10,74991.4,51.8800,,,,,
77,05/22/21 01:03:00 PM,40609.7,29.20,74940.4,51.8393,,,,,
78,05/22/21 01:03:30 PM,40635.7,29.17,75030.5,51.9113,,,,,
79,05/22/21 01:04:00 PM,40583.7,29.15,74962.4,51.8569,,,,,
80,05/22/21 01:04:30 PM,40751.2,29.24,75145.7,52.0032,,,,,
81,05/22/21 01:05:00 PM,40766.1,29.22,75201.4,52.0476,,,,,
82,05/22/21 01:05:30 PM,40717.6,29.20,75139.8,51.9985,,,,,
83,05/22/21 01:06:00 PM,40713.9,29.21,75118.9,51.9818,,,,,
84,05/22/21 01:06:30 PM,40740.0,29.28,75068.9,51.9418,,,,,
85,05/22/21 01:07:00 PM,40728.8,29.19,75174.6,52.0262,,,,,
86,05/22/21 01:07:30 PM,40743.7,29.19,75202.2,52.0482,,,,,
87,05/22/21 01:08:00 PM,40743.7,29.22,75160.0,52.0145,,,,,
88,05/22/21 01:08:30 PM,40713.9,29.21,75118.9,51.9818,,,,,
89,05/22/21 01:09:00 PM,40717.6,29.24,75083.6,51.9536,,,,,
90,05/22/21 01:09:30 PM,40725.1,29.21,75139.6,51.9983,,,,,
91,05/22/21 01:10:00 PM,40643.1,29.20,75002.1,51.8886,,,,,
92,05/22/21 01:10:30 PM,40669.2,29.25,74980.2,51.8711,,,,,
93,05/22/21 01:11:00 PM,40740.0,29.25,75111.0,51.9754,,,,,
94,05/22/21 01:11:30 PM,40769.9,29.22,75208.4,52.0532,,,,,
95,05/22/21 01:12:00 PM,40784.8,29.21,75250.0,52.0864,,,,,
96,05/22/21 01:12:30 PM,40777.4,29.24,75194.1,52.0418,,,,,
97,05/22/21 01:13:00 PM,40777.4,29.22,75222.2,52.0643,,,,,
98,05/22/21 01:13:30 PM,40777.4,29.22,75222.2,52.0643,,,,,
99,05/22/21 01:14:00 PM,40762.4,29.22,75194.5,52.0421,,,,,
100,05/22/21 01:14:30 PM,40754.9,29.19,75222.9,52.0648,,,,,
101,05/22/21 01:15:00 PM,40710.2,29.16,75182.4,52.0325,,,,,
102,05/22/21 01:15:30 PM,40777.4,29.22,75222.2,52.0643,,,,,
103,05/22/21 01:16:00 PM,40769.9,29.25,75166.2,52.0195,,,,,
104,05/22/21 01:16:30 PM,40747.5,29.22,75167.0,52.0201,,,,,
105,05/22/21 01:17:00 PM,40777.4,29.25,75180.1,52.0306,,,,,
106,05/22/21 01:17:30 PM,40710.2,29.20,75126.2,51.9876,,,,,
107,05/22/21 01:18:00 PM,40762.4,29.21,75208.6,52.0534,,,,,
108,05/22/21 01:18:30 PM,40859.7,29.26,75318.0,52.1407,,,,,
109,05/22/21 01:19:00 PM,40818.5,29.19,75340.5,52.1587,,,,,
110,05/22/21 01:19:30 PM,40844.7,29.25,75304.4,52.1298,,,,,
111,05/22/21 01:20:00 PM,40833.5,29.20,75354.1,52.1696,,,,,
112,05/22/21 01:20:30 PM,40829.8,29.26,75262.8,52.0966,,,,,
113,05/22/21 01:21:00 PM,40814.8,29.30,75178.8,52.0296,,,,,
114,05/22/21 01:21:30 PM,40848.5,29.33,75198.9,52.0456,,,,,
115,05/22/21 01:22:00 PM,40833.5,29.27,75255.5,52.0908,,,,,
116,05/22/21 01:22:30 PM,40848.5,29.27,75283.2,52.1129,,,,,
117,05/22/21 01:23:00 PM,40807.3,29.27,75207.2,52.0522,,,,,
118,05/22/21 01:23:30 PM,40889.8,29.24,75401.7,52.2076,,,,,
119,05/22/21 01:24:00 PM,40886.0,29.26,75366.5,52.1795,,,,,
120,05/22/21 01:24:30 PM,40889.8,29.27,75359.5,52.1738,,,,,
121,05/22/21 01:25:00 PM,40889.8,29.27,75359.5,52.1738,,,,,
122,05/22/21 01:25:30 PM,40893.5,29.28,75352.2,52.1681,,,,,
123,05/22/21 01:26:00 PM,40886.0,29.27,75352.5,52.1682,,,,,
124,05/22/21 01:26:30 PM,40874.7,29.30,75289.4,52.1179,,,,,
125,05/22/21 01:27:00 PM,40919.8,29.30,75372.6,52.1843,,,,,
126,05/22/21 01:27:30 PM,40904.8,29.31,75330.8,52.1510,,,,,
127,05/22/21 01:28:00 PM,40863.5,29.25,75339.1,52.1576,,,,,
128,05/22/21 01:28:30 PM,40878.5,29.25,75366.8,52.1797,,,,,
129,05/22/21 01:29:00 PM,40893.5,29.28,75352.2,52.1681,,,,,
130,05/22/21 01:29:30 PM,40874.7,29.31,75275.3,52.1066,,,,,
131,05/22/21 01:30:00 PM,40882.3,29.30,75303.4,52.1291,,,,,
132,05/22/21 01:30:30 PM,40912.3,29.31,75344.7,52.1620,,,,,
133,05/22/21 01:31:00 PM,40904.8,29.31,75330.8,52.1510,,,,,
134,05/22/21 01:31:30 PM,40893.5,29.27,75366.3,52.1793,,,,,
135,05/22/21 01:32:00 PM,40874.7,29.28,75317.5,52.1403,,,,,
136,05/22/21 01:32:30 PM,40859.7,29.25,75332.1,52.1519,,,,,
