"Plot Title: CT_739_CTD_Casting__052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)","Specific Conductance, μS/cm (LGR S/N: 20494739)","Salinity, ppt (LGR S/N: 20494739)","Coupler Detached (LGR S/N: 20494739)","Coupler Attached (LGR S/N: 20494739)","Host Connected (LGR S/N: 20494739)","Stopped (LGR S/N: 20494739)","End Of File (LGR S/N: 20494739)"
784,05/22/21 06:59:00 PM,38053.7,28.94,80427.4,56.2553,,,,,
785,05/22/21 06:59:30 PM,38033.1,28.95,80368.7,56.2076,,,,,
786,05/22/21 07:00:00 PM,38074.3,28.95,80455.9,56.2784,,,,,
787,05/22/21 07:00:30 PM,38074.3,28.95,80455.9,56.2784,,,,,
788,05/22/21 07:01:00 PM,38074.3,28.94,80471.0,56.2907,,,,,
789,05/22/21 07:01:30 PM,38099.1,28.94,80523.5,56.3334,,,,,
790,05/22/21 07:02:00 PM,38094.9,28.94,80514.6,56.3261,,,,,
791,05/22/21 07:02:30 PM,38094.9,28.94,80514.6,56.3261,,,,,
792,05/22/21 07:03:00 PM,38115.6,28.94,80558.4,56.3617,,,,,
793,05/22/21 07:03:30 PM,38119.7,28.94,80567.1,56.3688,,,,,
794,05/22/21 07:04:00 PM,38078.4,28.94,80479.7,56.2978,,,,,
795,05/22/21 07:04:30 PM,38094.9,28.94,80514.6,56.3261,,,,,
796,05/22/21 07:05:00 PM,38090.8,28.94,80505.9,56.3191,,,,,
797,05/22/21 07:05:30 PM,38066.0,28.94,80453.4,56.2765,,,,,
798,05/22/21 07:06:00 PM,38066.0,28.93,80468.6,56.2887,,,,,
799,05/22/21 07:06:30 PM,38103.2,28.93,80547.3,56.3527,,,,,
800,05/22/21 07:07:00 PM,38053.7,28.93,80442.5,56.2676,,,,,
801,05/22/21 07:07:30 PM,38061.9,28.93,80459.9,56.2817,,,,,
802,05/22/21 07:08:00 PM,38078.4,28.93,80494.8,56.3101,,,,,
803,05/22/21 07:08:30 PM,38045.4,28.92,80440.1,56.2656,,,,,
804,05/22/21 07:09:00 PM,38078.4,28.92,80510.0,56.3223,,,,,
805,05/22/21 07:09:30 PM,38033.1,28.92,80414.0,56.2444,,,,,
806,05/22/21 07:10:00 PM,38066.0,28.92,80483.7,56.3010,,,,,
807,05/22/21 07:10:30 PM,38020.7,28.91,80402.9,56.2354,,,,,
808,05/22/21 07:11:00 PM,38041.3,28.91,80446.5,56.2708,,,,,
809,05/22/21 07:11:30 PM,38078.4,28.92,80510.0,56.3223,,,,,
810,05/22/21 07:12:00 PM,38053.7,28.92,80457.7,56.2799,,,,,
811,05/22/21 07:12:30 PM,38041.3,28.92,80431.4,56.2585,,,,,
812,05/22/21 07:13:00 PM,38008.4,28.92,80361.7,56.2020,,,,,
813,05/22/21 07:13:30 PM,38111.4,28.92,80579.8,56.3791,,,,,
814,05/22/21 07:14:00 PM,38066.0,28.92,80483.7,56.3010,,,,,
815,05/22/21 07:14:30 PM,38057.8,28.93,80451.2,56.2746,,,,,
816,05/22/21 07:15:00 PM,38029.0,28.92,80405.4,56.2374,,,,,
817,05/22/21 07:15:30 PM,38078.4,28.92,80510.0,56.3223,,,,,
818,05/22/21 07:16:00 PM,38066.0,28.92,80483.7,56.3010,,,,,
819,05/22/21 07:16:30 PM,38049.5,28.90,80479.0,56.2972,,,,,
820,05/22/21 07:17:00 PM,38045.4,28.90,80470.3,56.2902,,,,,
821,05/22/21 07:17:30 PM,38012.5,28.91,80385.5,56.2213,,,,,
822,05/22/21 07:18:00 PM,38053.7,28.90,80487.9,56.3045,,,,,
823,05/22/21 07:18:30 PM,38090.8,28.91,80551.4,56.3560,,,,,
824,05/22/21 07:19:00 PM,38057.8,28.91,80481.5,56.2992,,,,,
825,05/22/21 07:19:30 PM,38078.4,28.91,80525.1,56.3346,,,,,
826,05/22/21 07:20:00 PM,38053.7,28.91,80472.8,56.2922,,,,,
827,05/22/21 07:20:30 PM,38103.2,28.91,80577.6,56.3773,,,,,
828,05/22/21 07:21:00 PM,38107.3,28.90,80601.5,56.3967,,,,,
829,05/22/21 07:21:30 PM,38086.7,28.90,80557.8,56.3612,,,,,
830,05/22/21 07:22:00 PM,38070.2,28.91,80507.7,56.3205,,,,,
831,05/22/21 07:22:30 PM,38053.7,28.90,80487.9,56.3045,,,,,
832,05/22/21 07:23:00 PM,38053.7,28.90,80487.9,56.3045,,,,,
833,05/22/21 07:23:30 PM,38020.7,28.90,80418.0,56.2477,,,,,
834,05/22/21 07:24:00 PM,38066.0,28.90,80514.0,56.3256,,,,,
835,05/22/21 07:24:30 PM,38041.3,28.90,80461.7,56.2831,,,,,
836,05/22/21 07:25:00 PM,38049.5,28.90,80479.0,56.2972,,,,,
837,05/22/21 07:25:30 PM,38033.1,28.90,80444.3,56.2690,,,,,
838,05/22/21 07:26:00 PM,38066.0,28.90,80514.0,56.3256,,,,,
839,05/22/21 07:26:30 PM,38090.8,28.90,80566.5,56.3683,,,,,
840,05/22/21 07:27:00 PM,38049.5,28.90,80479.0,56.2972,,,,,
841,05/22/21 07:27:30 PM,38090.8,28.90,80566.5,56.3683,,,,,
842,05/22/21 07:28:00 PM,38053.7,28.90,80487.9,56.3045,,,,,
843,05/22/21 07:28:30 PM,38070.2,28.90,80522.9,56.3328,,,,,
844,05/22/21 07:29:00 PM,38086.7,28.90,80557.8,56.3612,,,,,
845,05/22/21 07:29:30 PM,38111.4,28.90,80610.2,56.4037,,,,,
846,05/22/21 07:30:00 PM,38078.4,28.90,80540.2,56.3469,,,,,
847,05/22/21 07:30:30 PM,38045.4,28.90,80470.3,56.2902,,,,,
848,05/22/21 07:31:00 PM,38099.1,28.89,80599.3,56.3949,,,,,
849,05/22/21 07:31:30 PM,38033.1,28.89,80459.4,56.2813,,,,,
850,05/22/21 07:32:00 PM,38029.0,28.89,80450.7,56.2742,,,,,
851,05/22/21 07:32:30 PM,38045.4,28.89,80485.5,56.3025,,,,,
852,05/22/21 07:33:00 PM,38090.8,28.89,80581.7,56.3806,,,,,
853,05/22/21 07:33:30 PM,38099.1,28.89,80599.3,56.3949,,,,,
854,05/22/21 07:34:00 PM,38053.7,28.89,80503.1,56.3167,,,,,
855,05/22/21 07:34:30 PM,38045.4,28.87,80515.8,56.3271,,,,,
856,05/22/21 07:35:00 PM,38086.7,28.87,80603.3,56.3982,,,,,
857,05/22/21 07:35:30 PM,38074.3,28.87,80577.0,56.3768,,,,,
858,05/22/21 07:36:00 PM,38070.2,28.87,80568.3,56.3698,,,,,
859,05/22/21 07:36:30 PM,38053.7,28.87,80533.4,56.3414,,,,,
860,05/22/21 07:37:00 PM,38115.6,28.87,80664.6,56.4479,,,,,
861,05/22/21 07:37:30 PM,38119.7,28.87,80673.3,56.4550,,,,,
862,05/22/21 07:38:00 PM,38041.3,28.87,80507.1,56.3200,,,,,
863,05/22/21 07:38:30 PM,38024.8,28.86,80487.3,56.3039,,,,,
864,05/22/21 07:39:00 PM,38057.8,28.86,80557.2,56.3607,,,,,
865,05/22/21 07:39:30 PM,37983.7,28.86,80400.1,56.2332,,,,,
866,05/22/21 07:40:00 PM,38045.4,28.86,80530.9,56.3394,,,,,
867,05/22/21 07:40:30 PM,38053.7,28.86,80548.5,56.3537,,,,,
868,05/22/21 07:41:00 PM,38094.9,28.86,80635.9,56.4246,,,,,
869,05/22/21 07:41:30 PM,38049.5,28.86,80539.6,56.3464,,,,,
870,05/22/21 07:42:00 PM,38066.0,28.86,80574.6,56.3748,,,,,
871,05/22/21 07:42:30 PM,38103.2,28.86,80653.5,56.4389,,,,,
872,05/22/21 07:43:00 PM,38057.8,28.86,80557.2,56.3607,,,,,
873,05/22/21 07:43:30 PM,38053.7,28.86,80548.5,56.3537,,,,,
874,05/22/21 07:44:00 PM,38041.3,28.86,80522.2,56.3323,,,,,
875,05/22/21 07:44:30 PM,38045.4,28.86,80530.9,56.3394,,,,,
876,05/22/21 07:45:00 PM,38099.1,28.86,80644.8,56.4319,,,,,
877,05/22/21 07:45:30 PM,38111.4,28.85,80686.0,56.4654,,,,,
878,05/22/21 07:46:00 PM,38057.8,28.85,80572.4,56.3730,,,,,
879,05/22/21 07:46:30 PM,38074.3,28.85,80607.4,56.4015,,,,,
880,05/22/21 07:47:00 PM,38041.3,28.85,80537.4,56.3446,,,,,
881,05/22/21 07:47:30 PM,38103.2,28.85,80668.6,56.4513,,,,,
882,05/22/21 07:48:00 PM,38053.7,28.85,80563.7,56.3660,,,,,
883,05/22/21 07:48:30 PM,38074.3,28.84,80622.5,56.4138,,,,,
884,05/22/21 07:49:00 PM,38033.1,28.84,80535.2,56.3428,,,,,
885,05/22/21 07:49:30 PM,38053.7,28.84,80578.8,56.3783,,,,,
886,05/22/21 07:50:00 PM,38053.7,28.84,80578.8,56.3783,,,,,
887,05/22/21 07:50:30 PM,38045.4,28.84,80561.2,56.3640,,,,,
888,05/22/21 07:51:00 PM,38074.3,28.85,80607.4,56.4015,,,,,
889,05/22/21 07:51:30 PM,38049.5,28.85,80554.8,56.3587,,,,,
890,05/22/21 07:52:00 PM,38078.4,28.84,80631.2,56.4209,,,,,
891,05/22/21 07:52:30 PM,38090.8,28.84,80657.5,56.4422,,,,,
892,05/22/21 07:53:00 PM,38033.1,28.84,80535.2,56.3428,,,,,
893,05/22/21 07:53:30 PM,38074.3,28.84,80622.5,56.4138,,,,,
894,05/22/21 07:54:00 PM,38041.3,28.84,80552.5,56.3569,,,,,
895,05/22/21 07:54:30 PM,38033.1,28.84,80535.2,56.3428,,,,,
896,05/22/21 07:55:00 PM,38136.3,28.83,80769.2,56.5330,,,,,
897,05/22/21 07:55:30 PM,38045.4,28.84,80561.2,56.3640,,,,,
898,05/22/21 07:56:00 PM,38045.4,28.83,80576.4,56.3763,,,,,
899,05/22/21 07:56:30 PM,38070.2,28.83,80629.0,56.4191,,,,,
900,05/22/21 07:57:00 PM,38123.8,28.83,80742.7,56.5115,,,,,
901,05/22/21 07:57:30 PM,38008.4,28.82,80513.1,56.3249,,,,,
902,05/22/21 07:58:00 PM,38074.3,28.83,80637.7,56.4261,,,,,
903,05/22/21 07:58:30 PM,38070.2,28.82,80644.2,56.4314,,,,,
904,05/22/21 07:59:00 PM,38041.3,28.83,80567.7,56.3693,,,,,
905,05/22/21 07:59:30 PM,38041.3,28.83,80567.7,56.3693,,,,,
906,05/22/21 08:00:00 PM,38090.8,28.83,80672.7,56.4546,,,,,
907,05/22/21 08:00:30 PM,38053.7,28.83,80594.0,56.3906,,,,,
908,05/22/21 08:01:00 PM,38090.8,28.83,80672.7,56.4546,,,,,
909,05/22/21 08:01:30 PM,38090.8,28.83,80672.7,56.4546,,,,,
910,05/22/21 08:02:00 PM,38057.8,28.83,80602.7,56.3977,,,,,
911,05/22/21 08:02:30 PM,38045.4,28.83,80576.4,56.3763,,,,,
912,05/22/21 08:03:00 PM,38070.2,28.83,80629.0,56.4191,,,,,
913,05/22/21 08:03:30 PM,38053.7,28.82,80609.2,56.4030,,,,,
914,05/22/21 08:04:00 PM,38070.2,28.82,80644.2,56.4314,,,,,
915,05/22/21 08:04:30 PM,38057.8,28.83,80602.7,56.3977,,,,,
916,05/22/21 08:05:00 PM,38029.0,28.83,80541.6,56.3481,,,,,
917,05/22/21 08:05:30 PM,38103.2,28.83,80699.0,56.4759,,,,,
918,05/22/21 08:06:00 PM,38053.7,28.82,80609.2,56.4030,,,,,
919,05/22/21 08:06:30 PM,38099.1,28.82,80705.5,56.4812,,,,,
920,05/22/21 08:07:00 PM,38057.8,28.82,80617.9,56.4100,,,,,
921,05/22/21 08:07:30 PM,38078.4,28.82,80661.6,56.4455,,,,,
922,05/22/21 08:08:00 PM,38090.8,28.82,80687.9,56.4669,,,,,
923,05/22/21 08:08:30 PM,38078.4,28.83,80646.4,56.4332,,,,,
924,05/22/21 08:09:00 PM,38041.3,28.83,80567.7,56.3693,,,,,
925,05/22/21 08:09:30 PM,38082.5,28.82,80670.3,56.4526,,,,,
926,05/22/21 08:10:00 PM,38074.3,28.82,80652.9,56.4385,,,,,
927,05/22/21 08:10:30 PM,38094.9,28.83,80681.4,56.4616,,,,,
928,05/22/21 08:11:00 PM,38074.3,28.82,80652.9,56.4385,,,,,
929,05/22/21 08:11:30 PM,38057.8,28.82,80617.9,56.4100,,,,,
930,05/22/21 08:12:00 PM,38049.5,28.83,80585.1,56.3834,,,,,
931,05/22/21 08:12:30 PM,38024.8,28.82,80547.9,56.3531,,,,,
932,05/22/21 08:13:00 PM,38103.2,28.82,80714.2,56.4883,,,,,
933,05/22/21 08:13:30 PM,38074.3,28.82,80652.9,56.4385,,,,,
934,05/22/21 08:14:00 PM,38041.3,28.82,80582.9,56.3816,,,,,
935,05/22/21 08:14:30 PM,38053.7,28.82,80609.2,56.4030,,,,,
936,05/22/21 08:15:00 PM,38094.9,28.82,80696.6,56.4740,,,,,
937,05/22/21 08:15:30 PM,38049.5,28.82,80600.3,56.3957,,,,,
938,05/22/21 08:16:00 PM,38090.8,28.82,80687.9,56.4669,,,,,
939,05/22/21 08:16:30 PM,38057.8,28.82,80617.9,56.4100,,,,,
940,05/22/21 08:17:00 PM,38041.3,28.82,80582.9,56.3816,,,,,
941,05/22/21 08:17:30 PM,38074.3,28.82,80652.9,56.4385,,,,,
942,05/22/21 08:18:00 PM,38115.6,28.82,80740.5,56.5097,,,,,
943,05/22/21 08:18:30 PM,38029.0,28.82,80556.8,56.3604,,,,,
944,05/22/21 08:19:00 PM,38049.5,28.82,80600.3,56.3957,,,,,
945,05/22/21 08:19:30 PM,38074.3,28.82,80652.9,56.4385,,,,,
946,05/22/21 08:20:00 PM,38074.3,28.82,80652.9,56.4385,,,,,
947,05/22/21 08:20:30 PM,38090.8,28.82,80687.9,56.4669,,,,,
948,05/22/21 08:21:00 PM,38057.8,28.82,80617.9,56.4100,,,,,
949,05/22/21 08:21:30 PM,38074.3,28.81,80668.1,56.4508,,,,,
950,05/22/21 08:22:00 PM,38045.4,28.82,80591.6,56.3887,,,,,
951,05/22/21 08:22:30 PM,38099.1,28.82,80705.5,56.4812,,,,,
952,05/22/21 08:23:00 PM,38033.1,28.82,80565.5,56.3675,,,,,
953,05/22/21 08:23:30 PM,38070.2,28.82,80644.2,56.4314,,,,,
954,05/22/21 08:24:00 PM,38090.8,28.82,80687.9,56.4669,,,,,
955,05/22/21 08:24:30 PM,38070.2,28.82,80644.2,56.4314,,,,,
956,05/22/21 08:25:00 PM,38078.4,28.81,80676.8,56.4579,,,,,
957,05/22/21 08:25:30 PM,38111.4,28.81,80746.8,56.5148,,,,,
958,05/22/21 08:26:00 PM,38090.8,28.82,80687.9,56.4669,,,,,
959,05/22/21 08:26:30 PM,38074.3,28.82,80652.9,56.4385,,,,,
960,05/22/21 08:27:00 PM,38066.0,28.81,80650.5,56.4365,,,,,
961,05/22/21 08:27:30 PM,38049.5,28.81,80615.5,56.4081,,,,,
962,05/22/21 08:28:00 PM,38078.4,28.81,80676.8,56.4579,,,,,
963,05/22/21 08:28:30 PM,38090.8,28.81,80703.1,56.4793,,,,,
964,05/22/21 08:29:00 PM,38057.8,28.82,80617.9,56.4100,,,,,
965,05/22/21 08:29:30 PM,38090.8,28.82,80687.9,56.4669,,,,,
966,05/22/21 08:30:00 PM,38057.8,28.82,80617.9,56.4100,,,,,
967,05/22/21 08:30:30 PM,38045.4,28.81,80606.8,56.4010,,,,,
968,05/22/21 08:31:00 PM,38057.8,28.81,80633.1,56.4224,,,,,
969,05/22/21 08:31:30 PM,38103.2,28.81,80729.4,56.5006,,,,,
970,05/22/21 08:32:00 PM,38057.8,28.79,80663.5,56.4470,,,,,
971,05/22/21 08:32:30 PM,38111.4,28.81,80746.8,56.5148,,,,,
972,05/22/21 08:33:00 PM,38057.8,28.81,80633.1,56.4224,,,,,
973,05/22/21 08:33:30 PM,38074.3,28.81,80668.1,56.4508,,,,,
974,05/22/21 08:34:00 PM,38090.8,28.81,80703.1,56.4793,,,,,
975,05/22/21 08:34:30 PM,38070.2,28.81,80659.4,56.4437,,,,,
976,05/22/21 08:35:00 PM,38090.8,28.81,80703.1,56.4793,,,,,
977,05/22/21 08:35:30 PM,38041.3,28.81,80598.1,56.3939,,,,,
978,05/22/21 08:36:00 PM,38033.1,28.81,80580.7,56.3798,,,,,
979,05/22/21 08:36:30 PM,38099.1,28.81,80720.7,56.4936,,,,,
980,05/22/21 08:37:00 PM,38070.2,28.81,80659.4,56.4437,,,,,
981,05/22/21 08:37:30 PM,38094.9,28.81,80711.8,56.4863,,,,,
982,05/22/21 08:38:00 PM,38057.8,28.81,80633.1,56.4224,,,,,
983,05/22/21 08:38:30 PM,38103.2,28.81,80729.4,56.5006,,,,,
984,05/22/21 08:39:00 PM,38094.9,28.79,80742.2,56.5110,,,,,
985,05/22/21 08:39:30 PM,38086.7,28.79,80724.8,56.4969,,,,,
986,05/22/21 08:40:00 PM,38074.3,28.79,80698.5,56.4755,,,,,
987,05/22/21 08:40:30 PM,38090.8,28.79,80733.5,56.5040,,,,,
988,05/22/21 08:41:00 PM,38099.1,28.79,80751.1,56.5183,,,,,
989,05/22/21 08:41:30 PM,38045.4,28.79,80637.1,56.4257,,,,,
990,05/22/21 08:42:00 PM,38074.3,28.79,80698.5,56.4755,,,,,
991,05/22/21 08:42:30 PM,38057.8,28.79,80663.5,56.4470,,,,,
992,05/22/21 08:43:00 PM,38033.1,28.78,80626.2,56.4168,,,,,
993,05/22/21 08:43:30 PM,38094.9,28.78,80757.4,56.5234,,,,,
994,05/22/21 08:44:00 PM,38074.3,28.78,80713.7,56.4879,,,,,
995,05/22/21 08:44:30 PM,38057.8,28.78,80678.7,56.4594,,,,,
996,05/22/21 08:45:00 PM,38057.8,28.78,80678.7,56.4594,,,,,
997,05/22/21 08:45:30 PM,38057.8,28.78,80678.7,56.4594,,,,,
998,05/22/21 08:46:00 PM,38070.2,28.78,80705.0,56.4808,,,,,
999,05/22/21 08:46:30 PM,38103.2,28.78,80775.0,56.5377,,,,,
1000,05/22/21 08:47:00 PM,38070.2,28.78,80705.0,56.4808,,,,,
1001,05/22/21 08:47:30 PM,38053.7,28.78,80669.9,56.4523,,,,,
1002,05/22/21 08:48:00 PM,38074.3,28.78,80713.7,56.4879,,,,,
1003,05/22/21 08:48:30 PM,38078.4,28.78,80722.4,56.4949,,,,,
1004,05/22/21 08:49:00 PM,38074.3,28.78,80713.7,56.4879,,,,,
1005,05/22/21 08:49:30 PM,38094.9,28.78,80757.4,56.5234,,,,,
1006,05/22/21 08:50:00 PM,38074.3,28.78,80713.7,56.4879,,,,,
1007,05/22/21 08:50:30 PM,38119.7,28.78,80810.1,56.5662,,,,,
1008,05/22/21 08:51:00 PM,38078.4,28.78,80722.4,56.4949,,,,,
1009,05/22/21 08:51:30 PM,38103.2,28.77,80790.3,56.5501,,,,,
1010,05/22/21 08:52:00 PM,38074.3,28.77,80728.9,56.5002,,,,,
1011,05/22/21 08:52:30 PM,38090.8,28.79,80733.5,56.5040,,,,,
1012,05/22/21 08:53:00 PM,38070.2,28.78,80705.0,56.4808,,,,,
1013,05/22/21 08:53:30 PM,38119.7,28.78,80810.1,56.5662,,,,,
1014,05/22/21 08:54:00 PM,38049.5,28.78,80661.0,56.4451,,,,,
1015,05/22/21 08:54:30 PM,38074.3,28.78,80713.7,56.4879,,,,,
1016,05/22/21 08:55:00 PM,38090.8,28.78,80748.7,56.5163,,,,,
1017,05/22/21 08:55:30 PM,38074.3,28.78,80713.7,56.4879,,,,,
1018,05/22/21 08:56:00 PM,38045.4,28.78,80652.3,56.4380,,,,,
1019,05/22/21 08:56:30 PM,38078.4,28.78,80722.4,56.4949,,,,,
1020,05/22/21 08:57:00 PM,38045.4,28.78,80652.3,56.4380,,,,,
1021,05/22/21 08:57:30 PM,38119.7,28.78,80810.1,56.5662,,,,,
1022,05/22/21 08:58:00 PM,38045.4,28.78,80652.3,56.4380,,,,,
1023,05/22/21 08:58:30 PM,38090.8,28.78,80748.7,56.5163,,,,,
1024,05/22/21 08:59:00 PM,38045.4,28.78,80652.3,56.4380,,,,,
1025,05/22/21 08:59:30 PM,38057.8,28.78,80678.7,56.4594,,,,,
1026,05/22/21 09:00:00 PM,38066.0,28.78,80696.1,56.4735,,,,,
1027,05/22/21 09:00:30 PM,38074.3,28.78,80713.7,56.4879,,,,,
1028,05/22/21 09:01:00 PM,38045.4,28.78,80652.3,56.4380,,,,,
1029,05/22/21 09:01:30 PM,38053.7,28.77,80685.1,56.4647,,,,,
1030,05/22/21 09:02:00 PM,38070.2,28.77,80720.2,56.4931,,,,,
1031,05/22/21 09:02:30 PM,38086.7,28.77,80755.2,56.5216,,,,,
1032,05/22/21 09:03:00 PM,38029.0,28.77,80632.7,56.4221,,,,,
1033,05/22/21 09:03:30 PM,38074.3,28.77,80728.9,56.5002,,,,,
1034,05/22/21 09:04:00 PM,38045.4,28.76,80682.7,56.4627,,,,,
1035,05/22/21 09:04:30 PM,38057.8,28.76,80709.1,56.4841,,,,,
1036,05/22/21 09:05:00 PM,38041.3,28.76,80674.0,56.4556,,,,,
1037,05/22/21 09:05:30 PM,38012.5,28.76,80612.8,56.4059,,,,,
1038,05/22/21 09:06:00 PM,38029.0,28.76,80647.9,56.4344,,,,,
1039,05/22/21 09:06:30 PM,38119.7,28.76,80840.5,56.5910,,,,,
1040,05/22/21 09:07:00 PM,38049.5,28.76,80691.4,56.4698,,,,,
1041,05/22/21 09:07:30 PM,38049.5,28.77,80676.2,56.4574,,,,,
1042,05/22/21 09:08:00 PM,38045.4,28.77,80667.5,56.4503,,,,,
1043,05/22/21 09:08:30 PM,38119.7,28.77,80825.3,56.5786,,,,,
1044,05/22/21 09:09:00 PM,38136.3,28.76,80875.8,56.6196,,,,,
1045,05/22/21 09:09:30 PM,38057.8,28.76,80709.1,56.4841,,,,,
1046,05/22/21 09:10:00 PM,38123.8,28.76,80849.2,56.5981,,,,,
1047,05/22/21 09:10:30 PM,38049.5,28.76,80691.4,56.4698,,,,,
1048,05/22/21 09:11:00 PM,38078.4,28.76,80752.8,56.5197,,,,,
1049,05/22/21 09:11:30 PM,38090.8,28.76,80779.1,56.5411,,,,,
1050,05/22/21 09:12:00 PM,38041.3,28.76,80674.0,56.4556,,,,,
1051,05/22/21 09:12:30 PM,38057.8,28.77,80693.9,56.4717,,,,,
1052,05/22/21 09:13:00 PM,38078.4,28.77,80737.6,56.5073,,,,,
1053,05/22/21 09:13:30 PM,38045.4,28.76,80682.7,56.4627,,,,,
1054,05/22/21 09:14:00 PM,38078.4,28.76,80752.8,56.5197,,,,,
1055,05/22/21 09:14:30 PM,38074.3,28.76,80744.1,56.5126,,,,,
1056,05/22/21 09:15:00 PM,38086.7,28.76,80770.4,56.5340,,,,,
1057,05/22/21 09:15:30 PM,38090.8,28.76,80779.1,56.5411,,,,,
1058,05/22/21 09:16:00 PM,38070.2,28.76,80735.4,56.5055,,,,,
1059,05/22/21 09:16:30 PM,38045.4,28.76,80682.7,56.4627,,,,,
1060,05/22/21 09:17:00 PM,38041.3,28.76,80674.0,56.4556,,,,,
1061,05/22/21 09:17:30 PM,38033.1,28.76,80656.6,56.4415,,,,,
1062,05/22/21 09:18:00 PM,38029.0,28.76,80647.9,56.4344,,,,,
1063,05/22/21 09:18:30 PM,38078.4,28.76,80752.8,56.5197,,,,,
1064,05/22/21 09:19:00 PM,38090.8,28.75,80794.4,56.5535,,,,,
1065,05/22/21 09:19:30 PM,38066.0,28.75,80741.7,56.5106,,,,,
1066,05/22/21 09:20:00 PM,38041.3,28.75,80689.2,56.4680,,,,,
1067,05/22/21 09:20:30 PM,38041.3,28.74,80704.4,56.4803,,,,,
1068,05/22/21 09:21:00 PM,38099.1,28.75,80812.0,56.5678,,,,,
1069,05/22/21 09:21:30 PM,38057.8,28.75,80724.3,56.4965,,,,,
1070,05/22/21 09:22:00 PM,38070.2,28.75,80750.6,56.5179,,,,,
1071,05/22/21 09:22:30 PM,38045.4,28.75,80697.9,56.4751,,,,,
1072,05/22/21 09:23:00 PM,38020.7,28.76,80630.3,56.4201,,,,,
1073,05/22/21 09:23:30 PM,38066.0,28.76,80726.5,56.4983,,,,,
1074,05/22/21 09:24:00 PM,38099.1,28.76,80796.8,56.5554,,,,,
1075,05/22/21 09:24:30 PM,38078.4,28.76,80752.8,56.5197,,,,,
1076,05/22/21 09:25:00 PM,38066.0,28.76,80726.5,56.4983,,,,,
1077,05/22/21 09:25:30 PM,38066.0,28.76,80726.5,56.4983,,,,,
1078,05/22/21 09:26:00 PM,38086.7,28.75,80785.7,56.5464,,,,,
1079,05/22/21 09:26:30 PM,38086.7,28.75,80785.7,56.5464,,,,,
1080,05/22/21 09:27:00 PM,38070.2,28.75,80750.6,56.5179,,,,,
1081,05/22/21 09:27:30 PM,38066.0,28.74,80756.9,56.5230,,,,,
1082,05/22/21 09:28:00 PM,38033.1,28.75,80671.8,56.4538,,,,,
1083,05/22/21 09:28:30 PM,38086.7,28.75,80785.7,56.5464,,,,,
1084,05/22/21 09:29:00 PM,38078.4,28.74,80783.3,56.5444,,,,,
1085,05/22/21 09:29:30 PM,38086.7,28.75,80785.7,56.5464,,,,,
1086,05/22/21 09:30:00 PM,38057.8,28.75,80724.3,56.4965,,,,,
1087,05/22/21 09:30:30 PM,38078.4,28.76,80752.8,56.5197,,,,,
1088,05/22/21 09:31:00 PM,38074.3,28.75,80759.3,56.5250,,,,,
1089,05/22/21 09:31:30 PM,38045.4,28.75,80697.9,56.4751,,,,,
1090,05/22/21 09:32:00 PM,38115.6,28.75,80847.1,56.5963,,,,,
1091,05/22/21 09:32:30 PM,38103.2,28.75,80820.7,56.5749,,,,,
1092,05/22/21 09:33:00 PM,38041.3,28.74,80704.4,56.4803,,,,,
1093,05/22/21 09:33:30 PM,38045.4,28.73,80728.4,56.4998,,,,,
1094,05/22/21 09:34:00 PM,38066.0,28.73,80772.1,56.5354,,,,,
1095,05/22/21 09:34:30 PM,38078.4,28.73,80798.5,56.5568,,,,,
1096,05/22/21 09:35:00 PM,38074.3,28.74,80774.5,56.5373,,,,,
1097,05/22/21 09:35:30 PM,38103.2,28.74,80835.9,56.5873,,,,,
1098,05/22/21 09:36:00 PM,38066.0,28.73,80772.1,56.5354,,,,,
1099,05/22/21 09:36:30 PM,38090.8,28.74,80809.6,56.5658,,,,,
1100,05/22/21 09:37:00 PM,38066.0,28.74,80756.9,56.5230,,,,,
1101,05/22/21 09:37:30 PM,38074.3,28.74,80774.5,56.5373,,,,,
1102,05/22/21 09:38:00 PM,38086.7,28.73,80816.1,56.5711,,,,,
1103,05/22/21 09:38:30 PM,38099.1,28.73,80842.5,56.5926,,,,,
1104,05/22/21 09:39:00 PM,38078.4,28.71,80829.0,56.5816,,,,,
1105,05/22/21 09:39:30 PM,38041.3,28.71,80750.1,56.5175,,,,,
1106,05/22/21 09:40:00 PM,38033.1,28.71,80732.7,56.5033,,,,,
1107,05/22/21 09:40:30 PM,38057.8,28.70,80800.4,56.5584,,,,,
1108,05/22/21 09:41:00 PM,38053.7,28.70,80791.7,56.5513,,,,,
1109,05/22/21 09:41:30 PM,38070.2,28.70,80826.8,56.5798,,,,,
1110,05/22/21 09:42:00 PM,38070.2,28.70,80826.8,56.5798,,,,,
1111,05/22/21 09:42:30 PM,38029.0,28.71,80723.9,56.4962,,,,,
1112,05/22/21 09:43:00 PM,38045.4,28.71,80758.8,56.5245,,,,,
1113,05/22/21 09:43:30 PM,38057.8,28.71,80785.2,56.5460,,,,,
1114,05/22/21 09:44:00 PM,38057.8,28.70,80800.4,56.5584,,,,,
1115,05/22/21 09:44:30 PM,38074.3,28.69,80850.7,56.5993,,,,,
