"","DateTime","Northing","Easting","Alongshore","Cross_shore","Pressure","Temperature","Heading","Pitch","Roll","Direction","Speed"
"1",2021-08-04 18:45:00,0.0116959143794289,-0.0822423252698101,0.0734101247844923,-0.0388786324101227,1.175,27.04,36.9,-0.9,8.4,-81.9060786036091,0.0830698168949238
"2",2021-08-04 18:47:00,0.0594881071787316,-0.0772956315430823,0.0974997115957502,0.0026936573831355,1.18,27.03,37,-0.8,8.4,-52.4174727443548,0.0975369137883303
"3",2021-08-04 18:49:00,0.020319719668581,-0.0575361707307642,0.0584913714643559,-0.0173799140961082,1.175,27.03,36.9,-0.8,8.4,-70.548599596149,0.061018865523454
"4",2021-08-04 18:51:00,0.0594781445329247,-0.0801084248866031,0.0997694533160442,0.00103227898830083,1.192,27.03,37,-0.8,8.4,-53.4072021353161,0.0997747934845871
"5",2021-08-04 18:53:00,0.0215746638177272,-0.0724190104737298,0.0712694794042928,-0.0251125566656049,1.18,27.03,37,-0.8,8.4,-73.410449651521,0.0755644042975404
"6",2021-08-04 18:55:00,0.0340514862921829,-0.0441493408211587,0.0557325284759534,0.00159789966099035,1.185,27.03,36.9,-0.8,8.4,-52.3577304767636,0.0557554303512182
"7",2021-08-04 18:57:00,0.0146278286081253,-0.0531002878874482,0.0515570572360657,-0.0193774041779493,1.187,27.03,36.9,-0.8,8.4,-74.5984229156889,0.055078252909098
"8",2021-08-04 18:59:00,0.0343760316833418,-0.0637370915807884,0.0717701147166974,-0.00965292862420701,1.178,27.03,36.9,-0.8,8.4,-61.6601917435375,0.0724163544889684
"9",2021-08-04 19:01:00,0.0548712804700463,-0.0993801136254322,0.112652730260585,-0.0140223667567977,1.198,27.03,36.9,-0.8,8.4,-61.095355936656,0.113522087739022
"10",2021-08-04 19:03:00,0.0104849803875876,-0.0400455720829139,0.0385604652069441,-0.0150556693707056,1.191,27.03,37,-0.8,8.3,-75.3278187031325,0.0413954424686577
"11",2021-08-04 19:05:00,0.0312429893151313,-0.0688397781652866,0.0740567187816838,-0.0151868970656247,1.196,27.03,37,-0.8,8.3,-65.5890387857227,0.0755978798591024
"12",2021-08-04 19:07:00,0.0512150030485534,-0.0603138553907027,0.0788983574954052,0.0059822131256885,1.187,27.03,37.1,-0.8,8.3,-49.6640289566036,0.0791248234712339
"13",2021-08-04 19:09:00,0.0206284343474538,-0.0888079328200367,0.0839722163740352,-0.0355112392437603,1.18,27.03,36.9,-0.8,8.3,-76.9231482458006,0.0911722613265425
"14",2021-08-04 19:11:00,0.0268006351138615,-0.0951495136850753,0.0927305916497371,-0.0342453116397322,1.204,27.02,36.9,-0.8,8.3,-74.2691360076541,0.0988519296575068
"15",2021-08-04 19:13:00,0.0525616127217791,-0.0606183878048435,0.0799362467002996,0.00689264357424082,1.192,27.02,36.9,-0.8,8.3,-49.0717603475339,0.0802328615467047
"16",2021-08-04 19:15:00,0.0264455059729032,-0.0556390051755763,0.0605571791374419,-0.0113089229375055,1.181,27.02,37.1,-0.8,8.3,-64.5780181322162,0.0616040882011143
"17",2021-08-04 19:17:00,0.0296617584949333,-0.104425891330663,0.101917064939641,-0.0373831321762139,1.185,27.02,37,-0.8,8.3,-74.1430138060855,0.108556836252791
"18",2021-08-04 19:19:00,0.0592624161514706,-0.0722088753117817,0.0932517815009867,0.00550098980136872,1.19,27.02,37.1,-0.8,8.3,-50.623993104802,0.0934138942658024
