"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity"
"1",2021-05-22 13:00:00,"CT_739_CTD_Casting__052221_CG",29.8,38289.9,60371.98,29.3233333333333,NA,36.87923570167
"2",2021-05-22 13:00:30,"CT_739_CTD_Casting__052221_CG",29.82,38294,60376.08,29.3433333333333,NA,36.8666665204798
"3",2021-05-22 13:01:00,"CT_739_CTD_Casting__052221_CG",29.81,38331.6,60413.68,29.3333333333333,NA,36.9003254089773
"4",2021-05-22 13:01:30,"CT_739_CTD_Casting__052221_CG",29.74,38327.4,60409.48,29.2633333333333,NA,36.9514280981091
"5",2021-05-22 13:02:00,"CT_739_CTD_Casting__052221_CG",29.8,38327.4,60409.48,29.3233333333333,NA,36.9051319691699
"6",2021-05-22 13:02:30,"CT_739_CTD_Casting__052221_CG",29.78,38327.4,60409.48,29.3033333333333,NA,36.9205531341621
"7",2021-05-22 13:03:00,"CT_739_CTD_Casting__052221_CG",29.85,38331.6,60413.68,29.3733333333333,NA,36.8695240148106
"8",2021-05-22 13:03:30,"CT_739_CTD_Casting__052221_CG",29.83,38314.9,60396.98,29.3533333333333,NA,36.873393740797
"9",2021-05-22 13:04:00,"CT_739_CTD_Casting__052221_CG",29.86,38314.9,60396.98,29.3833333333333,NA,36.8503123468531
"10",2021-05-22 13:04:30,"CT_739_CTD_Casting__052221_CG",29.8,38306.5,60388.58,29.3233333333333,NA,36.8906987379305
"11",2021-05-22 13:05:00,"CT_739_CTD_Casting__052221_CG",29.84,38323.2,60405.28,29.3633333333333,NA,36.8714241879491
"12",2021-05-22 13:05:30,"CT_739_CTD_Casting__052221_CG",29.85,38348.3,60430.38,29.3733333333333,NA,36.8810452012782
"13",2021-05-22 13:06:00,"CT_739_CTD_Casting__052221_CG",29.88,38306.5,60388.58,29.4033333333333,NA,36.8291474826534
"14",2021-05-22 13:06:30,"CT_739_CTD_Casting__052221_CG",29.9,38310.7,60392.78,29.4233333333333,NA,36.8166808814771
"15",2021-05-22 13:07:00,"CT_739_CTD_Casting__052221_CG",29.82,38289.9,60371.98,29.3433333333333,NA,36.8638365649791
"16",2021-05-22 13:07:30,"CT_739_CTD_Casting__052221_CG",29.88,38327.4,60409.48,29.4033333333333,NA,36.843555852221
