date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-15T08:42:10Z,43725.4,23.47,318,53351.47023247188,0,0,53351.47023247188,53.35147023247188,36.435801297372976
2021-01-15T08:42:20Z,43038.6,23.47,318,52513.472415284115,0,5.370569280343716e-4,52513.47295234104,52.51347295234104,35.79200269960786
2021-01-15T08:42:30Z,42614.6,23.48,318,51996.12955784729,0,0.0010741138560687433,51996.13063196115,51.99613063196115,35.38747220170801
2021-01-15T08:42:40Z,42270.7,23.48,318,51576.52057512908,0,0.001611170784103115,51576.52218629986,51.57652218629986,35.06645967697391
2021-01-15T08:42:50Z,42077.8,23.48,318,51341.1539779603,0,0.0021482277121374865,51341.15612618801,51.34115612618801,34.88660318351308
2021-01-15T08:43:00Z,41851.2,23.47,318,51064.66838481127,0,0.0026852846401718583,51064.671070095916,51.06467107009592,34.68335958783027
2021-01-15T08:43:10Z,41680.1,23.47,318,50855.90101946354,0,0.00322234156820623,50855.90424180511,50.85590424180511,34.5240694476635
2021-01-15T08:43:20Z,41528.8,23.47,318,50671.29258943951,0,0.0037593984962406013,50671.296348838005,50.671296348838005,34.38330952930192
2021-01-15T08:43:30Z,41381.4,23.47,318,50491.44273758529,0,0.004296455424274973,50491.44703404071,50.49144703404072,34.24626535693942
2021-01-15T08:43:40Z,41278.4,23.46,318,50365.7674679721,0,0.004833512352309345,50365.77230148445,50.365772301484455,34.1582780917197
2021-01-15T08:43:50Z,41194.4,23.46,318,50263.27501508367,0,0.0053705692803437165,50263.28038565295,50.26328038565295,34.08023469824142
2021-01-15T08:44:00Z,41064.1,23.46,318,50104.28969828174,0,0.005907626208378088,50104.29560590795,50.10429560590795,33.959229799717825
2021-01-15T08:44:10Z,41014.7,23.46,318,50044.01437479735,0,0.00644468313641246,50044.02081948049,50.04402081948049,33.91337170513497
2021-01-15T08:44:20Z,40925.3,23.46,318,49934.933121366106,0,0.006981740064446832,49934.94010310617,49.93494010310617,33.830405888477515
2021-01-15T08:44:30Z,40863.8,23.46,318,49859.89400407279,0,0.007518796992481203,49859.90152286978,49.859901522869784,33.77335066795199
2021-01-15T08:44:40Z,40774.8,23.46,318,49751.30080994101,0,0.008055853920515575,49751.30886579493,49.751308865794925,33.690809404078
2021-01-15T08:44:50Z,40735.1,23.44,318,49702.86092446873,0,0.008592910848549946,49702.86951737958,49.70286951737958,33.66922545986247
2021-01-15T08:45:00Z,40698.4,23.44,318,49658.081483742484,0,0.009129967776584319,49658.09061371026,49.65809061371026,33.63518821611546
2021-01-15T08:45:10Z,40640.4,23.44,318,49587.31288531952,0,0.00966702470461869,49587.32255234423,49.58732255234423,33.581407083097034
2021-01-15T08:45:20Z,40613,23.44,318,49553.88082330591,0,0.01020408163265306,49553.891027387544,49.55389102738754,33.556005007505625
2021-01-15T08:45:30Z,40588.7,23.44,318,49524.231220863185,0,0.010741138560687433,49524.241962001746,49.524241962001746,33.53347943661834
2021-01-15T08:45:40Z,40534,23.44,318,49457.48911166084,0,0.011278195488721804,49457.50038985633,49.45750038985633,33.482781820869036
2021-01-15T08:45:50Z,40506.6,23.44,318,49424.057049647236,0,0.011815252416756176,49424.06886489965,49.42406886489965,33.45739135417817
2021-01-15T08:46:00Z,40482.4,23.44,318,49394.529462029386,0,0.012352309344790547,49394.54181433873,49.39454181433873,33.43496873160607
2021-01-15T08:46:10Z,40433.9,23.44,318,49335.352271968804,0,0.01288936627282492,49335.365161335074,49.335365161335076,33.39003744307833
2021-01-15T08:46:20Z,40400.7,23.44,318,49294.8433501129,0,0.01342642320085929,49294.8567765361,49.2948567765361,33.35928588544201
2021-01-15T08:46:30Z,40406.7,23.44,318,49302.16423960493,0,0.013963480128893663,49302.17820308506,49.30217820308506,33.364843552181966
2021-01-15T08:46:40Z,40358.4,23.44,318,49243.23107919408,0,0.014500537056928034,49243.24557973114,49.243245579731145,33.32011209372912
2021-01-15T08:46:50Z,40340.3,23.44,318,49221.14639589313,0,0.015037593984962405,49221.16143348711,49.22116143348711,33.3033520220002
2021-01-15T08:47:00Z,40355.4,23.44,318,49239.57063444807,0,0.015574650912996778,49239.58620909898,49.23958620909898,33.317334838685696
2021-01-15T08:47:10Z,40304.1,23.44,318,49176.97702929121,0,0.01611170784103115,49176.993140999046,49.176993140999045,33.26983579401977
2021-01-15T08:47:20Z,40319.2,23.44,318,49195.40126784615,0,0.01664876476906552,49195.41791661092,49.19541791661092,33.283816432898945
2021-01-15T08:47:30Z,40289.1,23.44,318,49158.67480556113,0,0.017185821697099892,49158.69199138283,49.15869199138283,33.25594986140065
2021-01-15T08:47:40Z,40259,23.44,318,49121.94834327611,0,0.017722878625134265,49121.96606615474,49.12196606615474,33.22808689975891
2021-01-15T08:47:50Z,40237.9,23.44,318,49096.20321522914,0,0.018259935553168637,49096.2214751647,49.0962214751647,33.208557330336525
