date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-16T08:16:00Z,37500.8,23.59,316,50351.75422936956,0,0,50351.75422936956,50.35175422936956,34.04743531823992
2021-01-16T08:16:10Z,37432.1,23.6,316,50259.5117834602,0,7.485029940119761e-4,50259.51253196319,50.259512531963196,33.96974176842495
2021-01-16T08:16:20Z,37405.2,23.61,316,50223.393562281715,0,0.0014970059880239522,50223.3950592877,50.223395059287704,33.93467633929769
2021-01-16T08:16:30Z,37381.4,23.6,316,50191.43766398998,0,0.002245508982035928,50191.439909498964,50.19143990949897,33.91809126580129
2021-01-16T08:16:40Z,37339.8,23.6,316,50135.58197621954,0,0.0029940119760479044,50135.58497023152,50.13558497023152,33.87572019997256
2021-01-16T08:16:50Z,37310.1,23.59,316,50095.70423759496,0,0.0037425149700598802,50095.70798010993,50.095707980109935,33.853114934498315
2021-01-16T08:17:00Z,37277.4,23.59,316,50051.79844456387,0,0.004491017964071856,50051.802935581836,50.05180293558184,33.819811721521624
2021-01-16T08:17:10Z,37271.5,23.59,316,50043.876604231045,0,0.005239520958083832,50043.881843752,50.043881843752004,33.813803896034436
2021-01-16T08:17:20Z,37262.6,23.57,316,50031.926709491694,0,0.005988023952095809,50031.932697515644,50.03193269751564,33.82000744177038
2021-01-16T08:17:30Z,37236,23.56,316,49996.21129375386,0,0.006736526946107785,49996.21803028081,49.996218030280815,33.80054108480466
2021-01-16T08:17:40Z,37221.2,23.56,316,49976.339558681684,0,0.0074850299401197605,49976.34704371163,49.97634704371163,33.785462536937295
2021-01-16T08:17:50Z,37209.4,23.55,316,49960.49587801603,0,0.008233532934131737,49960.504111548966,49.960504111548964,33.78106899872106
2021-01-16T08:18:00Z,37182.8,23.55,316,49924.780462278206,0,0.008982035928143712,49924.789444314134,49.924789444314136,33.75396578699565
2021-01-16T08:18:10Z,37168.1,23.55,316,49905.04299568624,0,0.009730538922155689,49905.05272622516,49.905052726225165,33.73898940771377
2021-01-16T08:18:20Z,37165.1,23.54,316,49901.01494127972,0,0.010479041916167664,49901.02542032163,49.90102542032163,33.74355366574963
2021-01-16T08:18:30Z,37156.3,23.54,316,49889.19931502059,0,0.01122754491017964,49889.2105425655,49.8892105425655,33.73458698938836
2021-01-16T08:18:40Z,37171,23.54,316,49908.936781612545,0,0.011976047904191617,49908.94875766045,49.908948757660454,33.74956713998267
