date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-17T08:19:00Z,35419.6,23.73,319,50662.62243843749,NA,NA,NA,NA,NA,0,50662.62243843749,50.66262243843749,NA
2021-01-17T08:20:00Z,34797.1,23.76,319,49772.22609099349,NA,NA,NA,NA,NA,3.3456005352960856e-4,49772.22642555355,49.77222642555355,NA
2021-01-17T08:21:00Z,34879.1,23.78,319,49889.515248407806,NA,NA,NA,NA,NA,6.691201070592171e-4,49889.51591752791,49.88951591752791,NA
2021-01-17T08:22:00Z,34872.8,23.76,319,49880.504008265,NA,NA,NA,NA,NA,0.0010036801605888257,49880.50501194516,49.88050501194516,NA
2021-01-17T08:23:00Z,34929.7,23.76,319,49961.8912406659,NA,NA,NA,NA,NA,0.0013382402141184342,49961.89257890612,49.96189257890612,NA
2021-01-17T08:24:00Z,34901.2,23.75,319,49921.12610668653,NA,NA,NA,NA,NA,0.0016728002676480427,49921.1277794868,49.9211277794868,NA
2021-01-17T08:25:00Z,34894.9,23.73,319,49912.114866543736,NA,NA,NA,NA,NA,0.0020073603211776514,49912.11687390406,49.91211687390406,NA
2021-01-17T12:26:00Z,37686.7,29.62,319,53905.3815698275,110.398,29.652,0.894,872,1.10398,0.08263633322181331,53905.46420616072,53.90546420616072,32.262630918248746
2021-01-17T12:27:00Z,37683.1,29.76,319,53900.232289745894,110.382,29.652,0.893,872,1.10382,0.08297089327534292,53900.31526063917,53.90031526063917,32.16581701838917
2021-01-17T12:28:00Z,36161.1,29.64,319,51723.231099690056,110.041,29.652,0.859,872,1.1004099999999999,0.08330545332887253,51723.314405143385,51.723314405143384,30.788304573524243
2021-01-17T12:29:00Z,37458.3,29.66,319,53578.68835576131,110.398,29.652,0.894,872,1.10398,0.08364001338240214,53578.771995774696,53.578771995774694,32.016619322156785
2021-01-17T12:30:00Z,37579.3,29.7,319,53751.761380726326,110.317,29.652,0.886,872,1.10317,0.08397457343593175,53751.84535529976,53.751845355299764,32.106167925825304
2021-01-17T12:31:00Z,37715.4,29.74,319,53946.43277492251,110.252,29.652,0.88,872,1.10252,0.08430913348946135,53946.517084056,53.946517084056005,32.21010374311321
2021-01-17T12:32:00Z,37561.5,29.7,319,53726.30105143395,110.22,29.652,0.877,872,1.1022,0.08464369354299096,53726.385695127494,53.7263856951275,32.08909324992489
