date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-17T08:18:00Z,38737.4,23.83,316,50089.64575794352,NA,NA,NA,NA,NA,0,50089.64575794352,50.08964575794352,NA
2021-01-17T08:19:00Z,38671.2,23.82,316,50004.045419532165,NA,NA,NA,NA,NA,3.3444816053511704e-4,50004.045753980325,50.00404575398033,NA
2021-01-17T08:20:00Z,38702.7,23.79,316,50044.77669838349,NA,NA,NA,NA,NA,6.688963210702341e-4,50044.77736727981,50.044777367279806,NA
2021-01-17T08:21:00Z,38683.8,23.79,316,50020.3379310727,NA,NA,NA,NA,NA,0.001003344481605351,50020.33893441719,50.02033893441719,NA
2021-01-17T08:22:00Z,38683.8,23.79,316,50020.3379310727,NA,NA,NA,NA,NA,0.0013377926421404682,50020.33926886535,50.02033926886535,NA
2021-01-17T08:23:00Z,38649.1,23.79,316,49975.46887151267,NA,NA,NA,NA,NA,0.0016722408026755853,49975.47054375347,49.975470543753474,NA
2021-01-17T08:24:00Z,38548.5,23.77,316,49845.387390482734,NA,NA,NA,NA,NA,0.002006688963210702,49845.3893971717,49.8453893971717,NA
2021-01-17T10:24:00Z,41590.2,29.64,316,53778.47725975472,102.11,35.009,0.07,872,1.0211000000000001,0.042140468227424746,53778.51940022295,53.77851940022295,32.16401270552253
2021-01-17T10:25:00Z,40964.2,29.5,316,52969.02390861415,109.346,32.086,0.79,872,1.09346,0.04247491638795987,52969.06638353054,52.96906638353054,31.712955375772516
2021-01-17T10:26:00Z,40922.6,29.36,316,52915.23275940098,108.972,30.862,0.752,872,1.08972,0.04280936454849498,52915.27556876552,52.91527556876552,31.769047107452465
2021-01-17T10:27:00Z,40985.1,29.37,316,52996.04878886789,109.104,30.356,0.766,872,1.09104,0.0431438127090301,52996.0919326806,52.996091932680606,31.81688792033699
2021-01-17T10:28:00Z,40950.3,29.17,316,52951.050423660716,109.32,29.953,0.787,872,1.0932,0.043478260869565216,52951.09390192159,52.95109390192159,31.919168082263965
2021-01-17T10:29:00Z,40950.3,29.11,316,52951.050423660716,109.038,29.752,0.759,872,1.09038,0.04381270903010034,52951.09423636975,52.95109423636975,31.959129894734023
2021-01-17T10:30:00Z,40926.1,29.09,316,52919.758457051124,109.214,29.652,0.776,872,1.0921400000000001,0.04414715719063545,52919.802604208315,52.919802604208314,31.951263098338266
2021-01-17T10:31:00Z,40999,29.19,316,53014.022273821334,109.02,29.652,0.757,872,1.0902,0.044481605351170565,53014.066755426684,53.01406675542668,31.94845741238663
2021-01-17T10:32:00Z,41023.3,29.24,316,53045.443546078066,109.001,29.552,0.755,872,1.0900100000000001,0.044816053511705686,53045.488362131575,53.04548836213158,31.93643071342976
2021-01-17T10:33:00Z,41023.3,29.15,316,53045.443546078066,109.176,29.452,0.773,872,1.09176,0.0451505016722408,53045.48869657974,53.045488696579746,31.99637881445262
2021-01-17T10:34:00Z,40999,29.03,316,53014.022273821334,109.4,29.352,0.795,872,1.094,0.04548494983277592,53014.06775877117,53.01406775877117,32.05527792183626
2021-01-17T10:35:00Z,40964.2,28.97,316,52969.02390861415,109.284,29.252,0.783,872,1.09284,0.045819397993311035,52969.069728012146,52.969069728012144,32.06491345533452
2021-01-17T10:36:00Z,41037.3,29.2,316,53063.54633667866,109.044,29.352,0.76,872,1.09044,0.046153846153846156,53063.59249052481,53.06359249052481,31.97529544811594
2021-01-17T10:37:00Z,41012.9,29.12,316,53031.99575877477,109.19,29.352,0.774,872,1.0919,0.04648829431438127,53032.04224706908,53.032042247069086,32.0072942525647
2021-01-17T10:38:00Z,41058.2,29.22,316,53090.57121693238,109.206,29.352,0.776,872,1.09206,0.046822742474916385,53090.61803967485,53.09061803967485,31.98024693312467
2021-01-17T10:39:00Z,40978.1,29.06,316,52986.997393567595,109.349,29.252,0.79,872,1.09349,0.047157190635451506,52987.04455075823,52.987044550758235,32.016874914891496
2021-01-17T10:40:00Z,41023.3,29.08,316,53045.443546078066,109.43,29.252,0.798,872,1.0943,0.04749163879598662,53045.49103771686,53.045491037716864,32.04313744470739
2021-01-17T10:41:00Z,41023.3,29.1,316,53045.443546078066,109.317,29.252,0.787,872,1.09317,0.04782608695652174,53045.49137216502,53.045491372165024,32.02976688117116
2021-01-17T10:42:00Z,41047.7,29.15,316,53076.994123981945,109.187,29.252,0.774,872,1.09187,0.048160535117056855,53077.04228451706,53.07704228451706,32.01774300718395
2021-01-17T10:43:00Z,41065.1,29.25,316,53099.49330658553,109.171,29.252,0.772,872,1.0917100000000002,0.048494983277591976,53099.541801568805,53.099541801568805,31.966302604661255
2021-01-17T10:44:00Z,41012.9,29.16,316,53031.99575877477,109.073,29.252,0.762,872,1.09073,0.04882943143812709,53032.044588206205,53.032044588206205,31.98060871291302
2021-01-17T10:45:00Z,41058.2,29.24,316,53090.57121693238,109.238,29.352,0.779,872,1.0923800000000001,0.04916387959866221,53090.62038081198,53.090620380811984,31.966929914764506
