date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-17T15:15:20Z,36302.4,23,354,51043.57787958404,NA,NA,NA,NA,NA,-0,51043.57787958404,51.04357787958404,NA
2021-01-17T15:15:21Z,36305.5,23,354,51047.85009550989,NA,NA,NA,NA,NA,-1.3623978201634878e-4,51047.84995927011,51.04784995927011,NA
2021-01-17T15:15:22Z,36311.6,23,354,51056.25671394463,NA,NA,NA,NA,NA,-2.7247956403269756e-4,51056.25644146507,51.056256441465074,NA
2021-01-17T15:15:23Z,36302.4,22.99,354,51043.57787958404,NA,NA,NA,NA,NA,-4.0871934604904634e-4,51043.57747086469,51.0435774708647,NA
2021-01-17T15:15:24Z,36287.2,23,354,51022.63024020565,NA,NA,NA,NA,NA,-5.449591280653951e-4,51022.62969524653,51.02262969524653,NA
2021-01-17T15:15:25Z,36302.4,23,354,51043.57787958404,NA,NA,NA,NA,NA,-6.811989100817438e-4,51043.57719838513,51.04357719838513,NA
2021-01-17T15:15:26Z,36311.6,23,354,51056.25671394463,NA,NA,NA,NA,NA,-8.174386920980927e-4,51056.25589650594,51.056255896505945,NA
2021-01-17T15:15:27Z,36326.8,23,354,51077.20435332302,NA,NA,NA,NA,NA,-9.536784741144414e-4,51077.203399644546,51.077203399644546,NA
2021-01-17T15:15:28Z,36314.6,23,354,51060.391116453524,NA,NA,NA,NA,NA,-0.0010899182561307902,51060.39002653527,51.06039002653527,NA
2021-01-17T15:15:29Z,36278.1,23,354,51010.08921926202,NA,NA,NA,NA,NA,-0.001226158038147139,51010.08799310398,51.01008799310398,NA
2021-01-17T15:15:30Z,36293.3,23,354,51031.03685864041,NA,NA,NA,NA,NA,-0.0013623978201634877,51031.035496242584,51.03103549624259,NA
2021-01-17T15:15:31Z,36314.6,23,354,51060.391116453524,NA,NA,NA,NA,NA,-0.0014986376021798365,51060.38961781592,51.06038961781592,NA
2021-01-17T15:15:32Z,36259.8,22.99,354,50984.86936395779,NA,NA,NA,NA,NA,-0.0016348773841961854,50984.867729080404,50.984867729080406,NA
2021-01-17T15:15:33Z,36314.6,22.99,354,51060.391116453524,NA,NA,NA,NA,NA,-0.001771117166212534,51060.389345336356,51.060389345336354,NA
2021-01-17T15:15:34Z,36299.4,23,354,51039.44347707515,NA,NA,NA,NA,NA,-0.0019073569482288828,51039.4415697182,51.0394415697182,NA
2021-01-17T15:15:35Z,36299.4,22.99,354,51039.44347707515,NA,NA,NA,NA,NA,-0.0020435967302452314,51039.441433478416,51.039441433478416,NA
2021-01-17T15:15:36Z,36305.5,22.99,354,51047.85009550989,NA,NA,NA,NA,NA,-0.0021798365122615805,51047.84791567338,51.04784791567338,NA
2021-01-17T15:15:37Z,36302.4,22.99,354,51043.57787958404,NA,NA,NA,NA,NA,-0.002316076294277929,51043.575563507744,51.043575563507744,NA
2021-01-17T15:15:38Z,36293.3,23,354,51031.03685864041,NA,NA,NA,NA,NA,-0.002452316076294278,51031.03440632433,51.03103440632433,NA
2021-01-17T15:15:39Z,36314.6,22.99,354,51060.391116453524,NA,NA,NA,NA,NA,-0.0025885558583106268,51060.38852789767,51.060388527897665,NA
2021-01-17T15:15:40Z,36305.5,22.99,354,51047.85009550989,NA,NA,NA,NA,NA,-0.0027247956403269754,51047.847370714255,51.04784737071426,NA
2021-01-17T15:15:41Z,36287.2,22.99,354,51022.63024020565,NA,NA,NA,NA,NA,-0.0028610354223433244,51022.62737917023,51.02262737917023,NA
2021-01-17T15:15:42Z,36290.2,22.99,354,51026.764642714545,NA,NA,NA,NA,NA,-0.002997275204359673,51026.76164543934,51.02676164543934,NA
2021-01-17T15:15:43Z,36293.3,22.99,354,51031.03685864041,NA,NA,NA,NA,NA,-0.0031335149863760217,51031.033725125424,51.031033725125425,NA
2021-01-17T15:15:44Z,36284.1,22.99,354,51018.3580242798,NA,NA,NA,NA,NA,-0.0032697547683923707,51018.35475452503,51.018354754525035,NA
2021-01-17T15:15:45Z,36290.2,22.99,354,51026.764642714545,NA,NA,NA,NA,NA,-0.0034059945504087193,51026.76123671999,51.02676123671999,NA
2021-01-17T15:15:46Z,36293.3,23,354,51031.03685864041,NA,NA,NA,NA,NA,-0.003542234332425068,51031.03331640607,51.031033316406074,NA
2021-01-17T15:15:47Z,36302.4,22.99,354,51043.57787958404,NA,NA,NA,NA,NA,-0.003678474114441417,51043.57420110992,51.04357420110992,NA
2021-01-17T15:15:48Z,36317.7,22.99,354,51064.66333237937,NA,NA,NA,NA,NA,-0.0038147138964577656,51064.659517665474,51.064659517665476,NA
2021-01-17T15:15:49Z,36293.3,22.99,354,51031.03685864041,NA,NA,NA,NA,NA,-0.003950953678474115,51031.03290768673,51.03103290768673,NA
2021-01-17T15:15:50Z,36272,23,354,51001.68260082728,NA,NA,NA,NA,NA,-0.004087193460490463,51001.678513633815,51.00167851363381,NA
2021-01-17T15:15:51Z,36284.1,22.99,354,51018.3580242798,NA,NA,NA,NA,NA,-0.004223433242506812,51018.353800846555,51.018353800846555,NA
2021-01-17T15:15:52Z,36284.1,22.99,354,51018.3580242798,NA,NA,NA,NA,NA,-0.004359673024523161,51018.35366460677,51.01835366460677,NA
2021-01-17T15:15:53Z,36272,23,354,51001.68260082728,NA,NA,NA,NA,NA,-0.004495912806539509,51001.67810491447,51.00167810491447,NA
2021-01-17T15:15:54Z,36287.2,22.99,354,51022.63024020565,NA,NA,NA,NA,NA,-0.004632152588555858,51022.625608053066,51.02262560805307,NA
2021-01-17T15:15:55Z,36293.3,22.99,354,51031.03685864041,NA,NA,NA,NA,NA,-0.004768392370572207,51031.03209024804,51.03103209024804,NA
2021-01-17T15:15:56Z,36293.3,22.99,354,51031.03685864041,NA,NA,NA,NA,NA,-0.004904632152588556,51031.03195400826,51.031031954008256,NA
2021-01-17T15:15:57Z,36275,22.99,354,51005.81700333617,NA,NA,NA,NA,NA,-0.0050408719346049045,51005.811962464235,51.005811962464236,NA
2021-01-17T15:15:58Z,36293.3,22.99,354,51031.03685864041,NA,NA,NA,NA,NA,-0.0051771117166212535,51031.03168152869,51.031031681528695,NA
2021-01-17T15:15:59Z,36299.4,22.99,354,51039.44347707515,NA,NA,NA,NA,NA,-0.005313351498637603,51039.43816372365,51.03943816372365,NA
2021-01-17T15:16:00Z,36275,22.99,354,51005.81700333617,NA,NA,NA,NA,NA,-0.005449591280653951,51005.81155374489,51.00581155374489,NA
2021-01-17T15:16:01Z,36259.8,22.99,354,50984.86936395779,NA,NA,NA,NA,NA,-0.0055858310626703,50984.863778126724,50.98486377812672,NA
2021-01-17T15:16:02Z,36275,22.99,354,51005.81700333617,NA,NA,NA,NA,NA,-0.005722070844686649,51005.81128126532,51.00581128126532,NA
2021-01-17T15:16:03Z,36259.8,22.99,354,50984.86936395779,NA,NA,NA,NA,NA,-0.005858310626702997,50984.86350564716,50.98486350564716,NA
2021-01-17T15:16:04Z,36293.3,22.99,354,51031.03685864041,NA,NA,NA,NA,NA,-0.005994550408719346,51031.03086409,51.03103086409,NA
2021-01-17T15:16:05Z,36272,22.99,354,51001.68260082728,NA,NA,NA,NA,NA,-0.006130790190735695,51001.676470037084,51.00167647003708,NA
2021-01-17T15:16:06Z,36241.5,22.99,354,50959.64950865356,NA,NA,NA,NA,NA,-0.006267029972752043,50959.643241623584,50.95964324162359,NA
2021-01-17T15:16:07Z,36275,22.99,354,51005.81700333617,NA,NA,NA,NA,NA,-0.006403269754768392,51005.81060006641,51.00581060006641,NA
2021-01-17T15:16:08Z,36275,23,354,51005.81700333617,NA,NA,NA,NA,NA,-0.006539509536784741,51005.81046382663,51.005810463826634,NA
2021-01-17T15:16:09Z,36293.3,23,354,51031.03685864041,NA,NA,NA,NA,NA,-0.00667574931880109,51031.03018289109,51.03103018289109,NA
