date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-12T15:46:00Z,41680.1,23.53,318,51193.32920175475,0,-0,51193.32920175475,51.19332920175475,34.734417387335625
2021-01-12T15:46:10Z,41522.5,23.53,318,50999.75796075014,0,-1.0949304719150334e-4,50999.75785125709,50.999757851257094,34.586856822928944
2021-01-12T15:46:20Z,41381.4,23.53,318,50826.452744343085,0,-2.1898609438300668e-4,50826.45252535699,50.82645252535699,34.454829760455894
2021-01-12T15:46:30Z,41259.7,23.52,318,50676.9754598871,0,-3.2847914157451e-4,50676.97513140796,50.676975131407964,34.34878195019497
2021-01-12T15:46:40Z,41209.9,23.53,318,50615.808912919914,0,-4.3797218876601336e-4,50615.80847494773,50.61580847494773,34.294465027210464
2021-01-12T15:46:50Z,41154,23.53,318,50547.150078071194,0,-5.474652359575167e-4,50547.14953060596,50.54714953060596,34.24222003589424
2021-01-12T15:47:00Z,41082.7,23.53,318,50459.57628693141,0,-6.5695828314902e-4,50459.57562997313,50.45957562997313,34.17560020730399
2021-01-12T15:47:10Z,41051.8,23.53,318,50421.623549957796,0,-7.664513303405234e-4,50421.622783506464,50.421622783506464,34.146734796038665
2021-01-12T15:47:20Z,40999.3,23.52,318,50357.14074442009,0,-8.759443775320267e-4,50357.13986847571,50.357139868475706,34.10540656255152
2021-01-12T15:47:30Z,40946.8,23.5,318,50292.65793888239,0,-9.8543742472353e-4,50292.656953444966,50.29265695344497,34.07177004997296
2021-01-12T15:47:40Z,40925.3,23.5,318,50266.2506947098,0,-0.0010949304719150333,50266.24959977933,50.26624959977933,34.051683047269016
2021-01-12T15:47:50Z,40885.3,23.5,318,50217.12093810964,0,-0.0012044235191065367,50217.11973368612,50.217119733686125,34.01431689857216
2021-01-12T15:48:00Z,40839.2,23.49,318,50160.498893627955,0,-0.00131391656629804,50160.49757971139,50.16049757971139,33.97894048006473
2021-01-12T15:48:10Z,40787.1,23.49,318,50096.50738565625,0,-0.0014234096134895435,50096.505962246636,50.09650596224664,33.93027913137176
2021-01-12T15:48:20Z,40771.8,23.48,318,50077.7152537567,0,-0.0015329026606810468,50077.713720854044,50.07771372085404,33.92365931705346
2021-01-12T15:48:30Z,40781,23.48,318,50089.01509777473,0,-0.0016423957078725501,50089.01345537903,50.089013455379025,33.93225264122415
2021-01-12T15:48:40Z,40701.4,23.48,318,49991.246882140425,0,-0.0017518887550640534,49991.24513025167,49.99124513025167,33.85791218349294
2021-01-12T15:48:50Z,40719.8,23.47,318,50013.846570176494,0,-0.0018613818022555568,50013.84470879469,50.01384470879469,33.882754007633984
2021-01-12T15:49:00Z,40701.4,23.47,318,49991.246882140425,0,-0.00197087484944706,49991.244911265574,49.991244911265575,33.86556800051529
2021-01-12T15:49:10Z,40652.6,23.47,318,49931.308579088225,0,-0.0020803678966385634,49931.306498720325,49.931306498720325,33.81999446303712
2021-01-12T15:49:20Z,40655.7,23.47,318,49935.116135224736,0,-0.0021898609438300667,49935.113945363795,49.935113945363796,33.82288912945776
2021-01-12T15:49:30Z,40628.2,23.46,318,49901.33942756213,0,-0.00229935399102157,49901.33712820814,49.90133712820814,33.80485416979457
2021-01-12T15:49:40Z,40631.3,23.46,318,49905.14698369865,0,-0.0024088470382130733,49905.14457485161,49.90514457485161,33.807749202580865
2021-01-12T15:49:50Z,40600.8,23.46,318,49867.68554429103,0,-0.0025183400854045766,49867.683025950944,49.867683025950946,33.7792665970389
2021-01-12T15:50:00Z,40606.9,23.46,318,49875.17783217255,0,-0.00262783313259608,49875.175204339415,49.87517520433941,33.78496271833979
2021-01-12T15:50:10Z,40570.4,23.46,318,49830.34692927491,0,-0.0027373261797875837,49830.34419194873,49.83034419194873,33.7508810241558
2021-01-12T15:50:20Z,40582.6,23.44,318,49845.33150503795,0,-0.002846819226979087,49845.32865821873,49.845328658218726,33.77754685475438
2021-01-12T15:50:30Z,40567.4,23.44,318,49826.6621975299,0,-0.0029563122741705903,49826.659241217625,49.82665924121763,33.76334813510846
2021-01-12T15:50:40Z,40530.9,23.44,318,49781.831294632255,0,-0.0030658053213620936,49781.82822882693,49.78182822882693,33.72925644746262
2021-01-12T15:50:50Z,40549.1,23.44,318,49804.185333885325,0,-0.003175298368553597,49804.182158586955,49.804182158586954,33.746254793914716
2021-01-12T15:51:00Z,40524.8,23.44,318,49774.339006750735,0,-0.0032847914157451003,49774.335721959316,49.77433572195932,33.723559303985205
2021-01-12T15:51:10Z,40527.9,23.44,318,49778.14656288724,0,-0.0033942844629366036,49778.14316860278,49.77814316860278,33.72645438698789
2021-01-12T15:51:20Z,40524.8,23.44,318,49774.339006750735,0,-0.003503777510128107,49774.33550297323,49.77433550297323,33.72355913747501
2021-01-12T15:51:30Z,40479.3,23.44,318,49718.45390861805,0,-0.00361327055731961,49718.450295347495,49.718450295347495,33.68106994459068
2021-01-12T15:51:40Z,40491.5,23.44,318,49733.4384843811,0,-0.0037227636045111135,49733.43476161749,49.733434761617495,33.6924617263498
2021-01-12T15:51:50Z,40482.4,23.43,318,49722.26146475456,0,-0.003832256651702617,49722.25763249791,49.72225763249791,33.691584391562564
2021-01-12T15:52:00Z,40464.2,23.43,318,49699.907425501486,0,-0.00394174969889412,49699.90348375179,49.69990348375179,33.674586834439246
2021-01-12T15:52:10Z,40488.4,23.43,318,49729.63092824459,0,-0.004051242746085624,49729.62687700184,49.72962687700184,33.697188080801
2021-01-12T15:52:20Z,40458.1,23.43,318,49692.415137619966,0,-0.004160735793277127,49692.41097688417,49.692410976884176,33.6688900114781
2021-01-12T15:52:30Z,40452.1,23.43,318,49685.04567412994,0,-0.0042702288404686305,49685.0414039011,49.6850414039011,33.66328680606371
2021-01-12T15:52:40Z,40479.3,23.43,318,49718.45390861805,0,-0.004379721887660133,49718.44952889616,49.718449528896166,33.68868870671003
2021-01-12T15:52:50Z,40455.1,23.43,318,49688.73040587495,0,-0.004489214934851637,49688.72591666001,49.68872591666001,33.66608818248836
2021-01-12T15:53:00Z,40418.8,23.43,318,49644.14515176032,0,-0.00459870798204314,49644.14055305234,49.64414055305234,33.6321918688594
2021-01-12T15:53:10Z,40430.9,23.42,318,49659.00690313186,0,-0.004708201029234644,49659.002194930836,49.659002194930835,33.65110165705743
2021-01-12T15:53:20Z,40424.8,23.42,318,49651.514615250344,0,-0.004817694076426147,49651.50979755627,49.651509797556265,33.64540441616012
2021-01-12T15:53:30Z,40430.9,23.42,318,49659.00690313186,0,-0.00492718712361765,49659.00197594474,49.65900197594474,33.65110149053758
2021-01-12T15:53:40Z,40433.9,23.42,318,49662.69163487687,0,-0.005036680170809153,49662.6865981967,49.6626865981967,33.65390334318325
2021-01-12T15:53:50Z,40385.6,23.42,318,49603.36745378218,0,-0.005146173218000657,49603.362307608964,49.60336230760897,33.608796508226696
2021-01-12T15:54:00Z,40388.6,23.42,318,49607.052185527195,0,-0.00525566626519216,49607.04692986093,49.607046929860935,33.61159781226181
2021-01-11T09:57:00Z,0,27.45,318,0,0,1.175298368553597,1.175298368553597,0.001175298368553597,NA
2021-01-11T09:57:10Z,44707.3,27.45,318,54911.469181254615,0,1.1751888755064053,54912.644370130125,54.912644370130124,34.48125041645072
2021-01-11T09:57:20Z,44630.3,27.51,318,54816.89439979931,0,1.1750793824592138,54818.06947918177,54.81806947918177,34.370300399407185
2021-01-11T09:57:30Z,44721.3,27.54,318,54928.66459606467,0,1.1749698894120224,54929.839565954084,54.92983956595408,34.42710940218707
2021-01-11T09:57:40Z,44421.5,27.51,318,54560.43707034649,0,1.1748603963648308,54561.61193074285,54.561611930742856,34.18941116658844
2021-01-11T09:57:50Z,44595.4,27.55,318,54774.02868716567,0,1.1747509033176393,54775.20343806899,54.77520343806899,34.310723199908665
