"Plot Title: CT_515_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 21113515, SEN S/N: 21113515)","Temp, °C (LGR S/N: 21113515, SEN S/N: 21113515)","Specific Conductance, μS/cm (LGR S/N: 21113515)","Salinity, ppt (LGR S/N: 21113515)"
1,06/07/21 01:20:00 PM,0.0,24.01,,
2,06/07/21 01:40:00 PM,0.0,24.28,,
3,06/07/21 02:00:00 PM,0.0,24.08,,
4,06/07/21 02:20:00 PM,0.0,23.97,,
5,06/07/21 02:40:00 PM,0.0,24.15,,
6,06/07/21 03:00:00 PM,0.0,25.22,,
7,06/07/21 03:20:00 PM,50168.5,28.68,53785.7,35.5357
8,06/07/21 03:40:00 PM,53045.0,28.76,56790.0,37.7821
9,06/07/21 04:00:00 PM,52660.2,28.74,56398.5,37.4880
10,06/07/21 04:20:00 PM,52356.5,28.69,56125.1,37.2829
11,06/07/21 04:40:00 PM,52054.8,28.68,55811.6,37.0480
12,06/07/21 05:00:00 PM,51763.4,28.60,55581.9,36.8760
13,06/07/21 05:20:00 PM,51618.4,28.55,55478.0,36.7982
14,06/07/21 05:40:00 PM,51502.0,28.50,55404.7,36.7434
15,06/07/21 06:00:00 PM,51498.0,28.46,55442.0,36.7713
16,06/07/21 06:20:00 PM,51490.0,28.40,55496.0,36.8117
17,06/07/21 06:40:00 PM,51482.0,28.35,55539.6,36.8443
18,06/07/21 07:00:00 PM,51614.4,28.29,55745.6,36.9985
19,06/07/21 07:20:00 PM,51739.2,28.23,55943.8,37.1470
20,06/07/21 07:40:00 PM,51892.7,28.19,56152.4,37.3034
21,06/07/21 08:00:00 PM,51836.1,28.15,56133.4,37.2891
22,06/07/21 08:20:00 PM,51771.5,28.10,56116.3,37.2763
23,06/07/21 08:40:00 PM,51727.1,28.04,56131.6,37.2878
24,06/07/21 09:00:00 PM,51694.9,27.96,56181.6,37.3253
25,06/07/21 09:20:00 PM,51630.5,27.91,56164.6,37.3125
26,06/07/21 09:40:00 PM,51618.4,27.83,56236.6,37.3665
27,06/07/21 10:00:00 PM,51526.1,27.78,56189.1,37.3309
28,06/07/21 10:20:00 PM,51538.1,27.71,56276.9,37.3968
29,06/07/21 10:40:00 PM,51466.0,27.68,56230.1,37.3617
30,06/07/21 11:00:00 PM,51490.0,27.65,56288.5,37.4054
31,06/07/21 11:20:00 PM,51437.9,27.64,56242.1,37.3707
32,06/07/21 11:40:00 PM,51441.9,27.64,56246.5,37.3739
33,06/08/21 12:00:00 AM,51458.0,27.61,56296.2,37.4112
34,06/08/21 12:20:00 AM,51462.0,27.62,56289.9,37.4065
35,06/08/21 12:40:00 AM,51462.0,27.62,56289.9,37.4065
36,06/08/21 01:00:00 AM,51478.0,27.66,56264.6,37.3876
37,06/08/21 01:20:00 AM,51506.0,27.68,56273.9,37.3945
38,06/08/21 01:40:00 AM,51445.9,27.70,56186.8,37.3292
39,06/08/21 02:00:00 AM,51502.0,27.70,56248.1,37.3752
40,06/08/21 02:20:00 AM,51530.1,27.70,56278.9,37.3982
41,06/08/21 02:40:00 AM,51514.1,27.71,56250.7,37.3771
42,06/08/21 03:00:00 AM,51542.1,27.70,56292.0,37.4081
43,06/08/21 03:20:00 AM,51526.1,27.70,56274.5,37.3950
44,06/08/21 03:40:00 AM,51522.1,27.71,56259.4,37.3837
45,06/08/21 04:00:00 AM,51590.3,27.74,56301.9,37.4156
46,06/08/21 04:20:00 AM,51574.3,27.70,56327.2,37.4345
