Serial Number:20555865 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2022-03-26 16:50:00,32.77,"8,159", , , , , 
2022-03-26 17:00:00,30.24,1, , , , , 
2022-03-26 17:10:00,30.59,41, , , , , 
2022-03-26 17:20:00,25.57,"5,001", , , , , 
2022-03-26 17:30:00,25.31,"2,006", , , , , 
2022-03-26 17:40:00,25.27,"1,577", , , , , 
2022-03-26 17:50:00,25.31,"1,172", , , , , 
2022-03-26 18:00:00,25.74,489, , , , , 
2022-03-26 18:10:00,29.00,40, , , , , 
2022-03-26 18:20:00,29.13,5, , , , , 
2022-03-26 18:30:00,29.04,0, , , , , 
2022-03-26 18:40:00,29.00,0, , , , , 
2022-03-26 18:50:00,29.00,0, , , , , 
2022-03-26 19:00:00,28.95,0, , , , , 
2022-03-26 19:10:00,28.91,0, , , , , 
2022-03-26 19:20:00,28.91,0, , , , , 
2022-03-26 19:30:00,29.00,0, , , , , 
2022-03-26 19:40:00,29.00,0, , , , , 
2022-03-26 19:50:00,28.95,0, , , , , 
2022-03-26 20:00:00,29.00,0, , , , , 
2022-03-26 20:10:00,28.95,0, , , , , 
2022-03-26 20:20:00,28.95,0, , , , , 
2022-03-26 20:30:00,29.00,0, , , , , 
2022-03-26 20:40:00,28.95,0, , , , , 
2022-03-26 20:50:00,28.95,0, , , , , 
2022-03-26 21:00:00,28.91,0, , , , , 
2022-03-26 21:10:00,28.91,0, , , , , 
2022-03-26 21:20:00,28.91,0, , , , , 
2022-03-26 21:30:00,28.91,0, , , , , 
2022-03-26 21:40:00,28.83,0, , , , , 
2022-03-26 21:50:00,28.87,0, , , , , 
2022-03-26 22:00:00,28.91,0, , , , , 
2022-03-26 22:10:00,28.87,0, , , , , 
2022-03-26 22:20:00,28.87,0, , , , , 
2022-03-26 22:30:00,28.83,0, , , , , 
2022-03-26 22:40:00,28.83,0, , , , , 
2022-03-26 22:50:00,28.83,0, , , , , 
2022-03-26 23:00:00,28.87,0, , , , , 
2022-03-26 23:10:00,28.87,0, , , , , 
2022-03-26 23:20:00,28.87,0, , , , , 
2022-03-26 23:30:00,28.87,0, , , , , 
2022-03-26 23:40:00,28.83,0, , , , , 
2022-03-26 23:50:00,28.87,0, , , , , 
2022-03-27 00:00:00,28.83,0, , , , , 
2022-03-27 00:10:00,28.83,0, , , , , 
2022-03-27 00:20:00,28.87,0, , , , , 
2022-03-27 00:30:00,28.83,0, , , , , 
2022-03-27 00:40:00,28.83,0, , , , , 
2022-03-27 00:50:00,28.87,0, , , , , 
2022-03-27 01:00:00,28.87,0, , , , , 
2022-03-27 01:10:00,28.83,0, , , , , 
2022-03-27 01:20:00,28.83,0, , , , , 
2022-03-27 01:30:00,28.78,0, , , , , 
2022-03-27 01:40:00,28.78,0, , , , , 
2022-03-27 01:50:00,28.74,0, , , , , 
2022-03-27 02:00:00,28.78,0, , , , , 
2022-03-27 02:10:00,28.78,0, , , , , 
2022-03-27 02:20:00,28.83,0, , , , , 
2022-03-27 02:30:00,28.78,0, , , , , 
2022-03-27 02:40:00,28.83,0, , , , , 
2022-03-27 02:50:00,28.83,0, , , , , 
2022-03-27 03:00:00,28.78,0, , , , , 
2022-03-27 03:10:00,28.83,0, , , , , 
2022-03-27 03:20:00,28.78,0, , , , , 
2022-03-27 03:30:00,28.83,0, , , , , 
2022-03-27 03:40:00,28.78,0, , , , , 
2022-03-27 03:50:00,28.78,0, , , , , 
2022-03-27 04:00:00,28.74,0, , , , , 
2022-03-27 04:10:00,28.78,0, , , , , 
2022-03-27 04:20:00,28.78,0, , , , , 
2022-03-27 04:30:00,28.74,0, , , , , 
2022-03-27 04:40:00,28.78,0, , , , , 
2022-03-27 04:50:00,28.74,0, , , , , 
2022-03-27 05:00:00,28.78,0, , , , , 
2022-03-27 05:10:00,28.74,0, , , , , 
2022-03-27 05:20:00,28.74,0, , , , , 
2022-03-27 05:30:00,28.70,0, , , , , 
2022-03-27 05:40:00,28.74,0, , , , , 
2022-03-27 05:50:00,28.70,7, , , , , 
2022-03-27 06:00:00,28.74,36, , , , , 
2022-03-27 06:10:00,28.74,260, , , , , 
2022-03-27 06:20:00,28.74,456, , , , , 
2022-03-27 06:30:00,28.70,"1,050", , , , , 
2022-03-27 06:40:00,28.74,"1,411", , , , , 
2022-03-27 06:50:00,28.91,"3,519", , , , , 
