date,DO_mg_L,Temperature
2022-06-07T10:02:00Z,7.938,27.522
2022-06-07T10:04:00Z,7.964,27.42
2022-06-07T10:06:00Z,7.976,27.369
2022-06-07T10:08:00Z,7.97,27.309
2022-06-07T10:10:00Z,7.999,27.259
2022-06-07T10:12:00Z,7.984,27.242
2022-06-07T10:14:00Z,7.978,27.208
2022-06-07T10:16:00Z,7.986,27.182
2022-06-07T10:18:00Z,7.988,27.216
2022-06-07T10:20:00Z,8.002,27.208
2022-06-07T10:22:00Z,7.991,27.208
2022-06-07T10:24:00Z,7.977,27.216
2022-06-07T10:26:00Z,7.96,27.233
2022-06-07T10:28:00Z,7.99,27.242
2022-06-07T10:30:00Z,7.978,27.225
2022-06-07T10:32:00Z,7.973,27.25
2022-06-07T10:34:00Z,7.987,27.267
2022-06-07T10:36:00Z,7.98,27.276
2022-06-07T10:38:00Z,7.984,27.276
2022-06-07T10:40:00Z,7.972,27.276
2022-06-07T10:42:00Z,7.981,27.292
2022-06-07T10:44:00Z,7.985,27.318
2022-06-07T10:46:00Z,7.952,27.326
2022-06-07T10:48:00Z,7.967,27.326
2022-06-07T10:50:00Z,7.952,27.36
2022-06-07T10:52:00Z,7.966,27.36
2022-06-07T10:54:00Z,7.959,27.403
2022-06-07T10:56:00Z,7.944,27.394
2022-06-07T10:58:00Z,7.952,27.42
2022-06-07T11:00:00Z,7.975,27.428
2022-06-07T11:02:00Z,7.955,27.445
2022-06-07T11:04:00Z,7.949,27.471
2022-06-07T11:06:00Z,7.934,27.471
2022-06-07T11:08:00Z,7.922,27.505
2022-06-07T11:10:00Z,7.93,27.53
2022-06-07T11:12:00Z,7.937,27.53
2022-06-07T11:14:00Z,7.925,27.556
2022-06-07T11:16:00Z,7.918,27.581
2022-06-07T11:18:00Z,7.908,27.573
2022-06-07T11:20:00Z,7.908,27.598
2022-06-07T11:22:00Z,7.924,27.615
2022-06-07T11:24:00Z,7.92,27.632
2022-06-07T11:26:00Z,7.9,27.641
2022-06-07T11:28:00Z,7.9,27.675
2022-06-07T11:30:00Z,7.89,27.692
2022-06-07T11:32:00Z,7.899,27.709
2022-06-07T11:34:00Z,7.895,27.735
2022-06-07T11:36:00Z,7.888,27.769
2022-06-07T11:38:00Z,7.892,27.794
2022-06-07T11:40:00Z,7.88,27.811
2022-06-07T11:42:00Z,7.873,27.828
2022-06-07T11:44:00Z,7.868,27.862
2022-06-07T11:46:00Z,7.861,27.862
2022-06-07T11:48:00Z,7.867,27.879
2022-06-07T11:50:00Z,7.849,27.913
2022-06-07T11:52:00Z,7.856,27.947
2022-06-07T11:54:00Z,7.862,27.973
2022-06-07T11:56:00Z,7.858,28.016
2022-06-07T11:58:00Z,7.842,28.033
2022-06-07T12:00:00Z,7.85,28.058
2022-06-07T12:02:00Z,7.835,28.084
2022-06-07T12:04:00Z,7.839,28.084
2022-06-07T12:06:00Z,7.837,28.109
2022-06-07T12:08:00Z,7.828,28.135
2022-06-07T12:10:00Z,7.814,28.152
2022-06-07T12:12:00Z,7.815,28.178
2022-06-07T12:14:00Z,7.825,28.195
2022-06-07T12:16:00Z,7.801,28.22
2022-06-07T12:18:00Z,7.807,28.229
2022-06-07T12:20:00Z,7.799,28.254
2022-06-07T12:22:00Z,7.804,28.289
2022-06-07T12:24:00Z,7.796,28.306
2022-06-07T12:26:00Z,7.795,28.314
2022-06-07T12:28:00Z,7.79,28.34
2022-06-07T12:30:00Z,7.789,28.365
2022-06-07T12:32:00Z,7.781,28.374
2022-06-07T12:34:00Z,7.788,28.374
2022-06-07T12:36:00Z,7.77,28.408
2022-06-07T12:38:00Z,7.792,28.417
2022-06-07T12:40:00Z,7.773,28.442
2022-06-07T12:42:00Z,7.765,28.468
2022-06-07T12:44:00Z,7.776,28.468
2022-06-07T12:46:00Z,7.78,28.485
2022-06-07T12:48:00Z,7.763,28.494
2022-06-07T12:50:00Z,7.769,28.511
2022-06-07T12:52:00Z,7.763,28.528
2022-06-07T12:54:00Z,7.768,28.545
2022-06-07T12:56:00Z,7.76,28.57
2022-06-07T12:58:00Z,7.742,28.57
2022-06-07T13:00:00Z,7.769,28.579
2022-06-07T13:02:00Z,7.773,28.588
2022-06-07T13:04:00Z,7.771,28.605
2022-06-07T13:06:00Z,7.765,28.596
2022-06-07T13:08:00Z,7.762,28.605
2022-06-07T13:10:00Z,7.749,28.639
2022-06-07T13:12:00Z,7.749,28.622
2022-06-07T13:14:00Z,7.752,28.656
2022-06-07T13:16:00Z,7.75,28.673
2022-06-07T13:18:00Z,7.73,28.707
2022-06-07T13:20:00Z,7.732,28.707
2022-06-07T13:22:00Z,7.736,28.707
2022-06-07T13:24:00Z,7.715,28.707
2022-06-07T13:26:00Z,7.728,28.716
2022-06-07T13:28:00Z,7.714,28.724
2022-06-07T13:30:00Z,7.719,28.707
2022-06-07T13:32:00Z,7.728,28.742
2022-06-07T13:34:00Z,7.723,28.724
2022-06-07T13:36:00Z,7.732,28.724
2022-06-07T13:38:00Z,7.721,28.75
2022-06-07T13:40:00Z,7.726,28.742
2022-06-07T13:42:00Z,7.727,28.75
2022-06-07T13:44:00Z,7.735,28.759
2022-06-07T13:46:00Z,7.718,28.776
2022-06-07T13:48:00Z,7.72,28.784
2022-06-07T13:50:00Z,7.715,28.827
2022-06-07T13:52:00Z,7.701,28.81
2022-06-07T13:54:00Z,7.702,28.827
2022-06-07T13:56:00Z,7.73,28.801
2022-06-07T13:58:00Z,7.707,28.819
2022-06-07T14:00:00Z,7.705,28.81
2022-06-07T14:02:00Z,7.7,28.827
2022-06-07T14:04:00Z,7.706,28.836
2022-06-07T14:06:00Z,7.703,28.836
2022-06-07T14:08:00Z,7.709,28.844
2022-06-07T14:10:00Z,7.715,28.861
2022-06-07T14:12:00Z,7.699,28.853
2022-06-07T14:14:00Z,7.717,28.87
2022-06-07T14:16:00Z,7.696,28.879
2022-06-07T14:18:00Z,7.711,28.87
2022-06-07T14:20:00Z,7.694,28.904
2022-06-07T14:22:00Z,7.683,28.913
2022-06-07T14:24:00Z,7.694,28.921
2022-06-07T14:26:00Z,7.692,28.947
2022-06-07T14:28:00Z,7.662,28.93
2022-06-07T14:30:00Z,7.686,28.956
2022-06-07T14:32:00Z,7.719,28.939
2022-06-07T14:34:00Z,7.697,28.956
2022-06-07T14:36:00Z,7.683,28.964
2022-06-07T14:38:00Z,7.68,28.964
2022-06-07T14:40:00Z,7.689,28.99
2022-06-07T14:42:00Z,7.68,28.981
2022-06-07T14:44:00Z,7.679,28.956
2022-06-07T14:46:00Z,7.7,28.964
2022-06-07T14:48:00Z,7.69,28.981
2022-06-07T14:50:00Z,7.684,28.981
2022-06-07T14:52:00Z,7.692,28.999
2022-06-07T14:54:00Z,7.697,28.999
2022-06-07T14:56:00Z,7.678,28.99
2022-06-07T14:58:00Z,7.672,28.999
2022-06-07T15:00:00Z,7.68,29.007
2022-06-07T15:02:00Z,7.675,29.007
2022-06-07T15:04:00Z,7.67,29.016
2022-06-07T15:06:00Z,7.666,29.033
2022-06-07T15:08:00Z,7.672,29.05
2022-06-07T15:10:00Z,7.659,29.05
2022-06-07T15:12:00Z,7.657,29.05
2022-06-07T15:14:00Z,7.675,29.033
2022-06-07T15:16:00Z,7.671,29.05
2022-06-07T15:18:00Z,7.662,29.041
2022-06-07T15:20:00Z,7.649,29.067
2022-06-07T15:22:00Z,7.654,29.076
2022-06-07T15:24:00Z,7.645,29.084
2022-06-07T15:26:00Z,7.666,29.093
2022-06-07T15:28:00Z,7.653,29.093
2022-06-07T15:30:00Z,7.646,29.119
2022-06-07T15:32:00Z,7.647,29.101
2022-06-07T15:34:00Z,7.673,29.11
2022-06-07T15:36:00Z,7.661,29.11
2022-06-07T15:38:00Z,7.653,29.101
2022-06-07T15:40:00Z,7.658,29.101
2022-06-07T15:42:00Z,7.657,29.101
2022-06-07T15:44:00Z,7.649,29.093
2022-06-07T15:46:00Z,7.657,29.093
2022-06-07T15:48:00Z,7.649,29.101
2022-06-07T15:50:00Z,7.646,29.093
2022-06-07T15:52:00Z,7.657,29.084
2022-06-07T15:54:00Z,7.648,29.076
2022-06-07T15:56:00Z,7.648,29.067
2022-06-07T15:58:00Z,7.646,29.059
2022-06-07T16:00:00Z,7.681,29.016
2022-06-07T16:02:00Z,7.655,29.016
2022-06-07T16:04:00Z,7.668,29.016
2022-06-07T16:06:00Z,7.654,29.016
2022-06-07T16:08:00Z,7.666,28.999
2022-06-07T16:10:00Z,7.654,28.99
2022-06-07T16:12:00Z,7.651,28.999
2022-06-07T16:14:00Z,7.672,28.99
2022-06-07T16:16:00Z,7.665,28.964
2022-06-07T16:18:00Z,7.67,28.964
2022-06-07T16:20:00Z,7.663,28.947
2022-06-07T16:22:00Z,7.676,28.947
2022-06-07T16:24:00Z,7.669,28.939
2022-06-07T16:26:00Z,7.684,28.913
2022-06-07T16:28:00Z,7.654,28.904
2022-06-07T16:30:00Z,7.669,28.887
2022-06-07T16:32:00Z,7.67,28.887
2022-06-07T16:34:00Z,7.687,28.879
2022-06-07T16:36:00Z,7.669,28.861
2022-06-07T16:38:00Z,7.674,28.844
2022-06-07T16:40:00Z,7.681,28.827
2022-06-07T16:42:00Z,7.679,28.844
2022-06-07T16:44:00Z,7.669,28.827
2022-06-07T16:46:00Z,7.681,28.793
2022-06-07T16:48:00Z,7.689,28.767
2022-06-07T16:50:00Z,7.705,28.776
2022-06-07T16:52:00Z,7.684,28.776
2022-06-07T16:54:00Z,7.699,28.776
2022-06-07T16:56:00Z,7.691,28.759
2022-06-07T16:58:00Z,7.7,28.742
2022-06-07T17:00:00Z,7.692,28.724
2022-06-07T17:02:00Z,7.701,28.733
2022-06-07T17:04:00Z,7.694,28.716
2022-06-07T17:06:00Z,7.699,28.699
2022-06-07T17:08:00Z,7.709,28.707
2022-06-07T17:10:00Z,7.702,28.673
2022-06-07T17:12:00Z,7.711,28.673
2022-06-07T17:14:00Z,7.691,28.69
2022-06-07T17:16:00Z,7.707,28.665
2022-06-07T17:18:00Z,7.7,28.639
2022-06-07T17:20:00Z,7.691,28.639
2022-06-07T17:22:00Z,7.716,28.622
2022-06-07T17:24:00Z,7.713,28.63
2022-06-07T17:26:00Z,7.699,28.605
2022-06-07T17:28:00Z,7.725,28.596
2022-06-07T17:30:00Z,7.718,28.579
2022-06-07T17:32:00Z,7.734,28.579
2022-06-07T17:34:00Z,7.725,28.553
2022-06-07T17:36:00Z,7.718,28.536
2022-06-07T17:38:00Z,7.73,28.528
2022-06-07T17:40:00Z,7.748,28.519
2022-06-07T17:42:00Z,7.732,28.494
2022-06-07T17:44:00Z,7.747,28.485
2022-06-07T17:46:00Z,7.75,28.485
2022-06-07T17:48:00Z,7.745,28.476
2022-06-07T17:50:00Z,7.744,28.451
2022-06-07T17:52:00Z,7.743,28.468
2022-06-07T17:54:00Z,7.744,28.451
2022-06-07T17:56:00Z,7.737,28.451
2022-06-07T17:58:00Z,7.748,28.451
2022-06-07T18:00:00Z,7.756,28.434
2022-06-07T18:02:00Z,7.748,28.417
2022-06-07T18:04:00Z,7.75,28.425
2022-06-07T18:06:00Z,7.75,28.417
2022-06-07T18:08:00Z,7.725,28.391
2022-06-07T18:10:00Z,7.771,28.382
2022-06-07T18:12:00Z,7.76,28.348
2022-06-07T18:14:00Z,7.746,28.374
2022-06-07T18:16:00Z,7.766,28.348
2022-06-07T18:18:00Z,7.749,28.34
2022-06-07T18:20:00Z,7.766,28.331
2022-06-07T18:22:00Z,7.759,28.314
2022-06-07T18:24:00Z,7.769,28.297
2022-06-07T18:26:00Z,7.776,28.297
2022-06-07T18:28:00Z,7.763,28.289
2022-06-07T18:30:00Z,7.768,28.271
2022-06-07T18:32:00Z,7.77,28.263
2022-06-07T18:34:00Z,7.768,28.246
2022-06-07T18:36:00Z,7.787,28.229
2022-06-07T18:38:00Z,7.758,28.246
2022-06-07T18:40:00Z,7.786,28.22
2022-06-07T18:42:00Z,7.784,28.195
2022-06-07T18:44:00Z,7.789,28.212
2022-06-07T18:46:00Z,7.776,28.178
2022-06-07T18:48:00Z,7.79,28.169
2022-06-07T18:50:00Z,7.784,28.152
2022-06-07T18:52:00Z,7.78,28.161
2022-06-07T18:54:00Z,7.792,28.135
2022-06-07T18:56:00Z,7.78,28.143
2022-06-07T18:58:00Z,7.791,28.109
2022-06-07T19:00:00Z,7.812,28.101
2022-06-07T19:02:00Z,7.778,28.126
2022-06-07T19:04:00Z,7.791,28.101
2022-06-07T19:06:00Z,7.789,28.084
2022-06-07T19:08:00Z,7.81,28.084
2022-06-07T19:10:00Z,7.807,28.075
2022-06-07T19:12:00Z,7.793,28.041
2022-06-07T19:14:00Z,7.799,28.007
2022-06-07T19:16:00Z,7.815,28.024
2022-06-07T19:18:00Z,7.799,28.007
2022-06-07T19:20:00Z,7.82,28.007
2022-06-07T19:22:00Z,7.821,27.981
2022-06-07T19:24:00Z,7.829,27.973
2022-06-07T19:26:00Z,7.823,27.964
2022-06-07T19:28:00Z,7.816,27.956
2022-06-07T19:30:00Z,7.813,27.956
2022-06-07T19:32:00Z,7.825,27.939
2022-06-07T19:34:00Z,7.811,27.913
2022-06-07T19:36:00Z,7.805,27.905
2022-06-07T19:38:00Z,7.838,27.888
2022-06-07T19:40:00Z,7.832,27.862
2022-06-07T19:42:00Z,7.825,27.854
2022-06-07T19:44:00Z,7.849,27.845
2022-06-07T19:46:00Z,7.837,27.811
2022-06-07T19:48:00Z,7.83,27.803
2022-06-07T19:50:00Z,7.831,27.794
2022-06-07T19:52:00Z,7.843,27.777
2022-06-07T19:54:00Z,7.839,27.76
2022-06-07T19:56:00Z,7.848,27.76
2022-06-07T19:58:00Z,7.827,27.752
2022-06-07T20:00:00Z,7.834,27.752
2022-06-07T20:02:00Z,7.833,27.743
2022-06-07T20:04:00Z,7.839,27.726
2022-06-07T20:06:00Z,7.827,27.709
2022-06-07T20:08:00Z,7.846,27.709
2022-06-07T20:10:00Z,7.847,27.692
2022-06-07T20:12:00Z,7.847,27.666
2022-06-07T20:14:00Z,7.838,27.658
2022-06-07T20:16:00Z,7.848,27.641
2022-06-07T20:18:00Z,7.85,27.624
2022-06-07T20:20:00Z,7.843,27.615
2022-06-07T20:22:00Z,7.844,27.615
2022-06-07T20:24:00Z,7.845,27.624
2022-06-07T20:26:00Z,7.834,27.615
2022-06-07T20:28:00Z,7.837,27.615
2022-06-07T20:30:00Z,7.831,27.624
2022-06-07T20:32:00Z,7.851,27.624
2022-06-07T20:34:00Z,7.851,27.624
2022-06-07T20:36:00Z,7.838,27.615
2022-06-07T20:38:00Z,7.846,27.607
2022-06-07T20:40:00Z,7.849,27.624
2022-06-07T20:42:00Z,7.816,27.607
2022-06-07T20:44:00Z,7.86,27.59
2022-06-07T20:46:00Z,7.838,27.598
2022-06-07T20:48:00Z,7.859,27.598
2022-06-07T20:50:00Z,7.842,27.598
2022-06-07T20:52:00Z,7.83,27.581
2022-06-07T20:54:00Z,7.856,27.573
2022-06-07T20:56:00Z,7.849,27.564
2022-06-07T20:58:00Z,7.851,27.564
2022-06-07T21:00:00Z,7.839,27.547
2022-06-07T21:02:00Z,7.855,27.547
2022-06-07T21:04:00Z,7.858,27.539
2022-06-07T21:06:00Z,7.831,27.539
2022-06-07T21:08:00Z,7.843,27.547
2022-06-07T21:10:00Z,7.828,27.539
2022-06-07T21:12:00Z,7.858,27.505
2022-06-07T21:14:00Z,7.853,27.505
2022-06-07T21:16:00Z,7.852,27.513
2022-06-07T21:18:00Z,7.844,27.496
