#,date,E_Conductivity,TempInSitu,Serial
4837,2021-01-09T17:17:00Z,45816.7,22.7,318
4838,2021-01-09T17:17:00Z,45802.2,22.6,318
4839,2021-01-09T17:17:00Z,45831.2,22.53,318
4840,2021-01-09T17:17:00Z,45849.4,22.45,318
4841,2021-01-09T17:17:00Z,45874.9,22.45,318
4842,2021-01-09T17:17:00Z,45849.4,22.47,318
4843,2021-01-09T17:17:00Z,45860.3,22.43,318
4844,2021-01-09T17:17:00Z,45864,22.45,318
4845,2021-01-09T17:17:00Z,45809.4,22.49,318
4846,2021-01-09T17:17:00Z,45896.7,22.51,318
4847,2021-01-09T17:17:00Z,45904,22.53,318
4848,2021-01-09T17:17:00Z,45955.1,22.54,318
4849,2021-01-09T17:17:00Z,45907.6,22.53,318
4850,2021-01-09T17:17:00Z,45885.8,22.51,318
4851,2021-01-09T17:17:00Z,45896.7,22.53,318
4852,2021-01-09T17:17:00Z,45929.5,22.54,318
4853,2021-01-09T17:17:00Z,45947.8,22.54,318
4854,2021-01-09T17:17:00Z,45929.5,22.5,318
4855,2021-01-09T17:17:00Z,45893.1,22.5,318
4856,2021-01-09T17:17:00Z,45914.9,22.49,318
4857,2021-01-09T17:17:00Z,45907.6,22.44,318
4858,2021-01-09T17:17:00Z,45918.6,22.43,318
4859,2021-01-09T17:17:00Z,45871.2,22.48,318
4860,2021-01-09T17:17:00Z,45904,22.48,318
4861,2021-01-09T17:18:00Z,45929.5,22.48,318
4862,2021-01-09T17:18:00Z,45933.2,22.5,318
4863,2021-01-09T17:18:00Z,45973.3,22.5,318
4864,2021-01-09T17:18:00Z,45958.7,22.51,318
4865,2021-01-09T17:18:00Z,45922.2,22.51,318
4866,2021-01-09T17:18:00Z,45944.1,22.53,318
4867,2021-01-09T17:18:00Z,45936.8,22.54,318
4868,2021-01-09T17:18:00Z,45969.7,22.54,318
4869,2021-01-09T17:18:00Z,45936.8,22.51,318
4870,2021-01-09T17:18:00Z,45918.6,22.53,318
4871,2021-01-09T17:18:00Z,45947.8,22.53,318
4872,2021-01-09T17:18:00Z,45947.8,22.53,318
4873,2021-01-09T17:18:00Z,45940.5,22.51,318
4874,2021-01-09T17:18:00Z,45925.9,22.51,318
4875,2021-01-09T17:18:00Z,45944.1,22.51,318
4876,2021-01-09T17:18:00Z,45962.4,22.53,318
4877,2021-01-09T17:18:00Z,45947.8,22.53,318
4878,2021-01-09T17:18:00Z,45947.8,22.54,318
4879,2021-01-09T17:18:00Z,45958.7,22.55,318
4880,2021-01-09T17:18:00Z,45962.4,22.55,318
4881,2021-01-09T17:18:00Z,45980.6,22.56,318
4882,2021-01-09T17:18:00Z,45966,22.56,318
4883,2021-01-09T17:18:00Z,45977,22.58,318
4884,2021-01-09T17:18:00Z,45980.6,22.56,318
4885,2021-01-09T17:18:00Z,45969.7,22.58,318
4886,2021-01-09T17:18:00Z,45969.7,22.58,318
4887,2021-01-09T17:18:00Z,45977,22.58,318
4888,2021-01-09T17:18:00Z,45987.9,22.59,318
4889,2021-01-09T17:18:00Z,45973.3,22.59,318
4890,2021-01-09T17:18:00Z,45973.3,22.59,318
4891,2021-01-09T17:18:00Z,46017.2,22.58,318
4892,2021-01-09T17:18:00Z,45991.6,22.58,318
4893,2021-01-09T17:18:00Z,46009.8,22.59,318
