#,date,E_Conductivity,TempInSitu,Serial
3310,2021-01-09T16:58:39Z,1371.2,23.1,338
3311,2021-01-09T16:58:40Z,1384.5,23.07,338
3312,2021-01-09T16:58:41Z,1372.3,22.95,338
3313,2021-01-09T16:58:42Z,1371.8,22.96,338
3314,2021-01-09T16:58:43Z,1375.1,22.95,338
3315,2021-01-09T16:58:44Z,1372.3,22.95,338
3316,2021-01-09T16:58:45Z,1371.8,22.92,338
3317,2021-01-09T16:58:46Z,1372.9,22.92,338
3318,2021-01-09T16:58:47Z,1372.3,22.93,338
3319,2021-01-09T16:58:48Z,1372.3,22.93,338
3320,2021-01-09T16:58:49Z,1372.3,22.92,338
3321,2021-01-09T16:58:50Z,1371.8,22.93,338
3322,2021-01-09T16:58:51Z,1372.3,22.93,338
3323,2021-01-09T16:58:52Z,1372.9,22.93,338
3324,2021-01-09T16:58:53Z,1372.3,22.95,338
3325,2021-01-09T16:58:54Z,1372.9,22.95,338
3326,2021-01-09T16:58:55Z,1371.8,22.93,338
3327,2021-01-09T16:58:56Z,1371.8,22.93,338
3328,2021-01-09T16:58:57Z,1373.4,22.92,338
3329,2021-01-09T16:58:58Z,1369.6,22.89,338
3330,2021-01-09T16:58:59Z,1371.2,22.9,338
3331,2021-01-09T16:59:00Z,1371.8,22.9,338
3332,2021-01-09T16:59:01Z,1372.3,22.9,338
3333,2021-01-09T16:59:02Z,1372.9,22.9,338
3334,2021-01-09T16:59:03Z,1372.9,22.91,338
3335,2021-01-09T16:59:04Z,1372.9,22.91,338
3336,2021-01-09T16:59:05Z,1372.9,22.91,338
3337,2021-01-09T16:59:06Z,1372.9,22.92,338
3338,2021-01-09T16:59:07Z,1373.4,22.92,338
3339,2021-01-09T16:59:08Z,1373.4,22.92,338
3340,2021-01-09T16:59:09Z,1373.4,22.92,338
3341,2021-01-09T16:59:10Z,1373.4,22.92,338
3342,2021-01-09T16:59:11Z,1373.4,22.92,338
3343,2021-01-09T16:59:12Z,1373.4,22.93,338
3344,2021-01-09T16:59:13Z,1373.4,22.93,338
3345,2021-01-09T16:59:14Z,1374,22.93,338
3346,2021-01-09T16:59:15Z,1373.4,22.93,338
3347,2021-01-09T16:59:16Z,1373.4,22.95,338
3348,2021-01-09T16:59:17Z,1374,22.95,338
3349,2021-01-09T16:59:18Z,1373.4,22.95,338
3350,2021-01-09T16:59:19Z,1373.4,22.95,338
3351,2021-01-09T16:59:20Z,1373.4,22.95,338
3352,2021-01-09T16:59:21Z,1373.4,22.95,338
3353,2021-01-09T16:59:22Z,1373.4,22.95,338
3354,2021-01-09T16:59:23Z,1373.4,22.95,338
3355,2021-01-09T16:59:24Z,1373.4,22.95,338
3356,2021-01-09T16:59:25Z,1373.4,22.95,338
3357,2021-01-09T16:59:26Z,1373.4,22.95,338
3358,2021-01-09T16:59:27Z,1373.4,22.96,338
3359,2021-01-09T16:59:28Z,1373.4,22.96,338
3360,2021-01-09T16:59:29Z,1373.4,22.95,338
3361,2021-01-09T16:59:30Z,1373.4,22.96,338
3362,2021-01-09T16:59:31Z,1373.4,22.96,338
3363,2021-01-09T16:59:32Z,1374,22.96,338
3364,2021-01-09T16:59:33Z,1374,22.96,338
3365,2021-01-09T16:59:34Z,1373.4,22.96,338
3366,2021-01-09T16:59:35Z,1374,22.96,338
3367,2021-01-09T16:59:36Z,1374,22.96,338
3368,2021-01-09T16:59:37Z,1374,22.97,338
3369,2021-01-09T16:59:38Z,1374,22.97,338
3370,2021-01-09T16:59:39Z,1374,22.97,338
3371,2021-01-09T16:59:40Z,1373.4,22.97,338
3372,2021-01-09T16:59:41Z,1374.5,22.97,338
3373,2021-01-09T16:59:42Z,1373.4,22.97,338
3374,2021-01-09T16:59:43Z,1374.5,22.97,338
3375,2021-01-09T16:59:44Z,1374,22.97,338
3376,2021-01-09T16:59:45Z,1374,22.98,338
3377,2021-01-09T16:59:46Z,1374.5,22.97,338
3378,2021-01-09T16:59:47Z,1374.5,22.98,338
3379,2021-01-09T16:59:48Z,1374.5,22.98,338
3380,2021-01-09T16:59:49Z,1374,22.98,338
3381,2021-01-09T16:59:50Z,1374,22.98,338
3382,2021-01-09T16:59:51Z,1374.5,22.98,338
3383,2021-01-09T16:59:52Z,1374.5,22.98,338
3384,2021-01-09T16:59:53Z,1374.5,22.98,338
3385,2021-01-09T16:59:54Z,1374.5,22.98,338
3386,2021-01-09T16:59:55Z,1374.5,22.98,338
3387,2021-01-09T16:59:56Z,1374,22.98,338
3388,2021-01-09T16:59:57Z,1374.5,22.99,338
3389,2021-01-09T16:59:58Z,1374.5,22.98,338
3390,2021-01-09T16:59:59Z,1374.5,22.98,338
3391,2021-01-09T17:00:00Z,1374.5,22.99,338
3392,2021-01-09T17:00:01Z,1374.5,22.99,338
3393,2021-01-09T17:00:02Z,1374.5,22.99,338
3394,2021-01-09T17:00:03Z,1374.5,22.99,338
3395,2021-01-09T17:00:04Z,1374.5,22.99,338
3396,2021-01-09T17:00:05Z,1374.5,22.99,338
3397,2021-01-09T17:00:06Z,1374.5,22.99,338
3398,2021-01-09T17:00:07Z,1374.5,22.99,338
3399,2021-01-09T17:00:08Z,1374.5,22.99,338
3400,2021-01-09T17:00:09Z,1374.5,22.99,338
3401,2021-01-09T17:00:10Z,1374.5,22.99,338
3402,2021-01-09T17:00:11Z,1374.5,22.99,338
3403,2021-01-09T17:00:12Z,1374.5,22.99,338
3404,2021-01-09T17:00:13Z,1374.5,22.99,338
3405,2021-01-09T17:00:14Z,1374.5,22.99,338
3406,2021-01-09T17:00:15Z,1374.5,22.99,338
3407,2021-01-09T17:00:16Z,1374.5,22.99,338
3408,2021-01-09T17:00:17Z,1374.5,22.99,338
3409,2021-01-09T17:00:18Z,1374.5,22.99,338
3410,2021-01-09T17:00:19Z,1374.5,22.99,338
3411,2021-01-09T17:00:20Z,1374.5,22.99,338
3412,2021-01-09T17:00:21Z,1374.5,22.99,338
3413,2021-01-09T17:00:22Z,1374,22.99,338
3414,2021-01-09T17:00:23Z,1374.5,22.99,338
3415,2021-01-09T17:00:24Z,1374.5,22.99,338
3416,2021-01-09T17:00:25Z,1374.5,22.98,338
3417,2021-01-09T17:00:26Z,1374,22.98,338
3418,2021-01-09T17:00:27Z,1374,22.98,338
3419,2021-01-09T17:00:28Z,1374.5,22.98,338
