#,date,E_Conductivity,TempInSitu,Serial
3239,2021-01-09T16:58:37Z,1395.7,23.14,331
3240,2021-01-09T16:58:38Z,1431.9,23.11,331
3241,2021-01-09T16:58:39Z,1431.9,23.09,331
3242,2021-01-09T16:58:40Z,1421.8,23.06,331
3243,2021-01-09T16:58:41Z,1427.1,23.05,331
3244,2021-01-09T16:58:42Z,1430.1,23.04,331
3245,2021-01-09T16:58:43Z,1405.8,23,331
3246,2021-01-09T16:58:44Z,1383.3,22.96,331
3247,2021-01-09T16:58:45Z,1378.6,22.98,331
3248,2021-01-09T16:58:46Z,1375.7,22.96,331
3249,2021-01-09T16:58:47Z,1375.7,22.98,331
3250,2021-01-09T16:58:48Z,1373.3,22.96,331
3251,2021-01-09T16:58:49Z,1372.7,22.96,331
3252,2021-01-09T16:58:50Z,1370.4,22.96,331
3253,2021-01-09T16:58:51Z,1369.8,22.98,331
3254,2021-01-09T16:58:52Z,1368.6,22.96,331
3255,2021-01-09T16:58:53Z,1367.4,22.98,331
3256,2021-01-09T16:58:54Z,1366.8,22.98,331
3257,2021-01-09T16:58:55Z,1365.1,22.98,331
3258,2021-01-09T16:58:56Z,1361.5,22.96,331
3259,2021-01-09T16:58:57Z,1359.8,22.96,331
3260,2021-01-09T16:58:58Z,1356.8,22.95,331
3261,2021-01-09T16:58:59Z,1356.3,22.94,331
3262,2021-01-09T16:59:00Z,1354.5,22.93,331
3263,2021-01-09T16:59:01Z,1355.7,22.94,331
3264,2021-01-09T16:59:02Z,1356.8,22.95,331
3265,2021-01-09T16:59:03Z,1358.6,22.95,331
3266,2021-01-09T16:59:04Z,1359.8,22.95,331
3267,2021-01-09T16:59:05Z,1359.8,22.95,331
3268,2021-01-09T16:59:06Z,1359.8,22.95,331
3269,2021-01-09T16:59:07Z,1359.8,22.95,331
3270,2021-01-09T16:59:08Z,1359.2,22.96,331
3271,2021-01-09T16:59:09Z,1359.8,22.96,331
3272,2021-01-09T16:59:10Z,1359.8,22.96,331
3273,2021-01-09T16:59:11Z,1360.4,22.98,331
3274,2021-01-09T16:59:12Z,1360.4,22.98,331
3275,2021-01-09T16:59:13Z,1360.4,22.98,331
3276,2021-01-09T16:59:14Z,1360.4,22.98,331
3277,2021-01-09T16:59:15Z,1360.4,22.98,331
3278,2021-01-09T16:59:16Z,1361,22.99,331
3279,2021-01-09T16:59:17Z,1360.4,22.99,331
3280,2021-01-09T16:59:18Z,1360.4,22.99,331
3281,2021-01-09T16:59:19Z,1360.4,22.99,331
3282,2021-01-09T16:59:20Z,1361,22.99,331
3283,2021-01-09T16:59:21Z,1361,23,331
3284,2021-01-09T16:59:22Z,1361,23,331
3285,2021-01-09T16:59:23Z,1361,23,331
3286,2021-01-09T16:59:24Z,1361,23,331
3287,2021-01-09T16:59:25Z,1361,23.01,331
3288,2021-01-09T16:59:26Z,1361,23.01,331
3289,2021-01-09T16:59:27Z,1361,23.01,331
3290,2021-01-09T16:59:28Z,1361,23.01,331
3291,2021-01-09T16:59:29Z,1361,23.01,331
3292,2021-01-09T16:59:30Z,1361,23.01,331
3293,2021-01-09T16:59:31Z,1361,23.01,331
3294,2021-01-09T16:59:32Z,1361,23.01,331
3295,2021-01-09T16:59:33Z,1361,23.03,331
3296,2021-01-09T16:59:34Z,1361,23.01,331
3297,2021-01-09T16:59:35Z,1361,23.03,331
3298,2021-01-09T16:59:36Z,1361,23.03,331
3299,2021-01-09T16:59:37Z,1361,23.03,331
3300,2021-01-09T16:59:38Z,1361,23.03,331
3301,2021-01-09T16:59:39Z,1361,23.03,331
3302,2021-01-09T16:59:40Z,1361,23.03,331
3303,2021-01-09T16:59:41Z,1361,23.03,331
3304,2021-01-09T16:59:42Z,1361,23.03,331
3305,2021-01-09T16:59:43Z,1360.4,23.03,331
3306,2021-01-09T16:59:44Z,1360.4,23.04,331
3307,2021-01-09T16:59:45Z,1360.4,23.03,331
3308,2021-01-09T16:59:46Z,1360.4,23.03,331
3309,2021-01-09T16:59:47Z,1360.4,23.03,331
3310,2021-01-09T16:59:48Z,1359.8,23.04,331
3311,2021-01-09T16:59:49Z,1360.4,23.04,331
3312,2021-01-09T16:59:50Z,1360.4,23.03,331
3313,2021-01-09T16:59:51Z,1359.8,23.04,331
3314,2021-01-09T16:59:52Z,1359.8,23.04,331
3315,2021-01-09T16:59:53Z,1359.8,23.04,331
3316,2021-01-09T16:59:54Z,1359.8,23.04,331
3317,2021-01-09T16:59:55Z,1359.8,23.04,331
3318,2021-01-09T16:59:56Z,1360.4,23.04,331
3319,2021-01-09T16:59:57Z,1359.8,23.03,331
3320,2021-01-09T16:59:58Z,1360.4,23.03,331
3321,2021-01-09T16:59:59Z,1359.8,23.03,331
3322,2021-01-09T17:00:00Z,1359.2,23.04,331
3323,2021-01-09T17:00:01Z,1359.8,23.04,331
3324,2021-01-09T17:00:02Z,1359.2,23.03,331
3325,2021-01-09T17:00:03Z,1359.2,23.04,331
3326,2021-01-09T17:00:04Z,1359.2,23.03,331
3327,2021-01-09T17:00:05Z,1359.2,23.04,331
3328,2021-01-09T17:00:06Z,1359.2,23.04,331
3329,2021-01-09T17:00:07Z,1359.2,23.04,331
3330,2021-01-09T17:00:08Z,1359.2,23.04,331
3331,2021-01-09T17:00:09Z,1359.2,23.03,331
3332,2021-01-09T17:00:10Z,1359.2,23.03,331
3333,2021-01-09T17:00:11Z,1359.2,23.03,331
3334,2021-01-09T17:00:12Z,1359.2,23.04,331
3335,2021-01-09T17:00:13Z,1359.2,23.04,331
3336,2021-01-09T17:00:14Z,1359.2,23.03,331
3337,2021-01-09T17:00:15Z,1359.2,23.04,331
3338,2021-01-09T17:00:16Z,1359.2,23.03,331
3339,2021-01-09T17:00:17Z,1358.6,23.03,331
3340,2021-01-09T17:00:18Z,1359.2,23.04,331
3341,2021-01-09T17:00:19Z,1359.2,23.03,331
3342,2021-01-09T17:00:20Z,1358.6,23.03,331
3343,2021-01-09T17:00:21Z,1359.2,23.03,331
3344,2021-01-09T17:00:22Z,1359.2,23.03,331
3345,2021-01-09T17:00:23Z,1358,23.03,331
3346,2021-01-09T17:00:24Z,1358.6,23.03,331
3347,2021-01-09T17:00:25Z,1358,23.03,331
3348,2021-01-09T17:00:26Z,1358,23.03,331
3349,2021-01-09T17:00:27Z,1358,23.03,331
3350,2021-01-09T17:00:28Z,1358,23.03,331
3351,2021-01-09T17:00:29Z,1358,23.03,331
3352,2021-01-09T17:00:30Z,1358,23.03,331
3353,2021-01-09T17:00:31Z,1358,23.03,331
3354,2021-01-09T17:00:32Z,1357.4,23.03,331
3355,2021-01-09T17:00:33Z,1358,23.03,331
3356,2021-01-09T17:00:34Z,1357.4,23.03,331
3357,2021-01-09T17:00:35Z,1357.4,23.03,331
3358,2021-01-09T17:00:36Z,1358,23.03,331
3359,2021-01-09T17:00:37Z,1358,23.01,331
3360,2021-01-09T17:00:38Z,1357.4,23.01,331
3361,2021-01-09T17:00:39Z,1357.4,23.03,331
3362,2021-01-09T17:00:40Z,1357.4,23.01,331
3363,2021-01-09T17:00:41Z,1357.4,23.03,331
3364,2021-01-09T17:00:42Z,1357.4,23.01,331
3365,2021-01-09T17:00:43Z,1357.4,23.01,331
3366,2021-01-09T17:00:44Z,1357.4,23.01,331
3367,2021-01-09T17:00:45Z,1357.4,23.01,331
3368,2021-01-09T17:00:46Z,1357.4,23.01,331
3369,2021-01-09T17:00:47Z,1357.4,23.01,331
3370,2021-01-09T17:00:48Z,1357.4,23.01,331
3371,2021-01-09T17:00:49Z,1357.4,23.01,331
3372,2021-01-09T17:00:50Z,1356.8,23.01,331
3373,2021-01-09T17:00:51Z,1357.4,23.01,331
3374,2021-01-09T17:00:52Z,1356.8,23.01,331
3375,2021-01-09T17:00:53Z,1356.8,23.01,331
3376,2021-01-09T17:00:54Z,1357.4,23.01,331
3377,2021-01-09T17:00:55Z,1356.8,23.01,331
3378,2021-01-09T17:00:56Z,1357.4,23.01,331
3379,2021-01-09T17:00:57Z,1356.8,23.01,331
3380,2021-01-09T17:00:58Z,1356.8,23.01,331
3381,2021-01-09T17:00:59Z,1357.4,23.01,331
3382,2021-01-09T17:01:00Z,1356.8,23.01,331
3383,2021-01-09T17:01:01Z,1357.4,23.01,331
3384,2021-01-09T17:01:02Z,1356.8,23.01,331
3385,2021-01-09T17:01:03Z,1357.4,23,331
3386,2021-01-09T17:01:04Z,1356.8,23.01,331
3387,2021-01-09T17:01:05Z,1356.8,23,331
3388,2021-01-09T17:01:06Z,1356.3,23,331
3389,2021-01-09T17:01:07Z,1356.3,23.01,331
3390,2021-01-09T17:01:08Z,1356.3,23,331
3391,2021-01-09T17:01:09Z,1356.8,23,331
3392,2021-01-09T17:01:10Z,1356.8,23,331
3393,2021-01-09T17:01:11Z,1356.8,23,331
3394,2021-01-09T17:01:12Z,1356.8,23,331
3395,2021-01-09T17:01:13Z,1356.3,23,331
3396,2021-01-09T17:01:14Z,1356.8,23,331
3397,2021-01-09T17:01:15Z,1356.8,23,331
3398,2021-01-09T17:01:16Z,1356.3,23,331
3399,2021-01-09T17:01:17Z,1356.3,23,331
3400,2021-01-09T17:01:18Z,1356.3,23,331
3401,2021-01-09T17:01:19Z,1356.3,23,331
3402,2021-01-09T17:01:20Z,1355.7,23,331
3403,2021-01-09T17:01:21Z,1356.3,23,331
3404,2021-01-09T17:01:22Z,1355.7,22.99,331
3405,2021-01-09T17:01:23Z,1355.7,23,331
3406,2021-01-09T17:01:24Z,1356.3,23,331
3407,2021-01-09T17:01:25Z,1356.3,23,331
3408,2021-01-09T17:01:26Z,1356.3,23,331
3409,2021-01-09T17:01:27Z,1356.3,22.99,331
3410,2021-01-09T17:01:28Z,1356.3,23,331
3411,2021-01-09T17:01:29Z,1356.3,23,331
3412,2021-01-09T17:01:30Z,1355.7,22.99,331
3413,2021-01-09T17:01:31Z,1355.7,22.99,331
3414,2021-01-09T17:01:32Z,1355.7,22.99,331
3415,2021-01-09T17:01:33Z,1356.3,22.99,331
3416,2021-01-09T17:01:34Z,1355.7,22.99,331
3417,2021-01-09T17:01:35Z,1355.7,22.99,331
3418,2021-01-09T17:01:36Z,1355.7,22.99,331
3419,2021-01-09T17:01:37Z,1355.7,22.99,331
3420,2021-01-09T17:01:38Z,1355.7,22.99,331
3421,2021-01-09T17:01:39Z,1356.3,22.99,331
3422,2021-01-09T17:01:40Z,1355.7,22.99,331
3423,2021-01-09T17:01:41Z,1355.7,22.99,331
3424,2021-01-09T17:01:42Z,1355.7,22.99,331
3425,2021-01-09T17:01:43Z,1355.7,22.99,331
3426,2021-01-09T17:01:44Z,1355.7,22.99,331
3427,2021-01-09T17:01:45Z,1355.7,22.99,331
3428,2021-01-09T17:01:46Z,1355.7,22.99,331
3429,2021-01-09T17:01:47Z,1355.7,22.99,331
3430,2021-01-09T17:01:48Z,1355.7,22.99,331
3431,2021-01-09T17:01:49Z,1355.7,22.99,331
3432,2021-01-09T17:01:50Z,1355.7,22.99,331
3433,2021-01-09T17:01:51Z,1355.7,22.99,331
3434,2021-01-09T17:01:52Z,1355.7,22.99,331
3435,2021-01-09T17:01:53Z,1355.7,22.99,331
3436,2021-01-09T17:01:54Z,1355.7,22.98,331
3437,2021-01-09T17:01:55Z,1355.7,22.98,331
3438,2021-01-09T17:01:56Z,1355.1,22.99,331
3439,2021-01-09T17:01:57Z,1355.1,22.99,331
3440,2021-01-09T17:01:58Z,1355.7,22.98,331
3441,2021-01-09T17:01:59Z,1355.1,22.98,331
3442,2021-01-09T17:02:00Z,1355.7,22.98,331
3443,2021-01-09T17:02:01Z,1355.7,22.98,331
3444,2021-01-09T17:02:02Z,1355.7,22.98,331
3445,2021-01-09T17:02:03Z,1355.1,22.98,331
3446,2021-01-09T17:02:04Z,1355.1,22.98,331
3447,2021-01-09T17:02:05Z,1355.7,22.98,331
3448,2021-01-09T17:02:06Z,1355.7,22.98,331
3449,2021-01-09T17:02:07Z,1355.1,22.98,331
3450,2021-01-09T17:02:08Z,1355.1,22.98,331
3451,2021-01-09T17:02:09Z,1355.7,22.98,331
3452,2021-01-09T17:02:10Z,1355.1,22.98,331
