#,date,E_Conductivity,TempInSitu,Serial
3541,2021-01-09T16:58:30Z,1401.5,23.13,337
3542,2021-01-09T16:58:31Z,1436.6,23.14,337
3543,2021-01-09T16:58:32Z,1436,23.09,337
3544,2021-01-09T16:58:33Z,1434.3,23.07,337
3545,2021-01-09T16:58:34Z,1436.6,23.07,337
3546,2021-01-09T16:58:35Z,1436,23.07,337
3547,2021-01-09T16:58:36Z,1436,23.05,337
3548,2021-01-09T16:58:37Z,1435.4,23.05,337
3549,2021-01-09T16:58:38Z,1434.3,23.03,337
3550,2021-01-09T16:58:39Z,1435.4,23.03,337
3551,2021-01-09T16:58:40Z,1435.4,23.03,337
3552,2021-01-09T16:58:41Z,1434.8,23.03,337
3553,2021-01-09T16:58:42Z,1434.8,23.03,337
3554,2021-01-09T16:58:43Z,1433.7,23.03,337
3555,2021-01-09T16:58:44Z,1436,23.02,337
3556,2021-01-09T16:58:45Z,1434.3,23,337
3557,2021-01-09T16:58:46Z,1434.8,22.99,337
3558,2021-01-09T16:58:47Z,1434.3,22.99,337
3559,2021-01-09T16:58:48Z,1434.3,22.99,337
3560,2021-01-09T16:58:49Z,1434.8,23,337
3561,2021-01-09T16:58:50Z,1434.8,22.99,337
3562,2021-01-09T16:58:51Z,1434.8,23,337
3563,2021-01-09T16:58:52Z,1434.8,23,337
3564,2021-01-09T16:58:53Z,1434.8,23,337
3565,2021-01-09T16:58:54Z,1434.8,22.99,337
3566,2021-01-09T16:58:55Z,1429.1,22.91,337
3567,2021-01-09T16:58:56Z,1429.1,22.89,337
3568,2021-01-09T16:58:57Z,1427.9,22.86,337
3569,2021-01-09T16:58:58Z,1429.1,22.87,337
3570,2021-01-09T16:58:59Z,1428.5,22.87,337
3571,2021-01-09T16:59:00Z,1429.1,22.88,337
3572,2021-01-09T16:59:01Z,1429.7,22.89,337
3573,2021-01-09T16:59:02Z,1429.7,22.91,337
3574,2021-01-09T16:59:03Z,1430.2,22.91,337
3575,2021-01-09T16:59:04Z,1430.2,22.92,337
3576,2021-01-09T16:59:05Z,1430.2,22.92,337
3577,2021-01-09T16:59:06Z,1430.2,22.93,337
3578,2021-01-09T16:59:07Z,1431.4,22.93,337
3579,2021-01-09T16:59:08Z,1431.4,22.93,337
3580,2021-01-09T16:59:09Z,1430.8,22.93,337
3581,2021-01-09T16:59:10Z,1431.4,22.93,337
3582,2021-01-09T16:59:11Z,1431.4,22.94,337
3583,2021-01-09T16:59:12Z,1432,22.94,337
3584,2021-01-09T16:59:13Z,1431.4,22.94,337
3585,2021-01-09T16:59:14Z,1431.4,22.94,337
3586,2021-01-09T16:59:15Z,1431.4,22.96,337
3587,2021-01-09T16:59:16Z,1432,22.96,337
3588,2021-01-09T16:59:17Z,1432,22.96,337
3589,2021-01-09T16:59:18Z,1432,22.96,337
3590,2021-01-09T16:59:19Z,1432,22.97,337
3591,2021-01-09T16:59:20Z,1432,22.97,337
3592,2021-01-09T16:59:21Z,1432.5,22.97,337
3593,2021-01-09T16:59:22Z,1432.5,22.97,337
3594,2021-01-09T16:59:23Z,1432.5,22.97,337
3595,2021-01-09T16:59:24Z,1432.5,22.98,337
3596,2021-01-09T16:59:25Z,1432.5,22.97,337
3597,2021-01-09T16:59:26Z,1432.5,22.98,337
3598,2021-01-09T16:59:27Z,1433.1,22.98,337
3599,2021-01-09T16:59:28Z,1432.5,22.98,337
3600,2021-01-09T16:59:29Z,1433.1,22.98,337
3601,2021-01-09T16:59:30Z,1433.1,22.99,337
3602,2021-01-09T16:59:31Z,1433.1,22.98,337
3603,2021-01-09T16:59:32Z,1433.1,22.99,337
3604,2021-01-09T16:59:33Z,1432.5,22.99,337
3605,2021-01-09T16:59:34Z,1433.1,22.99,337
3606,2021-01-09T16:59:35Z,1433.1,22.99,337
3607,2021-01-09T16:59:36Z,1433.1,22.99,337
3608,2021-01-09T16:59:37Z,1433.1,22.99,337
3609,2021-01-09T16:59:38Z,1433.1,22.99,337
3610,2021-01-09T16:59:39Z,1432.5,22.99,337
3611,2021-01-09T16:59:40Z,1432.5,22.99,337
3612,2021-01-09T16:59:41Z,1433.1,23,337
3613,2021-01-09T16:59:42Z,1433.1,22.99,337
3614,2021-01-09T16:59:43Z,1433.7,23,337
3615,2021-01-09T16:59:44Z,1433.7,23,337
3616,2021-01-09T16:59:45Z,1433.1,22.99,337
3617,2021-01-09T16:59:46Z,1433.1,23,337
3618,2021-01-09T16:59:47Z,1433.7,22.99,337
3619,2021-01-09T16:59:48Z,1433.1,22.99,337
3620,2021-01-09T16:59:49Z,1433.1,22.99,337
3621,2021-01-09T16:59:50Z,1433.7,23,337
3622,2021-01-09T16:59:51Z,1433.1,23,337
3623,2021-01-09T16:59:52Z,1433.7,23,337
3624,2021-01-09T16:59:53Z,1433.7,22.99,337
3625,2021-01-09T16:59:54Z,1433.7,22.99,337
3626,2021-01-09T16:59:55Z,1433.7,22.99,337
3627,2021-01-09T16:59:56Z,1433.7,23,337
3628,2021-01-09T16:59:57Z,1433.7,23,337
3629,2021-01-09T16:59:58Z,1433.7,22.99,337
3630,2021-01-09T16:59:59Z,1433.7,23,337
3631,2021-01-09T17:00:00Z,1433.7,22.99,337
3632,2021-01-09T17:00:01Z,1433.7,23,337
3633,2021-01-09T17:00:02Z,1433.7,22.99,337
3634,2021-01-09T17:00:03Z,1433.1,22.99,337
3635,2021-01-09T17:00:04Z,1433.7,23,337
3636,2021-01-09T17:00:05Z,1433.7,22.99,337
3637,2021-01-09T17:00:06Z,1433.7,22.99,337
3638,2021-01-09T17:00:07Z,1433.7,22.99,337
3639,2021-01-09T17:00:08Z,1433.7,22.99,337
3640,2021-01-09T17:00:09Z,1433.1,22.99,337
3641,2021-01-09T17:00:10Z,1433.7,22.99,337
3642,2021-01-09T17:00:11Z,1433.1,22.99,337
3643,2021-01-09T17:00:12Z,1433.7,22.99,337
3644,2021-01-09T17:00:13Z,1433.7,22.99,337
3645,2021-01-09T17:00:14Z,1433.7,22.99,337
3646,2021-01-09T17:00:15Z,1433.7,22.99,337
3647,2021-01-09T17:00:16Z,1433.7,22.99,337
3648,2021-01-09T17:00:17Z,1433.7,22.99,337
3649,2021-01-09T17:00:18Z,1433.7,22.99,337
3650,2021-01-09T17:00:19Z,1433.1,22.99,337
3651,2021-01-09T17:00:20Z,1433.7,22.98,337
3652,2021-01-09T17:00:21Z,1433.7,22.98,337
3653,2021-01-09T17:00:22Z,1433.7,22.98,337
3654,2021-01-09T17:00:23Z,1433.7,22.98,337
3655,2021-01-09T17:00:24Z,1433.7,22.98,337
3656,2021-01-09T17:00:25Z,1433.7,22.98,337
3657,2021-01-09T17:00:26Z,1433.7,22.98,337
3658,2021-01-09T17:00:27Z,1433.7,22.98,337
3659,2021-01-09T17:00:28Z,1433.1,22.98,337
3660,2021-01-09T17:00:29Z,1433.1,22.98,337
3661,2021-01-09T17:00:30Z,1433.1,22.98,337
3662,2021-01-09T17:00:31Z,1433.1,22.98,337
3663,2021-01-09T17:00:32Z,1433.1,22.98,337
3664,2021-01-09T17:00:33Z,1433.1,22.98,337
3665,2021-01-09T17:00:34Z,1433.1,22.98,337
3666,2021-01-09T17:00:35Z,1433.1,22.98,337
3667,2021-01-09T17:00:36Z,1433.1,22.97,337
3668,2021-01-09T17:00:37Z,1433.1,22.97,337
3669,2021-01-09T17:00:38Z,1433.1,22.97,337
3670,2021-01-09T17:00:39Z,1433.1,22.97,337
3671,2021-01-09T17:00:40Z,1433.1,22.97,337
3672,2021-01-09T17:00:41Z,1433.1,22.97,337
3673,2021-01-09T17:00:42Z,1433.1,22.97,337
3674,2021-01-09T17:00:43Z,1433.1,22.97,337
3675,2021-01-09T17:00:44Z,1433.1,22.97,337
3676,2021-01-09T17:00:45Z,1432.5,22.97,337
3677,2021-01-09T17:00:46Z,1433.1,22.97,337
3678,2021-01-09T17:00:47Z,1432.5,22.97,337
3679,2021-01-09T17:00:48Z,1433.1,22.97,337
3680,2021-01-09T17:00:49Z,1433.1,22.97,337
3681,2021-01-09T17:00:50Z,1433.1,22.97,337
3682,2021-01-09T17:00:51Z,1433.1,22.97,337
3683,2021-01-09T17:00:52Z,1433.1,22.96,337
3684,2021-01-09T17:00:53Z,1433.1,22.97,337
3685,2021-01-09T17:00:54Z,1432.5,22.96,337
3686,2021-01-09T17:00:55Z,1433.1,22.96,337
3687,2021-01-09T17:00:56Z,1433.1,22.96,337
3688,2021-01-09T17:00:57Z,1432.5,22.96,337
3689,2021-01-09T17:00:58Z,1433.1,22.96,337
3690,2021-01-09T17:00:59Z,1433.1,22.96,337
3691,2021-01-09T17:01:00Z,1433.1,22.96,337
3692,2021-01-09T17:01:01Z,1432.5,22.96,337
3693,2021-01-09T17:01:02Z,1433.1,22.96,337
3694,2021-01-09T17:01:03Z,1433.1,22.96,337
