Plot Title: SGD_011221_318_cal,,,
#,"Date Time, GMT-10:00","High Range, uS/cm (LGR S/N: 20739318, SEN S/N: 20739318)","Temp, C (LGR S/N: 20739318, SEN S/N: 20739318)"
4980,1/9/21 5:19:00 PM,46031.8,22.61
4981,1/9/21 5:20:00 PM,46006.2,22.61
4982,1/9/21 5:20:00 PM,46039.1,22.61
4983,1/9/21 5:20:00 PM,46031.8,22.61
4984,1/9/21 5:20:00 PM,46042.8,22.61
4985,1/9/21 5:20:00 PM,45980.6,22.61
4986,1/9/21 5:20:00 PM,46002.5,22.61
4987,1/9/21 5:20:00 PM,45980.6,22.61
4988,1/9/21 5:20:00 PM,46024.5,22.61
4989,1/9/21 5:20:00 PM,46009.8,22.61
4990,1/9/21 5:20:00 PM,46017.2,22.61
4991,1/9/21 5:20:00 PM,46017.2,22.61
4992,1/9/21 5:20:00 PM,46028.1,22.61
4993,1/9/21 5:20:00 PM,46002.5,22.61
4994,1/9/21 5:20:00 PM,46006.2,22.61
4995,1/9/21 5:20:00 PM,46017.2,22.61
4996,1/9/21 5:20:00 PM,46002.5,22.61
4997,1/9/21 5:20:00 PM,46006.2,22.61
4998,1/9/21 5:20:00 PM,46020.8,22.61
4999,1/9/21 5:20:00 PM,45995.2,22.61
5000,1/9/21 5:20:00 PM,46013.5,22.61
5001,1/9/21 5:20:00 PM,46031.8,22.61
5002,1/9/21 5:20:00 PM,46006.2,22.61
5003,1/9/21 5:20:00 PM,46031.8,22.61
5004,1/9/21 5:20:00 PM,46031.8,22.61
5005,1/9/21 5:20:00 PM,46013.5,22.61
5006,1/9/21 5:20:00 PM,45998.9,22.61
5007,1/9/21 5:20:00 PM,46024.5,22.61
5008,1/9/21 5:20:00 PM,46024.5,22.61
5009,1/9/21 5:20:00 PM,46013.5,22.61
5010,1/9/21 5:20:00 PM,45991.6,22.61
5011,1/9/21 5:20:00 PM,46028.1,22.61
5012,1/9/21 5:20:00 PM,46035.5,22.61
5013,1/9/21 5:20:00 PM,46009.8,22.61
5014,1/9/21 5:20:00 PM,46024.5,22.61
5015,1/9/21 5:20:00 PM,46017.2,22.61
5016,1/9/21 5:20:00 PM,46024.5,22.61
5017,1/9/21 5:20:00 PM,46028.1,22.61
5018,1/9/21 5:20:00 PM,45984.3,22.61
5019,1/9/21 5:20:00 PM,46028.1,22.61
5020,1/9/21 5:20:00 PM,46039.1,22.61
5021,1/9/21 5:20:00 PM,46017.2,22.61
5022,1/9/21 5:20:00 PM,46013.5,22.61
5023,1/9/21 5:20:00 PM,46028.1,22.61
5024,1/9/21 5:20:00 PM,46039.1,22.61
5025,1/9/21 5:20:00 PM,46013.5,22.61
5026,1/9/21 5:20:00 PM,45998.9,22.61
5027,1/9/21 5:20:00 PM,46020.8,22.61
5028,1/9/21 5:20:00 PM,46068.4,22.61
5029,1/9/21 5:20:00 PM,46042.8,22.61
5030,1/9/21 5:20:00 PM,46017.2,22.61
5031,1/9/21 5:20:00 PM,46042.8,22.61
5032,1/9/21 5:20:00 PM,45998.9,22.61
5033,1/9/21 5:20:00 PM,46009.8,22.61
5034,1/9/21 5:20:00 PM,46009.8,22.61
5035,1/9/21 5:20:00 PM,46009.8,22.61
5036,1/9/21 5:20:00 PM,46024.5,22.61
5037,1/9/21 5:20:00 PM,46024.5,22.61
5038,1/9/21 5:20:00 PM,46024.5,22.61
5039,1/9/21 5:20:00 PM,46042.8,22.61
5040,1/9/21 5:20:00 PM,45980.6,22.61
5041,1/9/21 5:21:00 PM,45995.2,22.61
5042,1/9/21 5:21:00 PM,46020.8,22.61
5043,1/9/21 5:21:00 PM,46002.5,22.61
5044,1/9/21 5:21:00 PM,46002.5,22.61
5045,1/9/21 5:21:00 PM,45973.3,22.61
5046,1/9/21 5:21:00 PM,46002.5,22.61
5047,1/9/21 5:21:00 PM,46024.5,22.61
5048,1/9/21 5:21:00 PM,46002.5,22.61
5049,1/9/21 5:21:00 PM,46002.5,22.6
5050,1/9/21 5:21:00 PM,45977,22.61
5051,1/9/21 5:21:00 PM,45995.2,22.61
5052,1/9/21 5:21:00 PM,45977,22.6
5053,1/9/21 5:21:00 PM,45977,22.61
5054,1/9/21 5:21:00 PM,46006.2,22.61
5055,1/9/21 5:21:00 PM,45987.9,22.61
5056,1/9/21 5:21:00 PM,45987.9,22.61
5057,1/9/21 5:21:00 PM,45987.9,22.61
5058,1/9/21 5:21:00 PM,46024.5,22.6
5059,1/9/21 5:21:00 PM,46006.2,22.61
5060,1/9/21 5:21:00 PM,46006.2,22.6
5061,1/9/21 5:21:00 PM,46024.5,22.61
5062,1/9/21 5:21:00 PM,45980.6,22.6
5063,1/9/21 5:21:00 PM,46042.8,22.6
5064,1/9/21 5:21:00 PM,45987.9,22.61
5065,1/9/21 5:21:00 PM,45973.3,22.61
5066,1/9/21 5:21:00 PM,46009.8,22.6
5067,1/9/21 5:21:00 PM,46017.2,22.6
5068,1/9/21 5:21:00 PM,46024.5,22.6
5069,1/9/21 5:21:00 PM,45991.6,22.6
5070,1/9/21 5:21:00 PM,45991.6,22.61
5071,1/9/21 5:21:00 PM,45991.6,22.6
5072,1/9/21 5:21:00 PM,46009.8,22.6
5073,1/9/21 5:21:00 PM,45980.6,22.6
5074,1/9/21 5:21:00 PM,46020.8,22.6
5075,1/9/21 5:21:00 PM,45991.6,22.6
5076,1/9/21 5:21:00 PM,45984.3,22.61
5077,1/9/21 5:21:00 PM,46020.8,22.6
5078,1/9/21 5:21:00 PM,46020.8,22.6
5079,1/9/21 5:21:00 PM,46013.5,22.61
5080,1/9/21 5:21:00 PM,46013.5,22.6
5081,1/9/21 5:21:00 PM,45984.3,22.6
5082,1/9/21 5:21:00 PM,45995.2,22.6
5083,1/9/21 5:21:00 PM,45980.6,22.6
5084,1/9/21 5:21:00 PM,46013.5,22.6
5085,1/9/21 5:21:00 PM,46002.5,22.6
5086,1/9/21 5:21:00 PM,46006.2,22.6
5087,1/9/21 5:21:00 PM,46031.8,22.6
5088,1/9/21 5:21:00 PM,45995.2,22.6
5089,1/9/21 5:21:00 PM,45995.2,22.6
5090,1/9/21 5:21:00 PM,46006.2,22.6
5091,1/9/21 5:21:00 PM,46017.2,22.6
5092,1/9/21 5:21:00 PM,45995.2,22.6
5093,1/9/21 5:21:00 PM,46006.2,22.6
5094,1/9/21 5:21:00 PM,46006.2,22.6
5095,1/9/21 5:21:00 PM,45998.9,22.6
5096,1/9/21 5:21:00 PM,45973.3,22.61
5097,1/9/21 5:21:00 PM,46017.2,22.6
5098,1/9/21 5:21:00 PM,45998.9,22.6
5099,1/9/21 5:21:00 PM,45987.9,22.6
5100,1/9/21 5:21:00 PM,46017.2,22.6
5101,1/9/21 5:22:00 PM,45987.9,22.6
5102,1/9/21 5:22:00 PM,45991.6,22.6
5103,1/9/21 5:22:00 PM,45998.9,22.6
5104,1/9/21 5:22:00 PM,45984.3,22.6
5105,1/9/21 5:22:00 PM,45977,22.6
5106,1/9/21 5:22:00 PM,45955.1,22.6
5107,1/9/21 5:22:00 PM,45991.6,22.6
5108,1/9/21 5:22:00 PM,45991.6,22.6
5109,1/9/21 5:22:00 PM,46020.8,22.6
5110,1/9/21 5:22:00 PM,46009.8,22.6
5111,1/9/21 5:22:00 PM,45991.6,22.6
5112,1/9/21 5:22:00 PM,45991.6,22.6
5113,1/9/21 5:22:00 PM,46020.8,22.6
5114,1/9/21 5:22:00 PM,46013.5,22.6
5115,1/9/21 5:22:00 PM,46009.8,22.6
5116,1/9/21 5:22:00 PM,46013.5,22.6
5117,1/9/21 5:22:00 PM,45995.2,22.6
5118,1/9/21 5:22:00 PM,45995.2,22.6
5119,1/9/21 5:22:00 PM,45980.6,22.6
5120,1/9/21 5:22:00 PM,45991.6,22.61
5121,1/9/21 5:22:00 PM,45995.2,22.6
5122,1/9/21 5:22:00 PM,45969.7,22.6
5123,1/9/21 5:22:00 PM,46024.5,22.6
5124,1/9/21 5:22:00 PM,46013.5,22.6
5125,1/9/21 5:22:00 PM,45991.6,22.6
5126,1/9/21 5:22:00 PM,45980.6,22.61
5127,1/9/21 5:22:00 PM,45995.2,22.6
5128,1/9/21 5:22:00 PM,45987.9,22.61
5129,1/9/21 5:22:00 PM,46006.2,22.6
5130,1/9/21 5:22:00 PM,45998.9,22.6
5131,1/9/21 5:22:00 PM,45973.3,22.6
5132,1/9/21 5:22:00 PM,45991.6,22.6
5133,1/9/21 5:22:00 PM,45998.9,22.6
5134,1/9/21 5:22:00 PM,46009.8,22.6
5135,1/9/21 5:22:00 PM,46006.2,22.6
5136,1/9/21 5:22:00 PM,45998.9,22.6
5137,1/9/21 5:22:00 PM,46024.5,22.6
5138,1/9/21 5:22:00 PM,45980.6,22.61
5139,1/9/21 5:22:00 PM,46017.2,22.61
5140,1/9/21 5:22:00 PM,45991.6,22.6
5141,1/9/21 5:22:00 PM,45991.6,22.6
5142,1/9/21 5:22:00 PM,46017.2,22.6
5143,1/9/21 5:22:00 PM,45987.9,22.61
5144,1/9/21 5:22:00 PM,46028.1,22.6
5145,1/9/21 5:22:00 PM,45987.9,22.61
5146,1/9/21 5:22:00 PM,46002.5,22.6
5147,1/9/21 5:22:00 PM,45977,22.61
5148,1/9/21 5:22:00 PM,45987.9,22.61
5149,1/9/21 5:22:00 PM,46013.5,22.6
5150,1/9/21 5:22:00 PM,45987.9,22.6
5151,1/9/21 5:22:00 PM,45995.2,22.6
5152,1/9/21 5:22:00 PM,46024.5,22.6
5153,1/9/21 5:22:00 PM,45969.7,22.61
5154,1/9/21 5:22:00 PM,46002.5,22.61
5155,1/9/21 5:22:00 PM,45998.9,22.61
5156,1/9/21 5:22:00 PM,45998.9,22.6
5157,1/9/21 5:22:00 PM,45969.7,22.61
5158,1/9/21 5:22:00 PM,46013.5,22.6
5159,1/9/21 5:22:00 PM,45980.6,22.6
5160,1/9/21 5:22:00 PM,45991.6,22.61
5161,1/9/21 5:23:00 PM,45998.9,22.61
5162,1/9/21 5:23:00 PM,45987.9,22.6
5163,1/9/21 5:23:00 PM,45991.6,22.6
5164,1/9/21 5:23:00 PM,46006.2,22.61
5165,1/9/21 5:23:00 PM,45991.6,22.6
5166,1/9/21 5:23:00 PM,45991.6,22.61
5167,1/9/21 5:23:00 PM,45991.6,22.61
5168,1/9/21 5:23:00 PM,46009.8,22.6
5169,1/9/21 5:23:00 PM,46002.5,22.61
5170,1/9/21 5:23:00 PM,46006.2,22.61
5171,1/9/21 5:23:00 PM,45991.6,22.61
5172,1/9/21 5:23:00 PM,45962.4,22.61
5173,1/9/21 5:23:00 PM,45991.6,22.61
5174,1/9/21 5:23:00 PM,46017.2,22.61
5175,1/9/21 5:23:00 PM,46009.8,22.61
5176,1/9/21 5:23:00 PM,45995.2,22.61
5177,1/9/21 5:23:00 PM,46002.5,22.6
5178,1/9/21 5:23:00 PM,46020.8,22.61
5179,1/9/21 5:23:00 PM,45955.1,22.61
5180,1/9/21 5:23:00 PM,45984.3,22.61
5181,1/9/21 5:23:00 PM,46020.8,22.61
5182,1/9/21 5:23:00 PM,45995.2,22.61
5183,1/9/21 5:23:00 PM,46020.8,22.61
5184,1/9/21 5:23:00 PM,46006.2,22.61
5185,1/9/21 5:23:00 PM,45987.9,22.61
5186,1/9/21 5:23:00 PM,45995.2,22.61
5187,1/9/21 5:23:00 PM,45977,22.61
5188,1/9/21 5:23:00 PM,45977,22.61
5189,1/9/21 5:23:00 PM,46009.8,22.61
5190,1/9/21 5:23:00 PM,46013.5,22.61
5191,1/9/21 5:23:00 PM,45995.2,22.61
5192,1/9/21 5:23:00 PM,45987.9,22.61
5193,1/9/21 5:23:00 PM,46006.2,22.61
5194,1/9/21 5:23:00 PM,45969.7,22.61
5195,1/9/21 5:23:00 PM,46013.5,22.61
5196,1/9/21 5:23:00 PM,45987.9,22.61
5197,1/9/21 5:23:00 PM,46006.2,22.61
5198,1/9/21 5:23:00 PM,45987.9,22.61
5199,1/9/21 5:23:00 PM,46009.8,22.61
5200,1/9/21 5:23:00 PM,45980.6,22.61
5201,1/9/21 5:23:00 PM,45973.3,22.61
5202,1/9/21 5:23:00 PM,45973.3,22.61
5203,1/9/21 5:23:00 PM,45991.6,22.61
5204,1/9/21 5:23:00 PM,46017.2,22.61
5205,1/9/21 5:23:00 PM,45980.6,22.61
5206,1/9/21 5:23:00 PM,45991.6,22.61
5207,1/9/21 5:23:00 PM,45973.3,22.61
5208,1/9/21 5:23:00 PM,45973.3,22.61
5209,1/9/21 5:23:00 PM,46002.5,22.61
5210,1/9/21 5:23:00 PM,46002.5,22.61
5211,1/9/21 5:23:00 PM,45973.3,22.61
5212,1/9/21 5:23:00 PM,45973.3,22.61
5213,1/9/21 5:23:00 PM,46009.8,22.61
5214,1/9/21 5:23:00 PM,45984.3,22.61
5215,1/9/21 5:23:00 PM,45995.2,22.61
5216,1/9/21 5:23:00 PM,45977,22.61
5217,1/9/21 5:23:00 PM,46013.5,22.61
5218,1/9/21 5:23:00 PM,45969.7,22.61
5219,1/9/21 5:23:00 PM,46002.5,22.61
5220,1/9/21 5:23:00 PM,45987.9,22.61
5221,1/9/21 5:24:00 PM,45980.6,22.61
5222,1/9/21 5:24:00 PM,46013.5,22.61
5223,1/9/21 5:24:00 PM,45987.9,22.61
5224,1/9/21 5:24:00 PM,45977,22.61
5225,1/9/21 5:24:00 PM,45977,22.61
5226,1/9/21 5:24:00 PM,45977,22.61
5227,1/9/21 5:24:00 PM,46039.1,22.61
5228,1/9/21 5:24:00 PM,46006.2,22.61
5229,1/9/21 5:24:00 PM,45962.4,22.61
5230,1/9/21 5:24:00 PM,46017.2,22.61
5231,1/9/21 5:24:00 PM,46017.2,22.61
5232,1/9/21 5:24:00 PM,46017.2,22.62
5233,1/9/21 5:24:00 PM,45973.3,22.62
5234,1/9/21 5:24:00 PM,45977,22.62
5235,1/9/21 5:24:00 PM,45995.2,22.62
5236,1/9/21 5:24:00 PM,45987.9,22.62
5237,1/9/21 5:24:00 PM,46006.2,22.62
5238,1/9/21 5:24:00 PM,45995.2,22.62
5239,1/9/21 5:24:00 PM,46013.5,22.62
5240,1/9/21 5:24:00 PM,46013.5,22.62
5241,1/9/21 5:24:00 PM,46013.5,22.64
5242,1/9/21 5:24:00 PM,46006.2,22.62
5243,1/9/21 5:24:00 PM,46039.1,22.64
5244,1/9/21 5:24:00 PM,45987.9,22.64
5245,1/9/21 5:24:00 PM,46020.8,22.62
5246,1/9/21 5:24:00 PM,46039.1,22.64
5247,1/9/21 5:24:00 PM,46020.8,22.64
5248,1/9/21 5:24:00 PM,46039.1,22.64
5249,1/9/21 5:24:00 PM,46024.5,22.64
5250,1/9/21 5:24:00 PM,46020.8,22.64
5251,1/9/21 5:24:00 PM,46017.2,22.64
5252,1/9/21 5:24:00 PM,46020.8,22.65
5253,1/9/21 5:24:00 PM,46042.8,22.65
5254,1/9/21 5:24:00 PM,46024.5,22.64
5255,1/9/21 5:24:00 PM,46017.2,22.65
5256,1/9/21 5:24:00 PM,46017.2,22.65
5257,1/9/21 5:24:00 PM,46024.5,22.65
5258,1/9/21 5:24:00 PM,46024.5,22.65
5259,1/9/21 5:24:00 PM,46024.5,22.65
5260,1/9/21 5:24:00 PM,46053.8,22.65
5261,1/9/21 5:24:00 PM,46031.8,22.65
5262,1/9/21 5:24:00 PM,46053.8,22.66
5263,1/9/21 5:24:00 PM,46013.5,22.66
5264,1/9/21 5:24:00 PM,46039.1,22.66
5265,1/9/21 5:24:00 PM,46057.4,22.66
5266,1/9/21 5:24:00 PM,46017.2,22.67
5267,1/9/21 5:24:00 PM,46024.5,22.67
5268,1/9/21 5:24:00 PM,46035.5,22.67
5269,1/9/21 5:24:00 PM,46053.8,22.67
5270,1/9/21 5:24:00 PM,46064.7,22.67
5271,1/9/21 5:24:00 PM,46086.7,22.69
5272,1/9/21 5:24:00 PM,46053.8,22.69
5273,1/9/21 5:24:00 PM,46090.4,22.7
5274,1/9/21 5:24:00 PM,46086.7,22.69
5275,1/9/21 5:24:00 PM,46057.4,22.7
5276,1/9/21 5:24:00 PM,46050.1,22.71
5277,1/9/21 5:24:00 PM,46105.1,22.71
5278,1/9/21 5:24:00 PM,46130.7,22.72
5279,1/9/21 5:24:00 PM,46094.1,22.72
5280,1/9/21 5:24:00 PM,46090.4,22.72
5281,1/9/21 5:25:00 PM,46083.1,22.72
5282,1/9/21 5:25:00 PM,46105.1,22.72
5283,1/9/21 5:25:00 PM,46072.1,22.72
5284,1/9/21 5:25:00 PM,46094.1,22.72
5285,1/9/21 5:25:00 PM,46105.1,22.73
5286,1/9/21 5:25:00 PM,46108.7,22.73
5287,1/9/21 5:25:00 PM,46108.7,22.73
5288,1/9/21 5:25:00 PM,46112.4,22.73
5289,1/9/21 5:25:00 PM,46123.4,22.73
5290,1/9/21 5:25:00 PM,46075.7,22.73
5291,1/9/21 5:25:00 PM,46108.7,22.75
5292,1/9/21 5:25:00 PM,46116.1,22.73
5293,1/9/21 5:25:00 PM,46116.1,22.75
5294,1/9/21 5:25:00 PM,46112.4,22.75
5295,1/9/21 5:25:00 PM,46090.4,22.73
18,1/12/21 3:45:00 PM,41985.1,23.53
19,1/12/21 3:46:00 PM,41680.1,23.53
20,1/12/21 3:46:00 PM,41522.5,23.53
21,1/12/21 3:46:00 PM,41381.4,23.53
22,1/12/21 3:46:00 PM,41259.7,23.52
23,1/12/21 3:46:00 PM,41209.9,23.53
24,1/12/21 3:46:00 PM,41154,23.53
25,1/12/21 3:47:00 PM,41082.7,23.53
26,1/12/21 3:47:00 PM,41051.8,23.53
27,1/12/21 3:47:00 PM,40999.3,23.52
28,1/12/21 3:47:00 PM,40946.8,23.5
29,1/12/21 3:47:00 PM,40925.3,23.5
30,1/12/21 3:47:00 PM,40885.3,23.5
31,1/12/21 3:48:00 PM,40839.2,23.49
32,1/12/21 3:48:00 PM,40787.1,23.49
33,1/12/21 3:48:00 PM,40771.8,23.48
34,1/12/21 3:48:00 PM,40781,23.48
35,1/12/21 3:48:00 PM,40701.4,23.48
36,1/12/21 3:48:00 PM,40719.8,23.47
37,1/12/21 3:49:00 PM,40701.4,23.47
38,1/12/21 3:49:00 PM,40652.6,23.47
39,1/12/21 3:49:00 PM,40655.7,23.47
40,1/12/21 3:49:00 PM,40628.2,23.46
41,1/12/21 3:49:00 PM,40631.3,23.46
42,1/12/21 3:49:00 PM,40600.8,23.46
43,1/12/21 3:50:00 PM,40606.9,23.46
44,1/12/21 3:50:00 PM,40570.4,23.46
45,1/12/21 3:50:00 PM,40582.6,23.44
46,1/12/21 3:50:00 PM,40567.4,23.44
47,1/12/21 3:50:00 PM,40530.9,23.44
48,1/12/21 3:50:00 PM,40549.1,23.44
49,1/12/21 3:51:00 PM,40524.8,23.44
50,1/12/21 3:51:00 PM,40527.9,23.44
51,1/12/21 3:51:00 PM,40524.8,23.44
52,1/12/21 3:51:00 PM,40479.3,23.44
53,1/12/21 3:51:00 PM,40491.5,23.44
54,1/12/21 3:51:00 PM,40482.4,23.43
55,1/12/21 3:52:00 PM,40464.2,23.43
56,1/12/21 3:52:00 PM,40488.4,23.43
57,1/12/21 3:52:00 PM,40458.1,23.43
58,1/12/21 3:52:00 PM,40452.1,23.43
59,1/12/21 3:52:00 PM,40479.3,23.43
60,1/12/21 3:52:00 PM,40455.1,23.43
61,1/12/21 3:53:00 PM,40418.8,23.43
62,1/12/21 3:53:00 PM,40430.9,23.42
63,1/12/21 3:53:00 PM,40424.8,23.42
64,1/12/21 3:53:00 PM,40430.9,23.42
65,1/12/21 3:53:00 PM,40433.9,23.42
66,1/12/21 3:53:00 PM,40385.6,23.42
67,1/12/21 3:54:00 PM,40388.6,23.42
68,1/12/21 3:54:00 PM,40391.6,23.42
69,1/12/21 3:54:00 PM,40415.8,23.42
70,1/12/21 3:54:00 PM,40385.6,23.42
71,1/12/21 3:54:00 PM,40391.6,23.42
72,1/12/21 3:54:00 PM,40382.5,23.41
