"Plot Title: CT_338"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739338, SEN S/N: 20739338)","Temp, °C (LGR S/N: 20739338, SEN S/N: 20739338)","Coupler Detached (LGR S/N: 20739338)","Coupler Attached (LGR S/N: 20739338)","Stopped (LGR S/N: 20739338)","End Of File (LGR S/N: 20739338)"
1,03/28/22 08:00:00 AM,36366.8,28.08,Logged,,,
2,03/28/22 08:20:00 AM,36375.0,28.38,,,,
3,03/28/22 08:40:00 AM,327.3,26.61,,,,
4,03/28/22 09:00:00 AM,36150.8,28.26,,,,
5,03/28/22 09:20:00 AM,36668.3,28.73,,,,
6,03/28/22 09:40:00 AM,36640.4,28.65,,,,
7,03/28/22 10:00:00 AM,36576.6,28.50,,,,
8,03/28/22 10:20:00 AM,36601.5,28.56,,,,
9,03/28/22 10:40:00 AM,36785.5,29.01,,,,
10,03/28/22 11:00:00 AM,36833.2,29.12,,,,
11,03/28/22 11:20:00 AM,36763.2,29.13,,,,
12,03/28/22 11:40:00 AM,36816.4,29.18,,,,
13,03/28/22 12:00:00 PM,36810.8,29.23,,,,
14,03/28/22 12:20:00 PM,36850.0,29.26,,,,
15,03/28/22 12:40:00 PM,36850.0,29.30,,,,
16,03/28/22 01:00:00 PM,36895.0,29.32,,,,
17,03/28/22 01:20:00 PM,36869.7,29.33,,,,
18,03/28/22 01:40:00 PM,36920.3,29.35,,,,
19,03/28/22 02:00:00 PM,36878.1,29.09,,,,
20,03/28/22 02:20:00 PM,36768.8,28.98,,,,
21,03/28/22 02:40:00 PM,36785.5,29.04,,,,
22,03/28/22 03:00:00 PM,36763.2,29.07,,,,
23,03/28/22 03:20:00 PM,36788.3,29.10,,,,
24,03/28/22 03:40:00 PM,36838.8,29.26,,,,
25,03/28/22 04:00:00 PM,36810.8,29.36,,,,
26,03/28/22 04:20:00 PM,36838.8,29.48,,,,
27,03/28/22 04:40:00 PM,36827.6,29.56,,,,
28,03/28/22 05:00:00 PM,36754.8,29.57,,,,
29,03/28/22 05:20:00 PM,36712.9,29.56,,,,
30,03/28/22 05:40:00 PM,36743.6,29.55,,,,
31,03/28/22 06:00:00 PM,36777.1,29.56,,,,
32,03/28/22 06:20:00 PM,36816.4,29.54,,,,
33,03/28/22 06:40:00 PM,36844.4,29.48,,,,
34,03/28/22 07:00:00 PM,36830.4,29.48,,,,
35,03/28/22 07:20:00 PM,36785.5,29.42,,,,
36,03/28/22 07:40:00 PM,36735.2,29.33,,,,
37,03/28/22 08:00:00 PM,36757.6,29.32,,,,
38,03/28/22 08:20:00 PM,36724.0,29.27,,,,
39,03/28/22 08:40:00 PM,36715.7,29.31,,,,
40,03/28/22 09:00:00 PM,36760.4,29.37,,,,
41,03/28/22 09:20:00 PM,36805.1,29.42,,,,
42,03/28/22 09:40:00 PM,36819.2,29.39,,,,
43,03/28/22 10:00:00 PM,36813.6,29.41,,,,
44,03/28/22 10:20:00 PM,36850.0,29.39,,,,
45,03/28/22 10:40:00 PM,36779.9,29.35,,,,
46,03/28/22 11:00:00 PM,36805.1,29.33,,,,
47,03/28/22 11:20:00 PM,36805.1,29.30,,,,
48,03/28/22 11:40:00 PM,36754.8,29.25,,,,
49,03/29/22 12:00:00 AM,36710.1,29.16,,,,
50,03/29/22 12:20:00 AM,36632.1,29.09,,,,
51,03/29/22 12:40:00 AM,36648.8,29.06,,,,
52,03/29/22 01:00:00 AM,36724.0,29.01,,,,
53,03/29/22 01:20:00 AM,36743.6,28.95,,,,
54,03/29/22 01:40:00 AM,36760.4,28.91,,,,
55,03/29/22 02:00:00 AM,36796.7,28.88,,,,
56,03/29/22 02:20:00 AM,36799.5,28.83,,,,
57,03/29/22 02:40:00 AM,36768.8,28.71,,,,
58,03/29/22 03:00:00 AM,36766.0,28.68,,,,
59,03/29/22 03:20:00 AM,36738.0,28.60,,,,
60,03/29/22 03:40:00 AM,36777.1,28.64,,,,
61,03/29/22 04:00:00 AM,36779.9,28.61,,,,
62,03/29/22 04:20:00 AM,36813.6,28.61,,,,
63,03/29/22 04:40:00 AM,36838.8,28.67,,,,
64,03/29/22 05:00:00 AM,36816.4,28.61,,,,
65,03/29/22 05:20:00 AM,36813.6,28.60,,,,
66,03/29/22 05:40:00 AM,36827.6,28.52,,,,
67,03/29/22 06:00:00 AM,36836.0,28.50,,,,
68,03/29/22 06:20:00 AM,36833.2,28.44,,,,
69,03/29/22 06:40:00 AM,36779.9,28.43,,,,
70,03/29/22 07:00:00 AM,36771.5,28.43,,,,
71,03/29/22 07:20:00 AM,36791.1,28.44,,,,
72,03/29/22 07:40:00 AM,36802.3,28.47,,,,
73,03/29/22 08:00:00 AM,36810.8,28.65,,,,
74,03/29/22 08:20:00 AM,36824.8,28.78,,,,
75,03/29/22 08:40:00 AM,36911.9,29.06,,,,
76,03/29/22 09:00:00 AM,36920.3,29.08,,,,
77,03/29/22 09:20:00 AM,36985.2,29.26,,,,
78,03/29/22 09:40:00 AM,36985.2,29.36,,,,
79,03/29/22 10:00:00 AM,37013.5,29.44,,,,
80,03/29/22 10:20:00 AM,37002.1,29.44,,,,
81,03/29/22 10:40:00 AM,37027.6,29.43,,,,
82,03/29/22 11:00:00 AM,37002.1,29.51,,,,
83,03/29/22 11:20:00 AM,37007.8,29.55,,,,
84,03/29/22 11:40:00 AM,37055.9,29.61,,,,
85,03/29/22 12:00:00 PM,37061.6,29.69,,,,
86,03/29/22 12:20:00 PM,37089.9,29.71,,,,
87,03/29/22 12:40:00 PM,37092.8,29.75,,,,
88,03/29/22 01:00:00 PM,37124.0,29.77,,,,
89,03/29/22 01:20:00 PM,37115.5,29.80,,,,
90,03/29/22 01:40:00 PM,37101.3,29.78,,,,
91,03/29/22 02:00:00 PM,37132.6,29.73,,,,
92,03/29/22 02:20:00 PM,37115.5,29.73,,,,
93,03/29/22 02:40:00 PM,37109.8,29.73,,,,
94,03/29/22 03:00:00 PM,37092.8,29.65,,,,
95,03/29/22 03:20:00 PM,37078.6,29.56,,,,
