"Plot Title: CT_348_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739348, SEN S/N: 20739348)","Temp, °C (LGR S/N: 20739348, SEN S/N: 20739348)","Coupler Detached (LGR S/N: 20739348)","Coupler Attached (LGR S/N: 20739348)","Stopped (LGR S/N: 20739348)","End Of File (LGR S/N: 20739348)"
1,03/28/22 08:00:00 AM,36104.9,27.89,Logged,,,
2,03/28/22 08:20:00 AM,35941.1,28.17,,,,
3,03/28/22 08:40:00 AM,1481.9,26.93,,,,
4,03/28/22 09:00:00 AM,35117.7,27.96,,,,
5,03/28/22 09:20:00 AM,36549.8,28.62,,,,
6,03/28/22 09:40:00 AM,36684.7,28.49,,,,
7,03/28/22 10:00:00 AM,36688.9,28.52,,,,
8,03/28/22 10:20:00 AM,36697.3,28.51,,,,
9,03/28/22 10:40:00 AM,36625.5,28.57,,,,
10,03/28/22 11:00:00 AM,36646.6,28.55,,,,
11,03/28/22 11:20:00 AM,36629.8,28.58,,,,
12,03/28/22 11:40:00 AM,36688.9,28.58,,,,
13,03/28/22 12:00:00 PM,36659.3,28.66,,,,
14,03/28/22 12:20:00 PM,36629.8,28.62,,,,
15,03/28/22 12:40:00 PM,36680.4,28.63,,,,
16,03/28/22 01:00:00 PM,36650.9,28.70,,,,
17,03/28/22 01:20:00 PM,36663.5,28.78,,,,
18,03/28/22 01:40:00 PM,36655.1,28.89,,,,
19,03/28/22 02:00:00 PM,36731.2,28.92,,,,
20,03/28/22 02:20:00 PM,36714.3,28.97,,,,
21,03/28/22 02:40:00 PM,36735.5,29.23,,,,
22,03/28/22 03:00:00 PM,36756.7,29.23,,,,
23,03/28/22 03:20:00 PM,36722.8,29.12,,,,
24,03/28/22 03:40:00 PM,36773.7,29.12,,,,
25,03/28/22 04:00:00 PM,36833.2,29.19,,,,
26,03/28/22 04:20:00 PM,36841.7,29.26,,,,
27,03/28/22 04:40:00 PM,36892.9,29.38,,,,
28,03/28/22 05:00:00 PM,36863.0,29.42,,,,
29,03/28/22 05:20:00 PM,36850.2,29.32,,,,
30,03/28/22 05:40:00 PM,36828.9,29.28,,,,
31,03/28/22 06:00:00 PM,36786.4,29.25,,,,
32,03/28/22 06:20:00 PM,36841.7,29.30,,,,
33,03/28/22 06:40:00 PM,36914.3,29.37,,,,
34,03/28/22 07:00:00 PM,36880.1,29.31,,,,
35,03/28/22 07:20:00 PM,36875.8,29.31,,,,
36,03/28/22 07:40:00 PM,36863.0,29.29,,,,
37,03/28/22 08:00:00 PM,36811.9,29.26,,,,
38,03/28/22 08:20:00 PM,36841.7,29.24,,,,
39,03/28/22 08:40:00 PM,36769.4,29.13,,,,
40,03/28/22 09:00:00 PM,36731.2,29.08,,,,
41,03/28/22 09:20:00 PM,36786.4,29.09,,,,
42,03/28/22 09:40:00 PM,36782.1,29.06,,,,
43,03/28/22 10:00:00 PM,36790.6,29.03,,,,
44,03/28/22 10:20:00 PM,36773.7,29.04,,,,
45,03/28/22 10:40:00 PM,36782.1,29.07,,,,
46,03/28/22 11:00:00 PM,36803.4,29.06,,,,
47,03/28/22 11:20:00 PM,36794.9,29.09,,,,
48,03/28/22 11:40:00 PM,36794.9,29.01,,,,
49,03/29/22 12:00:00 AM,36811.9,29.07,,,,
50,03/29/22 12:20:00 AM,36850.2,29.08,,,,
51,03/29/22 12:40:00 AM,36794.9,29.07,,,,
52,03/29/22 01:00:00 AM,36786.4,29.01,,,,
53,03/29/22 01:20:00 AM,36777.9,28.92,,,,
54,03/29/22 01:40:00 AM,36790.6,28.89,,,,
55,03/29/22 02:00:00 AM,36769.4,28.84,,,,
56,03/29/22 02:20:00 AM,36701.6,28.79,,,,
57,03/29/22 02:40:00 AM,36731.2,28.73,,,,
58,03/29/22 03:00:00 AM,36684.7,28.67,,,,
59,03/29/22 03:20:00 AM,36646.6,28.61,,,,
60,03/29/22 03:40:00 AM,36650.9,28.52,,,,
61,03/29/22 04:00:00 AM,36629.8,28.50,,,,
62,03/29/22 04:20:00 AM,36596.0,28.43,,,,
63,03/29/22 04:40:00 AM,36634.0,28.40,,,,
64,03/29/22 05:00:00 AM,36604.5,28.39,,,,
65,03/29/22 05:20:00 AM,36575.0,28.34,,,,
66,03/29/22 05:40:00 AM,36587.6,28.30,,,,
67,03/29/22 06:00:00 AM,36591.8,28.29,,,,
68,03/29/22 06:20:00 AM,36554.0,28.24,,,,
69,03/29/22 06:40:00 AM,36558.2,28.19,,,,
70,03/29/22 07:00:00 AM,36549.8,28.13,,,,
71,03/29/22 07:20:00 AM,36583.4,28.16,,,,
72,03/29/22 07:40:00 AM,36558.2,28.13,,,,
73,03/29/22 08:00:00 AM,36570.8,28.19,,,,
74,03/29/22 08:20:00 AM,36575.0,28.27,,,,
75,03/29/22 08:40:00 AM,36617.1,28.30,,,,
76,03/29/22 09:00:00 AM,36629.8,28.32,,,,
77,03/29/22 09:20:00 AM,36612.9,28.33,,,,
78,03/29/22 09:40:00 AM,36558.2,28.40,,,,
79,03/29/22 10:00:00 AM,36541.4,28.43,,,,
80,03/29/22 10:20:00 AM,36591.8,28.50,,,,
81,03/29/22 10:40:00 AM,36558.2,28.45,,,,
82,03/29/22 11:00:00 AM,36566.6,28.43,,,,
83,03/29/22 11:20:00 AM,36562.4,28.46,,,,
84,03/29/22 11:40:00 AM,36638.2,28.61,,,,
85,03/29/22 12:00:00 PM,36604.5,28.70,,,,
86,03/29/22 12:20:00 PM,36680.4,28.90,,,,
87,03/29/22 12:40:00 PM,36705.8,28.92,,,,
88,03/29/22 01:00:00 PM,36676.2,28.94,,,,
89,03/29/22 01:20:00 PM,36642.4,28.95,,,,
90,03/29/22 01:40:00 PM,36650.9,28.96,,,,
91,03/29/22 02:00:00 PM,36629.8,29.01,,,,
92,03/29/22 02:20:00 PM,36646.6,29.07,,,,
93,03/29/22 02:40:00 PM,36672.0,29.12,,,,
94,03/29/22 03:00:00 PM,36629.8,29.18,,,,
95,03/29/22 03:20:00 PM,36591.8,29.20,,,,
96,03/29/22 03:40:00 PM,36587.6,29.18,,,,
97,03/29/22 04:00:00 PM,36731.2,29.30,,,,
98,03/29/22 04:20:00 PM,36612.9,29.25,,,,
99,03/29/22 04:40:00 PM,36642.4,29.20,,,,
100,03/29/22 05:00:00 PM,36554.0,29.23,,,,
101,03/29/22 05:20:00 PM,36575.0,29.24,,,,
102,03/29/22 05:40:00 PM,36587.6,29.21,,,,
103,03/29/22 06:00:00 PM,36642.4,29.15,,,,
104,03/29/22 06:20:00 PM,36650.9,29.15,,,,
105,03/29/22 06:40:00 PM,36680.4,29.19,,,,
106,03/29/22 07:00:00 PM,36676.2,29.19,,,,
107,03/29/22 07:20:00 PM,36680.4,29.13,,,,
108,03/29/22 07:40:00 PM,36697.3,29.07,,,,
109,03/29/22 08:00:00 PM,36629.8,29.03,,,,
110,03/29/22 08:20:00 PM,36634.0,28.98,,,,
111,03/29/22 08:40:00 PM,36638.2,28.95,,,,
112,03/29/22 09:00:00 PM,36608.7,28.92,,,,
113,03/29/22 09:20:00 PM,36638.2,28.90,,,,
114,03/29/22 09:40:00 PM,36638.2,28.92,,,,
115,03/29/22 10:00:00 PM,36667.7,28.91,,,,
116,03/29/22 10:20:00 PM,36642.4,28.86,,,,
117,03/29/22 10:40:00 PM,36676.2,28.84,,,,
118,03/29/22 11:00:00 PM,36663.5,28.81,,,,
119,03/29/22 11:20:00 PM,36600.2,28.81,,,,
120,03/29/22 11:40:00 PM,36659.3,28.77,,,,
121,03/30/22 12:00:00 AM,36688.9,28.69,,,,
122,03/30/22 12:20:00 AM,36638.2,28.64,,,,
123,03/30/22 12:40:00 AM,36650.9,28.63,,,,
124,03/30/22 01:00:00 AM,36625.5,28.58,,,,
125,03/30/22 01:20:00 AM,36575.0,28.56,,,,
126,03/30/22 01:40:00 AM,36621.3,28.53,,,,
127,03/30/22 02:00:00 AM,36587.6,28.51,,,,
128,03/30/22 02:20:00 AM,36596.0,28.47,,,,
129,03/30/22 02:40:00 AM,36591.8,28.45,,,,
130,03/30/22 03:00:00 AM,36608.7,28.43,,,,
131,03/30/22 03:20:00 AM,36512.0,28.39,,,,
132,03/30/22 03:40:00 AM,36507.8,28.36,,,,
133,03/30/22 04:00:00 AM,36587.6,28.34,,,,
134,03/30/22 04:20:00 AM,36499.4,28.32,,,,
135,03/30/22 04:40:00 AM,36512.0,28.29,,,,
136,03/30/22 05:00:00 AM,36524.6,28.26,,,,
137,03/30/22 05:20:00 AM,36491.0,28.24,,,,
