"Plot Title: CT_318_051921"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739318, SEN S/N: 20739318)","Temp, °C (LGR S/N: 20739318, SEN S/N: 20739318)","Coupler Detached (LGR S/N: 20739318)","Coupler Attached (LGR S/N: 20739318)","Stopped (LGR S/N: 20739318)","End Of File (LGR S/N: 20739318)"
1,03/28/22 08:00:00 AM,43902.1,28.16,Logged,,,
2,03/28/22 08:20:10 AM,43834.0,28.49,,,,
3,03/28/22 08:40:20 AM,0.0,26.66,,,,
4,03/28/22 09:00:30 AM,1605.2,28.27,,,,
5,03/28/22 09:20:40 AM,44303.7,28.91,,,,
6,03/28/22 09:40:50 AM,44224.4,28.81,,,,
7,03/28/22 10:01:00 AM,44014.9,28.65,,,,
8,03/28/22 10:21:10 AM,44056.0,28.70,,,,
9,03/28/22 10:41:20 AM,44348.7,29.22,,,,
10,03/28/22 11:01:30 AM,44238.1,29.09,,,,
11,03/28/22 11:21:40 AM,44231.2,29.18,,,,
12,03/28/22 11:41:50 AM,44148.6,29.16,,,,
13,03/28/22 12:02:00 PM,44093.7,29.13,,,,
14,03/28/22 12:22:10 PM,44138.3,29.19,,,,
15,03/28/22 12:42:20 PM,44107.4,29.24,,,,
16,03/28/22 01:02:30 PM,44131.4,29.25,,,,
17,03/28/22 01:22:40 PM,44152.1,29.38,,,,
18,03/28/22 01:42:50 PM,44217.5,29.51,,,,
19,03/28/22 02:03:00 PM,44231.2,29.59,,,,
20,03/28/22 02:23:10 PM,44189.9,29.46,,,,
21,03/28/22 02:43:20 PM,44255.4,29.60,,,,
22,03/28/22 03:03:30 PM,44276.1,29.59,,,,
23,03/28/22 03:23:40 PM,44231.2,29.60,,,,
24,03/28/22 03:43:50 PM,44293.4,29.69,,,,
25,03/28/22 04:04:00 PM,44331.4,29.70,,,,
26,03/28/22 04:24:10 PM,44162.4,29.93,,,,
27,03/28/22 04:44:20 PM,44265.7,29.91,,,,
28,03/28/22 05:04:30 PM,44369.5,29.90,,,,
29,03/28/22 05:24:40 PM,44327.9,29.88,,,,
30,03/28/22 05:44:50 PM,44331.4,29.88,,,,
31,03/28/22 06:05:00 PM,44338.3,29.90,,,,
32,03/28/22 06:25:10 PM,44338.3,29.84,,,,
33,03/28/22 06:45:20 PM,44214.0,29.69,,,,
34,03/28/22 07:05:30 PM,44272.6,29.62,,,,
35,03/28/22 07:25:40 PM,44245.0,29.57,,,,
36,03/28/22 07:45:50 PM,44231.2,29.49,,,,
37,03/28/22 08:06:00 PM,44189.9,29.33,,,,
38,03/28/22 08:26:10 PM,44200.2,29.33,,,,
39,03/28/22 08:46:20 PM,44165.8,29.27,,,,
40,03/28/22 09:06:30 PM,44207.1,29.30,,,,
41,03/28/22 09:26:40 PM,44227.8,29.38,,,,
42,03/28/22 09:46:50 PM,44227.8,29.42,,,,
43,03/28/22 10:07:00 PM,44269.2,29.38,,,,
44,03/28/22 10:27:10 PM,44279.5,29.37,,,,
45,03/28/22 10:47:20 PM,44321.0,29.37,,,,
46,03/28/22 11:07:30 PM,44307.2,29.33,,,,
47,03/28/22 11:27:40 PM,44307.2,29.29,,,,
48,03/28/22 11:47:50 PM,44224.4,29.11,,,,
49,03/29/22 12:08:00 AM,44124.6,28.92,,,,
50,03/29/22 12:28:10 AM,44080.0,28.78,,,,
51,03/29/22 12:48:20 AM,44093.7,28.77,,,,
52,03/29/22 01:08:30 AM,44052.5,28.70,,,,
53,03/29/22 01:28:40 AM,44014.9,28.64,,,,
54,03/29/22 01:48:50 AM,44032.0,28.56,,,,
55,03/29/22 02:09:00 AM,43980.7,28.49,,,,
56,03/29/22 02:29:10 AM,43977.2,28.47,,,,
57,03/29/22 02:49:20 AM,44001.2,28.42,,,,
58,03/29/22 03:09:30 AM,43970.4,28.41,,,,
59,03/29/22 03:29:40 AM,44008.0,28.41,,,,
60,03/29/22 03:49:50 AM,43967.0,28.31,,,,
61,03/29/22 04:10:00 AM,43912.4,28.20,,,,
62,03/29/22 04:30:10 AM,43963.6,28.23,,,,
63,03/29/22 04:50:20 AM,44011.4,28.28,,,,
64,03/29/22 05:10:30 AM,43977.2,28.34,,,,
65,03/29/22 05:30:40 AM,44045.7,28.38,,,,
66,03/29/22 05:50:50 AM,44018.3,28.39,,,,
67,03/29/22 06:11:00 AM,44014.9,28.38,,,,
68,03/29/22 06:31:10 AM,44056.0,28.30,,,,
69,03/29/22 06:51:20 AM,43939.7,28.08,,,,
70,03/29/22 07:11:30 AM,43881.7,28.00,,,,
71,03/29/22 07:31:40 AM,43936.2,28.03,,,,
72,03/29/22 07:51:50 AM,43926.0,28.06,,,,
73,03/29/22 08:12:00 AM,43977.2,28.15,,,,
74,03/29/22 08:32:10 AM,43960.2,28.28,,,,
75,03/29/22 08:52:20 AM,44025.1,28.44,,,,
76,03/29/22 09:12:30 AM,44038.8,28.70,,,,
77,03/29/22 09:32:40 AM,43994.3,28.64,,,,
78,03/29/22 09:52:50 AM,44066.2,28.83,,,,
79,03/29/22 10:13:00 AM,44004.6,28.85,,,,
80,03/29/22 10:33:10 AM,44152.1,29.18,,,,
81,03/29/22 10:53:20 AM,44172.7,29.21,,,,
82,03/29/22 11:13:30 AM,44186.5,29.30,,,,
83,03/29/22 11:33:40 AM,44148.6,29.30,,,,
84,03/29/22 11:53:50 AM,44227.8,29.41,,,,
85,03/29/22 12:14:00 PM,44217.5,29.41,,,,
86,03/29/22 12:34:10 PM,44227.8,29.48,,,,
87,03/29/22 12:54:20 PM,44279.5,29.57,,,,
88,03/29/22 01:14:30 PM,44279.5,29.65,,,,
89,03/29/22 01:34:40 PM,44296.8,29.74,,,,
90,03/29/22 01:54:50 PM,44331.4,29.80,,,,
91,03/29/22 02:15:00 PM,44369.5,29.77,,,,
92,03/29/22 02:35:10 PM,44331.4,29.82,,,,
93,03/29/22 02:55:20 PM,44355.6,29.81,,,,
94,03/29/22 03:15:30 PM,44331.4,29.77,,,,
95,03/29/22 03:35:40 PM,44369.5,29.80,,,,
96,03/29/22 03:55:50 PM,44324.5,29.86,,,,
97,03/29/22 04:16:00 PM,44258.8,29.95,,,,
98,03/29/22 04:36:10 PM,44324.5,29.95,,,,
99,03/29/22 04:56:20 PM,44338.3,29.96,,,,
100,03/29/22 05:16:30 PM,44283.0,29.97,,,,
101,03/29/22 05:36:40 PM,44393.7,30.01,,,,
102,03/29/22 05:56:50 PM,44279.5,29.91,,,,
103,03/29/22 06:17:00 PM,44372.9,29.86,,,,
104,03/29/22 06:37:10 PM,44334.8,29.80,,,,
105,03/29/22 06:57:20 PM,44317.6,29.74,,,,
106,03/29/22 07:17:30 PM,44255.4,29.66,,,,
107,03/29/22 07:37:40 PM,44279.5,29.59,,,,
108,03/29/22 07:57:50 PM,44200.2,29.48,,,,
109,03/29/22 08:18:00 PM,44186.5,29.38,,,,
110,03/29/22 08:38:10 PM,44155.5,29.31,,,,
111,03/29/22 08:58:20 PM,44158.9,29.20,,,,
112,03/29/22 09:18:30 PM,44183.0,29.19,,,,
113,03/29/22 09:38:40 PM,44145.2,29.15,,,,
114,03/29/22 09:58:50 PM,44189.9,29.13,,,,
115,03/29/22 10:19:00 PM,44134.9,29.03,,,,
116,03/29/22 10:39:10 PM,44145.2,29.00,,,,
117,03/29/22 10:59:20 PM,44193.4,29.03,,,,
118,03/29/22 11:19:30 PM,44169.3,28.97,,,,
119,03/29/22 11:39:40 PM,44165.8,28.94,,,,
120,03/29/22 11:59:50 PM,44128.0,28.92,,,,
121,03/30/22 12:20:00 AM,44186.5,28.89,,,,
122,03/30/22 12:40:10 AM,44138.3,28.86,,,,
123,03/30/22 01:00:20 AM,44141.8,28.81,,,,
124,03/30/22 01:20:30 AM,44162.4,28.83,,,,
125,03/30/22 01:40:40 AM,44176.1,28.83,,,,
