"Plot Title: CT_328_Cabral"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739328, SEN S/N: 20739328)","Temp, °C (LGR S/N: 20739328, SEN S/N: 20739328)","Coupler Detached (LGR S/N: 20739328)","Coupler Attached (LGR S/N: 20739328)","Stopped (LGR S/N: 20739328)","End Of File (LGR S/N: 20739328)"
1,03/28/22 08:00:00 AM,33288.6,27.02,Logged,,,
2,03/28/22 08:20:00 AM,33228.2,27.21,,,,
3,03/28/22 08:40:00 AM,1039.7,25.27,,,,
4,03/28/22 09:00:00 AM,1319.6,26.24,,,,
5,03/28/22 09:20:00 AM,33386.1,27.58,,,,
6,03/28/22 09:40:00 AM,33293.8,27.41,,,,
7,03/28/22 10:00:00 AM,33215.1,27.24,,,,
8,03/28/22 10:20:00 AM,24933.6,27.30,,,,
9,03/28/22 10:40:00 AM,33322.8,27.60,,,,
10,03/28/22 11:00:00 AM,33236.1,27.57,,,,
11,03/28/22 11:20:00 AM,33196.8,27.52,,,,
12,03/28/22 11:40:00 AM,33115.9,27.41,,,,
13,03/28/22 12:00:00 PM,33102.9,27.58,,,,
14,03/28/22 12:20:00 PM,33032.8,27.48,,,,
15,03/28/22 12:40:00 PM,33050.9,27.60,,,,
16,03/28/22 01:00:00 PM,32999.1,27.57,,,,
17,03/28/22 01:20:00 PM,32973.2,27.64,,,,
18,03/28/22 01:40:00 PM,32893.3,27.64,,,,
19,03/28/22 02:00:00 PM,32919.0,27.90,,,,
20,03/28/22 02:20:00 PM,32906.2,27.83,,,,
21,03/28/22 02:40:00 PM,32867.6,28.03,,,,
22,03/28/22 03:00:00 PM,32816.3,27.87,,,,
23,03/28/22 03:20:00 PM,32834.2,27.81,,,,
24,03/28/22 03:40:00 PM,32831.6,28.18,,,,
25,03/28/22 04:00:00 PM,32752.3,28.17,,,,
26,03/28/22 04:20:00 PM,32708.9,28.24,,,,
27,03/28/22 04:40:00 PM,32734.4,28.23,,,,
28,03/28/22 05:00:00 PM,32818.8,28.19,,,,
29,03/28/22 05:20:00 PM,32803.5,28.21,,,,
30,03/28/22 05:40:00 PM,32818.8,28.19,,,,
31,03/28/22 06:00:00 PM,32678.4,28.19,,,,
32,03/28/22 06:20:00 PM,32691.1,28.22,,,,
33,03/28/22 06:40:00 PM,32670.8,28.22,,,,
34,03/28/22 07:00:00 PM,32678.4,28.27,,,,
35,03/28/22 07:20:00 PM,32841.9,28.30,,,,
36,03/28/22 07:40:00 PM,32683.5,28.29,,,,
37,03/28/22 08:00:00 PM,32813.7,28.24,,,,
38,03/28/22 08:20:00 PM,32775.3,28.23,,,,
39,03/28/22 08:40:00 PM,32785.5,28.22,,,,
40,03/28/22 09:00:00 PM,32813.7,28.25,,,,
41,03/28/22 09:20:00 PM,32770.2,28.18,,,,
42,03/28/22 09:40:00 PM,32785.5,28.18,,,,
43,03/28/22 10:00:00 PM,32760.0,28.18,,,,
