"Plot Title: CT_332_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739332, SEN S/N: 20739332)","Temp, °C (LGR S/N: 20739332, SEN S/N: 20739332)","Coupler Detached (LGR S/N: 20739332)","Coupler Attached (LGR S/N: 20739332)","Stopped (LGR S/N: 20739332)","End Of File (LGR S/N: 20739332)"
1,03/28/22 08:00:00 AM,40768.9,28.68,Logged,,,
2,03/28/22 08:20:00 AM,40864.8,29.04,,,,
3,03/28/22 08:40:00 AM,1889.1,27.12,,,,
4,03/28/22 09:00:00 AM,40509.5,28.92,,,,
5,03/28/22 09:20:00 AM,41461.1,29.52,,,,
6,03/28/22 09:40:00 AM,41528.3,29.41,,,,
7,03/28/22 10:00:00 AM,41229.7,29.27,,,,
8,03/28/22 10:20:00 AM,41389.7,29.33,,,,
9,03/28/22 10:40:00 AM,41573.1,29.62,,,,
10,03/28/22 11:00:00 AM,41568.7,29.68,,,,
11,03/28/22 11:20:00 AM,41573.1,29.68,,,,
12,03/28/22 11:40:00 AM,41528.3,29.68,,,,
13,03/28/22 12:00:00 PM,41627.1,29.76,,,,
14,03/28/22 12:20:00 PM,41586.6,29.71,,,,
15,03/28/22 12:40:00 PM,41586.6,29.84,,,,
16,03/28/22 01:00:00 PM,41645.1,29.87,,,,
17,03/28/22 01:20:00 PM,41685.7,29.97,,,,
18,03/28/22 01:40:00 PM,41726.3,30.07,,,,
19,03/28/22 02:00:00 PM,41771.6,30.18,,,,
20,03/28/22 02:20:00 PM,41803.3,30.23,,,,
21,03/28/22 02:40:00 PM,41835.0,30.35,,,,
22,03/28/22 03:00:00 PM,41853.2,30.30,,,,
23,03/28/22 03:20:00 PM,41912.3,30.33,,,,
24,03/28/22 03:40:00 PM,41971.5,30.41,,,,
25,03/28/22 04:00:00 PM,41935.1,30.53,,,,
26,03/28/22 04:20:00 PM,41685.7,30.60,,,,
27,03/28/22 04:40:00 PM,41735.4,30.60,,,,
28,03/28/22 05:00:00 PM,41985.2,30.57,,,,
29,03/28/22 05:20:00 PM,42030.9,30.58,,,,
30,03/28/22 05:40:00 PM,41930.5,30.59,,,,
31,03/28/22 06:00:00 PM,41998.9,30.57,,,,
32,03/28/22 06:20:00 PM,41989.8,30.55,,,,
33,03/28/22 06:40:00 PM,42017.2,30.54,,,,
34,03/28/22 07:00:00 PM,42008.1,30.53,,,,
35,03/28/22 07:20:00 PM,41848.6,30.34,,,,
36,03/28/22 07:40:00 PM,41830.5,30.28,,,,
37,03/28/22 08:00:00 PM,41771.6,30.23,,,,
38,03/28/22 08:20:00 PM,41785.1,30.16,,,,
39,03/28/22 08:40:00 PM,41730.8,30.02,,,,
40,03/28/22 09:00:00 PM,41573.1,29.94,,,,
41,03/28/22 09:20:00 PM,41595.6,29.95,,,,
42,03/28/22 09:40:00 PM,41672.2,29.99,,,,
43,03/28/22 10:00:00 PM,41771.6,30.02,,,,
44,03/28/22 10:20:00 PM,41645.1,30.01,,,,
45,03/28/22 10:40:00 PM,41703.7,29.97,,,,
46,03/28/22 11:00:00 PM,41753.5,29.96,,,,
47,03/28/22 11:20:00 PM,41604.6,29.70,,,,
48,03/28/22 11:40:00 PM,41591.1,29.63,,,,
49,03/29/22 12:00:00 AM,41532.8,29.53,,,,
50,03/29/22 12:20:00 AM,41541.7,29.51,,,,
51,03/29/22 12:40:00 AM,41461.1,29.48,,,,
52,03/29/22 01:00:00 AM,41322.9,29.41,,,,
53,03/29/22 01:20:00 AM,41367.4,29.37,,,,
54,03/29/22 01:40:00 AM,41291.8,29.31,,,,
55,03/29/22 02:00:00 AM,41376.3,29.27,,,,
56,03/29/22 02:20:00 AM,41376.3,29.23,,,,
57,03/29/22 02:40:00 AM,41305.1,29.17,,,,
58,03/29/22 03:00:00 AM,41305.1,29.07,,,,
59,03/29/22 03:20:00 AM,41296.2,29.03,,,,
60,03/29/22 03:40:00 AM,41265.2,28.97,,,,
61,03/29/22 04:00:00 AM,41274.0,28.97,,,,
62,03/29/22 04:20:00 AM,41265.2,28.92,,,,
63,03/29/22 04:40:00 AM,41128.0,28.74,,,,
64,03/29/22 05:00:00 AM,41291.8,28.86,,,,
65,03/29/22 05:20:00 AM,41269.6,28.89,,,,
66,03/29/22 05:40:00 AM,41327.3,28.93,,,,
67,03/29/22 06:00:00 AM,41349.6,28.97,,,,
68,03/29/22 06:20:00 AM,41322.9,28.93,,,,
69,03/29/22 06:40:00 AM,41349.6,28.97,,,,
70,03/29/22 07:00:00 AM,41154.5,28.63,,,,
71,03/29/22 07:20:00 AM,41225.3,28.72,,,,
72,03/29/22 07:40:00 AM,41061.9,28.67,,,,
73,03/29/22 08:00:00 AM,41048.7,28.58,,,,
74,03/29/22 08:20:00 AM,41163.3,28.77,,,,
75,03/29/22 08:40:00 AM,41260.7,28.94,,,,
76,03/29/22 09:00:00 AM,41247.4,29.01,,,,
77,03/29/22 09:20:00 AM,41300.7,29.16,,,,
78,03/29/22 09:40:00 AM,41327.3,29.26,,,,
79,03/29/22 10:00:00 AM,41488.0,29.60,,,,
80,03/29/22 10:20:00 AM,41582.1,29.80,,,,
81,03/29/22 10:40:00 AM,41505.9,29.86,,,,
82,03/29/22 11:00:00 AM,41318.4,29.91,,,,
83,03/29/22 11:20:00 AM,41690.2,29.96,,,,
84,03/29/22 11:40:00 AM,41758.0,30.00,,,,
85,03/29/22 12:00:00 PM,41753.5,30.07,,,,
86,03/29/22 12:20:00 PM,41753.5,30.10,,,,
87,03/29/22 12:40:00 PM,41753.5,30.13,,,,
88,03/29/22 01:00:00 PM,41785.1,30.19,,,,
89,03/29/22 01:20:00 PM,41844.1,30.33,,,,
90,03/29/22 01:40:00 PM,41866.8,30.43,,,,
91,03/29/22 02:00:00 PM,41894.1,30.49,,,,
92,03/29/22 02:20:00 PM,41985.2,30.51,,,,
93,03/29/22 02:40:00 PM,41948.7,30.54,,,,
94,03/29/22 03:00:00 PM,41885.0,30.54,,,,
95,03/29/22 03:20:00 PM,41871.4,30.55,,,,
96,03/29/22 03:40:00 PM,41935.1,30.54,,,,
97,03/29/22 04:00:00 PM,41898.6,30.62,,,,
98,03/29/22 04:20:00 PM,41807.8,30.69,,,,
99,03/29/22 04:40:00 PM,41916.8,30.67,,,,
100,03/29/22 05:00:00 PM,41866.8,30.64,,,,
101,03/29/22 05:20:00 PM,41785.1,30.63,,,,
102,03/29/22 05:40:00 PM,41948.7,30.65,,,,
103,03/29/22 06:00:00 PM,41989.8,30.73,,,,
104,03/29/22 06:20:00 PM,41998.9,30.68,,,,
105,03/29/22 06:40:00 PM,41912.3,30.57,,,,
106,03/29/22 07:00:00 PM,41875.9,30.51,,,,
107,03/29/22 07:20:00 PM,41789.7,30.41,,,,
108,03/29/22 07:40:00 PM,41748.9,30.30,,,,
109,03/29/22 08:00:00 PM,41785.1,30.31,,,,
110,03/29/22 08:20:00 PM,41717.3,30.18,,,,
111,03/29/22 08:40:00 PM,41631.6,30.10,,,,
112,03/29/22 09:00:00 PM,41649.6,30.01,,,,
113,03/29/22 09:20:00 PM,41604.6,29.92,,,,
114,03/29/22 09:40:00 PM,41604.6,29.86,,,,
115,03/29/22 10:00:00 PM,41663.1,29.85,,,,
116,03/29/22 10:20:00 PM,41663.1,29.79,,,,
117,03/29/22 10:40:00 PM,41636.1,29.77,,,,
118,03/29/22 11:00:00 PM,41622.6,29.77,,,,
119,03/29/22 11:20:00 PM,41613.6,29.75,,,,
120,03/29/22 11:40:00 PM,41667.6,29.75,,,,
121,03/30/22 12:00:00 AM,41631.6,29.70,,,,
122,03/30/22 12:20:00 AM,41573.1,29.65,,,,
123,03/30/22 12:40:00 AM,41591.1,29.65,,,,
124,03/30/22 01:00:00 AM,41609.1,29.62,,,,
125,03/30/22 01:20:00 AM,41609.1,29.61,,,,
126,03/30/22 01:40:00 AM,41595.6,29.55,,,,
127,03/30/22 02:00:00 AM,41586.6,29.52,,,,
128,03/30/22 02:20:00 AM,41546.2,29.45,,,,
129,03/30/22 02:40:00 AM,41514.8,29.38,,,,
130,03/30/22 03:00:00 AM,41452.2,29.28,,,,
131,03/30/22 03:20:00 AM,41443.2,29.18,,,,
132,03/30/22 03:40:00 AM,41385.2,29.13,,,,
133,03/30/22 04:00:00 AM,41322.9,29.06,,,,
134,03/30/22 04:20:00 AM,41243.0,28.94,,,,
135,03/30/22 04:40:00 AM,41088.3,28.75,,,,
136,03/30/22 05:00:00 AM,41141.3,28.78,,,,
137,03/30/22 05:20:00 AM,41141.3,28.73,,,,
138,03/30/22 05:40:00 AM,41013.6,28.57,,,,
139,03/30/22 06:00:00 AM,41066.3,28.59,,,,
140,03/30/22 06:20:00 AM,41026.8,28.60,,,,
141,03/30/22 06:40:00 AM,41061.9,28.64,,,,
142,03/30/22 07:00:00 AM,41167.7,28.70,,,,
143,03/30/22 07:20:00 AM,41044.3,28.52,,,,
144,03/30/22 07:40:00 AM,40912.8,28.45,,,,
145,03/30/22 08:00:00 AM,40974.1,28.49,,,,
146,03/30/22 08:20:00 AM,41009.2,28.60,,,,
147,03/30/22 08:40:00 AM,40974.1,28.63,,,,
148,03/30/22 09:00:00 AM,41004.8,28.65,,,,
149,03/30/22 09:20:00 AM,41044.3,28.80,,,,
150,03/30/22 09:40:00 AM,41061.9,28.87,,,,
151,03/30/22 10:00:00 AM,41132.4,29.02,,,,
152,03/30/22 10:20:00 AM,41243.0,29.18,,,,
153,03/30/22 10:40:00 AM,41229.7,29.22,,,,
154,03/30/22 11:00:00 AM,41229.7,29.27,,,,
155,03/30/22 11:20:00 AM,41291.8,29.35,,,,
156,03/30/22 11:40:00 AM,41260.7,29.40,,,,
157,03/30/22 12:00:00 PM,41403.1,29.53,,,,
158,03/30/22 12:20:00 PM,41470.1,29.62,,,,
159,03/30/22 12:40:00 PM,41429.8,29.66,,,,
160,03/30/22 01:00:00 PM,41483.5,29.66,,,,
161,03/30/22 01:20:00 PM,41501.4,29.67,,,,
162,03/30/22 01:40:00 PM,41555.2,29.84,,,,
163,03/30/22 02:00:00 PM,41573.1,29.91,,,,
164,03/30/22 02:20:00 PM,41595.6,30.00,,,,
165,03/30/22 02:40:00 PM,41676.7,30.11,,,,
166,03/30/22 03:00:00 PM,41767.0,30.31,,,,
167,03/30/22 03:20:00 PM,41748.9,30.44,,,,
168,03/30/22 03:40:00 PM,41767.0,30.45,,,,
169,03/30/22 04:00:00 PM,41717.3,30.44,,,,
170,03/30/22 04:20:00 PM,41771.6,30.45,,,,
171,03/30/22 04:40:00 PM,41771.6,30.48,,,,
172,03/30/22 05:00:00 PM,41735.4,30.46,,,,
173,03/30/22 05:20:00 PM,41690.2,30.41,,,,
174,03/30/22 05:40:00 PM,41748.9,30.40,,,,
175,03/30/22 06:00:00 PM,41685.7,30.31,,,,
176,03/30/22 06:20:00 PM,41631.6,30.25,,,,
177,03/30/22 06:40:00 PM,41645.1,30.13,,,,
178,03/30/22 07:00:00 PM,41595.6,30.16,,,,
179,03/30/22 07:20:00 PM,41568.7,30.11,,,,
180,03/30/22 07:40:00 PM,41514.8,30.02,,,,
181,03/30/22 08:00:00 PM,41492.4,29.95,,,,
182,03/30/22 08:20:00 PM,41488.0,29.90,,,,
183,03/30/22 08:40:00 PM,41452.2,29.85,,,,
184,03/30/22 09:00:00 PM,41420.9,29.79,,,,
185,03/30/22 09:20:00 PM,41412.0,29.76,,,,
186,03/30/22 09:40:00 PM,41362.9,29.71,,,,
187,03/30/22 10:00:00 PM,41314.0,29.68,,,,
188,03/30/22 10:20:00 PM,41331.8,29.63,,,,
189,03/30/22 10:40:00 PM,41340.7,29.58,,,,
190,03/30/22 11:00:00 PM,41327.3,29.53,,,,
191,03/30/22 11:20:00 PM,41340.7,29.50,,,,
192,03/30/22 11:40:00 PM,41327.3,29.42,,,,
193,03/31/22 12:00:00 AM,41282.9,29.38,,,,
194,03/31/22 12:20:00 AM,41265.2,29.36,,,,
195,03/31/22 12:40:00 AM,41269.6,29.32,,,,
196,03/31/22 01:00:00 AM,41212.0,29.26,,,,
197,03/31/22 01:20:00 AM,41194.3,29.22,,,,
198,03/31/22 01:40:00 AM,41167.7,29.16,,,,
199,03/31/22 02:00:00 AM,41185.4,29.16,,,,
200,03/31/22 02:20:00 AM,41247.4,29.17,,,,
201,03/31/22 02:40:00 AM,41207.5,29.12,,,,
202,03/31/22 03:00:00 AM,41128.0,29.09,,,,
203,03/31/22 03:20:00 AM,41110.4,29.06,,,,
204,03/31/22 03:40:00 AM,41123.6,29.02,,,,
205,03/31/22 04:00:00 AM,41101.6,29.01,,,,
206,03/31/22 04:20:00 AM,41070.7,28.98,,,,
207,03/31/22 04:40:00 AM,41070.7,28.94,,,,
208,03/31/22 05:00:00 AM,41061.9,28.92,,,,
209,03/31/22 05:20:00 AM,41009.2,28.87,,,,
210,03/31/22 05:40:00 AM,40982.9,28.80,,,,
211,03/31/22 06:00:00 AM,40891.0,28.74,,,,
212,03/31/22 06:20:00 AM,40943.4,28.74,,,,
213,03/31/22 06:40:00 AM,40869.1,28.60,,,,
214,03/31/22 07:00:00 AM,40873.5,28.60,,,,
215,03/31/22 07:20:00 AM,40812.4,28.57,,,,
216,03/31/22 07:40:00 AM,40842.9,28.55,,,,
217,03/31/22 08:00:00 AM,40786.3,28.58,,,,
218,03/31/22 08:20:00 AM,40790.7,28.69,,,,
219,03/31/22 08:40:00 AM,40882.2,28.82,,,,
220,03/31/22 09:00:00 AM,40838.6,28.92,,,,
221,03/31/22 09:20:00 AM,40961.0,29.06,,,,
222,03/31/22 09:40:00 AM,41203.1,29.38,,,,
223,03/31/22 10:00:00 AM,41322.9,29.65,,,,
224,03/31/22 10:20:00 AM,41452.2,29.86,,,,
225,03/31/22 10:40:00 AM,41541.7,30.00,,,,
226,03/31/22 11:00:00 AM,41555.2,30.10,,,,
227,03/31/22 11:08:23 AM,,,,Logged,,
228,03/31/22 11:08:26 AM,,,,,Logged,Logged
