Serial Number:20555858 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2021-08-24 12:15:00,39.25,"4,924", , , , , 
2021-08-24 12:16:00,38.05,"2,917", , , , , 
2021-08-24 12:17:00,37.02,"1,445", , , , , 
2021-08-24 12:18:00,37.28,"26,173", , , , , 
2021-08-24 12:19:00,35.90,82, , , , , 
2021-08-24 12:20:00,35.43,35, , , , , 
2021-08-24 12:21:00,35.18,76, , , , , 
2021-08-24 12:22:00,34.96,90, , , , , 
2021-08-24 12:23:00,34.83,87, , , , , 
2021-08-24 12:24:00,34.75,42, , , , , 
2021-08-24 12:25:00,34.66,45, , , , , 
2021-08-24 12:26:00,34.53,41, , , , , 
2021-08-24 12:27:00,34.40,42, , , , , 
2021-08-24 12:28:00,34.23,38, , , , , 
2021-08-24 12:29:00,34.19,44, , , , , 
2021-08-24 12:30:00,34.02,39, , , , , 
2021-08-24 12:31:00,34.02,44, , , , , 
2021-08-24 12:32:00,34.02,54, , , , , 
2021-08-24 12:33:00,34.02,85, , , , , 
2021-08-24 12:34:00,33.89,101, , , , , 
2021-08-24 12:35:00,33.80,145, , , , , 
2021-08-24 12:36:00,33.72,304, , , , , 
2021-08-24 12:37:00,33.67,308, , , , , 
2021-08-24 12:38:00,33.67,378, , , , , 
2021-08-24 12:39:00,33.72,646, , , , , 
2021-08-24 12:40:00,33.85,"2,670", , , , , 
2021-08-24 12:41:00,34.06,710, , , , , 
2021-08-24 12:42:00,34.45,"8,788", , , , , 
2021-08-24 12:43:00,34.23,152, , , , , 
2021-08-24 12:44:00,34.23,259, , , , , 
2021-08-24 12:45:00,33.37,676, , , , , 
2021-08-24 12:46:00,32.73,788, , , , , 
2021-08-24 12:47:00,32.17,780, , , , , 
2021-08-24 12:48:00,31.70,640, , , , , 
2021-08-24 12:49:00,31.36,"2,276", , , , , 
2021-08-24 12:50:00,31.23,"5,167", , , , , 
2021-08-24 12:51:00,30.93,"1,055", , , , , 
2021-08-24 12:52:00,30.63,"1,136", , , , , 
2021-08-24 12:53:00,31.23,"11,500", , , , , 
2021-08-24 12:54:00,31.23,"12,447", , , , , 
2021-08-24 12:55:00,31.31,"9,615", , , , , 
2021-08-24 12:56:00,31.14,"2,584", , , , , 
2021-08-24 12:57:00,31.01,"1,201", , , , , 
2021-08-24 12:58:00,30.93,"1,491", , , , , 
2021-08-24 12:59:00,31.36,"16,297", , , , , 
2021-08-24 13:00:00,31.83,"31,416", , , , , 
2021-08-24 13:01:00,32.17,"23,060", , , , , 
2021-08-24 13:02:00,31.49,"2,629", , , , , 
2021-08-24 13:03:00,30.93,128, , , , , 
2021-08-24 13:04:00,30.59,298, , , , , 
2021-08-24 13:05:00,30.28,"3,756", , , , , 
2021-08-24 13:06:00,30.03,122, , , , , 
2021-08-24 13:07:00,29.98,"1,030", , , , , 
2021-08-24 13:08:00,29.90,"51,732", , , , , 
2021-08-24 13:09:00,28.83,"12,252", , , , , 
2021-08-24 13:10:00,28.31,544, , , , , 
2021-08-24 13:11:00,28.05,821, , , , , 
2021-08-24 13:12:00,27.88,908, , , , , 
2021-08-24 13:13:00,27.75,901, , , , , 
2021-08-24 13:14:00,27.67,783, , , , , 
2021-08-24 13:15:00,27.63,911, , , , , 
2021-08-24 13:16:00,27.58,940, , , , , 
2021-08-24 13:17:00,27.58,895, , , , , 
2021-08-24 13:18:00,27.58,896, , , , , 
2021-08-24 13:19:00,27.58,923, , , , , 
2021-08-24 13:20:00,27.58,924, , , , , 
2021-08-24 13:21:00,27.54,876, , , , , 
2021-08-24 13:22:00,27.54,906, , , , , 
2021-08-24 13:23:00,27.54,884, , , , , 
2021-08-24 13:24:00,27.50,930, , , , , 
2021-08-24 13:25:00,27.54,938, , , , , 
2021-08-24 13:26:00,27.58,962, , , , , 
2021-08-24 13:27:00,27.58,"1,152", , , , , 
2021-08-24 13:28:00,27.58,995, , , , , 
2021-08-24 13:29:00,27.58,"1,031", , , , , 
2021-08-24 13:30:00,27.58,"1,157", , , , , 
2021-08-24 13:31:00,27.54,974, , , , , 
2021-08-24 13:32:00,27.54,"1,111", , , , , 
2021-08-24 13:33:00,27.58,"1,243", , , , , 
2021-08-24 13:34:00,27.58,"1,170", , , , , 
2021-08-24 13:35:00,27.63,"1,127", , , , , 
2021-08-24 13:36:00,27.58,"1,194", , , , , 
2021-08-24 13:37:00,27.58,"1,018", , , , , 
2021-08-24 13:38:00,27.58,975, , , , , 
2021-08-24 13:39:00,27.63,"1,680", , , , , 
2021-08-24 13:40:00,27.63,"1,435", , , , , 
2021-08-24 13:41:00,27.63,"1,065", , , , , 
2021-08-24 13:42:00,27.63,"1,316", , , , , 
2021-08-24 13:43:00,27.67,"1,286", , , , , 
2021-08-24 13:44:00,27.63,"1,322", , , , , 
2021-08-24 13:45:00,27.67,940, , , , , 
2021-08-24 13:46:00,27.67,997, , , , , 
2021-08-24 13:47:00,27.63,941, , , , , 
2021-08-24 13:48:00,27.63,931, , , , , 
2021-08-24 13:49:00,27.58,945, , , , , 
2021-08-24 13:50:00,27.58,956, , , , , 
2021-08-24 13:51:00,27.67,"1,272", , , , , 
2021-08-24 13:52:00,27.63,"1,027", , , , , 
2021-08-24 13:53:00,27.63,"1,050", , , , , 
2021-08-24 13:54:00,27.63,913, , , , , 
2021-08-24 13:55:00,27.67,"1,084", , , , , 
2021-08-24 13:56:00,27.63,723, , , , , 
2021-08-24 13:57:00,27.63,746, , , , , 
2021-08-24 13:58:00,27.67,747, , , , , 
2021-08-24 13:59:00,27.67,756, , , , , 
2021-08-24 14:00:00,27.63,747, , , , , 
2021-08-24 14:01:00,27.67,734, , , , , 
2021-08-24 14:02:00,27.67,766, , , , , 
2021-08-24 14:03:00,27.63,816, , , , , 
2021-08-24 14:04:00,27.63,873, , , , , 
2021-08-24 14:05:00,27.63,781, , , , , 
