Serial Number:20555845 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2021-08-24 12:14:00,33.97,"1,315", , , , , 
2021-08-24 12:15:00,33.50,940, , , , , 
2021-08-24 12:16:00,33.20,"2,799", , , , , 
2021-08-24 12:17:00,33.29,"4,086", , , , , 
2021-08-24 12:18:00,33.80,"6,830", , , , , 
2021-08-24 12:19:00,33.46,107, , , , , 
2021-08-24 12:20:00,33.50,50, , , , , 
2021-08-24 12:21:00,33.55,129, , , , , 
2021-08-24 12:22:00,33.55,155, , , , , 
2021-08-24 12:23:00,33.59,159, , , , , 
2021-08-24 12:24:00,33.72,77, , , , , 
2021-08-24 12:25:00,33.80,101, , , , , 
2021-08-24 12:26:00,33.76,77, , , , , 
2021-08-24 12:27:00,33.76,73, , , , , 
2021-08-24 12:28:00,33.76,49, , , , , 
2021-08-24 12:29:00,33.72,65, , , , , 
2021-08-24 12:30:00,33.67,58, , , , , 
2021-08-24 12:31:00,33.67,46, , , , , 
2021-08-24 12:32:00,33.63,43, , , , , 
2021-08-24 12:33:00,33.67,171, , , , , 
2021-08-24 12:34:00,33.67,749, , , , , 
2021-08-24 12:35:00,33.67,504, , , , , 
2021-08-24 12:36:00,33.63,314, , , , , 
2021-08-24 12:37:00,33.67,322, , , , , 
2021-08-24 12:38:00,33.67,344, , , , , 
2021-08-24 12:39:00,33.67,364, , , , , 
2021-08-24 12:40:00,33.76,"6,884", , , , , 
2021-08-24 12:41:00,33.72,734, , , , , 
2021-08-24 12:42:00,34.27,"9,344", , , , , 
2021-08-24 12:43:00,33.72,122, , , , , 
2021-08-24 12:44:00,33.42,54, , , , , 
2021-08-24 12:45:00,32.73,172, , , , , 
2021-08-24 12:46:00,32.13,210, , , , , 
2021-08-24 12:47:00,31.74,152, , , , , 
2021-08-24 12:48:00,31.36,144, , , , , 
2021-08-24 12:49:00,31.06,501, , , , , 
2021-08-24 12:50:00,30.71,509, , , , , 
2021-08-24 12:51:00,30.46,388, , , , , 
2021-08-24 12:52:00,30.11,"1,007", , , , , 
2021-08-24 12:53:00,30.28,"2,103", , , , , 
2021-08-24 12:54:00,30.20,"4,330", , , , , 
2021-08-24 12:55:00,30.24,"2,913", , , , , 
2021-08-24 12:56:00,30.20,660, , , , , 
2021-08-24 12:57:00,30.07,975, , , , , 
2021-08-24 12:58:00,30.16,"1,005", , , , , 
2021-08-24 12:59:00,30.41,"3,302", , , , , 
2021-08-24 13:00:00,30.76,"20,163", , , , , 
2021-08-24 13:01:00,30.71,"44,913", , , , , 
2021-08-24 13:02:00,31.70,"48,886", , , , , 
2021-08-24 13:03:00,31.06,"24,822", , , , , 
2021-08-24 13:04:00,30.41,"2,179", , , , , 
2021-08-24 13:05:00,29.51,"2,884", , , , , 
2021-08-24 13:06:00,28.83,"11,213", , , , , 
2021-08-24 13:07:00,29.00,"18,186", , , , , 
2021-08-24 13:08:00,28.61,"30,577", , , , , 
2021-08-24 13:09:00,28.14,550, , , , , 
2021-08-24 13:10:00,28.14,"21,484", , , , , 
2021-08-24 13:11:00,28.14,"33,536", , , , , 
2021-08-24 13:12:00,28.23,"31,529", , , , , 
2021-08-24 13:13:00,28.27,"33,157", , , , , 
2021-08-24 13:14:00,28.27,"32,092", , , , , 
2021-08-24 13:15:00,28.31,"32,430", , , , , 
2021-08-24 13:16:00,28.27,"33,137", , , , , 
2021-08-24 13:17:00,28.31,"32,225", , , , , 
2021-08-24 13:18:00,28.27,"32,553", , , , , 
2021-08-24 13:19:00,28.27,"33,249", , , , , 
2021-08-24 13:20:00,28.31,"32,410", , , , , 
2021-08-24 13:21:00,28.31,"32,010", , , , , 
