"Plot Title: CT_740_052421"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)"
1,05/23/21 10:29:30 PM,0.0,24.02
2,05/23/21 10:30:00 PM,0.0,24.05
3,05/23/21 10:30:30 PM,0.0,24.12
4,05/23/21 10:31:00 PM,0.0,24.18
5,05/23/21 10:31:30 PM,0.0,24.26
6,05/23/21 10:32:00 PM,0.0,24.31
7,05/23/21 10:32:30 PM,0.0,24.31
8,05/23/21 10:33:00 PM,0.0,24.37
9,05/23/21 10:33:30 PM,0.0,24.36
10,05/23/21 10:34:00 PM,0.0,24.41
11,05/23/21 10:34:30 PM,0.0,24.48
12,05/23/21 10:35:00 PM,0.0,24.54
13,05/23/21 10:35:30 PM,0.0,24.56
14,05/23/21 10:36:00 PM,0.0,24.62
15,05/23/21 10:36:30 PM,0.0,24.65
16,05/23/21 10:37:00 PM,0.0,24.69
17,05/23/21 10:37:30 PM,0.0,24.72
18,05/23/21 10:38:00 PM,0.0,24.73
19,05/23/21 10:38:30 PM,0.0,24.75
20,05/23/21 10:39:00 PM,0.0,24.78
21,05/23/21 10:39:30 PM,0.0,24.80
22,05/23/21 10:40:00 PM,0.0,24.80
23,05/23/21 10:40:30 PM,0.0,24.81
24,05/23/21 10:41:00 PM,0.0,24.81
25,05/23/21 10:41:30 PM,0.0,24.82
26,05/23/21 10:42:00 PM,0.0,24.83
27,05/23/21 10:42:30 PM,0.0,24.83
28,05/23/21 10:43:00 PM,0.0,24.83
29,05/23/21 10:43:30 PM,0.0,24.83
30,05/23/21 10:44:00 PM,0.0,24.82
31,05/23/21 10:44:30 PM,0.0,24.82
32,05/23/21 10:45:00 PM,0.0,24.79
33,05/23/21 10:45:30 PM,0.0,24.78
34,05/23/21 10:46:00 PM,0.0,24.75
35,05/23/21 10:46:30 PM,0.0,24.72
36,05/23/21 10:47:00 PM,0.0,24.73
37,05/23/21 10:47:30 PM,0.0,24.73
38,05/23/21 10:48:00 PM,0.0,24.72
39,05/23/21 10:48:30 PM,0.0,24.70
40,05/23/21 10:49:00 PM,0.0,24.70
41,05/23/21 10:49:30 PM,0.0,24.67
42,05/23/21 10:50:00 PM,0.0,24.66
43,05/23/21 10:50:30 PM,0.0,24.64
44,05/23/21 10:51:00 PM,0.0,24.62
45,05/23/21 10:51:30 PM,0.0,24.58
46,05/23/21 10:52:00 PM,0.0,24.56
47,05/23/21 10:52:30 PM,0.0,24.54
48,05/23/21 10:53:00 PM,0.0,24.52
49,05/23/21 10:53:30 PM,0.0,24.48
50,05/23/21 10:54:00 PM,0.0,24.46
51,05/23/21 10:54:30 PM,0.0,24.43
52,05/23/21 10:55:00 PM,0.0,24.40
53,05/23/21 10:55:30 PM,0.0,24.37
54,05/23/21 10:56:00 PM,0.0,24.35
55,05/23/21 10:56:30 PM,0.0,24.32
56,05/23/21 10:57:00 PM,0.0,24.29
57,05/23/21 10:57:30 PM,0.0,24.27
58,05/23/21 10:58:00 PM,0.0,24.22
59,05/23/21 10:58:30 PM,0.0,24.20
60,05/23/21 10:59:00 PM,0.0,24.18
61,05/23/21 10:59:30 PM,0.0,24.15
62,05/23/21 11:00:00 PM,0.0,24.13
63,05/23/21 11:00:30 PM,0.0,24.11
64,05/23/21 11:01:00 PM,0.0,24.09
65,05/23/21 11:01:30 PM,0.0,24.06
66,05/23/21 11:02:00 PM,0.0,24.05
67,05/23/21 11:02:30 PM,0.0,24.03
68,05/23/21 11:03:00 PM,0.0,24.01
69,05/23/21 11:03:30 PM,0.0,23.97
70,05/23/21 11:04:00 PM,0.0,23.95
71,05/23/21 11:04:30 PM,0.0,23.94
72,05/23/21 11:05:00 PM,0.0,23.92
73,05/23/21 11:05:30 PM,0.0,23.90
74,05/23/21 11:06:00 PM,0.0,23.88
75,05/23/21 11:06:30 PM,0.0,23.86
76,05/23/21 11:07:00 PM,0.0,23.85
77,05/23/21 11:07:30 PM,0.0,23.83
78,05/23/21 11:08:00 PM,0.0,23.82
79,05/23/21 11:08:30 PM,0.0,23.80
80,05/23/21 11:09:00 PM,0.0,23.79
81,05/23/21 11:09:30 PM,0.0,23.76
82,05/23/21 11:10:00 PM,0.0,23.74
83,05/23/21 11:10:30 PM,0.0,23.71
84,05/23/21 11:11:00 PM,0.0,23.69
85,05/23/21 11:11:30 PM,0.0,23.68
86,05/23/21 11:12:00 PM,0.0,23.66
87,05/23/21 11:12:30 PM,0.0,23.65
88,05/23/21 11:13:00 PM,0.0,23.64
89,05/23/21 11:13:30 PM,0.0,23.62
90,05/23/21 11:14:00 PM,0.0,23.61
91,05/23/21 11:14:30 PM,0.0,23.59
92,05/23/21 11:15:00 PM,0.0,23.57
93,05/23/21 11:15:30 PM,0.0,23.55
94,05/23/21 11:16:00 PM,0.0,23.53
95,05/23/21 11:16:30 PM,0.0,23.51
96,05/23/21 11:17:00 PM,0.0,23.50
97,05/23/21 11:17:30 PM,0.0,23.49
98,05/23/21 11:18:00 PM,0.0,23.48
99,05/23/21 11:18:30 PM,0.0,23.47
100,05/23/21 11:19:00 PM,0.0,23.45
101,05/23/21 11:19:30 PM,0.0,23.45
102,05/23/21 11:20:00 PM,0.0,23.47
103,05/23/21 11:20:30 PM,0.0,23.45
104,05/23/21 11:21:00 PM,0.0,23.45
105,05/23/21 11:21:30 PM,0.0,23.45
106,05/23/21 11:22:00 PM,0.0,23.45
107,05/23/21 11:22:30 PM,0.0,23.44
108,05/23/21 11:23:00 PM,0.0,23.44
109,05/23/21 11:23:30 PM,0.0,23.43
110,05/23/21 11:24:00 PM,0.0,23.42
111,05/23/21 11:24:30 PM,0.0,23.42
112,05/23/21 11:25:00 PM,0.0,23.42
113,05/23/21 11:25:30 PM,0.0,23.41
114,05/23/21 11:26:00 PM,0.0,23.41
115,05/23/21 11:26:30 PM,0.0,23.41
116,05/23/21 11:27:00 PM,0.0,23.40
117,05/23/21 11:27:30 PM,0.0,23.40
118,05/23/21 11:28:00 PM,0.0,23.40
119,05/23/21 11:28:30 PM,0.0,23.39
120,05/23/21 11:29:00 PM,0.0,23.39
121,05/23/21 11:29:30 PM,0.0,23.39
122,05/23/21 11:30:00 PM,0.0,23.39
123,05/23/21 11:30:30 PM,0.0,23.39
124,05/23/21 11:31:00 PM,0.0,23.38
125,05/23/21 11:31:30 PM,0.0,23.38
126,05/23/21 11:32:00 PM,0.0,23.38
127,05/23/21 11:32:30 PM,0.0,23.38
128,05/23/21 11:33:00 PM,0.0,23.38
129,05/23/21 11:33:30 PM,0.0,23.38
130,05/23/21 11:34:00 PM,0.0,23.38
131,05/23/21 11:34:30 PM,0.0,23.36
132,05/23/21 11:35:00 PM,0.0,23.36
133,05/23/21 11:35:30 PM,0.0,23.36
134,05/23/21 11:36:00 PM,0.0,23.36
135,05/23/21 11:36:30 PM,0.0,23.36
136,05/23/21 11:37:00 PM,0.0,23.36
137,05/23/21 11:37:30 PM,0.0,23.36
138,05/23/21 11:38:00 PM,0.0,23.35
139,05/23/21 11:38:30 PM,0.0,23.36
140,05/23/21 11:39:00 PM,0.0,23.35
141,05/23/21 11:39:30 PM,0.0,23.35
142,05/23/21 11:40:00 PM,0.0,23.35
143,05/23/21 11:40:30 PM,0.0,23.35
144,05/23/21 11:41:00 PM,0.0,23.35
145,05/23/21 11:41:30 PM,0.0,23.35
146,05/23/21 11:42:00 PM,0.0,23.35
147,05/23/21 11:42:30 PM,0.0,23.35
148,05/23/21 11:43:00 PM,0.0,23.35
149,05/23/21 11:43:30 PM,0.0,23.34
150,05/23/21 11:44:00 PM,0.0,23.35
151,05/23/21 11:44:30 PM,0.0,23.35
152,05/23/21 11:45:00 PM,0.0,23.34
153,05/23/21 11:45:30 PM,0.0,23.34
154,05/23/21 11:46:00 PM,0.0,23.34
155,05/23/21 11:46:30 PM,0.0,23.34
156,05/23/21 11:47:00 PM,0.0,23.35
157,05/23/21 11:47:30 PM,0.0,23.34
158,05/23/21 11:48:00 PM,0.0,23.34
159,05/23/21 11:48:30 PM,0.0,23.35
160,05/23/21 11:49:00 PM,0.0,23.34
161,05/23/21 11:49:30 PM,0.0,23.35
162,05/23/21 11:50:00 PM,0.0,23.34
163,05/23/21 11:50:30 PM,0.0,23.34
164,05/23/21 11:51:00 PM,0.0,23.34
165,05/23/21 11:51:30 PM,0.0,23.34
166,05/23/21 11:52:00 PM,0.0,23.34
167,05/23/21 11:52:30 PM,0.0,23.35
168,05/23/21 11:53:00 PM,0.0,23.35
169,05/23/21 11:53:30 PM,0.0,23.35
170,05/23/21 11:54:00 PM,0.0,23.34
171,05/23/21 11:54:30 PM,0.0,23.34
172,05/23/21 11:55:00 PM,0.0,23.34
173,05/23/21 11:55:30 PM,0.0,23.35
174,05/23/21 11:56:00 PM,0.0,23.34
175,05/23/21 11:56:30 PM,0.0,23.35
176,05/23/21 11:57:00 PM,0.0,23.34
177,05/23/21 11:57:30 PM,0.0,23.35
178,05/23/21 11:58:00 PM,0.0,23.34
179,05/23/21 11:58:30 PM,0.0,23.35
180,05/23/21 11:59:00 PM,0.0,23.34
181,05/23/21 11:59:30 PM,0.0,23.35
182,05/24/21 12:00:00 AM,0.0,23.34
183,05/24/21 12:00:30 AM,0.0,23.35
184,05/24/21 12:01:00 AM,0.0,23.35
185,05/24/21 12:01:30 AM,0.0,23.34
186,05/24/21 12:02:00 AM,0.0,23.35
187,05/24/21 12:02:30 AM,0.0,23.35
188,05/24/21 12:03:00 AM,0.0,23.35
189,05/24/21 12:03:30 AM,0.0,23.35
190,05/24/21 12:04:00 AM,0.0,23.35
191,05/24/21 12:04:30 AM,0.0,23.35
192,05/24/21 12:05:00 AM,0.0,23.35
193,05/24/21 12:05:30 AM,0.0,23.35
194,05/24/21 12:06:00 AM,0.0,23.35
195,05/24/21 12:06:30 AM,0.0,23.35
196,05/24/21 12:07:00 AM,0.0,23.35
197,05/24/21 12:07:30 AM,0.0,23.35
198,05/24/21 12:08:00 AM,0.0,23.35
199,05/24/21 12:08:30 AM,0.0,23.35
200,05/24/21 12:09:00 AM,0.0,23.35
201,05/24/21 12:09:30 AM,0.0,23.35
202,05/24/21 12:10:00 AM,0.0,23.36
203,05/24/21 12:10:30 AM,0.0,23.35
204,05/24/21 12:11:00 AM,0.0,23.35
205,05/24/21 12:11:30 AM,0.0,23.35
206,05/24/21 12:12:00 AM,0.0,23.35
207,05/24/21 12:12:30 AM,0.0,23.36
208,05/24/21 12:13:00 AM,0.0,23.35
209,05/24/21 12:13:30 AM,0.0,23.36
