"Plot Title: CT_739_CTD_Casting_052421"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"
1,05/24/21 06:30:00 AM,0.0,24.31
2,05/24/21 06:30:03 AM,0.0,24.31
3,05/24/21 06:30:06 AM,0.0,24.31
4,05/24/21 06:30:09 AM,0.0,24.31
5,05/24/21 06:30:12 AM,0.0,24.31
6,05/24/21 06:30:15 AM,0.0,24.31
7,05/24/21 06:30:18 AM,0.0,24.31
8,05/24/21 06:30:21 AM,0.0,24.31
9,05/24/21 06:30:24 AM,0.0,24.31
10,05/24/21 06:30:27 AM,0.0,24.31
11,05/24/21 06:30:30 AM,0.0,24.31
12,05/24/21 06:30:33 AM,0.0,24.31
13,05/24/21 06:30:36 AM,0.0,24.31
14,05/24/21 06:30:39 AM,0.0,24.31
15,05/24/21 06:30:42 AM,0.0,24.31
16,05/24/21 06:30:45 AM,0.0,24.30
17,05/24/21 06:30:48 AM,0.0,24.31
18,05/24/21 06:30:51 AM,0.0,24.31
19,05/24/21 06:30:54 AM,0.0,24.30
20,05/24/21 06:30:57 AM,0.0,24.31
21,05/24/21 06:31:00 AM,0.0,24.30
22,05/24/21 06:31:03 AM,0.0,24.31
23,05/24/21 06:31:06 AM,0.0,24.30
24,05/24/21 06:31:09 AM,0.0,24.30
25,05/24/21 06:31:12 AM,0.0,24.30
26,05/24/21 06:31:15 AM,0.0,24.30
27,05/24/21 06:31:18 AM,0.0,24.30
28,05/24/21 06:31:21 AM,0.0,24.31
29,05/24/21 06:31:24 AM,0.0,24.30
30,05/24/21 06:31:27 AM,0.0,24.30
31,05/24/21 06:31:30 AM,0.0,24.30
32,05/24/21 06:31:33 AM,0.0,24.30
33,05/24/21 06:31:36 AM,0.0,24.30
34,05/24/21 06:31:39 AM,0.0,24.30
35,05/24/21 06:31:42 AM,0.0,24.30
36,05/24/21 06:31:45 AM,0.0,24.30
37,05/24/21 06:31:48 AM,0.0,24.30
38,05/24/21 06:31:51 AM,0.0,24.30
39,05/24/21 06:31:54 AM,0.0,24.30
40,05/24/21 06:31:57 AM,0.0,24.30
41,05/24/21 06:32:00 AM,0.0,24.29
42,05/24/21 06:32:03 AM,0.0,24.30
43,05/24/21 06:32:06 AM,0.0,24.29
44,05/24/21 06:32:09 AM,0.0,24.29
45,05/24/21 06:32:12 AM,0.0,24.29
46,05/24/21 06:32:15 AM,0.0,24.29
47,05/24/21 06:32:18 AM,0.0,24.30
48,05/24/21 06:32:21 AM,0.0,24.29
49,05/24/21 06:32:24 AM,0.0,24.29
50,05/24/21 06:32:27 AM,0.0,24.29
51,05/24/21 06:32:30 AM,0.0,24.29
52,05/24/21 06:32:33 AM,0.0,24.29
53,05/24/21 06:32:36 AM,0.0,24.27
54,05/24/21 06:32:39 AM,0.0,24.29
55,05/24/21 06:32:42 AM,0.0,24.29
56,05/24/21 06:32:45 AM,0.0,24.29
57,05/24/21 06:32:48 AM,0.0,24.29
58,05/24/21 06:32:51 AM,0.0,24.29
59,05/24/21 06:32:54 AM,0.0,24.29
60,05/24/21 06:32:57 AM,0.0,24.27
61,05/24/21 06:33:00 AM,0.0,24.29
62,05/24/21 06:33:03 AM,0.0,24.29
63,05/24/21 06:33:06 AM,0.0,24.29
64,05/24/21 06:33:09 AM,0.0,24.29
65,05/24/21 06:33:12 AM,0.0,24.27
66,05/24/21 06:33:15 AM,0.0,24.27
