"Plot Title: CT_738_052421"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494738, SEN S/N: 20494738, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494738, SEN S/N: 20494738, LBL: Temperature)"
1,05/24/21 06:30:00 AM,0.0,24.16
2,05/24/21 06:30:30 AM,0.0,24.16
3,05/24/21 06:31:00 AM,0.0,24.16
4,05/24/21 06:31:30 AM,0.0,24.16
5,05/24/21 06:32:00 AM,0.0,24.16
6,05/24/21 06:32:30 AM,0.0,24.15
7,05/24/21 06:33:00 AM,0.0,24.15
8,05/24/21 06:33:30 AM,0.0,24.15
9,05/24/21 06:34:00 AM,0.0,24.15
10,05/24/21 06:34:30 AM,0.0,24.14
11,05/24/21 06:35:00 AM,0.0,24.15
12,05/24/21 06:35:30 AM,0.0,24.14
13,05/24/21 06:36:00 AM,0.0,24.13
14,05/24/21 06:36:30 AM,0.0,24.13
15,05/24/21 06:37:00 AM,0.0,24.13
16,05/24/21 06:37:30 AM,0.0,24.13
17,05/24/21 06:38:00 AM,0.0,24.11
18,05/24/21 06:38:30 AM,0.0,24.11
19,05/24/21 06:39:00 AM,0.0,24.11
20,05/24/21 06:39:30 AM,0.0,24.11
21,05/24/21 06:40:00 AM,0.0,24.10
22,05/24/21 06:40:30 AM,0.0,24.10
23,05/24/21 06:41:00 AM,0.0,24.10
24,05/24/21 06:41:30 AM,0.0,24.09
25,05/24/21 06:42:00 AM,0.0,24.09
26,05/24/21 06:42:30 AM,0.0,24.09
27,05/24/21 06:43:00 AM,0.0,24.09
28,05/24/21 06:43:30 AM,0.0,24.08
29,05/24/21 06:44:00 AM,0.0,24.08
30,05/24/21 06:44:30 AM,0.0,24.08
31,05/24/21 06:45:00 AM,0.0,24.08
32,05/24/21 06:45:30 AM,0.0,24.07
33,05/24/21 06:46:00 AM,0.0,24.07
34,05/24/21 06:46:30 AM,0.0,24.07
35,05/24/21 06:47:00 AM,0.0,24.07
36,05/24/21 06:47:30 AM,0.0,24.06
37,05/24/21 06:48:00 AM,0.0,24.06
38,05/24/21 06:48:30 AM,0.0,24.06
39,05/24/21 06:49:00 AM,0.0,24.05
40,05/24/21 06:49:30 AM,0.0,24.05
41,05/24/21 06:50:00 AM,0.0,24.05
42,05/24/21 06:50:30 AM,0.0,24.05
43,05/24/21 06:51:00 AM,0.0,24.04
44,05/24/21 06:51:30 AM,0.0,24.04
45,05/24/21 06:52:00 AM,0.0,24.04
46,05/24/21 06:52:30 AM,0.0,24.04
47,05/24/21 06:53:00 AM,0.0,24.04
48,05/24/21 06:53:30 AM,0.0,24.04
49,05/24/21 06:54:00 AM,0.0,24.02
50,05/24/21 06:54:30 AM,0.0,24.02
51,05/24/21 06:55:00 AM,0.0,24.02
52,05/24/21 06:55:30 AM,0.0,24.02
53,05/24/21 06:56:00 AM,0.0,24.02
54,05/24/21 06:56:30 AM,0.0,24.01
55,05/24/21 06:57:00 AM,0.0,24.01
56,05/24/21 06:57:30 AM,0.0,24.01
57,05/24/21 06:58:00 AM,0.0,24.01
58,05/24/21 06:58:30 AM,0.0,24.01
59,05/24/21 06:59:00 AM,0.0,24.00
60,05/24/21 06:59:30 AM,0.0,24.00
61,05/24/21 07:00:00 AM,0.0,24.00
62,05/24/21 07:00:30 AM,0.0,24.00
63,05/24/21 07:01:00 AM,0.0,24.00
64,05/24/21 07:01:30 AM,0.0,24.00
65,05/24/21 07:02:00 AM,0.0,24.00
66,05/24/21 07:02:30 AM,0.0,23.99
67,05/24/21 07:03:00 AM,0.0,23.99
68,05/24/21 07:03:30 AM,0.0,23.99
69,05/24/21 07:04:00 AM,0.0,23.99
70,05/24/21 07:04:30 AM,0.0,23.99
71,05/24/21 07:05:00 AM,0.0,23.98
72,05/24/21 07:05:30 AM,0.0,23.98
73,05/24/21 07:06:00 AM,0.0,23.98
74,05/24/21 07:06:30 AM,0.0,23.98
75,05/24/21 07:07:00 AM,0.0,23.98
76,05/24/21 07:07:30 AM,0.0,23.98
77,05/24/21 07:08:00 AM,0.0,23.98
78,05/24/21 07:08:30 AM,0.0,23.98
79,05/24/21 07:09:00 AM,0.0,23.98
80,05/24/21 07:09:30 AM,0.0,23.98
81,05/24/21 07:10:00 AM,0.0,23.98
82,05/24/21 07:10:30 AM,0.0,23.97
83,05/24/21 07:11:00 AM,0.0,23.98
84,05/24/21 07:11:30 AM,0.0,23.98
85,05/24/21 07:12:00 AM,0.0,23.98
86,05/24/21 07:12:30 AM,0.0,23.98
87,05/24/21 07:13:00 AM,0.0,23.98
88,05/24/21 07:13:30 AM,0.0,23.98
89,05/24/21 07:14:00 AM,0.0,23.98
90,05/24/21 07:14:30 AM,0.0,23.98
91,05/24/21 07:15:00 AM,0.0,23.98
92,05/24/21 07:15:30 AM,0.0,23.98
93,05/24/21 07:16:00 AM,0.0,23.98
94,05/24/21 07:16:30 AM,0.0,23.98
95,05/24/21 07:17:00 AM,0.0,23.98
96,05/24/21 07:17:30 AM,0.0,23.98
97,05/24/21 07:18:00 AM,0.0,23.99
98,05/24/21 07:18:30 AM,0.0,23.98
