"Plot Title: CT_739_Cabral_06232022"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"
78,06/23/22 11:20:00 AM,35873.7,27.58
79,06/23/22 11:22:00 AM,35925.7,27.63
80,06/23/22 11:24:00 AM,35703.6,27.64
81,06/23/22 11:26:00 AM,35944.4,27.64
82,06/23/22 11:28:00 AM,35907.1,27.69
83,06/23/22 11:30:00 AM,35847.7,27.60
84,06/23/22 11:32:00 AM,35922.0,27.67
85,06/23/22 11:34:00 AM,35884.8,27.63
86,06/23/22 11:36:00 AM,35907.1,27.68
87,06/23/22 11:38:00 AM,35929.5,27.71
88,06/23/22 11:40:00 AM,35907.1,27.70
89,06/23/22 11:42:00 AM,35936.9,27.76
90,06/23/22 11:44:00 AM,35925.7,27.77
91,06/23/22 11:46:00 AM,35903.4,27.75
92,06/23/22 11:48:00 AM,35929.5,27.75
93,06/23/22 11:50:00 AM,35933.2,27.76
94,06/23/22 11:52:00 AM,35907.1,27.77
95,06/23/22 11:54:00 AM,35933.2,27.82
96,06/23/22 11:56:00 AM,35866.3,27.75
97,06/23/22 11:58:00 AM,35914.6,27.88
98,06/23/22 12:00:00 PM,35888.5,27.92
99,06/23/22 12:02:00 PM,35944.4,27.92
100,06/23/22 12:04:00 PM,35992.9,27.99
101,06/23/22 12:06:00 PM,35955.6,27.89
102,06/23/22 12:08:00 PM,35940.6,27.95
103,06/23/22 12:10:00 PM,35936.9,27.87
104,06/23/22 12:12:00 PM,35948.1,27.97
105,06/23/22 12:14:00 PM,35970.5,28.03
106,06/23/22 12:16:00 PM,35948.1,28.03
107,06/23/22 12:18:00 PM,35944.4,28.01
108,06/23/22 12:20:00 PM,36052.7,28.27
109,06/23/22 12:22:00 PM,35977.9,28.04
110,06/23/22 12:24:00 PM,35985.4,28.18
111,06/23/22 12:26:00 PM,35948.1,28.16
112,06/23/22 12:28:00 PM,35981.7,28.20
113,06/23/22 12:30:00 PM,36142.9,28.58
114,06/23/22 12:32:00 PM,36116.5,28.48
115,06/23/22 12:34:00 PM,33115.5,27.89
116,06/23/22 12:36:00 PM,1661.3,28.19
117,06/23/22 12:38:00 PM,1703.6,28.87
118,06/23/22 12:40:00 PM,2284.8,29.75
119,06/23/22 12:42:00 PM,2756.0,29.96
120,06/23/22 12:44:00 PM,3111.1,30.76
121,06/23/22 12:46:00 PM,3285.5,31.03
122,06/23/22 12:48:00 PM,3341.1,31.05
123,06/23/22 12:50:00 PM,3473.6,31.41
124,06/23/22 12:52:00 PM,3651.1,31.77
125,06/23/22 12:54:00 PM,3515.5,31.49
126,06/23/22 12:56:00 PM,3769.0,31.90
127,06/23/22 12:58:00 PM,3622.4,31.61
128,06/23/22 01:00:00 PM,3818.4,32.11
129,06/23/22 01:02:00 PM,3309.2,31.81
130,06/23/22 01:04:00 PM,3221.3,32.14
131,06/23/22 01:06:00 PM,3108.2,32.32
132,06/23/22 01:08:00 PM,3170.5,32.96
133,06/23/22 01:10:00 PM,3643.5,33.23
134,06/23/22 01:12:00 PM,3838.4,33.53
135,06/23/22 01:14:00 PM,3903.3,33.86
136,06/23/22 01:16:00 PM,3873.8,34.23
137,06/23/22 01:18:00 PM,3777.2,34.57
138,06/23/22 01:20:00 PM,3652.8,34.91
139,06/23/22 01:22:00 PM,3520.8,35.24
140,06/23/22 01:24:00 PM,3388.7,35.56
141,06/23/22 01:26:00 PM,3264.6,35.88
142,06/23/22 01:28:00 PM,3150.8,36.20
143,06/23/22 01:30:00 PM,3046.6,36.51
144,06/23/22 01:32:00 PM,2945.1,36.82
145,06/23/22 01:34:00 PM,2845.5,37.13
146,06/23/22 01:36:00 PM,2746.3,37.42
147,06/23/22 01:38:00 PM,2649.6,37.73
148,06/23/22 01:40:00 PM,2559.5,38.03
149,06/23/22 01:42:00 PM,2475.9,38.32
150,06/23/22 01:44:00 PM,2398.7,38.61
151,06/23/22 01:46:00 PM,2299.9,38.88
152,06/23/22 01:48:00 PM,2199.3,39.14
153,06/23/22 01:50:00 PM,2096.8,39.41
154,06/23/22 01:52:00 PM,1998.7,39.66
155,06/23/22 01:54:00 PM,1904.9,39.88
156,06/23/22 01:56:00 PM,1813.8,40.11
157,06/23/22 01:58:00 PM,1702.0,40.32
158,06/23/22 02:00:00 PM,1553.3,40.52
159,06/23/22 02:02:00 PM,1345.2,40.72
160,06/23/22 02:04:00 PM,1128.6,40.92
161,06/23/22 02:06:00 PM,930.3,41.11
162,06/23/22 02:08:00 PM,757.7,41.33
163,06/23/22 02:10:00 PM,595.4,41.54
164,06/23/22 02:12:00 PM,446.0,41.73
165,06/23/22 02:14:00 PM,316.0,41.91
166,06/23/22 02:16:00 PM,212.4,42.09
167,06/23/22 02:18:00 PM,154.8,42.28
168,06/23/22 02:20:00 PM,120.6,42.45
169,06/23/22 02:22:00 PM,102.3,42.51
170,06/23/22 02:24:00 PM,89.7,42.51
171,06/23/22 02:26:00 PM,80.8,42.51
172,06/23/22 02:28:00 PM,70.0,42.51
173,06/23/22 02:30:00 PM,62.8,42.51
174,06/23/22 02:32:00 PM,0.0,42.51
175,06/23/22 02:34:00 PM,0.0,42.51
176,06/23/22 02:36:00 PM,0.0,42.51
177,06/23/22 02:38:00 PM,0.0,42.51
178,06/23/22 02:40:00 PM,0.0,42.51
179,06/23/22 02:42:00 PM,0.0,42.51
180,06/23/22 02:44:00 PM,0.0,42.51
181,06/23/22 02:46:00 PM,0.0,42.51
182,06/23/22 02:48:00 PM,0.0,42.51
183,06/23/22 02:50:00 PM,0.0,42.51
184,06/23/22 02:52:00 PM,0.0,42.51
185,06/23/22 02:54:00 PM,0.0,42.51
186,06/23/22 02:56:00 PM,0.0,41.38
187,06/23/22 02:58:00 PM,0.0,40.43
188,06/23/22 03:00:00 PM,0.0,39.59
189,06/23/22 03:02:00 PM,0.0,38.81
190,06/23/22 03:04:00 PM,0.0,38.13
191,06/23/22 03:06:00 PM,0.0,37.63
192,06/23/22 03:08:00 PM,0.0,37.48
193,06/23/22 03:10:00 PM,0.0,37.38
194,06/23/22 03:12:00 PM,0.0,37.31
195,06/23/22 03:14:00 PM,0.0,37.04
196,06/23/22 03:16:00 PM,0.0,36.84
197,06/23/22 03:18:00 PM,0.0,36.70
198,06/23/22 03:20:00 PM,0.0,36.57
199,06/23/22 03:22:00 PM,0.0,36.46
200,06/23/22 03:24:00 PM,0.0,36.26
201,06/23/22 03:26:00 PM,0.0,36.00
202,06/23/22 03:28:00 PM,0.0,35.79
203,06/23/22 03:30:00 PM,0.0,35.81
204,06/23/22 03:32:00 PM,0.0,35.79
205,06/23/22 03:34:00 PM,0.0,35.71
206,06/23/22 03:36:00 PM,0.0,35.57
207,06/23/22 03:38:00 PM,0.0,35.56
208,06/23/22 03:40:00 PM,0.0,35.60
209,06/23/22 03:42:00 PM,0.0,35.63
210,06/23/22 03:44:00 PM,0.0,35.66
211,06/23/22 03:46:00 PM,0.0,35.69
212,06/23/22 03:48:00 PM,0.0,35.75
213,06/23/22 03:50:00 PM,0.0,35.79
214,06/23/22 03:52:00 PM,0.0,35.81
215,06/23/22 03:54:00 PM,0.0,35.83
216,06/23/22 03:56:00 PM,0.0,35.88
217,06/23/22 03:58:00 PM,0.0,35.92
218,06/23/22 04:00:00 PM,0.0,35.97
219,06/23/22 04:02:00 PM,0.0,36.01
220,06/23/22 04:04:00 PM,0.0,36.06
221,06/23/22 04:06:00 PM,0.0,36.10
222,06/23/22 04:08:00 PM,0.0,36.13
223,06/23/22 04:10:00 PM,62.0,36.15
224,06/23/22 04:12:00 PM,62.8,36.17
225,06/23/22 04:14:00 PM,63.6,36.17
226,06/23/22 04:16:00 PM,64.4,36.17
227,06/23/22 04:18:00 PM,65.6,36.17
228,06/23/22 04:20:00 PM,66.4,36.17
229,06/23/22 04:22:00 PM,67.6,36.17
230,06/23/22 04:24:00 PM,68.8,36.17
231,06/23/22 04:26:00 PM,69.2,36.17
232,06/23/22 04:28:00 PM,70.0,36.16
233,06/23/22 04:30:00 PM,70.0,36.16
234,06/23/22 04:32:00 PM,71.2,36.15
235,06/23/22 04:34:00 PM,71.2,36.14
236,06/23/22 04:36:00 PM,71.6,36.13
237,06/23/22 04:38:00 PM,72.0,36.12
238,06/23/22 04:40:00 PM,73.2,36.10
239,06/23/22 04:42:00 PM,73.2,36.09
240,06/23/22 04:44:00 PM,76.8,36.08
241,06/23/22 04:46:00 PM,80.0,36.07
242,06/23/22 04:48:00 PM,81.6,36.05
243,06/23/22 04:50:00 PM,82.0,36.04
244,06/23/22 04:52:00 PM,82.4,36.02
245,06/23/22 04:54:00 PM,82.9,36.00
246,06/23/22 04:56:00 PM,83.7,35.99
247,06/23/22 04:58:00 PM,84.1,35.97
248,06/23/22 05:00:00 PM,84.5,35.96
249,06/23/22 05:02:00 PM,84.9,35.93
250,06/23/22 05:04:00 PM,84.9,35.91
251,06/23/22 05:06:00 PM,85.3,35.89
252,06/23/22 05:08:00 PM,85.3,35.87
253,06/23/22 05:10:00 PM,85.7,35.83
254,06/23/22 05:12:00 PM,85.7,35.80
255,06/23/22 05:14:00 PM,86.1,35.76
256,06/23/22 05:16:00 PM,86.9,35.74
257,06/23/22 05:18:00 PM,87.3,35.72
258,06/23/22 05:20:00 PM,87.3,35.67
259,06/23/22 05:22:00 PM,87.7,35.63
260,06/23/22 05:24:00 PM,87.7,35.60
261,06/23/22 05:26:00 PM,87.7,35.57
262,06/23/22 05:28:00 PM,88.5,35.57
263,06/23/22 05:30:00 PM,88.5,35.51
264,06/23/22 05:32:00 PM,88.5,35.48
265,06/23/22 05:34:00 PM,88.5,35.43
266,06/23/22 05:36:00 PM,88.5,35.40
267,06/23/22 05:38:00 PM,88.5,35.38
268,06/23/22 05:40:00 PM,88.5,35.34
269,06/23/22 05:42:00 PM,88.5,35.30
270,06/23/22 05:44:00 PM,88.5,35.28
271,06/23/22 05:46:00 PM,88.5,35.23
272,06/23/22 05:48:00 PM,89.3,35.20
273,06/23/22 05:50:00 PM,89.3,35.14
274,06/23/22 05:52:00 PM,89.7,35.09
275,06/23/22 05:54:00 PM,89.7,35.03
276,06/23/22 05:56:00 PM,89.3,34.98
277,06/23/22 05:58:00 PM,89.3,34.91
278,06/23/22 06:00:00 PM,89.3,34.86
279,06/23/22 06:02:00 PM,89.7,34.81
280,06/23/22 06:04:00 PM,89.7,34.76
281,06/23/22 06:06:00 PM,89.3,34.69
282,06/23/22 06:08:00 PM,88.9,34.65
283,06/23/22 06:10:00 PM,88.1,34.46
284,06/23/22 06:12:00 PM,82.9,33.92
285,06/23/22 06:14:00 PM,80.8,33.69
286,06/23/22 06:16:00 PM,77.2,33.61
287,06/23/22 06:18:00 PM,74.0,33.53
288,06/23/22 06:20:00 PM,71.2,33.46
289,06/23/22 06:22:00 PM,68.4,33.41
290,06/23/22 06:24:00 PM,66.4,33.36
291,06/23/22 06:26:00 PM,64.8,33.33
292,06/23/22 06:28:00 PM,63.6,33.27
293,06/23/22 06:30:00 PM,0.0,33.20
294,06/23/22 06:32:00 PM,0.0,32.96
295,06/23/22 06:34:00 PM,0.0,32.84
296,06/23/22 06:36:00 PM,0.0,32.64
297,06/23/22 06:38:00 PM,0.0,32.47
298,06/23/22 06:40:00 PM,0.0,32.29
299,06/23/22 06:42:00 PM,0.0,32.12
300,06/23/22 06:44:00 PM,0.0,31.95
301,06/23/22 06:46:00 PM,0.0,31.73
302,06/23/22 06:48:00 PM,0.0,31.55
303,06/23/22 06:50:00 PM,0.0,31.37
304,06/23/22 06:52:00 PM,0.0,31.23
305,06/23/22 06:54:00 PM,0.0,31.12
306,06/23/22 06:56:00 PM,0.0,31.00
307,06/23/22 06:58:00 PM,0.0,30.91
308,06/23/22 07:00:00 PM,0.0,30.82
309,06/23/22 07:02:00 PM,0.0,30.73
310,06/23/22 07:04:00 PM,0.0,30.64
311,06/23/22 07:06:00 PM,0.0,30.55
312,06/23/22 07:08:00 PM,0.0,30.45
313,06/23/22 07:10:00 PM,0.0,30.34
314,06/23/22 07:12:00 PM,0.0,30.26
315,06/23/22 07:14:00 PM,0.0,30.18
316,06/23/22 07:16:00 PM,0.0,30.12
317,06/23/22 07:18:00 PM,0.0,30.06
318,06/23/22 07:20:00 PM,0.0,30.00
319,06/23/22 07:22:00 PM,0.0,29.96
320,06/23/22 07:24:00 PM,0.0,29.91
321,06/23/22 07:26:00 PM,0.0,29.86
322,06/23/22 07:28:00 PM,0.0,29.82
323,06/23/22 07:30:00 PM,0.0,29.78
324,06/23/22 07:32:00 PM,0.0,29.75
325,06/23/22 07:34:00 PM,0.0,29.72
326,06/23/22 07:36:00 PM,0.0,29.68
327,06/23/22 07:38:00 PM,0.0,29.65
328,06/23/22 07:40:00 PM,0.0,29.61
329,06/23/22 07:42:00 PM,0.0,29.59
330,06/23/22 07:44:00 PM,0.0,29.56
331,06/23/22 07:46:00 PM,0.0,29.53
332,06/23/22 07:48:00 PM,0.0,29.50
333,06/23/22 07:50:00 PM,0.0,29.47
334,06/23/22 07:52:00 PM,0.0,29.44
335,06/23/22 07:54:00 PM,0.0,29.42
336,06/23/22 07:56:00 PM,0.0,29.40
337,06/23/22 07:58:00 PM,0.0,29.37
338,06/23/22 08:00:00 PM,0.0,29.34
339,06/23/22 08:02:00 PM,0.0,29.32
340,06/23/22 08:04:00 PM,0.0,29.30
341,06/23/22 08:06:00 PM,0.0,29.27
342,06/23/22 08:08:00 PM,0.0,29.25
343,06/23/22 08:10:00 PM,0.0,29.22
344,06/23/22 08:12:00 PM,0.0,29.20
345,06/23/22 08:14:00 PM,0.0,29.17
346,06/23/22 08:16:00 PM,0.0,29.15
347,06/23/22 08:18:00 PM,0.0,29.12
348,06/23/22 08:20:00 PM,0.0,29.10
349,06/23/22 08:22:00 PM,0.0,29.08
350,06/23/22 08:24:00 PM,0.0,29.06
351,06/23/22 08:26:00 PM,0.0,29.03
352,06/23/22 08:28:00 PM,0.0,29.01
353,06/23/22 08:30:00 PM,0.0,28.98
354,06/23/22 08:32:00 PM,0.0,28.95
355,06/23/22 08:34:00 PM,0.0,28.93
356,06/23/22 08:36:00 PM,0.0,28.92
357,06/23/22 08:38:00 PM,0.0,28.89
358,06/23/22 08:40:00 PM,0.0,28.86
359,06/23/22 08:42:00 PM,0.0,28.84
360,06/23/22 08:44:00 PM,0.0,28.82
361,06/23/22 08:46:00 PM,0.0,28.79
362,06/23/22 08:48:00 PM,0.0,28.77
363,06/23/22 08:50:00 PM,0.0,28.75
364,06/23/22 08:52:00 PM,0.0,28.73
365,06/23/22 08:54:00 PM,0.0,28.70
366,06/23/22 08:56:00 PM,0.0,28.68
367,06/23/22 08:58:00 PM,0.0,28.65
368,06/23/22 09:00:00 PM,0.0,28.62
369,06/23/22 09:02:00 PM,0.0,28.60
370,06/23/22 09:04:00 PM,0.0,28.58
371,06/23/22 09:06:00 PM,0.0,28.57
372,06/23/22 09:08:00 PM,0.0,28.53
373,06/23/22 09:10:00 PM,0.0,28.51
374,06/23/22 09:12:00 PM,0.0,28.49
375,06/23/22 09:14:00 PM,0.0,28.46
376,06/23/22 09:16:00 PM,0.0,28.44
377,06/23/22 09:18:00 PM,0.0,28.42
378,06/23/22 09:20:00 PM,0.0,28.40
379,06/23/22 09:22:00 PM,0.0,28.37
380,06/23/22 09:24:00 PM,0.0,28.35
381,06/23/22 09:26:00 PM,0.0,28.33
382,06/23/22 09:28:00 PM,0.0,28.30
383,06/23/22 09:30:00 PM,0.0,28.28
384,06/23/22 09:32:00 PM,0.0,28.26
385,06/23/22 09:34:00 PM,0.0,28.22
386,06/23/22 09:36:00 PM,0.0,28.20
387,06/23/22 09:38:00 PM,0.0,28.19
388,06/23/22 09:40:00 PM,0.0,28.16
389,06/23/22 09:42:00 PM,0.0,28.13
390,06/23/22 09:44:00 PM,0.0,28.11
391,06/23/22 09:46:00 PM,0.0,28.09
392,06/23/22 09:48:00 PM,0.0,28.07
393,06/23/22 09:50:00 PM,0.0,28.04
394,06/23/22 09:52:00 PM,0.0,28.02
395,06/23/22 09:54:00 PM,0.0,28.00
396,06/23/22 09:56:00 PM,0.0,27.97
397,06/23/22 09:58:00 PM,0.0,27.95
398,06/23/22 10:00:00 PM,0.0,27.93
399,06/23/22 10:02:00 PM,0.0,27.91
400,06/23/22 10:04:00 PM,0.0,27.88
401,06/23/22 10:06:00 PM,0.0,27.85
402,06/23/22 10:08:00 PM,0.0,27.84
403,06/23/22 10:10:00 PM,0.0,27.80
404,06/23/22 10:12:00 PM,0.0,27.78
405,06/23/22 10:14:00 PM,0.0,27.76
406,06/23/22 10:16:00 PM,0.0,27.74
407,06/23/22 10:18:00 PM,0.0,27.71
408,06/23/22 10:20:00 PM,0.0,27.69
409,06/23/22 10:22:00 PM,0.0,27.66
410,06/23/22 10:24:00 PM,0.0,27.64
411,06/23/22 10:26:00 PM,0.0,27.62
412,06/23/22 10:28:00 PM,0.0,27.59
413,06/23/22 10:30:00 PM,0.0,27.56
414,06/23/22 10:32:00 PM,0.0,27.54
415,06/23/22 10:34:00 PM,0.0,27.52
416,06/23/22 10:36:00 PM,0.0,27.50
417,06/23/22 10:38:00 PM,0.0,27.46
418,06/23/22 10:40:00 PM,0.0,27.44
419,06/23/22 10:42:00 PM,0.0,27.42
420,06/23/22 10:44:00 PM,0.0,27.39
421,06/23/22 10:46:00 PM,0.0,27.37
422,06/23/22 10:48:00 PM,0.0,27.35
423,06/23/22 10:50:00 PM,0.0,27.33
424,06/23/22 10:52:00 PM,0.0,27.30
425,06/23/22 10:54:00 PM,0.0,27.28
426,06/23/22 10:56:00 PM,0.0,27.26
427,06/23/22 10:58:00 PM,0.0,27.22
428,06/23/22 11:00:00 PM,0.0,27.20
429,06/23/22 11:02:00 PM,0.0,27.18
430,06/23/22 11:04:00 PM,0.0,27.15
431,06/23/22 11:06:00 PM,0.0,27.13
432,06/23/22 11:08:00 PM,0.0,27.11
433,06/23/22 11:10:00 PM,0.0,27.09
434,06/23/22 11:12:00 PM,0.0,27.06
435,06/23/22 11:14:00 PM,0.0,27.04
436,06/23/22 11:16:00 PM,0.0,27.02
437,06/23/22 11:18:00 PM,0.0,27.00
438,06/23/22 11:20:00 PM,0.0,26.97
439,06/23/22 11:22:00 PM,0.0,26.95
440,06/23/22 11:24:00 PM,0.0,26.93
441,06/23/22 11:26:00 PM,0.0,26.90
442,06/23/22 11:28:00 PM,0.0,26.88
443,06/23/22 11:30:00 PM,0.0,26.86
444,06/23/22 11:32:00 PM,0.0,26.84
445,06/23/22 11:34:00 PM,0.0,26.81
446,06/23/22 11:36:00 PM,0.0,26.79
447,06/23/22 11:38:00 PM,0.0,26.76
448,06/23/22 11:40:00 PM,0.0,26.74
449,06/23/22 11:42:00 PM,0.0,26.72
450,06/23/22 11:44:00 PM,0.0,26.70
451,06/23/22 11:46:00 PM,0.0,26.68
452,06/23/22 11:48:00 PM,0.0,26.64
453,06/23/22 11:50:00 PM,0.0,26.62
454,06/23/22 11:52:00 PM,0.0,26.61
455,06/23/22 11:54:00 PM,0.0,26.57
456,06/23/22 11:56:00 PM,0.0,26.55
457,06/23/22 11:58:00 PM,0.0,26.53
458,06/24/22 12:00:00 AM,0.0,26.51
459,06/24/22 12:02:00 AM,0.0,26.48
460,06/24/22 12:04:00 AM,0.0,26.46
461,06/24/22 12:06:00 AM,0.0,26.45
462,06/24/22 12:08:00 AM,0.0,26.41
463,06/24/22 12:10:00 AM,0.0,26.40
464,06/24/22 12:12:00 AM,0.0,26.37
465,06/24/22 12:14:00 AM,0.0,26.35
466,06/24/22 12:16:00 AM,0.0,26.33
467,06/24/22 12:18:00 AM,0.0,26.31
468,06/24/22 12:20:00 AM,0.0,26.29
469,06/24/22 12:22:00 AM,0.0,26.27
470,06/24/22 12:24:00 AM,0.0,26.24
471,06/24/22 12:26:00 AM,0.0,26.22
472,06/24/22 12:28:00 AM,0.0,26.21
473,06/24/22 12:30:00 AM,0.0,26.19
474,06/24/22 12:32:00 AM,0.0,26.16
475,06/24/22 12:34:00 AM,0.0,26.14
476,06/24/22 12:36:00 AM,0.0,26.12
477,06/24/22 12:38:00 AM,0.0,26.10
478,06/24/22 12:40:00 AM,0.0,26.07
479,06/24/22 12:42:00 AM,0.0,26.06
480,06/24/22 12:44:00 AM,0.0,26.04
481,06/24/22 12:46:00 AM,0.0,26.02
482,06/24/22 12:48:00 AM,0.0,25.99
483,06/24/22 12:50:00 AM,0.0,25.97
484,06/24/22 12:52:00 AM,0.0,25.96
485,06/24/22 12:54:00 AM,0.0,25.94
486,06/24/22 12:56:00 AM,0.0,25.91
487,06/24/22 12:58:00 AM,0.0,25.89
488,06/24/22 01:00:00 AM,0.0,25.87
489,06/24/22 01:02:00 AM,0.0,25.86
490,06/24/22 01:04:00 AM,0.0,25.83
491,06/24/22 01:06:00 AM,0.0,25.81
492,06/24/22 01:08:00 AM,0.0,25.80
493,06/24/22 01:10:00 AM,0.0,25.78
494,06/24/22 01:12:00 AM,0.0,25.75
495,06/24/22 01:14:00 AM,0.0,25.73
496,06/24/22 01:16:00 AM,0.0,25.71
497,06/24/22 01:18:00 AM,0.0,25.70
498,06/24/22 01:20:00 AM,0.0,25.67
499,06/24/22 01:22:00 AM,0.0,25.66
500,06/24/22 01:24:00 AM,0.0,25.64
501,06/24/22 01:26:00 AM,0.0,25.62
502,06/24/22 01:28:00 AM,0.0,25.61
503,06/24/22 01:30:00 AM,0.0,25.58
504,06/24/22 01:32:00 AM,0.0,25.56
505,06/24/22 01:34:00 AM,0.0,25.55
506,06/24/22 01:36:00 AM,0.0,25.53
507,06/24/22 01:38:00 AM,0.0,25.50
508,06/24/22 01:40:00 AM,0.0,25.49
509,06/24/22 01:42:00 AM,0.0,25.47
510,06/24/22 01:44:00 AM,0.0,25.46
511,06/24/22 01:46:00 AM,0.0,25.44
512,06/24/22 01:48:00 AM,0.0,25.41
513,06/24/22 01:50:00 AM,0.0,25.40
514,06/24/22 01:52:00 AM,0.0,25.39
515,06/24/22 01:54:00 AM,0.0,25.37
516,06/24/22 01:56:00 AM,0.0,25.34
517,06/24/22 01:58:00 AM,0.0,25.32
518,06/24/22 02:00:00 AM,0.0,25.31
519,06/24/22 02:02:00 AM,0.0,25.30
520,06/24/22 02:04:00 AM,0.0,25.28
521,06/24/22 02:06:00 AM,0.0,25.25
522,06/24/22 02:08:00 AM,0.0,25.24
523,06/24/22 02:10:00 AM,0.0,25.22
524,06/24/22 02:12:00 AM,0.0,25.21
525,06/24/22 02:14:00 AM,0.0,25.18
526,06/24/22 02:16:00 AM,0.0,25.16
527,06/24/22 02:18:00 AM,0.0,25.15
528,06/24/22 02:20:00 AM,0.0,25.13
529,06/24/22 02:22:00 AM,0.0,25.12
530,06/24/22 02:24:00 AM,0.0,25.09
531,06/24/22 02:26:00 AM,0.0,25.07
532,06/24/22 02:28:00 AM,0.0,25.06
533,06/24/22 02:30:00 AM,0.0,25.04
534,06/24/22 02:32:00 AM,0.0,25.03
535,06/24/22 02:34:00 AM,0.0,25.00
536,06/24/22 02:36:00 AM,0.0,24.99
537,06/24/22 02:38:00 AM,0.0,24.98
538,06/24/22 02:40:00 AM,0.0,24.96
539,06/24/22 02:42:00 AM,0.0,24.93
540,06/24/22 02:44:00 AM,0.0,24.92
541,06/24/22 02:46:00 AM,0.0,24.90
542,06/24/22 02:48:00 AM,0.0,24.89
543,06/24/22 02:50:00 AM,0.0,24.87
544,06/24/22 02:52:00 AM,0.0,24.85
