Date,LoggerID,TempInSitu,ECond.mS.cm,Salinity_psu
2023-05-30 01:32:00,20739340,28.45,46155.264592101434,27.78535517031595
2023-05-30 01:34:00,20739340,28.419999999999998,46139.96459210143,27.79257546345296
2023-05-30 01:36:00,20739340,28.369999999999997,46170.66459210143,27.84242558281473
2023-05-30 01:38:00,20739340,28.409999999999997,46167.864592101425,27.817162830920392
2023-05-30 01:40:00,20739340,28.409999999999997,46086.96459210143,27.762794423509625
2023-05-30 01:42:00,20739340,28.389999999999997,46264.46459210143,27.893815436531376
2023-05-30 01:44:00,20739340,28.349999999999998,46135.764592101434,27.830641738173718
2023-05-30 01:46:00,20739340,28.36,46158.06459210143,27.839798018064556
2023-05-30 01:48:00,20739340,28.349999999999998,46050.764592101434,27.773451191473765
2023-05-30 01:50:00,20739340,28.389999999999997,46145.56459210143,27.813853746706332
2023-05-30 01:52:00,20739340,28.36,46307.96459210143,27.940682130937354
2023-05-30 01:54:00,20739340,28.36,46467.364592101425,28.048016889276678
2023-05-30 01:56:00,20739340,28.319999999999997,46337.56459210143,27.98412782802923
2023-05-30 01:58:00,20739340,28.369999999999997,46364.264592101434,27.97270771911343
2023-05-30 02:00:00,20739340,28.299999999999997,46236.46459210143,27.927758017557
2023-05-30 02:02:00,20739340,28.349999999999998,46066.06459210143,27.783744254192943
2023-05-30 02:04:00,20739340,28.31,45982.764592101434,27.751032707013415
2023-05-30 02:06:00,20739340,28.349999999999998,46088.364592101425,27.798747532936588
2023-05-30 02:08:00,20739340,28.319999999999997,46023.06459210143,27.772323188490887
2023-05-30 02:10:00,20739340,28.319999999999997,46013.264592101434,27.76572691991526
2023-05-30 02:12:00,20739340,28.34,45931.56459210143,27.699098074123512
2023-05-30 02:14:00,20739340,28.299999999999997,45881.864592101425,27.688944669837824
2023-05-30 02:16:00,20739340,28.299999999999997,45833.56459210143,27.656438540209788
2023-05-30 02:18:00,20739340,28.299999999999997,45942.66459210143,27.72987106305554
