date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-18T06:29:50Z,37122.2,23.67,354,51044.047567828435,NA,NA,NA,NA,NA,0,51044.047567828435,51.044047567828436,NA
2021-01-18T06:29:51Z,37093.7,23.67,354,51005.63776572395,NA,NA,NA,NA,NA,5.4945054945054945e-5,51005.637820669006,51.00563782066901,NA
2021-01-18T06:29:52Z,37125.3,23.67,354,51048.225476127525,NA,NA,NA,NA,NA,1.0989010989010989e-4,51048.22558601764,51.04822558601764,NA
2021-01-18T06:29:53Z,37112.7,23.67,354,51031.244300460276,NA,NA,NA,NA,NA,1.6483516483516484e-4,51031.244465295444,51.031244465295444,NA
2021-01-18T06:29:54Z,37122.2,23.67,354,51044.047567828435,NA,NA,NA,NA,NA,2.1978021978021978e-4,51044.04778760865,51.044047787608655,NA
2021-01-18T06:29:55Z,37096.9,23.67,354,51009.950445258495,NA,NA,NA,NA,NA,2.747252747252747e-4,51009.95071998377,51.00995071998377,NA
2021-01-18T06:29:56Z,37122.2,23.67,354,51044.047567828435,NA,NA,NA,NA,NA,3.2967032967032967e-4,51044.047897498764,51.044047897498764,NA
2021-01-18T06:29:57Z,37100,23.67,354,51014.12835355758,NA,NA,NA,NA,NA,3.846153846153846e-4,51014.12873817296,51.014128738172964,NA
2021-01-18T06:29:58Z,37103.2,23.67,354,51018.44103309211,NA,NA,NA,NA,NA,4.3956043956043956e-4,51018.44147265255,51.018441472652555,NA
2021-01-18T06:29:59Z,37138,23.67,354,51065.34142303022,NA,NA,NA,NA,NA,4.945054945054945e-4,51065.34191753572,51.06534191753572,NA
2021-01-18T06:30:00Z,37128.5,23.67,354,51052.53815566206,NA,NA,NA,NA,NA,0.00054945054945054945,51052.538705112616,51.05253870511262,NA
2021-01-18T06:30:01Z,37084.3,23.67,354,50992.96926959125,NA,NA,NA,NA,NA,6.043956043956044e-4,50992.969873986855,50.99296987398686,NA
2021-01-18T06:30:02Z,37093.7,23.67,354,51005.63776572395,NA,NA,NA,NA,NA,6.593406593406593e-4,51005.63842506461,51.00563842506461,NA
2021-01-18T06:30:03Z,37087.4,23.67,354,50997.147177890336,NA,NA,NA,NA,NA,7.142857142857143e-4,50997.14789217605,50.99714789217605,NA
2021-01-18T06:30:04Z,37081.1,23.67,354,50988.65659005671,NA,NA,NA,NA,NA,7.692307692307692e-4,50988.65735928748,50.98865735928748,NA
2021-01-18T06:30:05Z,37071.6,23.67,354,50975.85332268855,NA,NA,NA,NA,NA,8.241758241758242e-4,50975.854146864374,50.97585414686438,NA
2021-01-18T06:30:06Z,37068.5,23.67,354,50971.675414389465,NA,NA,NA,NA,NA,8.791208791208791e-4,50971.67629351035,50.97167629351035,NA
2021-01-18T06:30:07Z,37093.7,23.67,354,51005.63776572395,NA,NA,NA,NA,NA,9.340659340659341e-4,51005.63869978988,51.005638699789884,NA
2021-01-18T06:30:08Z,37081.1,23.67,354,50988.65659005671,NA,NA,NA,NA,NA,9.89010989010989e-4,50988.657579067694,50.9886575790677,NA
2021-01-18T06:30:09Z,37068.5,23.67,354,50971.675414389465,NA,NA,NA,NA,NA,0.001043956043956044,50971.67645834551,50.971676458345506,NA
2021-01-18T06:30:10Z,37103.2,23.67,354,51018.44103309211,NA,NA,NA,NA,NA,0.001098901098901099,51018.44213199321,51.01844213199321,NA
2021-01-18T08:00:00Z,38487.3,28.17,354,52883.80970301555,102.928,28.159,0.145,876,1.02928,0.29725274725274725,52884.1069557628,52.8841069557628,32.55006605273233
2021-01-18T08:00:01Z,38460.5,28.15,354,52847.69101191378,103.1,28.159,0.162,876,1.031,0.29730769230769233,52847.98831960609,52.847988319606095,32.53886354706532
2021-01-18T08:00:02Z,38517.5,28.15,354,52924.51061612275,103.134,28.159,0.165,876,1.03134,0.29736263736263735,52924.80797876012,52.924807978760114,32.59197833930098
