KorDSS MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,5/16/2021 5:47,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),pH,pH (mV),ODO (% Sat),ODO (mg/L),Turbidity (FNU),TSS (mg/L)
5/15/2021,11:19:19 AM,<None>,,-17.52793 °,-149.77504 °,760.3,58026.6,54323.9,35.84,53920.5,35311,83.4,22.8,22.8,10.75,-394.9,122.8,7.8,1.58,0
5/15/2021,11:19:24 AM,<None>,,-17.52794 °,-149.77504 °,760.2,58029.7,54324.8,35.84,53921.3,35311,83.4,22.8,22.8,10.75,-394.9,123.2,7.83,1.53,0
5/15/2021,11:19:30 AM,<None>,,-17.52795 °,-149.77502 °,760.3,58038.6,54324.8,35.84,53920.2,35311,83.4,22.8,22.8,10.75,-394.8,124.1,7.88,0.75,0
5/15/2021,11:19:35 AM,<None>,,-17.52796 °,-149.77501 °,760.3,58052.5,54323.5,35.84,53917.2,35310,83.5,22.8,22.8,10.75,-394.7,125.4,7.97,0.88,0
5/15/2021,11:19:42 AM,<None>,,-17.52797 °,-149.77501 °,760.3,58062.9,54317.2,35.83,53909,35306,83.5,22.8,22.8,10.74,-394.6,127.1,8.07,1.34,0
5/15/2021,11:19:46 AM,<None>,,-17.52798 °,-149.77501 °,760.3,58065.1,54311.4,35.83,53902.2,35302,83.5,22.8,22.8,10.74,-394.5,127.9,8.12,1.21,0
5/15/2021,11:19:55 AM,<None>,,-17.52800 °,-149.77499 °,760.3,58061.9,54303.4,35.82,53893.7,35297,83.5,22.8,22.8,10.74,-394.4,127.9,8.12,1.19,0
5/15/2021,11:20:00 AM,<None>,,-17.52801 °,-149.77499 °,760.1,58064.1,54306.2,35.82,53896.5,35299,83.5,22.8,22.8,10.74,-394.3,127.3,8.08,1.14,0
5/15/2021,11:20:05 AM,<None>,,-17.52802 °,-149.77498 °,760.3,58085.8,54313,35.83,53901.7,35303,83.6,22.8,22.8,10.73,-394.2,127.1,8.07,1.34,0
5/15/2021,11:20:14 AM,<None>,,-17.52804 °,-149.77496 °,760.2,58084.2,54309.5,35.82,53898,35301,83.6,22.8,22.8,10.73,-394.1,126.8,8.05,1.13,0
5/15/2021,11:20:19 AM,<None>,,-17.52805 °,-149.77496 °,760.3,58075.9,54308.3,35.82,53897.6,35300,83.5,22.8,22.8,10.73,-394.1,126.6,8.04,1.08,0
5/15/2021,11:20:21 AM,<None>,,-17.52806 °,-149.77496 °,760.3,58063.8,54299.3,35.82,53888.9,35295,83.5,22.8,22.8,10.73,-394.1,126.5,8.03,1.1,0
5/15/2021,11:20:25 AM,<None>,,-17.52806 °,-149.77495 °,760.3,58057.3,54296.4,35.81,53886.4,35293,83.5,22.8,22.8,10.73,-394.1,126.4,8.02,1.21,0
5/15/2021,11:20:30 AM,<None>,,-17.52807 °,-149.77495 °,760.3,58066.6,54302.4,35.82,53892,35297,83.5,22.8,22.8,10.73,-394.1,126.2,8.01,1.18,0
5/15/2021,11:20:39 AM,<None>,,-17.52808 °,-149.77495 °,760.3,58066.8,54305.3,35.82,53895.2,35298,83.5,22.8,22.8,10.74,-394.3,126.1,8.01,1.1,0
5/15/2021,11:20:44 AM,<None>,,-17.52809 °,-149.77493 °,760.3,58072.4,54306.4,35.82,53895.8,35299,83.5,22.8,22.8,10.74,-394.4,126.3,8.02,1.12,0
5/15/2021,11:20:51 AM,<None>,,-17.52810 °,-149.77493 °,760.3,58076.9,54305.9,35.82,53894.8,35299,83.6,22.8,22.8,10.74,-394.6,126.2,8.01,1.08,0
5/15/2021,11:20:58 AM,<None>,,-17.52810 °,-149.77492 °,760.3,58088.7,54314,35.83,53902.5,35304,83.6,22.8,22.8,10.75,-395,126.1,8,1.07,0
5/15/2021,11:21:03 AM,<None>,,-17.52811 °,-149.77492 °,760.2,58087.2,54314.1,35.83,53902.7,35304,83.6,22.8,22.8,10.75,-395,126,8,0.97,0
5/15/2021,11:21:11 AM,<None>,,-17.52812 °,-149.77492 °,760.3,58103.3,54310.5,35.82,53896.8,35302,83.6,22.8,22.8,10.75,-394.9,126,7.99,0.71,0
5/15/2021,11:21:23 AM,<None>,,-17.52813 °,-149.77492 °,760.2,58099.9,54310.1,35.82,53896.8,35302,83.6,22.8,22.8,10.76,-395.2,126.5,8.03,15.66,0
5/15/2021,11:22:46 AM,<None>,,-17.52813 °,-149.77492 °,760.3,58108.1,54289.9,35.81,53873.4,35288,83.6,22.8,22.8,10.76,-395.7,126.1,8,5.68,0
5/15/2021,11:24:32 AM,<None>,,-17.52812 °,-149.77492 °,760.3,58098.8,54275.3,35.8,53858.2,35279,83.6,22.8,22.8,10.81,-397.8,126.5,8.02,2.28,0
5/15/2021,11:24:34 AM,<None>,,-17.52812 °,-149.77492 °,760.3,58092.5,54266.6,35.79,53849.2,35273,83.6,22.8,22.8,10.81,-397.8,126.3,8.01,1.54,0
5/15/2021,11:31:48 AM,<None>,,-17.52812 °,-149.77492 °,760.2,58134.3,54376.2,35.87,53966.6,35345,83.5,22.8,22.8,10.83,-398.6,122.7,7.79,6.39,0
5/15/2021,11:33:07 AM,<None>,,-17.52811 °,-149.77493 °,760.2,58167.5,54240,35.77,53810.9,35256,83.8,22.7,22.7,10.79,-396.7,127.4,8.07,0.92,0
5/15/2021,11:40:13 AM,<None>,,-17.52811 °,-149.77490 °,760.2,58262.9,54304,35.81,53871.3,35298,83.9,22.7,22.7,10.79,-396.9,127.1,8.04,2.8,0
5/15/2021,11:42:03 AM,<None>,,-17.52812 °,-149.77492 °,760.1,58131,54020.7,35.6,53570.4,35113,84.2,22.5,22.5,10.75,-395.3,120.9,7.64,0.51,0
5/15/2021,11:42:05 AM,<None>,,-17.52812 °,-149.77492 °,760.1,58118.7,53978.6,35.56,53524.9,35086,84.2,22.5,22.5,10.75,-395.1,120.8,7.63,0.49,0
5/15/2021,11:56:41 AM,<None>,,-17.52813 °,-149.77492 °,760,58432.4,54303.3,35.81,53851,35297,84.2,22.7,22.7,11.07,-410,125.4,7.91,3.8,0
5/15/2021,11:56:47 AM,<None>,,-17.52814 °,-149.77490 °,760,58428.3,54304.3,35.81,53852.6,35298,84.2,22.7,22.7,11.04,-408.6,128.6,8.12,1.18,0
5/15/2021,11:56:52 AM,<None>,,-17.52815 °,-149.77490 °,760,58428.1,54306.4,35.81,53855,35299,84.1,22.7,22.7,11.01,-407.4,129.2,8.15,0.97,0
5/15/2021,11:56:56 AM,<None>,,-17.52815 °,-149.77490 °,760,58437,54309.2,35.81,53857.1,35301,84.2,22.7,22.7,11,-406.8,129.8,8.2,0.88,0
5/15/2021,11:57:01 AM,<None>,,-17.52817 °,-149.77490 °,760,58443.9,54310.8,35.81,53858,35302,84.2,22.7,22.7,10.99,-406.3,130.4,8.23,0.81,0
5/15/2021,11:57:04 AM,<None>,,-17.52817 °,-149.77490 °,760,58447.1,54309.3,35.81,53856.1,35301,84.2,22.7,22.7,10.99,-406.1,130.6,8.24,0.86,0
5/15/2021,11:57:08 AM,<None>,,-17.52818 °,-149.77490 °,760,58448.6,54307.4,35.81,53853.8,35300,84.2,22.7,22.7,10.98,-405.8,130.8,8.25,0.84,0
5/15/2021,11:57:12 AM,<None>,,-17.52819 °,-149.77490 °,760,58445.8,54305.7,35.81,53852.2,35299,84.2,22.7,22.7,10.98,-405.7,130.7,8.25,0.76,0
5/15/2021,11:57:16 AM,<None>,,-17.52820 °,-149.77489 °,760,58447.4,54305.6,35.81,53851.8,35299,84.2,22.7,22.7,10.97,-405.6,130.6,8.24,0.71,0
5/15/2021,11:57:20 AM,<None>,,-17.52822 °,-149.77489 °,760,58452.9,54305,35.81,53850.6,35298,84.2,22.7,22.7,10.97,-405.5,130.5,8.23,0.7,0
5/15/2021,11:57:24 AM,<None>,,-17.52822 °,-149.77489 °,760,58448.6,54299.9,35.8,53845.4,35295,84.2,22.7,22.7,10.97,-405.4,130.3,8.22,0.65,0
5/15/2021,11:57:28 AM,<None>,,-17.52823 °,-149.77487 °,760,58450.7,54297.3,35.8,53842.2,35293,84.2,22.7,22.7,10.97,-405.3,130,8.2,0.72,0
5/15/2021,11:57:32 AM,<None>,,-17.52824 °,-149.77487 °,760,58459.2,54298.2,35.8,53842.3,35294,84.2,22.7,22.7,10.97,-405.2,129.8,8.19,0.81,0
5/15/2021,11:57:34 AM,<None>,,-17.52825 °,-149.77487 °,760,58470.6,54302,35.81,53845.1,35296,84.2,22.7,22.7,10.96,-405.2,129.8,8.19,0.94,0
5/15/2021,11:57:38 AM,<None>,,-17.52825 °,-149.77487 °,760,58484.7,54307.9,35.81,53850.1,35300,84.3,22.7,22.7,10.96,-405.1,129.9,8.19,0.92,0
5/15/2021,11:57:40 AM,<None>,,-17.52825 °,-149.77487 °,760,58487.7,54308.5,35.81,53850.4,35300,84.3,22.7,22.7,10.96,-405,129.9,8.19,0.94,0
5/15/2021,11:57:43 AM,<None>,,-17.52826 °,-149.77486 °,760,58488.7,54309.1,35.81,53851,35301,84.3,22.7,22.7,10.96,-405,129.8,8.19,0.86,0
5/15/2021,11:57:48 AM,<None>,,-17.52826 °,-149.77486 °,760,58485,54310.5,35.81,53853,35302,84.2,22.7,22.7,10.96,-405,129.6,8.17,0.84,0
5/15/2021,11:57:50 AM,<None>,,-17.52827 °,-149.77486 °,760,58485.1,54311.6,35.81,53854.2,35303,84.2,22.7,22.7,10.96,-405.1,129.5,8.17,0.82,0
5/15/2021,11:57:55 AM,<None>,,-17.52828 °,-149.77484 °,760,58480.2,54313.2,35.81,53856.6,35304,84.2,22.7,22.7,10.96,-405.1,129.2,8.15,0.89,0
5/15/2021,11:58:02 AM,<None>,,-17.52830 °,-149.77484 °,760,58469.9,54311.1,35.81,53855.4,35302,84.2,22.7,22.7,10.97,-405.2,128.9,8.13,0.89,0
5/15/2021,11:58:06 AM,<None>,,-17.52831 °,-149.77483 °,760,58464.8,54312.7,35.81,53857.8,35303,84.2,22.7,22.7,10.97,-405.3,128.8,8.12,0.65,0
5/15/2021,11:58:09 AM,<None>,,-17.52831 °,-149.77483 °,760,58461.4,54317.2,35.82,53863.2,35306,84.2,22.7,22.7,10.97,-405.4,128.7,8.12,0.61,0
5/15/2021,11:58:13 AM,<None>,,-17.52832 °,-149.77483 °,760,58460.7,54316.9,35.82,53862.9,35306,84.2,22.7,22.7,10.97,-405.4,128.7,8.12,0.63,0
5/15/2021,11:58:17 AM,<None>,,-17.52833 °,-149.77483 °,760,58469.8,54319.3,35.82,53864.6,35308,84.2,22.7,22.7,10.97,-405.4,128.5,8.11,0.62,0
5/15/2021,11:58:20 AM,<None>,,-17.52834 °,-149.77481 °,760.1,58480.3,54319.8,35.82,53863.9,35308,84.2,22.7,22.7,10.97,-405.3,128.4,8.1,0.92,0
5/15/2021,11:58:23 AM,<None>,,-17.52835 °,-149.77481 °,760,58489.9,54318,35.82,53860.8,35307,84.2,22.7,22.7,10.97,-405.2,128.4,8.1,2.65,0
5/15/2021,11:58:26 AM,<None>,,-17.52835 °,-149.77481 °,760,58497.1,54318,35.82,53859.9,35307,84.3,22.7,22.7,10.96,-405.2,128.4,8.1,2.71,0
5/15/2021,11:58:29 AM,<None>,,-17.52836 °,-149.77480 °,760.1,58501,54320.3,35.82,53862.1,35308,84.3,22.7,22.7,10.96,-405.2,128.5,8.1,2.24,0
5/15/2021,11:58:30 AM,<None>,,-17.52836 °,-149.77480 °,760.1,58505.2,54322.7,35.82,53864.3,35310,84.3,22.7,22.7,10.96,-405.2,128.6,8.11,2.2,0
5/15/2021,11:58:34 AM,<None>,,-17.52837 °,-149.77480 °,760,58510.2,54326.4,35.82,53867.8,35312,84.3,22.7,22.7,10.96,-405.1,128.7,8.11,0.6,0
5/15/2021,11:58:38 AM,<None>,,-17.52838 °,-149.77478 °,760.1,58519,54328.1,35.82,53868.7,35313,84.3,22.7,22.7,10.96,-405.1,128.6,8.11,0.57,0
5/15/2021,11:58:40 AM,<None>,,-17.52839 °,-149.77478 °,760,58527.7,54329,35.82,53868.7,35314,84.3,22.7,22.7,10.96,-405,128.6,8.11,0.59,0
5/15/2021,11:58:44 AM,<None>,,-17.52839 °,-149.77478 °,760,58542.3,54330.1,35.82,53868.3,35315,84.3,22.7,22.7,10.96,-405,128.7,8.11,0.9,0
5/15/2021,11:58:46 AM,<None>,,-17.52840 °,-149.77478 °,760,58552.8,54330.8,35.83,53867.8,35315,84.3,22.7,22.7,10.96,-404.9,129,8.13,0.95,0
5/15/2021,11:58:49 AM,<None>,,-17.52840 °,-149.77477 °,760,58557.6,54329.5,35.82,53865.9,35314,84.3,22.7,22.7,10.96,-404.9,129.4,8.16,1.03,0
5/15/2021,11:58:52 AM,<None>,,-17.52841 °,-149.77477 °,760,58557.3,54328.2,35.82,53864.4,35313,84.3,22.7,22.7,10.96,-404.9,129.7,8.17,0.86,0
5/15/2021,11:58:56 AM,<None>,,-17.52841 °,-149.77475 °,760,58552,54328.3,35.82,53865.1,35313,84.3,22.7,22.7,10.96,-405,129.6,8.17,0.82,0
5/15/2021,11:58:58 AM,<None>,,-17.52842 °,-149.77475 °,760,58550.8,54328.7,35.82,53865.7,35314,84.3,22.7,22.7,10.96,-405,129.5,8.16,0.85,0
5/15/2021,11:59:01 AM,<None>,,-17.52842 °,-149.77475 °,760,58553.9,54330.9,35.83,53867.8,35315,84.3,22.7,22.7,10.96,-405,129.4,8.15,1.02,0
5/15/2021,11:59:05 AM,<None>,,-17.52843 °,-149.77473 °,760,58557.8,54329.1,35.82,53865.3,35314,84.3,22.7,22.7,10.96,-405,129.4,8.15,1.34,0
5/15/2021,11:59:07 AM,<None>,,-17.52844 °,-149.77473 °,760,58560.7,54328.4,35.82,53864.2,35313,84.3,22.7,22.7,10.96,-405,129.4,8.15,1.54,0
5/15/2021,11:59:10 AM,<None>,,-17.52845 °,-149.77472 °,760,58558.4,54325.2,35.82,53860.9,35311,84.3,22.7,22.7,10.96,-405,129.3,8.15,1.32,0
5/15/2021,11:59:15 AM,<None>,,-17.52847 °,-149.77470 °,760.1,58554.4,54324.2,35.82,53860.3,35311,84.3,22.7,22.7,10.96,-405,129,8.13,1.05,0
5/15/2021,11:59:16 AM,<None>,,-17.52847 °,-149.77470 °,760,58553.7,54324.1,35.82,53860.2,35311,84.3,22.7,22.7,10.96,-405,128.9,8.13,0.99,0
5/15/2021,11:59:23 AM,<None>,,-17.52848 °,-149.77469 °,760,58561.2,54323.3,35.82,53858.4,35310,84.3,22.7,22.7,10.96,-405,129.4,8.15,0.81,0
5/15/2021,11:59:27 AM,<None>,,-17.52849 °,-149.77469 °,760,58562.9,54320.6,35.82,53855.3,35308,84.4,22.7,22.7,10.96,-405.1,129.9,8.19,0.84,0
5/15/2021,11:59:38 AM,<None>,,-17.52850 °,-149.77467 °,760,58566.5,54314,35.81,53847.5,35304,84.4,22.6,22.6,10.97,-405.2,132.8,8.37,1.04,0
5/15/2021,11:59:42 AM,<None>,,-17.52851 °,-149.77467 °,760,58569.4,54312.8,35.81,53845.8,35303,84.4,22.6,22.6,10.97,-405.4,133.9,8.43,1.03,0
5/15/2021,11:59:45 AM,<None>,,-17.52851 °,-149.77467 °,760,58572.3,54312.5,35.81,53845.1,35303,84.4,22.6,22.6,10.97,-405.5,134.9,8.5,0.96,0
5/15/2021,11:59:50 AM,<None>,,-17.52853 °,-149.77466 °,760,58572.8,54310.3,35.81,53842.7,35302,84.4,22.6,22.6,10.98,-405.7,136.3,8.59,0.8,0
5/15/2021,11:59:54 AM,<None>,,-17.52853 °,-149.77466 °,760,58576.4,54309.7,35.81,53841.5,35301,84.4,22.6,22.6,10.98,-405.8,136.8,8.61,1.14,0
5/15/2021,12:00:01 PM,<None>,,-17.52855 °,-149.77464 °,760,58580.1,54305.2,35.8,53836.1,35298,84.4,22.6,22.6,10.97,-405.7,135.8,8.55,1.1,0
5/15/2021,12:00:05 PM,<None>,,-17.52855 °,-149.77463 °,760,58585.1,54295.9,35.8,53825.1,35292,84.5,22.6,22.6,10.97,-405.4,134,8.44,1.02,0
5/15/2021,12:00:09 PM,<None>,,-17.52856 °,-149.77463 °,760,58609.8,54270.1,35.78,53793.5,35276,84.5,22.6,22.6,10.96,-404.9,125.8,7.92,1.3,0
5/15/2021,12:00:13 PM,<None>,,-17.52857 °,-149.77461 °,760,58647.7,54231.2,35.74,53745.6,35250,84.7,22.5,22.5,10.94,-404.1,122.4,7.7,1.5,0
5/15/2021,12:00:18 PM,<None>,,-17.52858 °,-149.77461 °,760,58643.2,54229.8,35.74,53744.6,35249,84.7,22.5,22.5,10.93,-403.8,129.2,8.12,1.32,0
5/15/2021,12:00:27 PM,<None>,,-17.52859 °,-149.77460 °,760,58590.8,54292,35.79,53820.1,35290,84.5,22.6,22.6,10.96,-404.9,131,8.25,0.96,0
5/15/2021,12:00:31 PM,<None>,,-17.52860 °,-149.77458 °,760,58590.9,54296.1,35.8,53824.7,35292,84.5,22.6,22.6,10.96,-405.1,131.4,8.27,0.99,0
5/15/2021,12:00:39 PM,<None>,,-17.52863 °,-149.77458 °,760,58583.8,54294.6,35.8,53823.8,35291,84.5,22.6,22.6,10.97,-405.4,131.7,8.29,0.92,0
5/15/2021,12:00:46 PM,<None>,,-17.52865 °,-149.77455 °,760,58576.4,54286.3,35.79,53815.4,35286,84.5,22.6,22.6,10.97,-405.6,130.8,8.23,0.99,0
5/15/2021,12:01:00 PM,<None>,,-17.52868 °,-149.77454 °,760,58570,54279.5,35.78,53808.6,35282,84.5,22.6,22.6,10.98,-406,131,8.25,0.92,0
5/15/2021,12:01:05 PM,<None>,,-17.52869 °,-149.77452 °,760,58562.3,54278.4,35.78,53808.2,35281,84.4,22.6,22.6,10.98,-406.1,130.6,8.23,0.94,0
5/15/2021,12:01:11 PM,<None>,,-17.52871 °,-149.77452 °,759.9,58561.9,54287.8,35.79,53818.8,35287,84.4,22.6,22.6,10.99,-406.4,131.2,8.26,0.99,0
5/15/2021,12:01:17 PM,<None>,,-17.52872 °,-149.77452 °,760,58561.8,54289,35.79,53820.2,35288,84.4,22.6,22.6,11,-406.6,131.9,8.31,1.1,0
5/15/2021,12:03:04 PM,<None>,,-17.52873 °,-149.77452 °,760,58630.1,54249.8,35.76,53768.4,35262,84.6,22.6,22.6,11.01,-407.2,129.4,8.14,11.23,0
5/15/2021,12:04:35 PM,<None>,,-17.52873 °,-149.77451 °,760,58644.1,54233.9,35.75,53749.1,35252,84.7,22.5,22.5,11.03,-408.3,129.6,8.15,3.05,0
5/15/2021,12:04:37 PM,<None>,,-17.52873 °,-149.77451 °,760,58644.8,54227.6,35.74,53741.9,35248,84.7,22.5,22.5,11.03,-408.2,129.3,8.13,2.71,0
5/15/2021,12:30:47 PM,<None>,,-17.52873 °,-149.77452 °,759.6,58897.9,54235.5,35.74,53721.4,35253,85.1,22.5,22.5,13.58,-526.8,135,8.45,9.79,0
5/15/2021,12:32:33 PM,<None>,,-17.52873 °,-149.77452 °,759.7,58911.6,54247.6,35.75,53733.2,35261,85.1,22.5,22.5,13.49,-522.6,131.4,8.23,2.54,0
5/15/2021,12:32:35 PM,<None>,,-17.52873 °,-149.77452 °,759.6,58915.8,54200.9,35.71,53680.6,35231,85.2,22.4,22.4,13.47,-521.8,128.8,8.06,2.09,0
5/15/2021,12:33:38 PM,<None>,,-17.52873 °,-149.77454 °,759.6,58929.8,54224.5,35.73,53705.4,35246,85.2,22.4,22.4,13.18,-508.2,131.5,8.23,5.95,0
5/15/2021,12:34:59 PM,<None>,,-17.52873 °,-149.77454 °,759.7,58942.4,54246.3,35.75,53728.2,35260,85.2,22.4,22.4,12.72,-486.9,131.9,8.26,6.3,0
5/15/2021,12:35:02 PM,<None>,,-17.52873 °,-149.77454 °,759.6,58938.3,54190.8,35.7,53666.6,35224,85.3,22.4,22.4,12.69,-485.6,128.9,8.06,4.78,0
5/15/2021,12:36:50 PM,<None>,,-17.52875 °,-149.77452 °,759.6,58906.6,54575,36,54099.5,35474,84.5,22.8,22.8,12.3,-467.1,128.8,8.1,3.76,0
5/15/2021,12:36:53 PM,<None>,,-17.52875 °,-149.77451 °,759.6,58914.5,54286.1,35.78,53775.9,35286,85,22.5,22.5,12.26,-465.4,130.6,8.18,2.33,0
5/15/2021,12:36:55 PM,<None>,,-17.52876 °,-149.77451 °,759.6,58919,54268.9,35.76,53756.2,35275,85.1,22.5,22.5,12.23,-464.1,131.3,8.22,2.44,0
5/15/2021,12:36:59 PM,<None>,,-17.52876 °,-149.77449 °,759.6,58926.7,54272.5,35.77,53759.3,35277,85.1,22.5,22.5,12.19,-462.4,133,8.33,1.85,0
5/15/2021,12:37:02 PM,<None>,,-17.52877 °,-149.77449 °,759.6,58938.8,54275,35.77,53760.7,35279,85.1,22.5,22.5,12.16,-461.1,133.9,8.38,1.71,0
5/15/2021,12:37:07 PM,<None>,,-17.52878 °,-149.77448 °,759.6,58939.5,54273.6,35.77,53759,35278,85.1,22.5,22.5,12.13,-459.7,134.3,8.41,1.62,0
5/15/2021,12:37:10 PM,<None>,,-17.52879 °,-149.77448 °,759.6,58933.9,54272.2,35.77,53758.2,35277,85.1,22.5,22.5,12.12,-458.8,134.2,8.4,1.48,0
5/15/2021,12:37:13 PM,<None>,,-17.52879 °,-149.77448 °,759.6,58929.9,54271.7,35.77,53758.1,35277,85.1,22.5,22.5,12.1,-458,133.8,8.38,1.48,0
5/15/2021,12:37:16 PM,<None>,,-17.52880 °,-149.77448 °,759.5,58927.6,54269.5,35.77,53755.9,35275,85.1,22.5,22.5,12.08,-457.3,133.5,8.36,1.59,0
5/15/2021,12:37:19 PM,<None>,,-17.52881 °,-149.77448 °,759.6,58927.4,54267.8,35.76,53753.9,35274,85.1,22.5,22.5,12.07,-456.8,133.5,8.36,1.76,0
5/15/2021,12:37:22 PM,<None>,,-17.52881 °,-149.77446 °,759.5,58916.7,54260.8,35.76,53747.4,35270,85.1,22.5,22.5,12.06,-456.2,133.5,8.36,1.8,0
5/15/2021,12:37:26 PM,<None>,,-17.52882 °,-149.77446 °,759.6,58908.3,54256.6,35.76,53743.6,35267,85.1,22.5,22.5,12.04,-455.5,133.4,8.35,3.2,0
5/15/2021,12:37:29 PM,<None>,,-17.52883 °,-149.77446 °,759.5,58905.7,54254.4,35.75,53741.6,35265,85.1,22.5,22.5,12.03,-455,133.5,8.36,4.14,0
5/15/2021,12:37:33 PM,<None>,,-17.52884 °,-149.77446 °,759.5,58904.7,54254.6,35.75,53741.9,35266,85.1,22.5,22.5,12.02,-454.4,134.3,8.41,9.71,0
5/15/2021,12:37:37 PM,<None>,,-17.52884 °,-149.77446 °,759.6,58896.6,54253,35.75,53741.1,35264,85.1,22.5,22.5,12.01,-453.9,135.1,8.46,11.41,0
5/15/2021,12:37:41 PM,<None>,,-17.52885 °,-149.77446 °,759.4,58890.7,54253.6,35.75,53742.3,35265,85,22.5,22.5,12,-453.4,135.4,8.48,11.49,0
5/15/2021,12:37:46 PM,<None>,,-17.52887 °,-149.77446 °,759.4,58882.3,54252.9,35.75,53742.6,35264,85,22.5,22.5,11.99,-452.8,135.2,8.47,2.17,0
5/15/2021,12:37:49 PM,<None>,,-17.52888 °,-149.77444 °,759.6,58871.3,54246.9,35.75,53737.2,35261,85,22.5,22.5,11.98,-452.4,135,8.46,1.75,0
5/15/2021,12:37:54 PM,<None>,,-17.52889 °,-149.77444 °,759.6,58860.9,54233.8,35.74,53723.7,35252,85,22.5,22.5,11.97,-451.9,134.7,8.44,1.97,0
5/15/2021,12:37:57 PM,<None>,,-17.52890 °,-149.77444 °,759.6,58856.3,54232,35.74,53722.3,35251,85,22.5,22.5,11.96,-451.6,134.8,8.45,1.93,0
5/15/2021,12:38:02 PM,<None>,,-17.52891 °,-149.77444 °,759.5,58847.7,54234.3,35.74,53725.8,35252,85,22.5,22.5,11.95,-451.1,135.1,8.46,1.52,0
5/15/2021,12:38:06 PM,<None>,,-17.52892 °,-149.77443 °,759.6,58847.5,54237.6,35.74,53729.5,35254,85,22.5,22.5,11.94,-450.8,135.3,8.48,1.39,0
5/15/2021,12:38:09 PM,<None>,,-17.52893 °,-149.77443 °,759.5,58848.8,54237.8,35.74,53729.6,35255,85,22.5,22.5,11.94,-450.5,135.5,8.49,1.53,0
5/15/2021,12:38:14 PM,<None>,,-17.52894 °,-149.77441 °,759.4,58844.1,54225.6,35.73,53716.6,35247,85,22.5,22.5,11.92,-449.8,135.5,8.49,1.81,0
5/15/2021,12:38:18 PM,<None>,,-17.52895 °,-149.77441 °,759.6,58848.8,54223.8,35.73,53714,35245,85,22.5,22.5,11.91,-449.3,135.3,8.48,1.9,0
5/15/2021,12:38:23 PM,<None>,,-17.52896 °,-149.77441 °,759.6,58858.5,54232.6,35.74,53722.6,35251,85,22.5,22.5,11.9,-448.8,135.3,8.48,2.08,0
5/15/2021,12:38:27 PM,<None>,,-17.52897 °,-149.77440 °,759.6,58859.4,54234.1,35.74,53724.3,35252,85,22.5,22.5,11.89,-448.4,135.3,8.48,1.78,0
5/15/2021,12:38:32 PM,<None>,,-17.52898 °,-149.77438 °,759.4,58863,54231.1,35.74,53720.5,35250,85,22.5,22.5,11.88,-447.7,135.1,8.46,1.82,0
5/15/2021,12:38:36 PM,<None>,,-17.52899 °,-149.77438 °,759.5,58868.3,54231.9,35.74,53720.7,35251,85.1,22.5,22.5,11.87,-447.3,135.2,8.47,2.02,0
5/15/2021,12:38:40 PM,<None>,,-17.52900 °,-149.77438 °,759.4,58872.1,54231.7,35.74,53720.1,35251,85.1,22.5,22.5,11.86,-446.9,135.5,8.49,2.46,0
5/15/2021,12:38:45 PM,<None>,,-17.52901 °,-149.77437 °,759.5,58896.8,54230.3,35.74,53715.6,35250,85.1,22.4,22.4,11.84,-446.2,135.7,8.49,3.13,0
5/15/2021,12:38:49 PM,<None>,,-17.52903 °,-149.77437 °,759.6,58921.4,54219,35.73,53700.1,35242,85.2,22.4,22.4,11.82,-445.4,135.3,8.47,3.6,0
5/15/2021,12:38:53 PM,<None>,,-17.52904 °,-149.77435 °,759.5,58933.8,54207.9,35.72,53686.3,35235,85.2,22.4,22.4,11.81,-444.7,135.2,8.46,3.84,0
5/15/2021,12:38:57 PM,<None>,,-17.52905 °,-149.77435 °,759.5,58926.2,54204.7,35.71,53683.7,35233,85.2,22.4,22.4,11.8,-444.3,135.5,8.48,3.94,0
5/15/2021,12:39:01 PM,<None>,,-17.52906 °,-149.77435 °,759.5,58924.7,54203.9,35.71,53682.9,35233,85.2,22.4,22.4,11.79,-443.9,136.1,8.51,4.17,0
5/15/2021,12:39:04 PM,<None>,,-17.52907 °,-149.77434 °,759.5,58926.4,54205.6,35.72,53684.6,35234,85.2,22.4,22.4,11.79,-443.6,136.4,8.54,4.19,0
5/15/2021,12:39:07 PM,<None>,,-17.52907 °,-149.77434 °,759.4,58931.6,54207.2,35.72,53685.7,35235,85.2,22.4,22.4,11.78,-443.3,137,8.57,4.37,0
5/15/2021,12:39:10 PM,<None>,,-17.52908 °,-149.77432 °,759.4,58940,54208.8,35.72,53686.6,35236,85.2,22.4,22.4,11.77,-442.9,137.5,8.6,4.44,0
5/15/2021,12:39:15 PM,<None>,,-17.52909 °,-149.77432 °,759.5,58952.7,54206.8,35.72,53682.9,35234,85.2,22.4,22.4,11.76,-442.4,138,8.63,4.17,0
