KorDSS MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,5/16/2021 5:47,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),pH,pH (mV),ODO (% Sat),ODO (mg/L),Turbidity (FNU),TSS (mg/L)
5/15/2021,9:58:30 AM,<None>,,-17.52679 °,-149.77524 °,761.1,57705.6,54304.8,35.83,53935.9,35298,82.9,22.9,22.9,7.88,-262.2,119.6,7.64,4.06,0
5/15/2021,9:58:36 AM,<None>,,-17.52681 °,-149.77524 °,761.1,57712.1,54306.7,35.83,53937.2,35299,82.9,22.9,22.9,7.89,-262.7,121,7.73,5.55,0
5/15/2021,9:58:41 AM,<None>,,-17.52682 °,-149.77524 °,761,57711.4,54311.2,35.84,53942.3,35302,82.9,22.9,22.9,7.9,-263.2,122.4,7.81,3.45,0
5/15/2021,9:58:56 AM,<None>,,-17.52684 °,-149.77524 °,761,57710.2,54303.9,35.83,53934.4,35298,82.9,22.9,22.9,7.93,-264.3,123.7,7.89,3.72,0
5/15/2021,9:59:09 AM,<None>,,-17.52685 °,-149.77524 °,761,57721.2,54305.2,35.83,53934.5,35298,82.9,22.9,22.9,7.94,-264.9,124.4,7.94,5.77,0
5/15/2021,9:59:14 AM,<None>,,-17.52686 °,-149.77524 °,761,57707.9,54301.8,35.83,53932.3,35296,82.9,22.9,22.9,7.94,-265.1,123.8,7.9,4.28,0
5/15/2021,9:59:21 AM,<None>,,-17.52688 °,-149.77524 °,761,57706.1,54301.7,35.83,53932.4,35296,82.9,22.9,22.9,7.95,-265.2,122.7,7.83,3.93,0
5/15/2021,9:59:26 AM,<None>,,-17.52688 °,-149.77524 °,761,57701.5,54296.9,35.83,53927.5,35293,82.9,22.9,22.9,7.94,-265.1,122.5,7.82,6.05,0
5/15/2021,9:59:31 AM,<None>,,-17.52688 °,-149.77524 °,761,57699.5,54294.4,35.82,53924.9,35291,82.9,22.9,22.9,7.94,-265.1,122.2,7.8,7.23,0
5/15/2021,9:59:37 AM,<None>,,-17.52689 °,-149.77524 °,760.9,57696,54298.4,35.83,53929.8,35294,82.9,22.9,22.9,7.95,-265.4,121.9,7.78,3.35,0
5/15/2021,9:59:42 AM,<None>,,-17.52690 °,-149.77524 °,761,57689.6,54296,35.83,53927.9,35292,82.9,22.9,22.9,7.95,-265.4,121.8,7.78,2.64,0
5/15/2021,9:59:46 AM,<None>,,-17.52691 °,-149.77522 °,761.1,57680.9,54291.2,35.82,53923.5,35289,82.9,22.9,22.9,7.95,-265.5,121.9,7.78,2.52,0
5/15/2021,9:59:51 AM,<None>,,-17.52692 °,-149.77522 °,761,57659.9,54281.4,35.81,53914.9,35283,82.9,22.9,22.9,7.95,-265.5,121.9,7.78,2.95,0
5/15/2021,10:00:02 AM,<None>,,-17.52695 °,-149.77521 °,761,57614.9,54264.4,35.8,53901.1,35272,82.8,22.9,22.9,7.96,-265.7,120.9,7.72,4.75,0
5/15/2021,10:00:14 AM,<None>,,-17.52698 °,-149.77519 °,760.9,57563.6,54266.2,35.81,53908.9,35273,82.7,22.9,22.9,7.97,-266.2,118.1,7.55,1.29,0
5/15/2021,10:00:21 AM,<None>,,-17.52700 °,-149.77519 °,761,57564.3,54268,35.81,53910.9,35274,82.7,22.9,22.9,7.97,-266.2,117.7,7.52,1.34,0
5/15/2021,10:00:26 AM,<None>,,-17.52701 °,-149.77519 °,761.1,57558.4,54272.3,35.81,53916.3,35277,82.7,22.9,22.9,7.97,-266.2,117.1,7.49,1.61,0
5/15/2021,10:00:30 AM,<None>,,-17.52702 °,-149.77519 °,761,57556.3,54275.1,35.81,53919.7,35279,82.7,23,23,7.97,-266.3,116.7,7.46,1.68,0
5/15/2021,10:00:48 AM,<None>,,-17.52705 °,-149.77519 °,761.1,57542.6,54278.5,35.82,53925,35281,82.7,23,23,7.99,-267.2,115.5,7.39,7.22,0
5/15/2021,10:01:15 AM,<None>,,-17.52705 °,-149.77521 °,761.1,57527.9,54264.4,35.81,53911,35272,82.7,23,23,7.99,-267.4,115.3,7.37,13.24,0
5/15/2021,10:02:15 AM,<None>,,-17.52706 °,-149.77521 °,761,57511.4,54262.1,35.8,53910.3,35270,82.7,23,23,8.04,-269.7,110.9,7.1,6.92,0
5/15/2021,10:03:36 AM,<None>,,-17.52705 °,-149.77521 °,761,57528.6,54282.4,35.82,53931,35284,82.6,23,23,8.04,-269.7,110.6,7.08,5.94,0
5/15/2021,10:34:11 AM,<None>,,-17.52704 °,-149.77521 °,760.6,57770.6,54769.5,36.19,54445.8,35600,82.2,23.3,23.3,13.53,-523,113.1,7.26,6.26,0
5/15/2021,10:34:33 AM,<None>,,-17.52704 °,-149.77519 °,760.6,57793.3,54347.3,35.86,53973.2,35326,83,22.9,22.9,13.08,-502.3,116.4,7.43,0.53,0
5/15/2021,10:36:11 AM,<None>,,-17.52704 °,-149.77521 °,760.6,57777.3,54311.7,35.83,53935.4,35303,83,22.9,22.9,11.85,-445.8,117.4,7.48,2.86,0
5/15/2021,10:36:33 AM,<None>,,-17.52705 °,-149.77521 °,760.6,57792,54332.7,35.85,53957.1,35316,83,22.9,22.9,11.59,-433.5,117.3,7.48,4.26,0
5/15/2021,10:36:39 AM,<None>,,-17.52706 °,-149.77521 °,760.6,57798.9,54340.1,35.86,53964.5,35321,83,22.9,22.9,11.5,-429.7,117.4,7.49,1.86,0
5/15/2021,10:36:46 AM,<None>,,-17.52707 °,-149.77521 °,760.6,57805.2,54340.3,35.86,53964,35321,83,22.9,22.9,11.42,-425.6,117.6,7.5,1.79,0
5/15/2021,10:36:51 AM,<None>,,-17.52707 °,-149.77521 °,760.5,57806.8,54341.8,35.86,53965.5,35322,83,22.9,22.9,11.35,-422.6,117.7,7.5,1.32,0
5/15/2021,10:36:57 AM,<None>,,-17.52708 °,-149.77521 °,760.6,57806.9,54343.3,35.86,53967.3,35323,83,22.9,22.9,11.26,-418.2,117.7,7.5,1.46,0
5/15/2021,10:37:02 AM,<None>,,-17.52708 °,-149.77521 °,760.6,57809.9,54341.7,35.86,53965.1,35322,83,22.9,22.9,11.18,-414.8,117.7,7.51,2.6,0
5/15/2021,10:37:08 AM,<None>,,-17.52709 °,-149.77521 °,760.6,57812,54339.9,35.86,53962.8,35321,83,22.9,22.9,11.1,-411,117.8,7.51,2.42,0
5/15/2021,10:37:14 AM,<None>,,-17.52710 °,-149.77521 °,760.6,57821.2,54344.3,35.86,53966.7,35324,83,22.9,22.9,11.02,-407.2,117.9,7.52,2.32,0
5/15/2021,10:37:19 AM,<None>,,-17.52711 °,-149.77521 °,760.6,57828.7,54346.1,35.86,53967.8,35325,83,22.9,22.9,10.94,-403.6,118.1,7.53,1.33,0
5/15/2021,10:37:24 AM,<None>,,-17.52711 °,-149.77521 °,760.6,57828.9,54345.5,35.86,53967.2,35325,83,22.9,22.9,10.88,-400.7,118.2,7.53,1.79,0
5/15/2021,10:37:28 AM,<None>,,-17.52712 °,-149.77521 °,760.6,57827.1,54345.2,35.86,53967.1,35324,83,22.9,22.9,10.82,-397.9,118.1,7.53,2.75,0
5/15/2021,10:37:32 AM,<None>,,-17.52712 °,-149.77521 °,760.6,57824.9,54344.9,35.86,53966.9,35324,83,22.9,22.9,10.76,-395.1,118.1,7.53,4.76,0
5/15/2021,10:37:35 AM,<None>,,-17.52713 °,-149.77521 °,760.6,57824.8,54346.4,35.86,53968.6,35325,83,22.9,22.9,10.71,-392.9,118,7.52,5.54,0
5/15/2021,10:37:40 AM,<None>,,-17.52714 °,-149.77521 °,760.6,57822.8,54347.5,35.86,53970.1,35326,83,22.9,22.9,10.64,-389.8,117.7,7.5,3.39,0
5/15/2021,10:37:46 AM,<None>,,-17.52715 °,-149.77522 °,760.6,57835.1,54350.1,35.86,53971.6,35328,83,22.9,22.9,10.56,-386.2,117.6,7.5,2.32,0
5/15/2021,10:37:54 AM,<None>,,-17.52715 °,-149.77521 °,760.5,57843.8,54347.3,35.86,53967.5,35326,83.1,22.9,22.9,10.49,-382.6,117.9,7.51,1.85,0
5/15/2021,10:37:58 AM,<None>,,-17.52716 °,-149.77521 °,760.6,57838.8,54346.8,35.86,53967.5,35325,83,22.9,22.9,10.45,-380.8,117.8,7.51,1.27,0
5/15/2021,10:38:05 AM,<None>,,-17.52717 °,-149.77521 °,760.6,57839.8,54349.4,35.86,53970.2,35327,83,22.9,22.9,10.37,-377.2,117.7,7.5,1.16,0
5/15/2021,10:38:18 AM,<None>,,-17.52721 °,-149.77521 °,760.6,57828.3,54350,35.86,53972.2,35327,83,22.9,22.9,10.27,-372.5,117.2,7.47,0.73,0
5/15/2021,10:38:30 AM,<None>,,-17.52725 °,-149.77519 °,760.6,57823,54355,35.87,53978.4,35331,83,22.9,22.9,10.18,-368.5,116.9,7.45,0.63,0
5/15/2021,10:38:34 AM,<None>,,-17.52726 °,-149.77519 °,760.6,57823.2,54351.7,35.86,53974.8,35329,83,22.9,22.9,10.15,-367,116.8,7.44,3.84,0
5/15/2021,10:38:38 AM,<None>,,-17.52727 °,-149.77519 °,760.6,57824.4,54350.6,35.86,53973.3,35328,83,22.9,22.9,10.12,-365.7,116.8,7.45,6.02,0
5/15/2021,10:38:45 AM,<None>,,-17.52729 °,-149.77519 °,760.7,57826.7,54352.5,35.86,53975.2,35329,83,22.9,22.9,10.08,-363.6,117.2,7.47,10.66,0
5/15/2021,10:38:52 AM,<None>,,-17.52731 °,-149.77519 °,760.6,57827.1,54350.4,35.86,53972.8,35328,83,22.9,22.9,10.03,-361.3,117.3,7.48,15.11,0
5/15/2021,10:38:59 AM,<None>,,-17.52733 °,-149.77519 °,760.6,57827.9,54352.3,35.86,53974.9,35329,83,22.9,22.9,9.99,-359.7,117,7.46,5.12,0
5/15/2021,10:39:05 AM,<None>,,-17.52735 °,-149.77521 °,760.6,57830.8,54356.4,35.87,53979.1,35332,83,22.9,22.9,9.96,-358.3,117,7.46,4.89,0
5/15/2021,10:39:10 AM,<None>,,-17.52736 °,-149.77521 °,760.6,57831.2,54357.8,35.87,53980.6,35333,83,22.9,22.9,9.94,-357.6,117.2,7.47,1.24,0
5/15/2021,10:39:17 AM,<None>,,-17.52738 °,-149.77521 °,760.6,57827.3,54362.6,35.87,53986.4,35336,83,22.9,22.9,9.91,-356.2,116.9,7.46,0.51,0
5/15/2021,10:39:24 AM,<None>,,-17.52740 °,-149.77521 °,760.6,57825.4,54362.7,35.87,53986.8,35336,83,22.9,22.9,9.86,-353.7,116.8,7.45,0.9,0
5/15/2021,10:39:34 AM,<None>,,-17.52743 °,-149.77521 °,760.6,57816.9,54361.8,35.87,53986.7,35335,83,22.9,22.9,9.8,-350.7,116.6,7.44,1.2,0
5/15/2021,10:39:46 AM,<None>,,-17.52746 °,-149.77519 °,760.6,57809.7,54368.7,35.88,53995.2,35340,83,23,23,9.72,-347.2,115.7,7.38,2.09,0
5/15/2021,10:39:52 AM,<None>,,-17.52748 °,-149.77519 °,760.6,57809.8,54369.2,35.88,53995.7,35340,83,23,23,9.69,-345.7,115.9,7.39,0.51,0
5/15/2021,10:39:57 AM,<None>,,-17.52748 °,-149.77518 °,760.6,57805.3,54365.5,35.88,53992.1,35338,83,23,23,9.64,-343.7,115.7,7.38,0.69,0
5/15/2021,10:40:02 AM,<None>,,-17.52749 °,-149.77518 °,760.6,57805.1,54363.8,35.87,53990.2,35336,83,22.9,22.9,9.61,-342,115.5,7.37,1.39,0
5/15/2021,10:40:10 AM,<None>,,-17.52750 °,-149.77518 °,760.6,57805.3,54368,35.88,53994.9,35339,83,23,23,9.56,-339.6,115.6,7.37,0.9,0
5/15/2021,10:40:16 AM,<None>,,-17.52750 °,-149.77516 °,760.6,57809.5,54368.1,35.88,53994.6,35339,83,23,23,9.52,-338.1,115.7,7.38,0.77,0
5/15/2021,10:40:25 AM,<None>,,-17.52751 °,-149.77516 °,760.6,57814.5,54367.6,35.88,53993.4,35339,83,23,23,9.46,-335.3,115.7,7.38,0.85,0
5/15/2021,10:41:03 AM,<None>,,-17.52756 °,-149.77515 °,760.6,57832.3,54488.3,35.97,54125.8,35417,82.8,23.1,23.1,9.27,-326.5,112.9,7.21,4.63,0
5/15/2021,10:41:09 AM,<None>,,-17.52757 °,-149.77515 °,760.6,57828.6,54371.9,35.88,53996.6,35342,83,22.9,22.9,9.22,-324.2,114.4,7.29,2.25,0
5/15/2021,10:41:12 AM,<None>,,-17.52757 °,-149.77515 °,760.6,57824.3,54364.8,35.87,53989.2,35337,83,22.9,22.9,9.19,-322.9,115.1,7.34,6.72,0
5/15/2021,10:42:47 AM,<None>,,-17.52759 °,-149.77515 °,760.6,57819.3,54383.3,35.89,54010.4,35349,83,23,23,8.66,-298.1,112.3,7.16,2.51,0
5/15/2021,10:44:41 AM,<None>,,-17.52759 °,-149.77515 °,760.6,57831.6,54367.8,35.88,53991.7,35339,83,22.9,22.9,8.22,-278,115.4,7.35,0.52,0
5/15/2021,10:44:43 AM,<None>,,-17.52759 °,-149.77515 °,760.6,57831.8,54370.4,35.88,53994.5,35341,83,22.9,22.9,8.22,-277.9,114.7,7.31,0.56,0
5/15/2021,10:51:38 AM,<None>,,-17.52757 °,-149.77515 °,760.6,57894.1,54239.2,35.77,53841.3,35255,83.3,22.8,22.8,9.91,-355.9,111.7,7.1,4.88,0
5/15/2021,10:53:34 AM,<None>,,-17.52757 °,-149.77515 °,760.5,57815.5,54361,35.87,53986,35335,83,22.9,22.9,10.21,-370,115.4,7.36,2.48,0
5/15/2021,11:09:25 AM,<None>,,-17.52757 °,-149.77515 °,760.4,57901.9,54358.5,35.87,53973.4,35333,83.1,22.9,22.9,11.02,-407.5,116.8,7.44,2.93,0
5/15/2021,11:10:43 AM,<None>,,-17.52757 °,-149.77515 °,760.3,57775.3,54223.5,35.77,53837.4,35245,83.2,22.8,22.8,10.93,-403.2,117.8,7.5,1.69,0
5/15/2021,11:16:34 AM,<None>,,-17.52759 °,-149.77515 °,760.3,57923.9,54346.5,35.86,53957.4,35325,83.2,22.9,22.9,10.75,-395.1,118.4,7.54,1.5,0
5/15/2021,11:16:40 AM,<None>,,-17.52760 °,-149.77513 °,760.3,57922.5,54346.7,35.86,53957.9,35325,83.2,22.9,22.9,10.75,-395,118.5,7.54,3.72,0
5/15/2021,11:16:44 AM,<None>,,-17.52760 °,-149.77515 °,760.3,57921.3,54345,35.86,53956.1,35324,83.2,22.9,22.9,10.75,-395,118.5,7.55,3.56,0
5/15/2021,11:16:47 AM,<None>,,-17.52761 °,-149.77515 °,760.3,57915.1,54343.7,35.86,53955.4,35323,83.2,22.9,22.9,10.76,-395.1,118.5,7.54,3.47,0
5/15/2021,11:16:50 AM,<None>,,-17.52761 °,-149.77515 °,760.2,57903.1,54341.4,35.85,53954.2,35322,83.2,22.9,22.9,10.76,-395.2,118.3,7.53,0.68,0
5/15/2021,11:16:54 AM,<None>,,-17.52761 °,-149.77515 °,760.3,57892.9,54338.5,35.85,53952.1,35320,83.2,22.9,22.9,10.76,-395.3,118.2,7.52,0.89,0
5/15/2021,11:16:57 AM,<None>,,-17.52762 °,-149.77515 °,760.3,57887.9,54333.9,35.85,53947.6,35317,83.2,22.9,22.9,10.76,-395.3,118.2,7.53,0.86,0
5/15/2021,11:17:00 AM,<None>,,-17.52762 °,-149.77515 °,760.3,57891,54331.8,35.85,53944.9,35316,83.2,22.9,22.9,10.76,-395.3,118.4,7.54,1.07,0
5/15/2021,11:17:04 AM,<None>,,-17.52763 °,-149.77515 °,760.3,57897,54333.4,35.85,53946,35317,83.2,22.9,22.9,10.76,-395.3,118.7,7.56,0.91,0
5/15/2021,11:17:06 AM,<None>,,-17.52763 °,-149.77515 °,760.3,57901.4,54335.8,35.85,53948.1,35318,83.2,22.9,22.9,10.76,-395.3,118.8,7.56,1.14,0
5/15/2021,11:17:10 AM,<None>,,-17.52764 °,-149.77515 °,760.3,57903.9,54337.5,35.85,53949.8,35319,83.2,22.9,22.9,10.76,-395.3,118.9,7.57,1.16,0
5/15/2021,11:17:13 AM,<None>,,-17.52765 °,-149.77515 °,760.3,57904.1,54336.5,35.85,53948.6,35319,83.2,22.9,22.9,10.76,-395.4,119,7.57,1.05,0
5/15/2021,11:17:15 AM,<None>,,-17.52765 °,-149.77515 °,760.3,57905.5,54336.2,35.85,53948.1,35319,83.2,22.9,22.9,10.76,-395.4,119,7.58,1,0
5/15/2021,11:17:18 AM,<None>,,-17.52765 °,-149.77515 °,760.2,57913,54334.1,35.85,53944.9,35317,83.2,22.9,22.9,10.76,-395.4,119.2,7.59,1.28,0
5/15/2021,11:17:20 AM,<None>,,-17.52766 °,-149.77515 °,760.3,57914.6,54328.1,35.84,53938.1,35313,83.2,22.9,22.9,10.76,-395.4,119.5,7.61,1.38,0
5/15/2021,11:17:23 AM,<None>,,-17.52766 °,-149.77515 °,760.3,57917.5,54322.5,35.84,53931.5,35310,83.2,22.9,22.9,10.76,-395.4,119.9,7.63,1.3,0
5/15/2021,11:17:26 AM,<None>,,-17.52767 °,-149.77515 °,760.3,57916.9,54316.4,35.83,53924.8,35306,83.2,22.9,22.9,10.76,-395.4,120.3,7.66,0.93,0
5/15/2021,11:17:28 AM,<None>,,-17.52768 °,-149.77515 °,760.3,57916.8,54316.2,35.83,53924.5,35306,83.2,22.9,22.9,10.76,-395.4,120.5,7.67,0.61,0
5/15/2021,11:17:33 AM,<None>,,-17.52769 °,-149.77515 °,760.3,57918.9,54326.4,35.84,53935.7,35312,83.2,22.9,22.9,10.76,-395.5,120.5,7.67,0.49,0
5/15/2021,11:17:38 AM,<None>,,-17.52770 °,-149.77515 °,760.3,57910.8,54327.2,35.84,53937.4,35313,83.2,22.9,22.9,10.77,-395.6,120.2,7.65,0.59,0
5/15/2021,11:17:45 AM,<None>,,-17.52772 °,-149.77513 °,760.3,57896.8,54322.2,35.84,53933.5,35309,83.2,22.9,22.9,10.77,-395.7,120,7.64,0.8,0
5/15/2021,11:17:49 AM,<None>,,-17.52773 °,-149.77513 °,760.3,57904.2,54331.5,35.85,53943,35315,83.2,22.9,22.9,10.77,-395.7,120,7.64,0.53,0
5/15/2021,11:17:54 AM,<None>,,-17.52774 °,-149.77513 °,760.3,57893.2,54330.6,35.85,53943.3,35315,83.2,22.9,22.9,10.77,-395.8,119.9,7.63,0.65,0
5/15/2021,11:18:04 AM,<None>,,-17.52776 °,-149.77512 °,760.3,57871.6,54333.6,35.85,53949,35317,83.1,22.9,22.9,10.78,-396,119.2,7.59,0.45,0
5/15/2021,11:18:08 AM,<None>,,-17.52777 °,-149.77510 °,760.3,57872,54335.7,35.85,53951.3,35318,83.1,22.9,22.9,10.78,-396.1,119.2,7.6,0.54,0
5/15/2021,11:18:15 AM,<None>,,-17.52779 °,-149.77510 °,760.3,57873.8,54338.2,35.85,53954,35320,83.1,22.9,22.9,10.78,-396.2,119.2,7.59,0.81,0
5/15/2021,11:18:18 AM,<None>,,-17.52781 °,-149.77510 °,760.3,57895.9,54336.5,35.85,53949.5,35319,83.2,22.9,22.9,10.78,-396.1,119.6,7.62,2.29,0
5/15/2021,11:18:23 AM,<None>,,-17.52781 °,-149.77509 °,760.3,57930.2,54326.7,35.84,53934.7,35312,83.2,22.9,22.9,10.77,-395.9,120.9,7.7,3.6,0
5/15/2021,11:18:27 AM,<None>,,-17.52783 °,-149.77509 °,760.3,57951.9,54322.3,35.84,53927.3,35310,83.3,22.9,22.9,10.77,-395.8,121.6,7.74,3.33,0
5/15/2021,11:18:31 AM,<None>,,-17.52784 °,-149.77509 °,760.3,57952.8,54315.3,35.83,53919.4,35305,83.3,22.9,22.9,10.77,-395.7,121.7,7.74,0.99,0
5/15/2021,11:18:37 AM,<None>,,-17.52785 °,-149.77509 °,760.3,57955.8,54312.1,35.83,53915.5,35303,83.3,22.9,22.9,10.77,-395.7,121.8,7.74,0.85,0
5/15/2021,11:18:40 AM,<None>,,-17.52786 °,-149.77509 °,760.3,57958.2,54312,35.83,53915.1,35303,83.3,22.8,22.8,10.77,-395.6,121.9,7.75,0.67,0
5/15/2021,11:18:43 AM,<None>,,-17.52787 °,-149.77507 °,760.3,57975.3,54323.8,35.84,53926.3,35310,83.3,22.9,22.9,10.76,-395.5,122.1,7.77,0.72,0
5/15/2021,11:18:46 AM,<None>,,-17.52787 °,-149.77507 °,760.3,57976.7,54319.6,35.83,53921.4,35308,83.4,22.8,22.8,10.76,-395.5,122.4,7.78,0.67,0
5/15/2021,11:18:49 AM,<None>,,-17.52788 °,-149.77507 °,760.3,57985.9,54320.6,35.84,53921.6,35308,83.4,22.9,22.9,10.76,-395.4,122.6,7.79,0.63,0
5/15/2021,11:18:52 AM,<None>,,-17.52789 °,-149.77507 °,760.3,57992.9,54320.2,35.83,53920.3,35308,83.4,22.8,22.8,10.76,-395.3,122.7,7.8,1.12,0
5/15/2021,11:18:55 AM,<None>,,-17.52789 °,-149.77505 °,760.3,57996.3,54316.9,35.83,53916.2,35306,83.4,22.8,22.8,10.76,-395.2,122.8,7.8,1.25,0
5/15/2021,11:18:58 AM,<None>,,-17.52790 °,-149.77505 °,760.2,58000.6,54317.7,35.83,53916.6,35306,83.4,22.8,22.8,10.75,-395.1,123,7.82,1.42,0
5/15/2021,11:19:04 AM,<None>,,-17.52791 °,-149.77504 °,760.1,58009.4,54324.9,35.84,53923.6,35311,83.4,22.8,22.8,10.75,-395,123.2,7.83,1.19,0
5/15/2021,11:19:08 AM,<None>,,-17.52791 °,-149.77504 °,760.3,58016.6,54326.8,35.84,53925,35312,83.4,22.8,22.8,10.75,-395,123,7.81,1.29,0
5/15/2021,11:19:12 AM,<None>,,-17.52792 °,-149.77504 °,760.3,58021.2,54322.6,35.84,53919.8,35310,83.4,22.8,22.8,10.75,-395,122.7,7.8,1.06,0
