TrisCalDate,TTris,mVTris,HOBO_Orion,Serial
7/18/22,22.302,-81.70,Orion,NA
7/18/22,23.240,-80.30,Orion,NA
7/19/22,24.200,-79.00,Orion,NA
7/20/22,25.300,-77.40,Orion,NA
7/21/22,26.217,-76.10,Orion,NA
7/22/22,27.241,-74.50,Orion,NA
7/23/22,27.935,-73.50,Orion,NA
7/24/22,29.069,-72.00,Orion,NA
,,,,
