"","date","Serial","TempInSitu","E_Conductivity","Sp_Conductance","Salinity","Salinity_off"
"1",2021-05-25 09:50:00,"CT_346",27.78,40821.9,55472.1,36.7938,24.9707333333333
"2",2021-05-25 09:51:00,"CT_346",27.79,40779.5,55403.9,36.7428,24.9197333333333
"3",2021-05-25 09:52:00,"CT_346",27.77,40767.4,55408.6,36.7463,24.9232333333333
"4",2021-05-25 09:53:00,"CT_346",27.78,40803.7,55447.4,36.7753,24.9522333333333
"5",2021-05-25 09:54:00,"CT_346",27.78,40779.5,55414.5,36.7507,24.9276333333333
"6",2021-05-25 09:55:00,"CT_346",27.81,40782.5,55386.9,36.73,24.9069333333333
"7",2021-05-25 09:56:00,"CT_346",27.81,40782.5,55386.9,36.73,24.9069333333333
"8",2021-05-25 09:57:00,"CT_346",27.83,40770.4,55349.3,36.702,24.8789333333333
"9",2021-05-25 09:58:00,"CT_346",27.83,40773.5,55353.5,36.7051,24.8820333333333
"10",2021-05-25 09:59:00,"CT_346",27.8,40794.6,55413.9,36.7502,24.9271333333333
"11",2021-05-25 10:00:00,"CT_346",27.81,40794.6,55403.3,36.7423,24.9192333333333
"12",2021-05-25 10:01:00,"CT_346",27.8,40776.5,55389.3,36.7318,24.9087333333333
"13",2021-05-25 10:02:00,"CT_346",27.81,40770.4,55370.4,36.7177,24.8946333333333
"14",2021-05-25 10:03:00,"CT_346",27.8,40755.3,55360.4,36.7103,24.8872333333333
"15",2021-05-25 10:04:00,"CT_346",27.78,40740.2,55361,36.7107,24.8876333333333
"16",2021-05-25 10:05:00,"CT_346",27.81,40764.4,55362.2,36.7116,24.8885333333333
"17",2021-05-25 10:06:00,"CT_346",27.81,40746.3,55337.6,36.6932,24.8701333333333
"18",2021-05-25 10:07:00,"CT_346",27.81,40761.4,55358.2,36.7086,24.8855333333333
"19",2021-05-25 10:08:00,"CT_346",27.8,40761.4,55368.7,36.7165,24.8934333333333
"20",2021-05-25 10:09:00,"CT_346",27.8,40773.5,55385.2,36.7288,24.9057333333333
"21",2021-05-25 10:10:00,"CT_346",27.81,40761.4,55358.2,36.7086,24.8855333333333
"22",2021-05-25 10:11:00,"CT_346",27.79,40764.4,55383.4,36.7274,24.9043333333333
"23",2021-05-25 10:12:00,"CT_346",27.8,40743.2,55344,36.698,24.8749333333333
"24",2021-05-25 10:13:00,"CT_346",27.79,40752.3,55366.9,36.7151,24.8920333333333
"25",2021-05-25 10:14:00,"CT_346",27.79,40746.3,55358.7,36.709,24.8859333333333
"26",2021-05-25 10:15:00,"CT_346",27.8,40731.2,55327.6,36.6858,24.8627333333333
"27",2021-05-25 10:16:00,"CT_346",27.79,40752.3,55366.9,36.7151,24.8920333333333
"28",2021-05-25 10:17:00,"CT_346",27.79,40761.4,55379.3,36.7244,24.9013333333333
"29",2021-05-25 10:18:00,"CT_346",27.78,40785.6,55422.8,36.7569,24.9338333333333
"30",2021-05-25 10:19:00,"CT_346",27.77,40704,55322.3,36.6818,24.8587333333333
"31",2021-05-25 10:20:00,"CT_346",27.79,40755.3,55371,36.7182,24.8951333333333
"32",2021-05-25 10:21:00,"CT_346",27.75,40710,55351.6,36.7036,24.8805333333333
"33",2021-05-25 10:22:00,"CT_346",27.74,40737.2,55399.2,36.7392,24.9161333333333
"34",2021-05-25 10:23:00,"CT_346",27.75,40698,55335.2,36.6914,24.8683333333333
"35",2021-05-25 10:24:00,"CT_346",27.75,40710,55351.6,36.7036,24.8805333333333
"36",2021-05-25 10:25:00,"CT_346",27.74,40707,55358,36.7085,24.8854333333333
"37",2021-05-25 10:26:00,"CT_346",27.78,40728.1,55344.5,36.6984,24.8753333333333
"38",2021-05-25 10:27:00,"CT_346",27.77,40728.1,55355.1,36.7063,24.8832333333333
"39",2021-05-25 10:28:00,"CT_346",27.78,40728.1,55344.5,36.6984,24.8753333333333
"40",2021-05-25 10:29:00,"CT_346",27.79,40731.2,55338.2,36.6936,24.8705333333333
"41",2021-05-25 10:30:00,"CT_346",27.79,40746.3,55358.7,36.709,24.8859333333333
"42",2021-05-25 10:31:00,"CT_346",27.78,40734.2,55352.8,36.7046,24.8815333333333
"43",2021-05-25 10:32:00,"CT_346",27.8,40752.3,55356.3,36.7072,24.8841333333333
"44",2021-05-25 10:33:00,"CT_346",27.8,40710,55298.8,36.6642,24.8411333333333
"45",2021-05-25 10:34:00,"CT_346",27.79,40740.2,55350.4,36.7028,24.8797333333333
"46",2021-05-25 10:35:00,"CT_346",27.79,40719.1,55321.7,36.6813,24.8582333333333
"47",2021-05-25 10:36:00,"CT_346",27.77,40722.1,55346.9,36.7002,24.8771333333333
"48",2021-05-25 10:37:00,"CT_346",27.79,40725.1,55329.9,36.6874,24.8643333333333
"49",2021-05-25 10:38:00,"CT_346",27.77,40719.1,55342.8,36.6971,24.8740333333333
"50",2021-05-25 10:39:00,"CT_346",27.79,40719.1,55321.7,36.6813,24.8582333333333
"51",2021-05-25 10:40:00,"CT_346",27.79,40731.2,55338.2,36.6936,24.8705333333333
"52",2021-05-25 10:41:00,"CT_346",27.78,40740.2,55361,36.7107,24.8876333333333
"53",2021-05-25 10:42:00,"CT_346",27.78,40719.1,55332.3,36.6892,24.8661333333333
"54",2021-05-25 10:43:00,"CT_346",27.79,40740.2,55350.4,36.7028,24.8797333333333
"55",2021-05-25 10:44:00,"CT_346",27.79,40707,55305.3,36.669,24.8459333333333
"56",2021-05-25 10:45:00,"CT_346",27.79,40713.1,55313.6,36.6752,24.8521333333333
