"","date","Serial","TempInSitu","E_Conductivity","Sp_Conductance","Salinity","Salinity_off"
"1",2021-05-25 09:50:00,"CT_350",27.77,41601.8,55112.2,36.5247,29.63018
"2",2021-05-25 09:50:30,"CT_350",27.79,41583,55066.3,36.4904,29.59588
"3",2021-05-25 09:51:00,"CT_350",27.79,41616.8,55111.1,36.5239,29.62938
"4",2021-05-25 09:51:30,"CT_350",27.79,41594.2,55081.1,36.5015,29.60698
"5",2021-05-25 09:52:00,"CT_350",27.79,41601.8,55091.2,36.509,29.61448
"6",2021-05-25 09:52:30,"CT_350",27.79,41620.6,55116.1,36.5277,29.63318
"7",2021-05-25 09:53:00,"CT_350",27.79,41579.2,55061.3,36.4866,29.59208
"8",2021-05-25 09:53:30,"CT_350",27.79,41579.2,55061.3,36.4866,29.59208
"9",2021-05-25 09:54:00,"CT_350",27.79,41605.5,55096.1,36.5127,29.61818
"10",2021-05-25 09:54:30,"CT_350",27.79,41620.6,55116.1,36.5277,29.63318
"11",2021-05-25 09:55:00,"CT_350",27.81,41579.2,55040.3,36.471,29.57648
"12",2021-05-25 09:55:30,"CT_350",27.81,41624.4,55100.2,36.5157,29.62118
"13",2021-05-25 09:56:00,"CT_350",27.81,41609.3,55080.2,36.5008,29.60628
"14",2021-05-25 09:56:30,"CT_350",27.81,41643.2,55125.1,36.5343,29.63978
"15",2021-05-25 09:57:00,"CT_350",27.8,41631.9,55120.6,36.531,29.63648
"16",2021-05-25 09:57:30,"CT_350",27.81,41650.8,55135.2,36.5419,29.64738
"17",2021-05-25 09:58:00,"CT_350",27.8,41635.7,55125.7,36.5348,29.64028
"18",2021-05-25 09:58:30,"CT_350",27.81,41613.1,55085.2,36.5045,29.60998
"19",2021-05-25 09:59:00,"CT_350",27.8,41635.7,55125.7,36.5348,29.64028
"20",2021-05-25 09:59:30,"CT_350",27.8,41631.9,55120.6,36.531,29.63648
"21",2021-05-25 10:00:00,"CT_350",27.8,41665.9,55165.7,36.5647,29.67018
"22",2021-05-25 10:00:30,"CT_350",27.8,41631.9,55120.6,36.531,29.63648
"23",2021-05-25 10:01:00,"CT_350",27.8,41635.7,55125.7,36.5348,29.64028
"24",2021-05-25 10:01:30,"CT_350",27.77,41609.3,55122.2,36.5322,29.63768
"25",2021-05-25 10:02:00,"CT_350",27.79,41650.8,55156.2,36.5576,29.66308
"26",2021-05-25 10:02:30,"CT_350",27.81,41639.5,55120.2,36.5307,29.63618
"27",2021-05-25 10:03:00,"CT_350",27.81,41673.4,55165.1,36.5643,29.66978
"28",2021-05-25 10:03:30,"CT_350",27.8,41620.6,55105.6,36.5198,29.62528
"29",2021-05-25 10:04:00,"CT_350",27.76,41609.3,55132.7,36.54,29.64548
"30",2021-05-25 10:04:30,"CT_350",27.8,41654.5,55150.6,36.5534,29.65888
"31",2021-05-25 10:05:00,"CT_350",27.8,41684.7,55190.6,36.5833,29.68878
"32",2021-05-25 10:05:30,"CT_350",27.79,41620.6,55116.1,36.5277,29.63318
"33",2021-05-25 10:06:00,"CT_350",27.8,41628.1,55115.6,36.5272,29.63268
"34",2021-05-25 10:06:30,"CT_350",27.77,41643.2,55167.1,36.5658,29.67128
"35",2021-05-25 10:07:00,"CT_350",27.8,41692.3,55200.7,36.5908,29.69628
"36",2021-05-25 10:07:30,"CT_350",27.77,41662.1,55192.2,36.5845,29.68998
"37",2021-05-25 10:08:00,"CT_350",27.77,41677.2,55212.2,36.5995,29.70498
"38",2021-05-25 10:08:30,"CT_350",27.8,41654.5,55150.6,36.5534,29.65888
"39",2021-05-25 10:09:00,"CT_350",27.79,41662.1,55171.2,36.5688,29.67428
"40",2021-05-25 10:09:30,"CT_350",27.79,41692.3,55211.2,36.5987,29.70418
"41",2021-05-25 10:10:00,"CT_350",27.77,41643.2,55167.1,36.5658,29.67128
"42",2021-05-25 10:10:30,"CT_350",27.76,41598,55117.7,36.5288,29.63428
"43",2021-05-25 10:11:00,"CT_350",27.58,41120.8,54672.2,36.1962,29.30168
"44",2021-05-25 10:11:30,"CT_350",27.74,41545.4,55068.9,36.4924,29.59788
"45",2021-05-25 10:12:00,"CT_350",27.71,41369.4,54866.7,36.3413,29.44678
"46",2021-05-25 10:12:30,"CT_350",27.54,40264.7,53573.7,35.378,28.48348
"47",2021-05-25 10:13:00,"CT_350",27.64,41139.3,54634.2,36.1678,29.27328
"48",2021-05-25 10:13:30,"CT_350",27.79,41628.1,55126.1,36.5351,29.64058
"49",2021-05-25 10:14:00,"CT_350",27.79,41628.1,55126.1,36.5351,29.64058
"50",2021-05-25 10:14:30,"CT_350",27.79,41696.1,55216.2,36.6025,29.70798
"51",2021-05-25 10:15:00,"CT_350",27.79,41639.5,55141.2,36.5464,29.65188
"52",2021-05-25 10:15:30,"CT_350",27.79,41643.2,55146.1,36.55,29.65548
"53",2021-05-25 10:16:00,"CT_350",27.8,41707.4,55220.7,36.6058,29.71128
"54",2021-05-25 10:16:30,"CT_350",27.77,41673.4,55207.2,36.5957,29.70118
"55",2021-05-25 10:17:00,"CT_350",27.8,41703.6,55215.7,36.602,29.70748
"56",2021-05-25 10:17:30,"CT_350",27.79,41654.5,55161.1,36.5612,29.66668
"57",2021-05-25 10:18:00,"CT_350",27.8,41673.4,55175.6,36.5721,29.67758
"58",2021-05-25 10:18:30,"CT_350",27.8,41681,55185.7,36.5796,29.68508
"59",2021-05-25 10:19:00,"CT_350",27.79,41681,55196.2,36.5875,29.69298
"60",2021-05-25 10:19:30,"CT_350",27.75,41665.9,55218.3,36.604,29.70948
"61",2021-05-25 10:20:00,"CT_350",27.76,41658.3,55197.7,36.5886,29.69408
"62",2021-05-25 10:20:30,"CT_350",27.76,41658.3,55197.7,36.5886,29.69408
"63",2021-05-25 10:21:00,"CT_350",27.76,41665.9,55207.8,36.5961,29.70158
"64",2021-05-25 10:21:30,"CT_350",27.77,41665.9,55197.2,36.5883,29.69378
"65",2021-05-25 10:22:00,"CT_350",27.76,41696.1,55247.8,36.6261,29.73158
"66",2021-05-25 10:22:30,"CT_350",27.76,41650.8,55187.7,36.5812,29.68668
"67",2021-05-25 10:23:00,"CT_350",27.76,41692.3,55242.8,36.6223,29.72778
"68",2021-05-25 10:23:30,"CT_350",27.75,41654.5,55203.2,36.5927,29.69818
"69",2021-05-25 10:24:00,"CT_350",27.75,41669.6,55223.2,36.6077,29.71318
"70",2021-05-25 10:24:30,"CT_350",27.76,41639.5,55172.7,36.57,29.67548
"71",2021-05-25 10:25:00,"CT_350",27.77,41681,55217.3,36.6032,29.70868
"72",2021-05-25 10:25:30,"CT_350",27.76,41733.9,55298,36.6636,29.76908
"73",2021-05-25 10:26:00,"CT_350",27.77,41665.9,55197.2,36.5883,29.69378
"74",2021-05-25 10:26:30,"CT_350",27.79,41673.4,55186.2,36.58,29.68548
"75",2021-05-25 10:27:00,"CT_350",27.75,41673.4,55228.2,36.6114,29.71688
"76",2021-05-25 10:27:30,"CT_350",27.77,41673.4,55207.2,36.5957,29.70118
"77",2021-05-25 10:28:00,"CT_350",27.77,41722.6,55272.4,36.6445,29.74998
"78",2021-05-25 10:28:30,"CT_350",27.77,41707.4,55252.3,36.6294,29.73488
"79",2021-05-25 10:29:00,"CT_350",27.8,41654.5,55150.6,36.5534,29.65888
"80",2021-05-25 10:29:30,"CT_350",27.8,41707.4,55220.7,36.6058,29.71128
"81",2021-05-25 10:30:00,"CT_350",27.8,41669.6,55170.6,36.5683,29.67378
"82",2021-05-25 10:30:30,"CT_350",27.77,41658.3,55187.2,36.5807,29.68618
"83",2021-05-25 10:31:00,"CT_350",27.79,41696.1,55216.2,36.6025,29.70798
"84",2021-05-25 10:31:30,"CT_350",27.8,41692.3,55200.7,36.5908,29.69628
"85",2021-05-25 10:32:00,"CT_350",27.8,41654.5,55150.6,36.5534,29.65888
"86",2021-05-25 10:32:30,"CT_350",27.8,41733.9,55255.8,36.6321,29.73758
"87",2021-05-25 10:33:00,"CT_350",27.8,41756.6,55285.9,36.6546,29.76008
"88",2021-05-25 10:33:30,"CT_350",27.8,41730.1,55250.8,36.6283,29.73378
"89",2021-05-25 10:34:00,"CT_350",27.8,41711.2,55225.7,36.6096,29.71508
"90",2021-05-25 10:34:30,"CT_350",27.8,41726.3,55245.8,36.6245,29.72998
"91",2021-05-25 10:35:00,"CT_350",27.8,41703.6,55215.7,36.602,29.70748
"92",2021-05-25 10:35:30,"CT_350",27.77,41681,55217.3,36.6032,29.70868
"93",2021-05-25 10:36:00,"CT_350",27.8,41722.6,55240.9,36.6209,29.72638
