TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-03-14T15:00:00Z,30.36,8.2,-94.55,8.041623996394218,-87.61845208824424
2022-04-04,2022-03-14T15:02:00Z,30.33,8.2,-94.57,8.042175309315091,-87.66085686667738
2022-04-04,2022-03-14T15:04:00Z,30.36,8.2,-94.61,8.04262029427207,-87.61845208824424
2022-04-04,2022-03-14T15:06:00Z,30.38,8.2,-94.6,8.042308060804652,-87.59018223595548
2022-04-04,2022-03-14T15:08:00Z,30.33,8.2,-94.49,8.040846780828177,-87.66085686667738
2022-04-04,2022-03-14T15:10:00Z,30.31,8.19,-94.42,8.039830288093658,-87.68912671896612
2022-04-04,2022-03-14T15:12:00Z,30.31,8.2,-94.49,8.04099282713359,-87.68912671896612
2022-04-04,2022-03-14T15:14:00Z,30.31,8.2,-94.58,8.04248752018493,-87.68912671896612
2022-04-04,2022-03-14T15:16:00Z,30.28,8.2,-94.55,8.042208444332589,-87.73153149739926
2022-04-04,2022-03-14T15:18:00Z,30.33,8.2,-94.52,8.04134497901077,-87.66085686667738
2022-04-04,2022-03-14T15:20:00Z,30.33,8.2,-94.57,8.042175309315091,-87.66085686667738
2022-04-04,2022-03-14T15:22:00Z,30.36,8.2,-94.66,8.043450542503612,-87.61845208824424
2022-04-04,2022-03-14T15:24:00Z,30.36,8.2,-94.63,8.042952393564686,-87.61845208824424
2022-04-04,2022-03-14T15:26:00Z,30.38,8.2,-94.63,8.042806176919873,-87.59018223595548
2022-04-04,2022-03-14T15:28:00Z,30.41,8.2,-94.67,8.043250928244008,-87.54777745752236
2022-04-04,2022-03-14T15:30:00Z,30.43,8.2,-94.8,8.045262798292969,-87.5195076052336
2022-04-04,2022-03-14T15:32:00Z,30.48,8.2,-94.85,8.045726638723973,-87.4488329745117
2022-04-04,2022-03-14T15:34:00Z,30.48,8.2,-94.82,8.045228686662407,-87.4488329745117
2022-04-04,2022-03-14T15:36:00Z,30.53,8.2,-94.92,8.046522075938109,-87.3781583437898
2022-04-04,2022-03-14T15:38:00Z,30.58,8.2,-95.07,8.048644522129697,-87.30748371306792
2022-04-04,2022-03-14T15:40:00Z,30.61,8.2,-95.08,8.048590271702507,-87.26507893463479
2022-04-04,2022-03-14T15:42:00Z,30.64,8.2,-95.1,8.048701869364262,-87.22267415620165
2022-04-04,2022-03-14T15:44:00Z,30.61,8.21,-95.1,8.04892209767137,-87.26507893463479
2022-04-04,2022-03-14T15:46:00Z,30.61,8.21,-95.24,8.05124487945342,-87.26507893463479
2022-04-04,2022-03-14T15:48:00Z,30.61,8.21,-95.24,8.05124487945342,-87.26507893463479
2022-04-04,2022-03-14T15:50:00Z,30.61,8.21,-95.16,8.049917575577965,-87.26507893463479
2022-04-04,2022-03-14T15:52:00Z,30.64,8.21,-95.27,8.051522111566337,-87.22267415620165
2022-04-04,2022-03-14T15:54:00Z,30.66,8.21,-95.36,8.05286806938055,-87.1944043039129
2022-04-04,2022-03-14T15:56:00Z,30.69,8.21,-95.49,8.054803689780107,-87.15199952547977
2022-04-04,2022-03-14T15:58:00Z,30.69,8.21,-95.47,8.054471951179849,-87.15199952547977
2022-04-04,2022-03-14T16:00:00Z,30.69,8.21,-95.33,8.052149780978048,-87.15199952547977
2022-04-04,2022-03-14T16:02:00Z,30.66,8.21,-95.16,8.04955035579962,-87.1944043039129
2022-04-04,2022-03-14T16:04:00Z,30.66,8.21,-95.3,8.05187275530627,-87.1944043039129
2022-04-04,2022-03-14T16:06:00Z,30.64,8.21,-95.27,8.051522111566337,-87.22267415620165
2022-04-04,2022-03-14T16:08:00Z,30.66,8.21,-95.35,8.052702183701502,-87.1944043039129
2022-04-04,2022-03-14T16:10:00Z,30.66,8.21,-95.38,8.053199840738642,-87.1944043039129
2022-04-04,2022-03-14T16:12:00Z,30.64,8.21,-95.22,8.050692628565725,-87.22267415620165
2022-04-04,2022-03-14T16:14:00Z,30.64,8.21,-95.24,8.05102442176597,-87.22267415620165
2022-04-04,2022-03-14T16:16:00Z,30.61,8.21,-95.28,8.051908531391149,-87.26507893463479
2022-04-04,2022-03-14T16:18:00Z,30.56,8.2,-94.99,8.047463766628184,-87.33575356535667
2022-04-04,2022-03-14T16:20:00Z,30.53,8.2,-95.07,8.049011426314381,-87.3781583437898
2022-04-04,2022-03-14T16:22:00Z,30.56,8.21,-95.22,8.051280393500775,-87.33575356535667
2022-04-04,2022-03-14T16:24:00Z,30.58,8.2,-95.08,8.048810451501677,-87.30748371306792
2022-04-04,2022-03-14T16:26:00Z,30.56,8.2,-94.94,8.04663406513414,-87.33575356535667
2022-04-04,2022-03-14T16:28:00Z,30.56,8.2,-94.97,8.047131886030567,-87.33575356535667
2022-04-04,2022-03-14T16:30:00Z,30.56,8.2,-94.83,8.044808721847248,-87.33575356535667
2022-04-04,2022-03-14T16:32:00Z,30.53,8.2,-95.02,8.048181642855624,-87.3781583437898
2022-04-04,2022-03-14T16:34:00Z,30.51,8.2,-94.94,8.047000596755087,-87.40642819607856
2022-04-04,2022-03-14T16:36:00Z,30.51,8.2,-95.07,8.049158175843422,-87.40642819607856
2022-04-04,2022-03-14T16:38:00Z,30.51,8.2,-94.72,8.043349309067132,-87.40642819607856
2022-04-04,2022-03-14T16:40:00Z,30.51,8.2,-94.72,8.043349309067132,-87.40642819607856
2022-04-04,2022-03-14T16:42:00Z,30.53,8.2,-94.89,8.046024205862855,-87.3781583437898
2022-04-04,2022-03-14T16:44:00Z,30.56,8.2,-95.02,8.047961587524608,-87.33575356535667
2022-04-04,2022-03-14T16:46:00Z,30.56,8.2,-95.07,8.04879128901865,-87.33575356535667
2022-04-04,2022-03-14T16:48:00Z,30.56,8.2,-94.85,8.045140602444866,-87.33575356535667
2022-04-04,2022-03-14T16:50:00Z,30.53,8.2,-94.91,8.046356119246358,-87.3781583437898
2022-04-04,2022-03-14T16:52:00Z,30.53,8.2,-94.96,8.047185902705115,-87.3781583437898
2022-04-04,2022-03-14T16:54:00Z,30.56,8.21,-95.13,8.0497869308115,-87.33575356535667
2022-04-04,2022-03-14T16:56:00Z,30.53,8.21,-95.14,8.050173123156641,-87.3781583437898
2022-04-04,2022-03-14T16:58:00Z,30.56,8.2,-95,8.047629706926992,-87.33575356535667
2022-04-04,2022-03-14T17:00:00Z,30.56,8.2,-95.08,8.048957229317459,-87.33575356535667
2022-04-04,2022-03-14T17:02:00Z,30.53,8.21,-95.13,8.05000716646489,-87.3781583437898
2022-04-04,2022-03-14T17:04:00Z,30.53,8.2,-95.03,8.048347599547375,-87.3781583437898
2022-04-04,2022-03-14T17:06:00Z,30.51,8.2,-95,8.047996402488165,-87.40642819607856
2022-04-04,2022-03-14T17:08:00Z,30.51,8.2,-95.03,8.048494305354703,-87.40642819607856
2022-04-04,2022-03-14T17:10:00Z,30.48,8.2,-94.92,8.046888526867626,-87.4488329745117
2022-04-04,2022-03-14T17:12:00Z,30.48,8.2,-94.88,8.046224590785538,-87.4488329745117
2022-04-04,2022-03-14T17:14:00Z,30.48,8.2,-94.91,8.046722542847105,-87.4488329745117
2022-04-04,2022-03-14T17:16:00Z,30.48,8.21,-95.11,8.050042223257545,-87.4488329745117
2022-04-04,2022-03-14T17:18:00Z,30.48,8.2,-94.96,8.047552462949714,-87.4488329745117
2022-04-04,2022-03-14T17:20:00Z,30.46,8.2,-94.96,8.047699074946141,-87.47710282680046
2022-04-04,2022-03-14T17:22:00Z,30.43,8.2,-94.75,8.044432741501495,-87.5195076052336
2022-04-04,2022-03-14T17:24:00Z,30.41,8.2,-94.72,8.044081039723634,-87.54777745752236
2022-04-04,2022-03-14T17:26:00Z,30.38,8.2,-94.57,8.04180994468943,-87.59018223595548
2022-04-04,2022-03-14T17:28:00Z,30.41,8.2,-94.55,8.041258660692904,-87.54777745752236
2022-04-04,2022-03-14T17:30:00Z,30.41,8.2,-94.55,8.041258660692904,-87.54777745752236
2022-04-04,2022-03-14T17:32:00Z,30.38,8.2,-94.52,8.04097975116406,-87.59018223595548
2022-04-04,2022-03-14T17:34:00Z,30.38,8.2,-94.52,8.04097975116406,-87.59018223595548
2022-04-04,2022-03-14T17:36:00Z,30.36,8.2,-94.49,8.040627698516367,-87.61845208824424
2022-04-04,2022-03-14T17:38:00Z,30.33,8.19,-94.22,8.036362997184842,-87.66085686667738
2022-04-04,2022-03-14T17:40:00Z,30.31,8.19,-94.19,8.0360105169624525,-87.68912671896612
2022-04-04,2022-03-14T17:42:00Z,30.31,8.19,-94.27,8.03733913300809,-87.68912671896612
2022-04-04,2022-03-14T17:44:00Z,30.28,8.19,-94.27,8.037557828413824,-87.73153149739926
