date,E_Conductivity,TempInSitu,Serial,AbsPressure_bar,Sp_Conductance,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-13T14:17:00Z,36189.9,23.21,354,0,48009.95510204082,48.00995510204082,32.55518850682363
2021-01-13T14:17:10Z,36208.1,23.21,354,0,48028.155102040815,48.02815510204081,32.56901514593105
2021-01-13T14:17:20Z,36162.6,23.19,354,0,47982.655102040815,47.982655102040816,32.549209064474084
2021-01-13T14:17:30Z,36174.8,23.19,354,0,47994.85510204082,47.99485510204082,32.55848077428013
2021-01-13T14:17:40Z,36183.9,23.19,354,0,48003.95510204082,48.00395510204082,32.56539681995926
2021-01-13T14:17:50Z,36150.5,23.19,354,0,47970.55510204082,47.97055510204082,32.54001374994425
2021-01-13T14:18:00Z,36186.9,23.18,354,0,48006.95510204082,48.00695510204082,32.57506474755748
2021-01-13T14:18:10Z,36186.9,23.16,354,0,48006.95510204082,48.00695510204082,32.589848800547095
2021-01-13T14:18:20Z,36165.7,23.16,354,0,47985.755102040814,47.98575510204081,32.57372564296348
2021-01-13T14:18:30Z,36183.9,23.15,354,0,48003.95510204082,48.00395510204082,32.594962810057886
2021-01-13T14:18:40Z,36186.9,23.15,354,0,48006.95510204082,48.00695510204082,32.59724499283867
2021-01-13T14:18:50Z,36174.8,23.15,354,0,47994.85510204082,47.99485510204082,32.58804033806404
2021-01-13T14:19:00Z,36162.6,23.14,354,0,47982.655102040815,47.982655102040816,32.586154690422255
2021-01-13T14:19:10Z,36189.9,23.14,354,0,48009.95510204082,48.00995510204082,32.60692670149448
2021-01-13T14:19:20Z,36189.9,23.14,354,0,48009.95510204082,48.00995510204082,32.60692670149448
2021-01-13T14:19:30Z,36193,23.13,354,0,48013.05510204082,48.013055102040816,32.61668838586848
2021-01-13T14:19:40Z,36147.5,23.13,354,0,47967.55510204082,47.96755510204082,32.58206106370558
2021-01-13T14:19:50Z,36189.9,23.13,354,0,48009.95510204082,48.00995510204082,32.6143289836086
2021-01-13T14:20:00Z,36189.9,23.13,354,0,48009.95510204082,48.00995510204082,32.6143289836086
2021-01-13T14:20:10Z,36171.7,23.11,354,0,47991.755102040814,47.99175510204081,32.61528400718199
2021-01-13T14:20:20Z,36174.8,23.11,354,0,47994.85510204082,47.99485510204082,32.617644353204646
2021-01-13T14:20:30Z,36196,23.11,354,0,48016.05510204082,48.016055102040816,32.63378677293616
2021-01-13T14:20:40Z,36186.9,23.11,354,0,48006.95510204082,48.00695510204082,32.626857566104974
2021-01-13T14:20:50Z,36171.7,23.1,354,0,47991.755102040814,47.99175510204081,32.62269141816954
2021-01-13T14:21:00Z,36193,23.1,354,0,48013.05510204082,48.013055102040816,32.63891357515183
2021-01-13T14:21:10Z,36183.9,23.1,354,0,48003.95510204082,48.00395510204082,32.631982831672836
2021-01-13T14:21:20Z,36171.7,23.1,354,0,47991.755102040814,47.99175510204081,32.62269141816954
2021-01-13T14:21:30Z,36186.9,23.1,354,0,48006.95510204082,48.00695510204082,32.63426766733817
2021-01-13T14:21:40Z,36186.9,23.1,354,0,48006.95510204082,48.00695510204082,32.63426766733817
2021-01-13T14:21:50Z,36180.8,23.09,354,0,48000.85510204082,48.00085510204082,32.63703366754851
2021-01-13T14:22:00Z,36189.9,23.09,354,0,48009.95510204082,48.00995510204082,32.64396594577727
2021-01-13T14:22:10Z,36174.8,23.09,354,0,47994.85510204082,47.99485510204082,32.63246305758328
2021-01-13T14:22:20Z,36199,23.1,354,0,48019.05510204082,48.01905510204082,32.64348341901641
2021-01-13T14:22:30Z,36174.8,23.1,354,0,47994.85510204082,47.99485510204082,32.625052312843785
2021-01-13T14:22:40Z,36193,23.09,354,0,48013.05510204082,48.013055102040816,32.646327542424324
2021-01-13T14:22:50Z,36199,23.09,354,0,48019.05510204082,48.01905510204082,32.650898448727915
2021-01-13T14:23:00Z,36174.8,23.09,354,0,47994.85510204082,47.99485510204082,32.63246305758328
2021-01-13T14:23:10Z,36177.8,23.08,354,0,47997.85510204082,47.99785510204082,32.64216241294568
2021-01-13T14:23:20Z,36196,23.08,354,0,48016.05510204082,48.016055102040816,32.65603026978157
2021-01-13T14:23:30Z,36177.8,23.08,354,0,47997.85510204082,47.99785510204082,32.64216241294568
2021-01-13T14:23:40Z,36189.9,23.08,354,0,48009.95510204082,48.00995510204082,32.651382151648086
2021-01-13T14:23:50Z,36196,23.08,354,0,48016.05510204082,48.016055102040816,32.65603026978157
2021-01-13T14:24:00Z,36202.1,23.08,354,0,48022.155102040815,48.02215510204081,32.66067848892433
2021-01-13T14:24:10Z,36180.8,23.08,354,0,48000.85510204082,48.00085510204082,32.64444826151944
2021-01-13T14:24:20Z,36186.9,23.08,354,0,48006.95510204082,48.00695510204082,32.649096228964616
2021-01-13T14:24:30Z,36183.9,23.08,354,0,48003.95510204082,48.00395510204082,32.64681033071277
2021-01-13T14:24:40Z,36205.1,23.07,354,0,48025.155102040815,48.02515510204081,32.670386223767416
2021-01-13T14:24:50Z,36235.5,23.07,354,0,48055.55510204082,48.05555510204082,32.69355826057183
2021-01-13T14:25:00Z,36205.1,23.07,354,0,48025.155102040815,48.02515510204081,32.670386223767416
2021-01-13T10:00:00Z,41801.5,28.41,354,0,53621.55510204082,53.621555102040816,32.89351546551644
2021-01-13T10:00:10Z,41816.8,28.41,354,0,53636.85510204082,53.63685510204082,32.9040606437644
2021-01-13T10:00:20Z,41786.1,28.37,354,0,53606.155102040815,53.606155102040816,32.91064787181776
2021-01-13T10:00:30Z,41836,28.42,354,0,53656.05510204082,53.65605510204082,32.91035676962253
2021-01-13T10:00:40Z,41801.5,28.41,354,0,53621.55510204082,53.621555102040816,32.89351546551644
2021-01-13T10:00:50Z,41801.5,28.41,354,0,53621.55510204082,53.621555102040816,32.89351546551644
2021-01-13T10:01:00Z,41778.4,28.4,354,0,53598.45510204082,53.598455102040816,32.884526973298826
2021-01-13T10:01:10Z,41805.3,28.42,354,0,53625.35510204082,53.62535510204082,32.889201269772194
2021-01-13T10:01:20Z,41805.3,28.42,354,0,53625.35510204082,53.62535510204082,32.889201269772194
2021-01-13T10:01:30Z,41809.1,28.41,354,0,53629.155102040815,53.62915510204082,32.89875352711056
2021-01-13T10:01:40Z,41824.5,28.45,354,0,53644.55510204082,53.64455510204082,32.88163834567998
2021-01-13T10:01:50Z,41809.1,28.47,354,0,53629.155102040815,53.62915510204082,32.85718770080854
2021-01-13T10:02:00Z,41793.8,28.47,354,0,53613.85510204082,53.61385510204082,32.846656463572494
2021-01-13T10:02:10Z,41801.5,28.42,354,0,53621.55510204082,53.621555102040816,32.88658282187423
2021-01-13T10:02:20Z,41836,28.45,354,0,53656.05510204082,53.65605510204082,32.88955815308478
2021-01-13T10:02:30Z,41816.8,28.49,354,0,53636.85510204082,53.63685510204082,32.848649992471614
2021-01-13T10:02:40Z,41805.3,28.42,354,0,53625.35510204082,53.62535510204082,32.889201269772194
2021-01-13T10:02:50Z,41816.8,28.46,354,0,53636.85510204082,53.63685510204082,32.869410583578095
2021-01-13T10:03:00Z,41789.9,28.44,354,0,53609.95510204082,53.60995510204082,32.864735405931405
2021-01-13T10:03:10Z,41789.9,28.46,354,0,53609.95510204082,53.60995510204082,32.850890760106985
2021-01-13T10:03:20Z,41805.3,28.45,354,0,53625.35510204082,53.62535510204082,32.86841637628528
2021-01-13T10:03:30Z,41778.4,28.49,354,0,53598.45510204082,53.598455102040816,32.822230408967116
2021-01-13T10:03:40Z,41782.3,28.44,354,0,53602.35510204082,53.60235510204082,32.859501072221974
2021-01-13T10:03:50Z,41759.3,28.42,354,0,53579.35510204082,53.57935510204082,32.85750646303136
2021-01-13T10:04:00Z,41755.4,28.45,354,0,53575.45510204082,53.57545510204082,32.834056922410426
2021-01-13T10:04:10Z,41763.1,28.46,354,0,53583.155102040815,53.58315510204081,32.83244140820609
2021-01-13T10:04:20Z,41809.1,28.47,354,0,53629.155102040815,53.62915510204082,32.85718770080854
2021-01-13T10:04:30Z,41747.8,28.49,354,0,53567.85510204082,53.567855102040824,32.8011796846959
2021-01-13T10:04:40Z,41751.6,28.45,354,0,53571.655102040815,53.571655102040815,32.831440601252645
2021-01-13T10:04:50Z,41774.6,28.46,354,0,53594.655102040815,53.59465510204082,32.840357909083686
2021-01-13T10:05:00Z,41789.9,28.51,354,0,53609.95510204082,53.60995510204082,32.816322027126866
2021-01-13T10:05:10Z,41770.8,28.49,354,0,53590.85510204082,53.59085510204082,32.81700192735447
2021-01-13T10:05:20Z,41789.9,28.47,354,0,53609.95510204082,53.60995510204082,32.84397211505471
2021-01-13T10:05:30Z,41747.8,28.51,354,0,53567.85510204082,53.567855102040824,32.78737205007716
2021-01-13T10:05:40Z,41724.8,28.45,354,0,53544.85510204082,53.54485510204082,32.81298957817694
2021-01-13T10:05:50Z,41713.3,28.45,354,0,53533.35510204082,53.53335510204082,32.80507265898586
2021-01-13T10:06:00Z,41721,28.41,354,0,53541.05510204082,53.541055102040815,32.83804138452149
2021-01-13T10:06:10Z,41740.1,28.37,354,0,53560.155102040815,53.56015510204082,32.878920750628275
2021-01-13T10:06:20Z,41740.1,28.35,354,0,53560.155102040815,53.56015510204082,32.892794760514256
2021-01-13T10:06:30Z,41694.2,28.34,354,0,53514.255102040814,53.51425510204081,32.868061516215896
2021-01-13T10:06:40Z,41724.8,28.35,354,0,53544.85510204082,53.54485510204082,32.882238535911725
2021-01-13T10:06:50Z,41682.7,28.36,354,0,53502.755102040814,53.502755102040815,32.846264745417244
2021-01-13T10:07:00Z,41671.3,28.34,354,0,53491.35510204082,53.49135510204082,32.85226083452051
2021-01-13T10:07:10Z,41701.8,28.36,354,0,53521.85510204082,53.52185510204082,32.85943818515247
2021-01-13T10:07:20Z,41709.5,28.36,354,0,53529.55510204082,53.52955510204082,32.864749177304226
2021-01-13T10:07:30Z,41713.3,28.4,354,0,53533.35510204082,53.53335510204082,32.83965788516646
