date,E_Conductivity,TempInSitu,Serial,AbsPressure_bar,Sp_Conductance,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-12T15:46:00Z,41680.1,23.53,318,0,49344.14897959184,49.34414897959184,33.32885253723961
2021-01-12T15:46:10Z,41522.5,23.53,318,0,49186.54897959184,49.18654897959184,33.20948196490343
2021-01-12T15:46:20Z,41381.4,23.53,318,0,49045.44897959184,49.04544897959184,33.1026651735293
2021-01-12T15:46:30Z,41259.7,23.52,318,0,48923.74897959184,48.923748979591835,33.01803179311612
2021-01-12T15:46:40Z,41209.9,23.53,318,0,48873.94897959184,48.873948979591844,32.97290624289155
2021-01-12T15:46:50Z,41154,23.53,318,0,48818.04897959184,48.81804897959184,32.93062860823779
2021-01-12T15:47:00Z,41082.7,23.53,318,0,48746.74897959184,48.746748979591835,32.87671593343446
2021-01-12T15:47:10Z,41051.8,23.53,318,0,48715.84897959184,48.71584897959185,32.85335547031437
2021-01-12T15:47:20Z,40999.3,23.52,318,0,48663.34897959184,48.663348979591845,32.821080046713256
2021-01-12T15:47:30Z,40946.8,23.5,318,0,48610.84897959184,48.61084897959184,32.79620161223808
2021-01-12T15:47:40Z,40925.3,23.5,318,0,48589.34897959184,48.58934897959185,32.77994383065662
2021-01-12T15:47:50Z,40885.3,23.5,318,0,48549.34897959184,48.54934897959184,32.749700084072025
2021-01-12T15:48:00Z,40839.2,23.49,318,0,48503.24897959184,48.50324897959184,32.72223863524843
2021-01-12T15:48:10Z,40787.1,23.49,318,0,48451.14897959184,48.45114897959184,32.68284988847001
2021-01-12T15:48:20Z,40771.8,23.48,318,0,48435.84897959184,48.435848979591846,32.678664275154844
2021-01-12T15:48:30Z,40781,23.48,318,0,48445.04897959184,48.44504897959184,32.6856203813579
2021-01-12T15:48:40Z,40701.4,23.48,318,0,48365.44897959184,48.36544897959184,32.625442440325656
2021-01-12T15:48:50Z,40719.8,23.47,318,0,48383.84897959184,48.383848979591846,32.6467252265463
2021-01-12T15:49:00Z,40701.4,23.47,318,0,48365.44897959184,48.36544897959184,32.632813038090276
2021-01-12T15:49:10Z,40652.6,23.47,318,0,48316.64897959184,48.31664897959184,32.595919885540326
2021-01-12T15:49:20Z,40655.7,23.47,318,0,48319.74897959184,48.319748979591836,32.59826331824512
2021-01-12T15:49:30Z,40628.2,23.46,318,0,48292.24897959184,48.29224897959184,32.584836259180165
2021-01-12T15:49:40Z,40631.3,23.46,318,0,48295.34897959184,48.29534897959184,32.58718003124602
2021-01-12T15:49:50Z,40600.8,23.46,318,0,48264.84897959184,48.26484897959185,32.56412145779651
2021-01-12T15:50:00Z,40606.9,23.46,318,0,48270.94897959184,48.27094897959184,32.5687329731058
2021-01-12T15:50:10Z,40570.4,23.46,318,0,48234.44897959184,48.23444897959184,32.541140966304084
2021-01-12T15:50:20Z,40582.6,23.44,318,0,48246.64897959184,48.24664897959184,32.56507653825456
2021-01-12T15:50:30Z,40567.4,23.44,318,0,48231.44897959184,48.231448979591846,32.55358140818901
2021-01-12T15:50:40Z,40530.9,23.44,318,0,48194.94897959184,48.19494897959184,32.52598050063452
2021-01-12T15:50:50Z,40549.1,23.44,318,0,48213.14897959184,48.21314897959184,32.539742698439625
2021-01-12T15:51:00Z,40524.8,23.44,318,0,48188.84897959184,48.188848979591846,32.52136809460298
2021-01-12T15:51:10Z,40527.9,23.44,318,0,48191.94897959184,48.19194897959184,32.52371209175716
2021-01-12T15:51:20Z,40524.8,23.44,318,0,48188.84897959184,48.188848979591846,32.52136809460298
2021-01-12T15:51:30Z,40479.3,23.44,318,0,48143.34897959184,48.14334897959184,32.486967230176326
2021-01-12T15:51:40Z,40491.5,23.44,318,0,48155.54897959184,48.15554897959184,32.49619065351858
2021-01-12T15:51:50Z,40482.4,23.43,318,0,48146.44897959184,48.146448979591845,32.49665417125313
2021-01-12T15:52:00Z,40464.2,23.43,318,0,48128.24897959184,48.12824897959184,32.48289204582229
2021-01-12T15:52:10Z,40488.4,23.43,318,0,48152.44897959184,48.152448979591846,32.50119133043358
2021-01-12T15:52:20Z,40458.1,23.43,318,0,48122.14897959184,48.12214897959184,32.478279664141766
2021-01-12T15:52:30Z,40452.1,23.43,318,0,48116.14897959184,48.11614897959184,32.47374299265619
2021-01-12T15:52:40Z,40479.3,23.43,318,0,48143.34897959184,48.14334897959184,32.49431001018011
2021-01-12T15:52:50Z,40455.1,23.43,318,0,48119.14897959184,48.11914897959184,32.47601131632693
2021-01-12T15:53:00Z,40418.8,23.43,318,0,48082.84897959184,48.082848979591844,32.44856622135244
2021-01-12T15:53:10Z,40430.9,23.42,318,0,48094.94897959184,48.09494897959184,32.46505125690743
2021-01-12T15:53:20Z,40424.8,23.42,318,0,48088.84897959184,48.088848979591845,32.46043835324393
2021-01-12T15:53:30Z,40430.9,23.42,318,0,48094.94897959184,48.09494897959184,32.46505125690743
2021-01-12T15:53:40Z,40433.9,23.42,318,0,48097.94897959184,48.09794897959184,32.46731993468601
2021-01-12T15:53:50Z,40385.6,23.42,318,0,48049.64897959184,48.049648979591836,32.43079715849514
2021-01-12T15:54:00Z,40388.6,23.42,318,0,48052.64897959184,48.05264897959184,32.433065471542214
2021-01-11T10:00:00Z,44262.3,27.57,318,0,51926.34897959184,51.92634897959184,32.298169232478884
2021-01-11T10:00:10Z,44428.4,27.59,318,0,52092.44897959184,52.09244897959184,32.40032193182499
2021-01-11T10:00:20Z,44286.5,27.6,318,0,51950.54897959184,51.950548979591844,32.29440678424127
2021-01-11T10:00:30Z,44241.6,27.6,318,0,51905.64897959184,51.90564897959184,32.26308743200878
2021-01-11T10:00:40Z,44369.5,27.59,318,0,52033.54897959184,52.03354897959184,32.359209610511726
2021-01-11T10:00:50Z,44200.2,27.59,318,0,51864.24897959184,51.864248979591835,32.24108282088489
2021-01-11T10:01:00Z,44400.6,27.59,318,0,52064.64897959184,52.06464897959184,32.38091646858673
2021-01-11T10:01:10Z,44203.7,27.61,318,0,51867.74897959184,51.86774897959184,32.22978719350977
2021-01-11T10:01:20Z,44162.4,27.59,318,0,51826.44897959184,51.826448979591845,32.21471749280937
2021-01-11T10:01:30Z,44324.5,27.61,318,0,51988.54897959184,51.98854897959184,32.314031114072435
2021-01-11T10:01:40Z,44407.6,27.61,318,0,52071.64897959184,52.07164897959184,32.37200338514537
2021-01-11T10:01:50Z,44411,27.62,318,0,52075.04897959184,52.07504897959184,32.3674792262773
2021-01-11T10:02:00Z,44265.7,27.62,318,0,51929.74897959184,51.929748979591835,32.26614645222999
2021-01-11T10:02:10Z,44231.2,27.64,318,0,51895.24897959184,51.89524897959184,32.22836255196161
2021-01-11T10:02:20Z,44241.6,27.64,318,0,51905.64897959184,51.90564897959184,32.235609920477344
2021-01-11T10:02:30Z,44245,27.64,318,0,51909.04897959184,51.909048979591844,32.23797930701872
2021-01-11T10:02:40Z,44021.7,27.62,318,0,51685.74897959184,51.685748979591835,32.096090381286025
2021-01-11T10:02:50Z,44021.7,27.64,318,0,51685.74897959184,51.685748979591835,32.082423434393995
2021-01-11T10:03:00Z,44176.1,27.61,318,0,51840.14897959184,51.84014897959184,32.21054417470375
2021-01-11T10:03:10Z,44179.6,27.62,318,0,51843.64897959184,51.84364897959184,32.2061231496716
2021-01-11T10:03:20Z,44220.9,27.64,318,0,51884.94897959184,51.88494897959184,32.22118511746123
2021-01-11T10:03:30Z,44207.1,27.64,318,0,51871.14897959184,51.87114897959184,32.21156913542097
2021-01-11T10:03:40Z,44210.6,27.62,318,0,51874.64897959184,51.87464897959184,32.22773234078662
2021-01-11T10:03:50Z,44300.3,27.64,318,0,51964.34897959184,51.96434897959185,32.276520454416655
2021-01-11T10:04:00Z,44200.2,27.65,318,0,51864.24897959184,51.864248979591835,32.19990436286612
2021-01-11T10:04:10Z,44293.4,27.61,318,0,51957.44897959184,51.957448979591845,32.2923392440936
2021-01-11T10:04:20Z,44317.6,27.64,318,0,51981.64897959184,51.98164897959184,32.28857909017546
2021-01-11T10:04:30Z,44355.6,27.62,318,0,52019.64897959184,52.01964897959184,32.32883726480286
2021-01-11T10:04:40Z,44376.4,27.61,318,0,52040.44897959184,52.040448979591844,32.350235739674474
2021-01-11T10:04:50Z,44369.5,27.62,318,0,52033.54897959184,52.03354897959184,32.3385319599972
2021-01-11T10:05:00Z,44466.6,27.62,318,0,52130.64897959184,52.13064897959184,32.406267863447844
2021-01-11T10:05:10Z,44431.9,27.64,318,0,52095.94897959184,52.095948979591846,32.3682672062602
2021-01-11T10:05:20Z,44487.4,27.65,318,0,52151.44897959184,52.15144897959184,32.40007120375925
2021-01-11T10:05:30Z,44435.3,27.65,318,0,52099.34897959184,52.099348979591845,32.363745374709
2021-01-11T10:05:40Z,44445.7,27.64,318,0,52109.74897959184,52.109748979591835,32.377890397316435
2021-01-11T10:05:50Z,43953.3,27.62,318,0,51617.34897959184,51.617348979591846,32.0484437817392
2021-01-11T10:06:00Z,44445.7,27.62,318,0,52109.74897959184,52.109748979591835,32.39168639966703
2021-01-11T10:06:10Z,44602.4,27.64,318,0,52266.44897959184,52.26644897959184,32.48719346130866
2021-01-11T10:06:20Z,44515.3,27.59,318,0,52179.34897959184,52.17934897959184,32.460993051817304
2021-01-11T10:06:30Z,44591.9,27.62,318,0,52255.94897959184,52.25594897959184,32.493708168720104
2021-01-11T10:06:40Z,5874.7,27.59,318,0,13538.748979591841,13.53874897959184,7.381608244075238
2021-01-11T10:06:50Z,44640.8,27.61,318,0,52304.84897959184,52.304848979591846,32.53477426743554
2021-01-11T10:07:00Z,44640.8,27.59,318,0,52304.84897959184,52.304848979591846,32.54864460667544
2021-01-11T10:07:10Z,44529.2,27.56,318,0,52193.24897959184,52.193248979591836,32.49147224212165
2021-01-11T10:07:20Z,44630.3,27.59,318,0,52294.34897959184,52.294348979591845,32.54130980523405
2021-01-11T10:07:30Z,44588.4,27.6,318,0,52252.44897959184,52.25244897959184,32.505114598410664
2021-01-11T10:07:40Z,44585,27.6,318,0,52249.04897959184,52.24904897959184,32.502740425168874
2021-01-11T10:07:50Z,44477,27.61,318,0,52141.04897959184,52.141048979591844,32.420430560728704
2021-01-11T10:08:00Z,44543.1,27.6,318,0,52207.14897959184,52.20714897959184,32.47348443841651
2021-01-11T10:08:10Z,44414.5,27.6,318,0,52078.54897959184,52.078548979591844,32.38371709907771
2021-01-11T10:08:20Z,44470.1,27.61,318,0,52134.14897959184,52.13414897959184,32.415615253675696
2021-01-11T10:08:30Z,44390.2,27.64,318,0,52054.24897959184,52.05424897959184,32.339191121797505
2021-01-11T10:08:40Z,44324.5,27.62,318,0,51988.54897959184,51.98854897959184,32.30714788315383
2021-01-11T10:08:50Z,44355.6,27.64,318,0,52019.64897959184,52.01964897959184,32.31506870862203
2021-01-11T10:09:00Z,44310.6,27.64,318,0,51974.64897959184,51.97464897959184,32.283699789618154
2021-01-11T10:09:10Z,44393.7,27.64,318,0,52057.74897959184,52.057748979591835,32.34163140522046
