date,E_Conductivity,TempInSitu,Serial,AbsPressure_bar,Sp_Conductance,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-13T14:07:00Z,37936,23.24,316,0,48105.52653061225,48.10552653061225,32.605622187958794
2021-01-13T14:07:10Z,37920.8,23.24,316,0,48090.326530612256,48.09032653061226,32.594079462683126
2021-01-13T14:07:20Z,37869,23.24,316,0,48038.52653061225,48.03852653061225,32.5547477549961
2021-01-13T14:07:30Z,37878.1,23.24,316,0,48047.62653061225,48.047626530612256,32.5616568547604
2021-01-13T14:07:40Z,37850.7,23.23,316,0,48020.22653061225,48.02022653061225,32.54823065507904
2021-01-13T14:07:50Z,37835.5,23.22,316,0,48005.02653061225,48.005026530612255,32.54406519126101
2021-01-13T14:08:00Z,37869,23.21,316,0,48038.52653061225,48.03852653061225,32.57689477715298
2021-01-13T14:08:10Z,37869,23.19,316,0,48038.52653061225,48.03852653061225,32.59167332095999
2021-01-13T14:08:20Z,37856.8,23.18,316,0,48026.326530612256,48.02632653061226,32.589791451854
2021-01-13T14:08:30Z,37856.8,23.17,316,0,48026.326530612256,48.02632653061226,32.597185509818864
2021-01-13T14:08:40Z,37844.7,23.17,316,0,48014.22653061225,48.01422653061225,32.58798449477527
2021-01-13T14:08:50Z,37832.5,23.16,316,0,48002.02653061225,48.002026530612255,32.586100383786295
2021-01-13T14:09:00Z,37832.5,23.16,316,0,48002.02653061225,48.002026530612255,32.586100383786295
2021-01-13T14:09:10Z,37826.4,23.15,316,0,47995.926530612254,47.99592653061225,32.58885537413829
2021-01-13T14:09:20Z,37844.7,23.13,316,0,48014.22653061225,48.01422653061225,32.61757996400955
2021-01-13T14:09:30Z,37856.8,23.13,316,0,48026.326530612256,48.02632653061226,32.62678953142859
2021-01-13T14:09:40Z,37826.4,23.12,316,0,47995.926530612254,47.99592653061225,32.611054781587086
2021-01-13T14:09:50Z,37838.6,23.12,316,0,48008.12653061225,48.00812653061225,32.6203420153729
2021-01-13T14:10:00Z,37826.4,23.12,316,0,47995.926530612254,47.99592653061225,32.611054781587086
2021-01-13T14:10:10Z,37832.5,23.11,316,0,48002.02653061225,48.002026530612255,32.62310479273473
2021-01-13T14:10:20Z,37826.4,23.11,316,0,47995.926530612254,47.99592653061225,32.61846014706095
2021-01-13T14:10:30Z,37838.6,23.11,316,0,48008.12653061225,48.00812653061225,32.62774953931998
2021-01-13T14:10:40Z,37805.2,23.11,316,0,47974.72653061225,47.97472653061225,32.60231888460199
2021-01-13T14:10:50Z,37844.7,23.11,316,0,48014.22653061225,48.01422653061225,32.632394386815434
