"Plot Title: SGD_011221_316"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739316, SEN S/N: 20739316)","Temp, °C (LGR S/N: 20739316, SEN S/N: 20739316)","Specific Conductance, μS/cm (LGR S/N: 20739316)","Salinity, ppt (LGR S/N: 20739316)"
1,01/12/21 08:16:10 AM,0.0,23.55,0.0,0.0123
2,01/12/21 08:16:20 AM,0.0,23.55,0.0,0.0123
3,01/12/21 08:16:30 AM,0.0,23.59,0.0,0.0123
4,01/12/21 08:16:40 AM,0.0,23.60,0.0,0.0123
5,01/12/21 08:16:50 AM,0.0,23.62,0.0,0.0123
6,01/12/21 08:17:00 AM,0.0,23.64,0.0,0.0123
7,01/12/21 08:17:10 AM,0.0,23.68,0.0,0.0123
8,01/12/21 08:17:20 AM,44209.2,23.40,51339.4,33.7234
9,01/12/21 08:17:30 AM,43767.7,23.41,50816.8,33.3382
10,01/12/21 08:17:40 AM,43605.4,23.41,50628.5,33.1996
11,01/12/21 08:17:50 AM,43643.9,23.43,50652.7,33.2174
12,01/12/21 08:18:00 AM,43717.3,23.43,50737.9,33.2800
13,01/12/21 08:18:10 AM,43790.9,23.44,50812.9,33.3353
14,01/12/21 08:18:20 AM,43678.7,23.41,50713.6,33.2622
15,01/12/21 08:18:30 AM,43632.3,23.41,50659.7,33.2225
16,01/12/21 08:18:40 AM,43532.3,23.41,50543.7,33.1372
17,01/12/21 08:18:50 AM,43436.4,23.43,50412.1,33.0403
18,01/12/21 08:19:00 AM,43321.8,23.43,50279.2,32.9426
19,01/12/21 08:19:10 AM,43238.1,23.44,50172.0,32.8638
20,01/12/21 08:19:20 AM,43124.4,23.43,50050.3,32.7744
21,01/12/21 08:19:30 AM,43079.1,23.44,49987.6,32.7284
22,01/12/21 08:19:40 AM,42977.3,23.44,49869.6,32.6418
23,01/12/21 08:19:50 AM,42898.5,23.44,49780.4,32.5763
24,01/12/21 08:20:00 AM,42846.0,23.44,49721.7,32.5332
25,01/12/21 08:20:10 AM,42715.4,23.44,49572.4,32.4237
26,01/12/21 08:20:20 AM,42659.6,23.44,49509.8,32.3779
27,01/12/21 08:20:30 AM,42581.7,23.44,49421.7,32.3132
28,01/12/21 08:20:40 AM,42515.1,23.44,49346.6,32.2582
29,01/12/21 08:20:50 AM,42467.2,23.44,49293.2,32.2191
30,01/12/21 08:21:00 AM,42393.5,23.44,49209.8,32.1580
31,01/12/21 08:21:10 AM,42345.8,23.44,49156.6,32.1191
32,01/12/21 08:21:20 AM,42243.2,23.44,49039.8,32.0335
33,01/12/21 08:21:30 AM,42177.5,23.43,48975.6,31.9866
34,01/12/21 08:21:40 AM,42119.3,23.43,48910.2,31.9387
35,01/12/21 08:21:50 AM,42050.2,23.44,48822.3,31.8744
36,01/12/21 08:22:00 AM,42003.1,23.44,48769.7,31.8360
37,01/12/21 08:22:10 AM,41956.1,23.44,48717.3,31.7977
38,01/12/21 08:22:20 AM,41909.2,23.44,48665.0,31.7594
39,01/12/21 08:22:30 AM,41883.9,23.44,48637.8,31.7395
40,01/12/21 08:22:40 AM,41865.9,23.44,48619.0,31.7258
41,01/12/21 08:22:50 AM,41801.2,23.45,48536.3,31.6653
42,01/12/21 08:23:00 AM,41794.0,23.44,48539.8,31.6679
43,01/12/21 08:23:10 AM,41718.7,23.44,48454.5,31.6056
44,01/12/21 08:23:20 AM,41693.7,23.45,48417.9,31.5788
45,01/12/21 08:23:30 AM,41697.3,23.44,48433.9,31.5906
46,01/12/21 08:23:40 AM,41640.1,23.45,48359.9,31.5365
47,01/12/21 08:23:50 AM,41600.9,23.45,48316.5,31.5048
48,01/12/21 08:24:00 AM,41600.9,23.45,48318.6,31.5064
49,01/12/21 08:24:10 AM,41561.7,23.45,48275.2,31.4747
50,01/12/21 08:24:20 AM,41522.6,23.45,48231.9,31.4431
51,01/12/21 08:24:30 AM,41462.3,23.45,48164.0,31.3935
52,01/12/21 08:24:40 AM,41483.6,23.46,48181.1,31.4060
53,01/12/21 08:24:50 AM,41419.8,23.45,48118.9,31.3606
54,01/12/21 08:25:00 AM,41405.7,23.46,48094.9,31.3431
55,01/12/21 08:25:10 AM,41373.9,23.46,48060.1,31.3177
56,01/12/21 08:25:20 AM,0.0,23.55,0.0,0.0123
57,01/12/21 08:25:30 AM,0.0,23.61,0.0,0.0123
58,01/12/21 08:25:40 AM,0.0,23.64,0.0,0.0123
59,01/12/21 08:25:50 AM,0.0,23.66,0.0,0.0123
60,01/12/21 08:26:00 AM,0.0,23.62,0.0,0.0123
61,01/12/21 08:26:10 AM,0.0,23.61,0.0,0.0123
62,01/12/21 08:26:20 AM,0.0,23.54,0.0,0.0123
63,01/12/21 08:26:30 AM,0.0,23.49,0.0,0.0123
64,01/12/21 08:26:40 AM,0.0,23.51,0.0,0.0123
65,01/12/21 08:26:50 AM,0.0,23.46,0.0,0.0123
66,01/12/21 08:27:00 AM,0.0,23.44,0.0,0.0123
67,01/12/21 08:27:10 AM,0.0,23.43,0.0,0.0123
68,01/12/21 08:27:20 AM,0.0,23.41,0.0,0.0123
69,01/12/21 08:27:30 AM,0.0,23.40,0.0,0.0123
70,01/12/21 08:27:40 AM,0.0,23.40,0.0,0.0123
71,01/12/21 08:27:50 AM,0.0,23.37,0.0,0.0123
72,01/12/21 08:28:00 AM,0.0,23.37,0.0,0.0123
73,01/12/21 08:28:10 AM,0.0,23.38,0.0,0.0123
