date,E_Conductivity,TempInSitu,Serial,AbsPressure_bar,Sp_Conductance,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-12T08:18:20Z,43678.7,23.41,316,0,49730.83902439024,49.73083902439024,33.71336146172703
2021-01-12T08:18:30Z,43632.3,23.41,316,0,49684.439024390245,49.684439024390244,33.67806407651627
2021-01-12T08:18:40Z,43532.3,23.41,316,0,49584.439024390245,49.58443902439025,33.60201171949674
2021-01-12T08:18:50Z,43436.4,23.43,316,0,49488.539024390244,49.48853902439024,33.51393645701614
2021-01-12T08:19:00Z,43321.8,23.43,316,0,49373.939024390245,49.373939024390246,33.42688317217746
2021-01-12T08:19:10Z,43238.1,23.44,316,0,49290.23902439024,49.29023902439024,33.35578064130397
2021-01-12T08:19:20Z,43124.4,23.43,316,0,49176.539024390244,49.176539024390244,33.27701516716267
2021-01-12T08:19:30Z,43079.1,23.44,316,0,49131.23902439024,49.13123902439024,33.23512170055593
2021-01-12T08:19:40Z,42977.3,23.44,316,0,49029.439024390245,49.02943902439025,33.157905152494415
2021-01-12T08:19:50Z,42898.5,23.44,316,0,48950.63902439024,48.95063902439024,33.098153434578464
2021-01-12T08:20:00Z,42846,23.44,316,0,48898.13902439024,48.89813902439025,33.05835345938168
2021-01-12T08:20:10Z,42715.4,23.44,316,0,48767.539024390244,48.767539024390246,32.95937829940343
2021-01-12T08:20:20Z,42659.6,23.44,316,0,48711.73902439024,48.71173902439024,32.91710421870084
2021-01-12T08:20:30Z,42581.7,23.44,316,0,48633.83902439024,48.63383902439024,32.85810112688667
2021-01-12T08:20:40Z,42515.1,23.44,316,0,48567.23902439024,48.56723902439024,32.80766978251492
2021-01-12T08:20:50Z,42467.2,23.44,316,0,48519.33902439024,48.51933902439024,32.77140593774952
2021-01-12T08:21:00Z,42393.5,23.44,316,0,48445.63902439024,48.445639024390246,32.71562159099263
2021-01-12T08:21:10Z,42345.8,23.44,316,0,48397.939024390245,48.39793902439025,32.679524691812375
2021-01-12T08:21:20Z,42243.2,23.44,316,0,48295.33902439024,48.29533902439024,32.60190297132214
2021-01-12T08:21:30Z,42177.5,23.43,316,0,48229.63902439024,48.229639024390245,32.55957052945403
2021-01-12T08:21:40Z,42119.3,23.43,316,0,48171.439024390245,48.171439024390246,32.515552109613374
2021-01-12T08:21:50Z,42050.2,23.44,316,0,48102.33902439024,48.10233902439024,32.45596587921235
2021-01-12T08:22:00Z,42003.1,23.44,316,0,48055.23902439024,48.05523902439024,32.42036634230711
2021-01-12T08:22:10Z,41956.1,23.44,316,0,48008.23902439024,48.00823902439024,32.384848319471274
2021-01-12T08:22:20Z,41909.2,23.44,316,0,47961.33902439024,47.96133902439024,32.349411773486416
2021-01-12T08:22:30Z,41883.9,23.44,316,0,47936.039024390244,47.93603902439025,32.33029813380357
2021-01-12T08:22:40Z,41865.9,23.44,316,0,47918.039024390244,47.91803902439025,32.31670054237715
2021-01-12T08:22:50Z,41801.2,23.45,316,0,47853.33902439024,47.85333902439024,32.260542563679024
2021-01-12T08:23:00Z,41794,23.44,316,0,47846.13902439024,47.84613902439024,32.262394390258095
2021-01-12T08:23:10Z,41718.7,23.44,316,0,47770.83902439024,47.77083902439024,32.20553508583636
2021-01-12T08:23:20Z,41693.7,23.45,316,0,47745.83902439024,47.74583902439024,32.17939024981528
2021-01-12T08:23:30Z,41697.3,23.44,316,0,47749.439024390245,47.74943902439025,32.189378644675976
2021-01-12T08:23:40Z,41640.1,23.45,316,0,47692.23902439024,47.69223902439024,32.13893891246397
2021-01-12T08:23:50Z,41600.9,23.45,316,0,47653.039024390244,47.653039024390246,32.10935997937305
2021-01-12T08:24:00Z,41600.9,23.45,316,0,47653.039024390244,47.653039024390246,32.10935997937305
2021-01-12T08:24:10Z,41561.7,23.45,316,0,47613.83902439024,47.61383902439024,32.07978517012657
2021-01-12T08:24:20Z,41522.6,23.45,316,0,47574.73902439024,47.57473902439024,32.05028991527127
2021-01-12T08:24:30Z,41462.3,23.45,316,0,47514.439024390245,47.51443902439025,32.00481039264797
2021-01-12T08:24:40Z,41483.6,23.46,316,0,47535.73902439024,47.53573902439024,32.013642916396
2021-01-12T08:24:50Z,41419.8,23.45,316,0,47471.939024390245,47.471939024390245,31.97276186703926
2021-01-12T08:25:00Z,41405.7,23.46,316,0,47457.83902439024,47.45783902439024,31.954912669923342
2021-01-12T10:00:00Z,47092.9,28.55,316,0,53145.039024390244,53.14503902439024,32.469509929180454
2021-01-12T10:00:10Z,47259.3,28.56,316,0,53311.439024390245,53.311439024390246,32.57684817483541
2021-01-12T10:00:20Z,47626.1,28.52,316,0,53678.23902439024,53.678239024390244,32.85636926958098
2021-01-12T10:00:30Z,47559.4,28.39,316,0,53611.539024390244,53.61153902439025,32.90048207154399
2021-01-12T10:00:40Z,47635,28.41,316,0,53687.13902439024,53.68713902439024,32.93872142603036
2021-01-12T10:00:50Z,47524,28.45,316,0,53576.13902439024,53.576139024390244,32.834527810219186
2021-01-12T10:01:00Z,46355.6,28.5,316,0,52407.73902439024,52.40773902439024,31.997924648504068
2021-01-12T10:01:10Z,45975,28.37,316,0,52027.13902439024,52.027139024390245,31.824312102923347
2021-01-12T10:01:20Z,45832.6,28.3,316,0,51884.73902439024,51.88473902439024,31.773477353919652
2021-01-12T10:01:30Z,45591.2,28.27,316,0,51643.33902439024,51.643339024390244,31.62773377050861
2021-01-12T10:01:40Z,45715.8,28.29,316,0,51767.939024390245,51.767939024390245,31.699948113064988
2021-01-12T10:01:50Z,45500.2,28.24,316,0,51552.33902439024,51.55233902439024,31.585234204020097
2021-01-12T10:02:00Z,45500.2,28.24,316,0,51552.33902439024,51.55233902439024,31.585234204020097
2021-01-12T10:02:10Z,45508.5,28.24,316,0,51560.63902439024,51.56063902439024,31.590936709322264
2021-01-12T10:02:20Z,45327.3,28.25,316,0,51379.439024390245,51.379439024390244,31.459839237853423
2021-01-12T10:02:30Z,45351.9,28.33,316,0,51404.039024390244,51.404039024390244,31.423663286564953
2021-01-12T10:02:40Z,45388.9,28.22,316,0,51441.039024390244,51.44103902439024,31.522086221187905
2021-01-12T10:02:50Z,45327.3,28.22,316,0,51379.439024390245,51.379439024390244,31.47976628535518
2021-01-12T10:03:00Z,45335.5,28.19,316,0,51387.63902439024,51.387639024390246,31.505351207232234
2021-01-12T10:03:10Z,45467.2,28.38,316,0,51519.33902439024,51.51933902439024,31.469526952589945
2021-01-12T10:03:20Z,45417.7,28.32,316,0,51469.83902439024,51.46983902439024,31.475399906264805
2021-01-12T10:03:30Z,45343.7,28.28,316,0,51395.83902439024,51.39583902439024,31.4511849247995
2021-01-12T10:03:40Z,45343.7,28.25,316,0,51395.83902439024,51.39583902439024,31.4710980805314
2021-01-12T10:03:50Z,45327.3,28.23,316,0,51379.439024390245,51.379439024390244,31.473121579907517
2021-01-12T10:04:00Z,45343.7,28.19,316,0,51395.83902439024,51.39583902439024,31.510988015639235
2021-01-12T10:04:10Z,45306.8,28.23,316,0,51358.939024390245,51.358939024390246,31.459042803379617
2021-01-12T10:04:20Z,45278.1,28.22,316,0,51330.23902439024,51.330239024390245,31.445971527227005
2021-01-12T10:04:30Z,45364.3,28.21,316,0,51416.439024390245,51.41643902439024,31.511837249213535
2021-01-12T10:04:40Z,45372.5,28.22,316,0,51424.63902439024,51.424639024390245,31.510818378246245
